logfeh_mean,logdust_med,logNpix,tau,dmod,logl
-2.9749e-01,-5.0050e-01,2.0022e+00,2.8168e+00,2.6021e+01,-8.7957e+02
-3.3032e-01,-4.6289e-01,2.0443e+00,2.7736e+00,2.6133e+01,-8.7021e+02
-2.5580e-01,-5.0249e-01,2.0095e+00,2.9821e+00,2.6036e+01,-8.8001e+02
-2.9683e-01,-4.8950e-01,2.0121e+00,2.7947e+00,2.6044e+01,-8.7798e+02
-3.0805e-01,-4.5314e-01,2.0475e+00,2.9671e+00,2.6144e+01,-8.7587e+02
-2.8509e-01,-4.9319e-01,1.9961e+00,2.9557e+00,2.6005e+01,-8.7976e+02
-2.9619e-01,-4.8177e-01,2.0098e+00,2.9557e+00,2.6044e+01,-8.6401e+02
-2.6110e-01,-5.1220e-01,1.9877e+00,2.8926e+00,2.5966e+01,-8.7146e+02
-2.9057e-01,-5.0672e-01,2.0111e+00,2.7642e+00,2.6040e+01,-8.7427e+02
-3.0992e-01,-4.6929e-01,2.0123e+00,2.7163e+00,2.6035e+01,-8.6418e+02
-2.5791e-01,-5.0367e-01,1.9818e+00,2.9794e+00,2.5948e+01,-8.7870e+02
-2.7233e-01,-4.8582e-01,1.9876e+00,2.9539e+00,2.5964e+01,-8.6564e+02
-2.8841e-01,-5.0104e-01,2.0267e+00,2.7889e+00,2.6085e+01,-8.6767e+02
-3.1913e-01,-4.7593e-01,2.0548e+00,2.7169e+00,2.6161e+01,-8.7346e+02
-2.9399e-01,-4.6393e-01,2.0172e+00,2.9435e+00,2.6048e+01,-8.7741e+02
-3.2655e-01,-4.4642e-01,2.0630e+00,2.8454e+00,2.6191e+01,-8.7298e+02
-3.1469e-01,-4.5714e-01,2.0335e+00,2.8066e+00,2.6098e+01,-8.7828e+02
-3.2898e-01,-4.5707e-01,2.0350e+00,2.7169e+00,2.6099e+01,-8.6774e+02
-3.0800e-01,-4.8279e-01,2.0186e+00,2.6725e+00,2.6054e+01,-8.7885e+02
-2.7486e-01,-5.4110e-01,1.9773e+00,2.6813e+00,2.5942e+01,-8.7954e+02
-2.2720e-01,-5.3881e-01,1.9800e+00,2.9117e+00,2.5943e+01,-8.7938e+02
-2.5956e-01,-5.1097e-01,1.9881e+00,2.8712e+00,2.5966e+01,-8.7383e+02
-2.6328e-01,-5.3217e-01,1.9870e+00,2.7748e+00,2.5972e+01,-8.7528e+02
-3.1579e-01,-4.5304e-01,2.0379e+00,2.8795e+00,2.6119e+01,-8.7558e+02
-3.1533e-01,-4.7483e-01,2.0218e+00,2.7375e+00,2.6072e+01,-8.7252e+02
-2.4535e-01,-5.5527e-01,2.0034e+00,2.8049e+00,2.6024e+01,-8.6806e+02
-2.1986e-01,-5.3706e-01,1.9766e+00,2.9747e+00,2.5933e+01,-8.5967e+02
-2.8033e-01,-5.0578e-01,2.0269e+00,2.9291e+00,2.6101e+01,-8.7944e+02
-2.8732e-01,-5.0059e-01,2.0212e+00,2.8191e+00,2.6074e+01,-8.6412e+02
-2.7645e-01,-5.0170e-01,1.9928e+00,2.8253e+00,2.5976e+01,-8.7930e+02
-2.2451e-01,-5.1668e-01,1.9937e+00,3.0619e+00,2.5983e+01,-8.7029e+02
-2.6995e-01,-5.0738e-01,1.9940e+00,2.8990e+00,2.5990e+01,-8.7522e+02
-3.1786e-01,-4.5582e-01,2.0334e+00,2.7986e+00,2.6092e+01,-8.7136e+02
-2.9449e-01,-5.1302e-01,1.9902e+00,2.6994e+00,2.5983e+01,-8.7881e+02
-2.6628e-01,-4.9102e-01,1.9806e+00,2.9583e+00,2.5952e+01,-8.6559e+02
-2.2875e-01,-5.5292e-01,1.9600e+00,2.9008e+00,2.5896e+01,-8.7912e+02
