niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_mean,logdust,logNpix,tau,dmod
1.0000e+00,1.0000e+00,9.9900e-02,7.8145e+05,7.8145e+05,-9.9950e-04,7.8145e+05,8.7167e-02,7.6019e+00,inf,2.1080e+00,-4.3312e-01,-7.2163e-01,3.9639e+00,1.1660e+00,2.2269e+01
2.0000e+00,1.0000e+00,1.9960e-01,7.8183e+05,7.8182e+05,-1.9990e-03,7.8182e+05,8.7173e-02,7.6029e+00,1.7766e+05,4.2589e+00,-5.8290e-02,-1.7157e+00,3.8890e+00,3.7592e-01,2.2312e+01
3.0000e+00,1.0000e+00,2.9910e-01,7.8189e+05,7.8188e+05,-2.9985e-03,7.8188e+05,8.7179e-02,7.6039e+00,1.7729e+05,6.7926e+00,3.1429e-01,-1.2337e+00,3.9193e+00,1.0535e+00,2.2261e+01
4.0000e+00,1.0000e+00,3.9841e-01,7.8190e+05,7.8189e+05,-3.9980e-03,7.8189e+05,8.7178e-02,7.6039e+00,1.7723e+05,9.5322e+00,-4.4613e-01,-1.3225e+00,3.9550e+00,7.0732e-01,2.2716e+01
5.0000e+00,1.0000e+00,4.9751e-01,7.8217e+05,7.8216e+05,-4.9975e-03,7.8216e+05,8.7190e-02,7.6059e+00,1.7722e+05,1.2248e+01,-9.0395e-02,-1.9914e+00,3.8850e+00,3.0657e+00,2.2039e+01
6.0000e+00,1.0000e+00,5.9642e-01,7.8219e+05,7.8218e+05,-5.9970e-03,7.8218e+05,8.7196e-02,7.6069e+00,1.7695e+05,1.5128e+01,-3.5562e-01,-1.8992e+00,3.7653e+00,2.9729e-01,2.2178e+01
7.0000e+00,1.0000e+00,6.9513e-01,7.8223e+05,7.8222e+05,-6.9965e-03,7.8222e+05,8.7201e-02,7.6079e+00,1.7693e+05,1.8094e+01,1.2440e-01,-1.2441e+00,3.9334e+00,2.0008e+00,2.2489e+01
8.0000e+00,1.0000e+00,7.9365e-01,7.8236e+05,7.8235e+05,-7.9960e-03,7.8235e+05,8.7207e-02,7.6089e+00,1.7688e+05,2.0964e+01,-1.9096e-03,-1.3356e+00,3.7493e+00,1.8067e+00,2.2007e+01
9.0000e+00,1.0000e+00,8.9197e-01,7.8237e+05,7.8236e+05,-8.9955e-03,7.8236e+05,8.7212e-02,7.6098e+00,1.7676e+05,2.3438e+01,3.4736e-01,-1.2669e+00,3.8465e+00,9.6774e-01,2.2326e+01
1.0000e+01,1.0000e+00,9.9010e-01,7.8239e+05,7.8238e+05,-9.9950e-03,7.8238e+05,8.7218e-02,7.6108e+00,1.7674e+05,2.6155e+01,4.2498e-01,-1.2063e+00,3.9280e+00,2.7815e+00,2.2039e+01
1.1000e+01,1.0000e+00,1.0880e+00,7.8240e+05,7.8239e+05,-1.0995e-02,7.8239e+05,8.7223e-02,7.6117e+00,1.7673e+05,2.8666e+01,-4.6133e-01,-9.8214e-01,3.7719e+00,2.1765e+00,2.2162e+01
1.2000e+01,1.0000e+00,1.1858e+00,7.8242e+05,7.8241e+05,-1.1994e-02,7.8241e+05,8.7229e-02,7.6128e+00,1.7671e+05,3.1510e+01,-4.9239e-01,-6.5549e-01,3.9939e+00,4.0494e+00,2.2181e+01
1.3000e+01,1.0000e+00,1.2833e+00,7.8256e+05,7.8255e+05,-1.2994e-02,7.8255e+05,8.7236e-02,7.6139e+00,1.7670e+05,3.4002e+01,-4.9065e-01,-6.4903e-01,3.9431e+00,2.8288e+00,2.2509e+01
1.4000e+01,1.0000e+00,1.3807e+00,7.8262e+05,7.8261e+05,-1.3993e-02,7.8261e+05,8.7241e-02,7.6149e+00,1.7656e+05,3.6500e+01,-4.6416e-01,-1.5017e+00,3.8309e+00,3.4530e+00,2.2203e+01
1.5000e+01,1.0000e+00,1.4778e+00,7.8264e+05,7.8264e+05,-1.4993e-02,7.8264e+05,8.7248e-02,7.6160e+00,1.7650e+05,3.9442e+01,1.2497e-01,-1.6482e+00,3.8859e+00,3.1286e+00,2.2077e+01
1.6000e+01,1.0000e+00,1.5748e+00,7.8276e+05,7.8275e+05,-1.5992e-02,7.8275e+05,8.7253e-02,7.6169e+00,1.7647e+05,4.1985e+01,-1.5319e-01,-1.4705e+00,3.7134e+00,1.2890e+00,2.2213e+01
1.7000e+01,1.0000e+00,1.6716e+00,7.8282e+05,7.8281e+05,-1.6992e-02,7.8281e+05,8.7259e-02,7.6179e+00,1.7636e+05,4.4547e+01,-2.7672e-01,-1.1096e+00,3.9034e+00,2.5514e+00,2.2688e+01
1.8000e+01,1.0000e+00,1.7682e+00,7.8294e+05,7.8293e+05,-1.7991e-02,7.8293e+05,8.7264e-02,7.6189e+00,1.7629e+05,4.7497e+01,-3.4510e-01,-1.4300e+00,3.9567e+00,1.4258e+00,2.3360e+01
1.9000e+01,1.0000e+00,1.8646e+00,7.8314e+05,7.8313e+05,-1.8991e-02,7.8313e+05,8.7270e-02,7.6199e+00,1.7618e+05,5.0021e+01,-3.6190e-02,-7.2310e-01,3.8229e+00,7.2998e-01,2.2623e+01
2.0000e+01,1.0000e+00,1.9608e+00,7.8319e+05,7.8318e+05,-1.9990e-02,7.8318e+05,8.7276e-02,7.6209e+00,1.7598e+05,5.2236e+01,-1.0829e-01,-7.6618e-01,3.9075e+00,9.9348e-01,2.3052e+01
2.1000e+01,2.0000e+00,2.0548e+00,7.8319e+05,7.8319e+05,-2.0990e-02,7.8319e+05,8.5044e-02,7.2360e+00,1.7593e+05,5.6944e+01,4.3557e-01,-1.5639e+00,3.8903e+00,3.6590e+00,2.2039e+01
2.2000e+01,1.0000e+00,2.1505e+00,7.8323e+05,7.8322e+05,-2.1989e-02,7.8322e+05,8.7287e-02,7.6229e+00,1.7592e+05,5.9111e+01,-3.6224e-01,-1.0565e+00,3.6293e+00,7.9690e-01,2.2115e+01
2.3000e+01,1.0000e+00,2.2461e+00,7.8333e+05,7.8332e+05,-2.2989e-02,7.8332e+05,8.7293e-02,7.6239e+00,1.7589e+05,6.1704e+01,3.4606e-01,-1.7251e+00,3.7824e+00,6.0790e-01,2.2761e+01
2.4000e+01,1.0000e+00,2.3415e+00,7.8352e+05,7.8351e+05,-2.3988e-02,7.8351e+05,8.7299e-02,7.6249e+00,1.7579e+05,6.3881e+01,6.9708e-02,-6.6599e-01,3.7954e+00,8.4669e-01,2.2714e+01
2.5000e+01,1.0000e+00,2.4366e+00,7.8354e+05,7.8353e+05,-2.4988e-02,7.8353e+05,8.7304e-02,7.6259e+00,1.7560e+05,6.6374e+01,-3.0123e-01,-1.3341e+00,3.8119e+00,3.3900e+00,2.2489e+01
2.6000e+01,1.0000e+00,2.5316e+00,7.8366e+05,7.8366e+05,-2.5987e-02,7.8366e+05,8.7310e-02,7.6269e+00,1.7558e+05,6.8846e+01,3.1568e-01,-5.3953e-01,3.8015e+00,5.8500e-01,2.2711e+01
2.7000e+01,1.0000e+00,2.6265e+00,7.8367e+05,7.8366e+05,-2.6987e-02,7.8366e+05,8.7249e-02,7.6162e+00,1.7545e+05,7.1747e+01,1.1361e-01,-8.0450e-01,3.8834e+00,5.4134e-01,2.3244e+01
2.8000e+01,1.0000e+00,2.7211e+00,7.8370e+05,7.8369e+05,-2.7986e-02,7.8369e+05,8.7322e-02,7.6289e+00,1.7545e+05,7.4325e+01,-1.5971e-01,-1.2823e+00,3.9680e+00,7.0812e-01,2.3814e+01
2.9000e+01,1.0000e+00,2.8155e+00,7.8372e+05,7.8371e+05,-2.8986e-02,7.8371e+05,8.7327e-02,7.6299e+00,1.7542e+05,7.6518e+01,-3.4474e-01,-1.4585e+00,3.8877e+00,7.3778e-01,2.3637e+01
3.0000e+01,1.0000e+00,2.9098e+00,7.8373e+05,7.8373e+05,-2.9985e-02,7.8373e+05,8.7333e-02,7.6308e+00,1.7540e+05,7.9080e+01,4.1558e-01,-1.7334e+00,3.9553e+00,3.3065e+00,2.2852e+01
3.1000e+01,1.0000e+00,3.0039e+00,7.8377e+05,7.8376e+05,-3.0985e-02,7.8376e+05,8.7339e-02,7.6319e+00,1.7538e+05,8.1560e+01,4.2392e-01,-8.4390e-01,3.7391e+00,1.1449e+00,2.2746e+01
3.2000e+01,1.0000e+00,3.0978e+00,7.8383e+05,7.8382e+05,-3.1984e-02,7.8382e+05,8.7344e-02,7.6329e+00,1.7534e+05,8.3685e+01,-4.6069e-01,-1.3523e+00,3.6357e+00,2.1694e+00,2.2531e+01
3.3000e+01,1.0000e+00,3.1915e+00,7.8388e+05,7.8387e+05,-3.2984e-02,7.8387e+05,8.7350e-02,7.6339e+00,1.7528e+05,8.6152e+01,-7.8392e-02,-6.0175e-01,3.6691e+00,2.2814e+00,2.2175e+01
