niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_mean,logdust_med,logNpix,tau,dmod
1.0000e+00,1.0000e+00,1.9960e-01,-3.4880e+05,-3.4881e+05,-1.9980e-03,-3.4881e+05,1.1750e-01,6.9098e+00,inf,1.0180e+03,-4.9429e-01,-1.0366e-01,4.9902e+00,6.4674e+00,2.4181e+01
2.0000e+00,1.0000e+00,3.9841e-01,-3.4839e+05,-3.4840e+05,-3.9960e-03,-3.4840e+05,1.1751e-01,6.9117e+00,3.2792e+05,1.0203e+03,-1.9280e-01,-9.9428e-01,4.8161e+00,4.8815e+00,2.4039e+01
3.0000e+00,1.0000e+00,5.9642e-01,-3.4760e+05,-3.4761e+05,-5.9940e-03,-3.4761e+05,1.1753e-01,6.9138e+00,3.2750e+05,1.0225e+03,1.9374e-01,-4.7087e-01,4.8847e+00,4.4233e+00,2.4039e+01
4.0000e+00,1.0000e+00,7.9365e-01,-3.4696e+05,-3.4697e+05,-7.9920e-03,-3.4697e+05,1.1755e-01,6.9158e+00,3.2672e+05,1.0244e+03,-4.9299e-01,-9.9351e-02,4.9090e+00,4.4995e+00,2.4509e+01
5.0000e+00,1.0000e+00,9.9010e-01,-3.4687e+05,-3.4688e+05,-9.9900e-03,-3.4688e+05,1.1757e-01,6.9177e+00,3.2607e+05,1.0263e+03,-4.5959e-01,-5.4835e-01,4.9280e+00,1.0791e+00,2.4716e+01
6.0000e+00,1.0000e+00,1.1858e+00,-3.4632e+05,-3.4633e+05,-1.1988e-02,-3.4633e+05,1.1758e-01,6.9197e+00,3.2599e+05,1.0282e+03,-3.5092e-01,-5.5605e-01,4.6991e+00,5.4043e+00,2.4489e+01
7.0000e+00,1.0000e+00,1.3807e+00,-3.4621e+05,-3.4622e+05,-1.3986e-02,-3.4622e+05,1.1760e-01,6.9217e+00,3.2543e+05,1.0304e+03,1.8669e-01,-8.2228e-01,4.9284e+00,5.2696e+00,2.4852e+01
8.0000e+00,1.0000e+00,1.5748e+00,-3.4548e+05,-3.4549e+05,-1.5984e-02,-3.4549e+05,1.1762e-01,6.9237e+00,3.2532e+05,1.0323e+03,2.4586e-01,-8.2126e-01,1.0488e+00,3.7103e+00,2.9591e+01
9.0000e+00,1.0000e+00,1.7682e+00,-3.4541e+05,-3.4541e+05,-1.7982e-02,-3.4541e+05,1.1763e-01,6.9257e+00,3.2459e+05,1.0342e+03,-1.0495e-01,-3.7027e-01,4.5261e+00,5.1650e+00,2.4136e+01
1.0000e+01,1.0000e+00,1.9608e+00,-3.4538e+05,-3.4539e+05,-1.9980e-02,-3.4539e+05,1.1765e-01,6.9277e+00,3.2452e+05,1.0365e+03,-3.5362e-01,-9.4261e-01,4.6590e+00,6.6623e+00,2.4954e+01
1.1000e+01,1.0000e+00,2.1526e+00,-3.4490e+05,-3.4491e+05,-2.1978e-02,-3.4491e+05,1.1767e-01,6.9297e+00,3.2450e+05,1.0383e+03,-4.5509e-02,-3.5203e-02,4.8704e+00,7.4472e+00,2.5108e+01
1.2000e+01,1.0000e+00,2.3438e+00,-3.4451e+05,-3.4451e+05,-2.3976e-02,-3.4451e+05,1.1768e-01,6.9317e+00,3.2401e+05,1.0402e+03,-1.8379e-01,-6.7835e-02,4.4705e+00,3.6169e+00,2.4175e+01
1.3000e+01,1.0000e+00,2.5341e+00,-3.4445e+05,-3.4445e+05,-2.5974e-02,-3.4445e+05,1.1770e-01,6.9337e+00,3.2362e+05,1.0421e+03,1.3455e-01,-8.1674e-01,4.6519e+00,9.1885e-01,2.4761e+01
1.4000e+01,1.0000e+00,2.7237e+00,-3.4441e+05,-3.4441e+05,-2.7972e-02,-3.4441e+05,1.1772e-01,6.9357e+00,3.2356e+05,1.0444e+03,-2.8443e-01,-1.9472e-01,1.2248e+00,2.2977e+00,2.9620e+01
1.5000e+01,1.0000e+00,2.9126e+00,-3.4433e+05,-3.4434e+05,-2.9970e-02,-3.4434e+05,1.1774e-01,6.9377e+00,3.2352e+05,1.0466e+03,-4.7052e-01,-5.6822e-01,4.4171e+00,3.4364e+00,2.4531e+01
1.6000e+01,1.0000e+00,3.1008e+00,-3.4425e+05,-3.4426e+05,-3.1968e-02,-3.4426e+05,1.1775e-01,6.9397e+00,3.2344e+05,1.0489e+03,-7.2719e-02,-1.1066e-01,4.6726e+00,1.3038e+00,2.4714e+01
1.7000e+01,1.0000e+00,3.2882e+00,-3.4422e+05,-3.4423e+05,-3.3966e-02,-3.4423e+05,1.1777e-01,6.9417e+00,3.2336e+05,1.0512e+03,-2.6484e-01,-4.3169e-01,1.1343e+00,7.8170e+00,2.9824e+01
1.8000e+01,1.0000e+00,3.4749e+00,-3.4415e+05,-3.4415e+05,-3.5964e-02,-3.4415e+05,1.1779e-01,6.9437e+00,3.2333e+05,1.0535e+03,4.9953e-02,-9.3448e-01,4.2620e+00,6.8922e+00,2.4190e+01
1.9000e+01,1.0000e+00,3.6609e+00,-3.4412e+05,-3.4413e+05,-3.7962e-02,-3.4413e+05,1.1780e-01,6.9457e+00,3.2326e+05,1.0557e+03,-1.1621e-01,-1.5638e-01,4.9742e+00,5.0830e+00,2.5713e+01
2.0000e+01,1.0000e+00,3.8462e+00,-3.4403e+05,-3.4404e+05,-3.9960e-02,-3.4404e+05,1.1782e-01,6.9477e+00,3.2324e+05,1.0580e+03,-3.8355e-01,-6.3901e-01,4.8203e+00,1.1283e+00,2.5637e+01
2.1000e+01,1.0000e+00,4.0307e+00,-3.4400e+05,-3.4401e+05,-4.1958e-02,-3.4401e+05,1.1784e-01,6.9497e+00,3.2314e+05,1.0598e+03,-4.3097e-01,-1.1221e-01,1.0658e+00,6.9250e+00,2.9393e+01
2.2000e+01,1.0000e+00,4.2146e+00,-3.4390e+05,-3.4391e+05,-4.3956e-02,-3.4391e+05,1.1785e-01,6.9517e+00,3.2312e+05,1.0621e+03,1.1176e-01,-2.6356e-02,4.6825e+00,8.8194e-01,2.4711e+01
2.3000e+01,1.0000e+00,4.3977e+00,-3.4386e+05,-3.4386e+05,-4.5954e-02,-3.4386e+05,1.1787e-01,6.9537e+00,3.2301e+05,1.0640e+03,-7.9103e-02,-4.9692e-01,1.0551e+00,6.2053e+00,2.9296e+01
2.4000e+01,1.0000e+00,4.5802e+00,-3.4382e+05,-3.4383e+05,-4.7952e-02,-3.4383e+05,1.1789e-01,6.9557e+00,3.2297e+05,1.0663e+03,-1.1027e-01,-7.9221e-01,4.5004e+00,1.8708e+00,2.4832e+01
2.5000e+01,1.0000e+00,4.7619e+00,-3.4357e+05,-3.4358e+05,-4.9950e-02,-3.4358e+05,1.1790e-01,6.9577e+00,3.2294e+05,1.0681e+03,-2.2634e-01,-3.8460e-01,1.3015e+00,3.0137e+00,2.9599e+01
2.6000e+01,1.0000e+00,4.9430e+00,-3.4339e+05,-3.4340e+05,-5.1948e-02,-3.4340e+05,1.1792e-01,6.9597e+00,3.2269e+05,1.0703e+03,-4.8367e-01,-5.5166e-01,4.5725e+00,6.2295e+00,2.5495e+01
2.7000e+01,1.0000e+00,5.1233e+00,-3.4336e+05,-3.4336e+05,-5.3946e-02,-3.4336e+05,1.1794e-01,6.9617e+00,3.2250e+05,1.0722e+03,-4.2640e-01,-5.6177e-01,4.7899e+00,4.2860e-01,2.5865e+01
2.8000e+01,1.0000e+00,5.3030e+00,-3.4324e+05,-3.4325e+05,-5.5944e-02,-3.4325e+05,1.1796e-01,6.9637e+00,3.2247e+05,1.0745e+03,-8.0179e-02,-1.6225e-01,1.2245e+00,7.1699e+00,2.9375e+01
2.9000e+01,1.0000e+00,5.4820e+00,-3.4321e+05,-3.4321e+05,-5.7942e-02,-3.4321e+05,1.1797e-01,6.9657e+00,3.2236e+05,1.0763e+03,-2.0748e-01,-7.3288e-01,4.2087e+00,7.2071e+00,2.4610e+01
3.0000e+01,1.0000e+00,5.6604e+00,-3.4302e+05,-3.4303e+05,-5.9940e-02,-3.4303e+05,1.1799e-01,6.9677e+00,3.2232e+05,1.0786e+03,-2.7994e-01,-9.4364e-01,4.7382e+00,5.2254e+00,2.6073e+01
3.1000e+01,1.0000e+00,5.8380e+00,-3.4299e+05,-3.4300e+05,-6.1938e-02,-3.4300e+05,1.1801e-01,6.9697e+00,3.2213e+05,1.0805e+03,-2.5249e-01,-3.9332e-01,4.2886e+00,5.0609e+00,2.4708e+01
3.2000e+01,1.0000e+00,6.0150e+00,-3.4286e+05,-3.4287e+05,-6.3936e-02,-3.4287e+05,1.1802e-01,6.9717e+00,3.2210e+05,1.0824e+03,-6.3417e-02,-9.3225e-01,1.0238e+00,3.7973e+00,2.8741e+01
3.3000e+01,1.0000e+00,6.1914e+00,-3.4285e+05,-3.4286e+05,-6.5934e-02,-3.4286e+05,1.1798e-01,6.9668e+00,3.2197e+05,1.0846e+03,-2.1993e-01,-9.8759e-01,4.6876e+00,6.9989e+00,2.6110e+01
3.4000e+01,1.0000e+00,6.3670e+00,-3.4285e+05,-3.4286e+05,-6.7932e-02,-3.4286e+05,1.0835e-01,5.8753e+00,3.2196e+05,1.0865e+03,8.5473e-02,-1.7851e-01,4.8136e+00,4.9187e+00,2.5740e+01
3.5000e+01,1.0000e+00,6.5421e+00,-3.4283e+05,-3.4283e+05,-6.9930e-02,-3.4283e+05,1.1807e-01,6.9777e+00,3.2196e+05,1.0884e+03,-2.5760e-01,-4.0952e-01,4.4156e+00,2.3678e+00,2.5038e+01
3.6000e+01,1.0000e+00,6.7164e+00,-3.4281e+05,-3.4281e+05,-7.1928e-02,-3.4281e+05,1.1809e-01,6.9797e+00,3.2194e+05,1.0903e+03,-2.7602e-01,-1.3839e-01,4.6232e+00,6.1718e+00,2.5567e+01
3.7000e+01,1.0000e+00,6.8901e+00,-3.4278e+05,-3.4278e+05,-7.3926e-02,-3.4278e+05,1.1811e-01,6.9817e+00,3.2192e+05,1.0921e+03,-4.9370e-01,-5.2845e-01,4.4097e+00,7.3931e+00,2.5389e+01
3.8000e+01,1.0000e+00,7.0632e+00,-3.4276e+05,-3.4276e+05,-7.5924e-02,-3.4276e+05,1.1812e-01,6.9837e+00,3.2189e+05,1.0944e+03,-3.7467e-01,-7.6409e-01,4.8033e+00,4.6995e+00,2.6346e+01
