niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logNpix,tau,dmod
1.0000e+00,1.0000e+00,1.9960e-01,-1.7331e+05,-1.7331e+05,-1.9980e-03,-1.7331e+05,1.1750e-01,6.9098e+00,inf,7.2129e+02,-4.5959e-01,-5.4835e-01,4.9280e+00,1.0791e+00,2.5597e+01
2.0000e+00,1.0000e+00,3.9841e-01,-1.7285e+05,-1.7286e+05,-3.9960e-03,-1.7286e+05,1.1751e-01,6.9118e+00,1.6548e+05,7.2275e+02,-1.9280e-01,-9.9428e-01,4.8161e+00,4.8815e+00,2.5033e+01
3.0000e+00,1.0000e+00,5.9642e-01,-1.7201e+05,-1.7201e+05,-5.9940e-03,-1.7201e+05,1.1753e-01,6.9138e+00,1.6503e+05,7.2421e+02,1.9374e-01,-4.7087e-01,4.8847e+00,4.4233e+00,2.5032e+01
4.0000e+00,1.0000e+00,7.9365e-01,-1.7159e+05,-1.7159e+05,-7.9920e-03,-1.7159e+05,1.1755e-01,6.9157e+00,1.6418e+05,7.2563e+02,-4.9429e-01,-1.0366e-01,4.9902e+00,6.4674e+00,2.5151e+01
5.0000e+00,1.0000e+00,9.9010e-01,-1.7121e+05,-1.7122e+05,-9.9900e-03,-1.7122e+05,1.1757e-01,6.9177e+00,1.6376e+05,7.2708e+02,1.8669e-01,-8.2228e-01,4.9284e+00,5.2696e+00,2.5710e+01
6.0000e+00,1.0000e+00,1.1858e+00,-1.7103e+05,-1.7103e+05,-1.1988e-02,-1.7103e+05,1.1758e-01,6.9197e+00,1.6338e+05,7.2856e+02,1.3455e-01,-8.1674e-01,4.6519e+00,9.1885e-01,2.5634e+01
7.0000e+00,1.0000e+00,1.3807e+00,-1.7081e+05,-1.7082e+05,-1.3986e-02,-1.7082e+05,1.1760e-01,6.9217e+00,1.6320e+05,7.3001e+02,-3.8355e-01,-6.3901e-01,4.8203e+00,1.1283e+00,2.6364e+01
8.0000e+00,1.0000e+00,1.5748e+00,-1.7048e+05,-1.7048e+05,-1.5984e-02,-1.7048e+05,1.1762e-01,6.9237e+00,1.6299e+05,7.3146e+02,-4.9299e-01,-9.9351e-02,4.9090e+00,4.4995e+00,2.5424e+01
9.0000e+00,1.0000e+00,1.7682e+00,-1.7036e+05,-1.7037e+05,-1.7982e-02,-1.7037e+05,1.1763e-01,6.9257e+00,1.6265e+05,7.3290e+02,-3.5092e-01,-5.5605e-01,4.6991e+00,5.4043e+00,2.5408e+01
1.0000e+01,1.0000e+00,1.9608e+00,-1.7017e+05,-1.7017e+05,-1.9980e-02,-1.7017e+05,1.1765e-01,6.9277e+00,1.6254e+05,7.3441e+02,-1.1027e-01,-7.9221e-01,4.5004e+00,1.8708e+00,2.5693e+01
1.1000e+01,1.0000e+00,2.1526e+00,-1.7013e+05,-1.7014e+05,-2.1978e-02,-1.7014e+05,1.1767e-01,6.9297e+00,1.6234e+05,7.3582e+02,-4.2640e-01,-5.6177e-01,4.7899e+00,4.2860e-01,2.6554e+01
1.2000e+01,1.0000e+00,2.3438e+00,-1.6953e+05,-1.6953e+05,-2.3976e-02,-1.6953e+05,1.1768e-01,6.9317e+00,1.6230e+05,7.3727e+02,-7.2719e-02,-1.1066e-01,4.6726e+00,1.3038e+00,2.5595e+01
1.3000e+01,1.0000e+00,2.5341e+00,-1.6951e+05,-1.6952e+05,-2.5974e-02,-1.6952e+05,1.1770e-01,6.9336e+00,1.6170e+05,7.3871e+02,-3.5362e-01,-9.4261e-01,4.6590e+00,6.6623e+00,2.5795e+01
1.4000e+01,1.0000e+00,2.7237e+00,-1.6927e+05,-1.6927e+05,-2.7972e-02,-1.6927e+05,1.1772e-01,6.9357e+00,1.6169e+05,7.4015e+02,-4.7052e-01,-5.6822e-01,4.4171e+00,3.4364e+00,2.5442e+01
1.5000e+01,1.0000e+00,2.9126e+00,-1.6922e+05,-1.6923e+05,-2.9970e-02,-1.6923e+05,1.1774e-01,6.9377e+00,1.6144e+05,7.4158e+02,-3.3858e-01,-9.8160e-01,4.4519e+00,9.7852e-01,2.6260e+01
1.6000e+01,1.0000e+00,3.1008e+00,-1.6896e+05,-1.6897e+05,-3.1968e-02,-1.6897e+05,1.1775e-01,6.9397e+00,1.6140e+05,7.4304e+02,1.1176e-01,-2.6356e-02,4.6825e+00,8.8194e-01,2.5592e+01
