logfeh_mean,logdust,logNpix,tau,logl
-4.9706e-01,-1.9802e+00,1.6371e+00,4.1536e+00,-4.7157e+04
-4.9220e-01,-1.9930e+00,1.6388e+00,4.1647e+00,-4.7150e+04
-4.9196e-01,-1.9375e+00,1.6374e+00,4.1513e+00,-4.7197e+04
-4.9298e-01,-1.9698e+00,1.6402e+00,4.1517e+00,-4.7316e+04
-4.9186e-01,-1.9777e+00,1.6378e+00,4.1596e+00,-4.7374e+04
-4.9191e-01,-1.9504e+00,1.6367e+00,4.1210e+00,-4.7204e+04
-4.9601e-01,-1.9971e+00,1.6416e+00,4.0361e+00,-4.7288e+04
-4.9496e-01,-1.9564e+00,1.6353e+00,4.0498e+00,-4.7328e+04
-4.8614e-01,-1.9876e+00,1.6391e+00,4.1481e+00,-4.7286e+04
-4.8468e-01,-1.9847e+00,1.6374e+00,4.1037e+00,-4.7295e+04
-4.9747e-01,-1.9921e+00,1.6372e+00,4.0883e+00,-4.7373e+04
-4.9754e-01,-1.9976e+00,1.6381e+00,4.0596e+00,-4.7201e+04
-4.9387e-01,-1.9928e+00,1.6377e+00,4.0304e+00,-4.7217e+04
-4.8750e-01,-1.9447e+00,1.6443e+00,4.1938e+00,-4.7372e+04
-4.9242e-01,-1.9630e+00,1.6369e+00,4.1215e+00,-4.7385e+04
-4.8619e-01,-1.9684e+00,1.6384e+00,4.1394e+00,-4.7316e+04
-4.9238e-01,-1.9852e+00,1.6404e+00,4.1914e+00,-4.7343e+04
-4.9179e-01,-1.9735e+00,1.6399e+00,4.3150e+00,-4.7381e+04
-4.9675e-01,-1.9837e+00,1.6370e+00,4.1331e+00,-4.7332e+04
-4.8681e-01,-1.9777e+00,1.6426e+00,4.1921e+00,-4.7296e+04
-4.8836e-01,-1.9909e+00,1.6344e+00,4.0433e+00,-4.7149e+04
-4.8691e-01,-1.9598e+00,1.6459e+00,4.1860e+00,-4.7317e+04
-4.9225e-01,-1.9476e+00,1.6376e+00,4.1397e+00,-4.7315e+04
-4.9742e-01,-1.9828e+00,1.6369e+00,4.0408e+00,-4.7368e+04
-4.9748e-01,-1.9970e+00,1.6377e+00,4.0583e+00,-4.7222e+04
-4.9202e-01,-1.9862e+00,1.6392e+00,4.1804e+00,-4.7379e+04
-4.9611e-01,-1.9778e+00,1.6361e+00,4.1214e+00,-4.7367e+04
-4.9682e-01,-1.9997e+00,1.6288e+00,4.4396e+00,-4.7245e+04
-4.8712e-01,-1.9874e+00,1.6381e+00,4.1111e+00,-4.7347e+04
-4.8657e-01,-1.9841e+00,1.6379e+00,4.1133e+00,-4.7335e+04
-4.9360e-01,-1.9776e+00,1.6412e+00,4.1361e+00,-4.7335e+04
-4.9611e-01,-1.9741e+00,1.6390e+00,4.0246e+00,-4.7360e+04
-4.8676e-01,-1.9978e+00,1.6386e+00,4.1252e+00,-4.7295e+04
-4.9520e-01,-1.9916e+00,1.6432e+00,4.0355e+00,-4.7285e+04
-4.8744e-01,-1.9751e+00,1.6444e+00,4.1802e+00,-4.7220e+04
-4.9179e-01,-1.9932e+00,1.6382e+00,4.1700e+00,-4.7011e+04
-4.9691e-01,-1.9995e+00,1.6387e+00,4.0759e+00,-4.7148e+04
-4.9654e-01,-1.9850e+00,1.6377e+00,4.1366e+00,-4.7315e+04
-4.9702e-01,-1.9238e+00,1.6384e+00,4.0675e+00,-4.7343e+04
-4.9742e-01,-1.9550e+00,1.6389e+00,4.0917e+00,-4.7297e+04
-4.9668e-01,-1.9863e+00,1.6360e+00,4.1039e+00,-4.7255e+04
-4.9230e-01,-1.9832e+00,1.6386e+00,4.1434e+00,-4.7289e+04
-4.8651e-01,-1.9992e+00,1.6384e+00,4.1241e+00,-4.6957e+04
-4.9746e-01,-1.9938e+00,1.6350e+00,4.1057e+00,-4.7347e+04
-4.8536e-01,-1.9816e+00,1.6381e+00,4.1160e+00,-4.7381e+04
-4.8584e-01,-1.9811e+00,1.6379e+00,4.1277e+00,-4.7248e+04
-4.9184e-01,-1.9732e+00,1.6383e+00,4.1698e+00,-4.7234e+04
-4.8601e-01,-1.9792e+00,1.6373e+00,4.1322e+00,-4.7295e+04
-4.9253e-01,-1.9960e+00,1.6382e+00,4.1418e+00,-4.7062e+04
-4.9627e-01,-1.9504e+00,1.6288e+00,4.4376e+00,-4.7326e+04
-4.9735e-01,-1.9678e+00,1.6390e+00,4.0698e+00,-4.7382e+04
-4.9140e-01,-1.9904e+00,1.6389e+00,4.2245e+00,-4.7372e+04
-4.9203e-01,-1.9558e+00,1.6373e+00,4.1599e+00,-4.7378e+04
-4.9152e-01,-1.9845e+00,1.6412e+00,4.2469e+00,-4.7385e+04
-4.9181e-01,-1.9611e+00,1.6372e+00,4.1877e+00,-4.7362e+04
-4.8694e-01,-1.9618e+00,1.6424e+00,4.1918e+00,-4.7160e+04
-4.8802e-01,-1.9808e+00,1.6336e+00,4.0545e+00,-4.7236e+04
-4.9178e-01,-1.9866e+00,1.6379e+00,4.1553e+00,-4.7340e+04
-4.9765e-01,-1.9983e+00,1.6379e+00,4.0631e+00,-4.7339e+04
-4.9980e-01,-1.9939e+00,1.6271e+00,4.1981e+00,-4.7348e+04
-4.9208e-01,-1.9872e+00,1.6391e+00,4.1750e+00,-4.7354e+04
-4.9722e-01,-1.9986e+00,1.6382e+00,4.0954e+00,-4.7304e+04
-4.9651e-01,-1.9912e+00,1.6341e+00,4.0539e+00,-4.7353e+04
-4.9597e-01,-1.9704e+00,1.6363e+00,4.1354e+00,-4.7348e+04
-4.9669e-01,-1.9915e+00,1.6374e+00,4.1501e+00,-4.7361e+04
-4.9565e-01,-1.9882e+00,1.6396e+00,4.0039e+00,-4.7341e+04
-4.9509e-01,-1.9923e+00,1.6407e+00,3.9921e+00,-4.7348e+04
-4.9526e-01,-1.9510e+00,1.6435e+00,4.0526e+00,-4.7292e+04
-4.9700e-01,-1.9715e+00,1.6402e+00,4.0881e+00,-4.7380e+04
-4.9296e-01,-1.9768e+00,1.6409e+00,4.1734e+00,-4.7361e+04
-4.9086e-01,-1.9323e+00,1.6408e+00,4.3249e+00,-4.7300e+04
-4.8705e-01,-1.9895e+00,1.6387e+00,4.1142e+00,-4.7375e+04
-4.9244e-01,-1.9520e+00,1.6412e+00,4.2386e+00,-4.7331e+04
-4.9873e-01,-1.9854e+00,1.6369e+00,3.9399e+00,-4.7351e+04
-4.9886e-01,-1.9872e+00,1.6379e+00,3.9610e+00,-4.7261e+04
-4.9296e-01,-1.9891e+00,1.6395e+00,4.1294e+00,-4.7358e+04
-4.9605e-01,-1.9782e+00,1.6365e+00,4.0406e+00,-4.7246e+04
-4.8572e-01,-1.9764e+00,1.6381e+00,4.1086e+00,-4.7369e+04
-4.9752e-01,-1.9732e+00,1.6291e+00,4.4118e+00,-4.7340e+04
-4.9187e-01,-1.9758e+00,1.6375e+00,4.1336e+00,-4.7315e+04
-4.9107e-01,-1.9870e+00,1.6408e+00,4.3276e+00,-4.7336e+04
-4.9269e-01,-1.9895e+00,1.6417e+00,4.2371e+00,-4.7234e+04
-4.9564e-01,-1.9899e+00,1.6366e+00,4.0378e+00,-4.7292e+04
-4.8693e-01,-1.9908e+00,1.6406e+00,4.0986e+00,-4.7382e+04
-4.8996e-01,-1.9467e+00,1.6400e+00,4.1834e+00,-4.7358e+04
-4.9175e-01,-1.9906e+00,1.6370e+00,4.1397e+00,-4.7185e+04
-4.9590e-01,-1.9979e+00,1.6352e+00,4.1182e+00,-4.7350e+04
-4.8698e-01,-1.9858e+00,1.6401e+00,4.2078e+00,-4.7387e+04
-4.9182e-01,-1.9453e+00,1.6388e+00,4.1802e+00,-4.7215e+04
-4.9148e-01,-1.9976e+00,1.6372e+00,4.1433e+00,-4.7353e+04
-4.8773e-01,-1.9876e+00,1.6442e+00,4.1875e+00,-4.7368e+04
-4.9616e-01,-1.9920e+00,1.6367e+00,4.1209e+00,-4.6885e+04
-4.9224e-01,-1.9888e+00,1.6374e+00,4.1330e+00,-4.7237e+04
-4.9639e-01,-1.9820e+00,1.6371e+00,4.1175e+00,-4.7164e+04
