logfeh_mean,logdust_med,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
-9.4616e-02,-7.5049e-01,7.7980e-01,1.5831e+00,2.2325e+00,2.4779e+00,2.5266e+00,2.5884e+01,-8.6129e+02
-2.8832e-01,-9.3684e-01,6.9219e-01,1.6122e+00,2.1217e+00,2.1511e+00,2.9379e+00,2.6103e+01,-8.5249e+02
-3.7079e-01,-4.4356e-01,7.4409e-01,1.6992e+00,2.1260e+00,2.6742e+00,2.3970e+00,2.5923e+01,-8.1628e+02
-3.3529e-01,-3.5235e-01,1.0465e+00,1.8351e+00,2.3575e+00,2.7751e+00,2.1118e+00,2.6263e+01,-7.9411e+02
-6.8513e-02,-7.8118e-01,5.3724e-01,1.6729e+00,2.0056e+00,2.6068e+00,2.6095e+00,2.5858e+01,-7.8670e+02
-4.7028e-02,-8.7655e-01,3.4874e-01,1.4841e+00,1.9685e+00,2.6110e+00,2.2352e+00,2.5564e+01,-8.6363e+02
-2.3280e-01,-5.4201e-01,1.0445e+00,1.7794e+00,2.2311e+00,2.9042e+00,1.6913e+00,2.6309e+01,-8.4924e+02
-3.2325e-01,-2.1461e-01,9.7815e-01,1.9880e+00,2.2392e+00,2.6402e+00,2.8219e+00,2.6247e+01,-8.4624e+02
-2.7713e-02,-6.8059e-01,7.3692e-01,1.6351e+00,2.3095e+00,2.3709e+00,2.6004e+00,2.5867e+01,-8.0694e+02
-4.4860e-01,-3.0236e-01,8.8533e-01,1.8528e+00,2.2622e+00,2.1522e+00,2.9588e+00,2.6137e+01,-8.2572e+02
-2.8090e-01,-7.1730e-01,9.0212e-01,1.5098e+00,2.1804e+00,2.8283e+00,2.0568e+00,2.6133e+01,-7.8927e+02
-2.7900e-01,-8.3466e-01,7.5995e-01,1.6276e+00,2.1157e+00,2.1762e+00,2.9543e+00,2.6091e+01,-7.3511e+02
-9.3653e-03,-6.6466e-01,5.2210e-01,1.6581e+00,2.3104e+00,2.2861e+00,2.5026e+00,2.5753e+01,-8.3290e+02
-2.4454e-01,-4.4739e-01,9.1580e-01,1.8390e+00,2.1116e+00,2.8268e+00,2.4205e+00,2.6171e+01,-6.9973e+02
5.4074e-02,-9.0294e-01,3.9324e-01,1.3344e+00,2.3248e+00,2.2943e+00,2.0821e+00,2.5526e+01,-8.5227e+02
-3.2546e-01,-4.0505e-01,9.9275e-01,1.7539e+00,2.1129e+00,2.8661e+00,1.8475e+00,2.6130e+01,-8.4527e+02
-3.6890e-01,-5.2971e-01,1.0264e+00,1.6279e+00,2.2044e+00,2.8385e+00,2.2476e+00,2.6217e+01,-6.6760e+02
-4.9587e-01,-2.4354e-01,9.7958e-01,1.6336e+00,2.5085e+00,2.7189e+00,1.7302e+00,2.6164e+01,-8.1942e+02
-1.1712e-01,-9.9794e-01,7.5849e-01,1.3975e+00,2.0759e+00,2.8119e+00,2.0613e+00,2.5959e+01,-8.3278e+02
-3.8268e-01,-7.0766e-01,7.3706e-01,1.5461e+00,2.1129e+00,1.8156e+00,2.9293e+00,2.5917e+01,-8.5967e+02
-2.8097e-01,-8.6793e-02,1.1728e+00,2.0507e+00,2.4979e+00,2.6988e+00,2.7509e+00,2.6448e+01,-8.6440e+02
-2.3171e-01,-5.3807e-01,8.7587e-01,1.7567e+00,2.0042e+00,2.9040e+00,1.7658e+00,2.6123e+01,-8.5146e+02
-9.7947e-02,-8.4433e-01,8.9610e-01,1.5220e+00,2.1957e+00,2.8282e+00,2.0137e+00,2.6108e+01,-8.7412e+02
1.7790e-02,-8.0520e-01,5.5536e-01,1.4785e+00,2.3869e+00,2.3513e+00,2.2297e+00,2.5746e+01,-7.9446e+02
-5.4972e-02,-8.4594e-01,8.6862e-01,1.6421e+00,2.4461e+00,2.0002e+00,2.8537e+00,2.6206e+01,-8.6498e+02
-8.7153e-02,-5.4982e-01,8.2788e-01,1.8298e+00,2.4758e+00,2.1786e+00,2.6657e+00,2.6161e+01,-8.2579e+02
-2.6651e-01,-7.5505e-01,7.4462e-01,1.4979e+00,1.9615e+00,2.7442e+00,2.3640e+00,2.5906e+01,-6.7402e+02
-2.1411e-01,-7.8965e-01,9.2597e-01,1.5025e+00,2.0402e+00,2.8660e+00,2.2734e+00,2.6134e+01,-8.6565e+02
-2.7120e-01,-4.7691e-01,1.1110e+00,1.8393e+00,2.3578e+00,2.4646e+00,2.8723e+00,2.6373e+01,-8.2410e+02
-4.6056e-01,-4.5724e-01,1.1355e+00,1.6687e+00,2.5187e+00,2.0838e+00,2.9123e+00,2.6410e+01,-8.6499e+02
-3.0067e-01,-5.3260e-01,8.2356e-01,1.6551e+00,1.9247e+00,2.8838e+00,1.6117e+00,2.6001e+01,-7.3158e+02
-3.1490e-01,-5.5275e-01,8.6614e-01,1.6894e+00,1.9819e+00,2.7562e+00,2.4922e+00,2.6035e+01,-7.5695e+02
-2.8790e-01,-7.1925e-01,8.7722e-01,1.6940e+00,2.2347e+00,1.7430e+00,3.0214e+00,2.6193e+01,-7.8634e+02
-3.0672e-01,-8.3208e-01,6.8798e-01,1.4865e+00,1.9476e+00,2.4809e+00,2.7635e+00,2.5876e+01,-7.2822e+02
-7.7499e-02,-6.3952e-01,4.3487e-01,1.7834e+00,2.1815e+00,1.8152e+00,2.8476e+00,2.5852e+01,-8.7152e+02
-2.0939e-01,-5.7849e-01,8.1102e-01,1.7031e+00,2.0843e+00,2.7586e+00,2.1802e+00,2.5999e+01,-7.9260e+02
-1.5280e-01,-7.0390e-01,8.1779e-01,1.6545e+00,2.2260e+00,2.8035e+00,1.8342e+00,2.6122e+01,-8.5891e+02
-3.8311e-01,-6.4634e-01,8.9915e-01,1.3459e+00,2.1436e+00,2.5849e+00,2.5809e+00,2.5928e+01,-8.5690e+02
-9.3015e-03,-4.8941e-01,7.8240e-01,1.7701e+00,2.5357e+00,1.8677e+00,2.4352e+00,2.5992e+01,-8.4267e+02
-1.6485e-02,-7.6163e-01,7.8386e-01,1.6100e+00,2.4068e+00,2.5919e+00,2.2146e+00,2.6042e+01,-7.2647e+02
-4.3870e-01,-1.4670e-01,9.6200e-01,1.8756e+00,2.5638e+00,2.7415e+00,2.0778e+00,2.6322e+01,-8.5088e+02
-4.0482e-01,-3.1981e-01,1.1213e+00,1.8205e+00,2.4202e+00,2.8862e+00,1.9792e+00,2.6399e+01,-8.3716e+02
-1.2110e-01,-7.6424e-01,6.7474e-01,1.6417e+00,1.9211e+00,2.5796e+00,2.6805e+00,2.5847e+01,-8.5902e+02
-1.2331e-01,-8.2338e-01,7.2197e-01,1.6936e+00,2.2427e+00,2.4512e+00,2.7894e+00,2.6123e+01,-8.0058e+02
-5.0842e-03,-8.1693e-01,6.4330e-01,1.6924e+00,2.4202e+00,1.9623e+00,2.7602e+00,2.6042e+01,-8.5529e+02
7.4829e-02,-8.9958e-01,5.6724e-01,1.3032e+00,2.4537e+00,1.8281e+00,2.3743e+00,2.5652e+01,-8.2896e+02
-4.8469e-01,-3.6744e-01,1.0531e+00,1.4359e+00,2.4417e+00,2.6230e+00,2.3788e+00,2.6128e+01,-7.3560e+02
-4.2932e-02,-6.6232e-01,8.0509e-01,1.7009e+00,2.3774e+00,2.6696e+00,2.1070e+00,2.6079e+01,-6.5006e+02
-3.9872e-01,-6.1638e-01,7.5059e-01,1.5512e+00,2.0784e+00,2.7333e+00,2.3893e+00,2.5994e+01,-8.5512e+02
-3.0431e-01,-3.2024e-01,9.2299e-01,1.9287e+00,2.2596e+00,2.6397e+00,2.7209e+00,2.6218e+01,-8.6594e+02
-2.4430e-01,-5.7694e-01,9.3153e-01,1.7376e+00,2.1644e+00,2.7746e+00,2.5117e+00,2.6202e+01,-6.8255e+02
-3.2279e-01,-7.2668e-01,7.4083e-01,1.6246e+00,2.0762e+00,2.0511e+00,2.9486e+00,2.6006e+01,-8.2519e+02
-2.8221e-01,-5.9807e-01,8.4284e-01,1.5275e+00,1.8122e+00,2.8809e+00,1.6072e+00,2.5913e+01,-8.0981e+02
-1.9147e-01,-6.9771e-01,6.0272e-01,1.5284e+00,1.9630e+00,2.6673e+00,2.2358e+00,2.5720e+01,-8.2574e+02
-3.6830e-01,-2.3802e-01,7.6659e-01,1.8701e+00,2.1475e+00,2.7620e+00,2.3518e+00,2.6018e+01,-7.7943e+02
-3.4932e-01,-9.8388e-01,9.4894e-01,1.4283e+00,2.1214e+00,2.3681e+00,2.9962e+00,2.6252e+01,-8.6862e+02
-4.0873e-01,-6.5755e-01,9.3726e-01,1.6755e+00,2.1745e+00,1.8457e+00,3.0241e+00,2.6190e+01,-7.9115e+02
-3.9743e-01,-6.7283e-01,9.7842e-01,1.5705e+00,2.2195e+00,2.1920e+00,2.9823e+00,2.6194e+01,-7.7037e+02
6.2991e-03,-9.2157e-01,6.2380e-01,1.5407e+00,2.2457e+00,2.3374e+00,2.6571e+00,2.5806e+01,-8.0934e+02
-1.3851e-01,-8.0929e-01,6.1097e-01,1.6885e+00,2.0732e+00,2.2391e+00,2.8580e+00,2.5911e+01,-7.3338e+02
-3.8108e-01,-6.1132e-01,8.2433e-01,1.3824e+00,2.0762e+00,2.7628e+00,2.0650e+00,2.5890e+01,-8.4682e+02
-1.5404e-01,-9.4596e-01,8.0336e-01,1.3704e+00,1.9082e+00,2.8256e+00,2.0193e+00,2.5895e+01,-8.5781e+02
-3.7850e-02,-8.5400e-01,5.7508e-01,1.5144e+00,2.0677e+00,2.6847e+00,2.0122e+00,2.5729e+01,-8.5457e+02
3.3526e-02,-7.0844e-01,4.2528e-01,1.6103e+00,2.3487e+00,2.2803e+00,2.4254e+00,2.5729e+01,-8.5509e+02
-3.1520e-01,-6.6792e-01,9.0706e-01,1.4653e+00,2.0610e+00,2.8451e+00,1.9194e+00,2.6028e+01,-7.8486e+02
-1.6500e-02,-8.2309e-01,8.4365e-01,1.6363e+00,2.5178e+00,2.0464e+00,2.7148e+00,2.6173e+01,-7.3517e+02
-4.6080e-01,-1.7286e-01,1.1586e+00,1.8361e+00,2.6287e+00,2.6416e+00,2.6006e+00,2.6475e+01,-8.6011e+02
-4.1857e-01,-1.5504e-01,1.1884e+00,1.8105e+00,2.5847e+00,2.1718e+00,2.8238e+00,2.6327e+01,-8.7636e+02
-8.8076e-02,-8.3669e-01,7.9789e-01,1.6164e+00,2.1700e+00,2.6932e+00,2.5848e+00,2.6067e+01,-8.5301e+02
-3.1647e-02,-9.2582e-01,4.9930e-01,1.5734e+00,2.1775e+00,1.9674e+00,2.7941e+00,2.5746e+01,-7.2567e+02
-2.9246e-01,-7.4952e-01,5.6174e-01,1.6019e+00,2.0464e+00,2.1260e+00,2.7973e+00,2.5801e+01,-8.4882e+02
-4.7262e-01,-2.2566e-01,9.8669e-01,1.6372e+00,2.3362e+00,2.7528e+00,1.8752e+00,2.6003e+01,-8.7025e+02
-2.4815e-01,-5.9084e-01,6.7325e-01,1.6641e+00,1.7104e+00,2.8557e+00,1.9527e+00,2.5878e+01,-7.7442e+02
-1.5749e-01,-7.2014e-01,7.5125e-01,1.7616e+00,2.2370e+00,2.1235e+00,2.8629e+00,2.6075e+01,-7.5650e+02
-1.3034e-03,-7.9816e-01,5.0637e-01,1.6513e+00,2.2736e+00,2.0424e+00,2.7380e+00,2.5804e+01,-7.7585e+02
-8.4169e-02,-6.3627e-01,7.8349e-01,1.8214e+00,2.3563e+00,2.2669e+00,2.8184e+00,2.6163e+01,-7.9336e+02
-3.9363e-01,-3.1747e-01,6.9555e-01,1.7944e+00,2.2517e+00,2.5092e+00,2.5973e+00,2.5960e+01,-8.6195e+02
-3.4064e-01,-7.7963e-01,7.8383e-01,1.2802e+00,1.8151e+00,2.7067e+00,2.3995e+00,2.5765e+01,-8.1674e+02
-1.5525e-01,-7.2365e-01,5.1382e-01,1.6994e+00,2.0381e+00,2.0597e+00,2.8635e+00,2.5815e+01,-8.3450e+02
7.1885e-02,-6.5106e-01,5.3364e-01,1.5567e+00,2.4657e+00,1.9372e+00,2.3475e+00,2.5695e+01,-7.5684e+02
-2.1486e-01,-6.5070e-01,8.4562e-01,1.5933e+00,2.1745e+00,2.7516e+00,2.0866e+00,2.6011e+01,-7.2497e+02
-3.6780e-01,-9.8927e-02,1.0234e+00,1.8863e+00,2.4507e+00,2.6952e+00,2.3438e+00,2.6179e+01,-8.3455e+02
-3.7432e-01,-3.8816e-01,1.0599e+00,1.9794e+00,2.3887e+00,2.0678e+00,3.0428e+00,2.6462e+01,-7.7739e+02
-3.7961e-01,-3.2859e-01,9.7669e-01,1.8577e+00,2.2289e+00,2.8960e+00,1.9293e+00,2.6247e+01,-8.4629e+02
-3.2629e-01,-1.5959e-01,9.9933e-01,1.9737e+00,2.4566e+00,2.8011e+00,2.0023e+00,2.6309e+01,-7.2470e+02
-2.1242e-01,-7.6200e-01,8.0409e-01,1.6436e+00,2.1635e+00,2.1982e+00,2.8405e+00,2.6000e+01,-7.2110e+02
-2.7828e-01,-9.4069e-01,6.6548e-01,1.5297e+00,1.9388e+00,2.3801e+00,2.8801e+00,2.5950e+01,-7.0738e+02
-1.8384e-01,-9.5476e-01,7.1801e-01,1.5910e+00,1.9085e+00,2.6555e+00,2.6897e+00,2.5995e+01,-8.3702e+02
-3.5936e-01,-5.3850e-01,8.6543e-01,1.6196e+00,2.1336e+00,2.6038e+00,2.6495e+00,2.6002e+01,-7.6138e+02
-1.2375e-01,-7.8720e-01,8.9341e-01,1.5805e+00,2.2670e+00,2.4813e+00,2.6925e+00,2.6059e+01,-7.8067e+02
-3.5275e-01,-4.9700e-01,1.0756e+00,1.8131e+00,2.3585e+00,2.4562e+00,2.8663e+00,2.6365e+01,-8.2034e+02
-2.5598e-01,-6.7663e-01,7.9377e-01,1.6022e+00,2.0070e+00,2.8861e+00,1.6577e+00,2.6075e+01,-8.4831e+02
