nlive,niter,ncall,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logzh,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,logSFH5,logSFH6
2.0000e+03,0.0000e+00,1.0000e+00,9.9010e-01,-1.3886e+06,-1.3886e+06,-9.9503e-03,-1.3886e+06,2.2982e-01,5.3082e+00,inf,2.4037e+00,-1.3987e+00,-1.3974e+00,-3.9066e+00,-3.2590e+00,-2.6071e+00,-2.0368e+00,2.6178e-02,6.9437e-01,3.2793e+00
2.0000e+03,1.0000e+00,2.0000e+00,1.9608e+00,-1.3859e+06,-1.3859e+06,-1.9901e-02,-1.3859e+06,2.3004e-01,5.3183e+00,8.2942e+05,4.8017e+00,-3.0474e-01,-1.1543e+00,-2.4200e+00,-1.2883e+00,-1.7664e+00,-8.0202e-01,-1.3787e+00,1.9428e+00,3.4735e+00
2.0000e+03,2.0000e+00,3.0000e+00,2.9126e+00,-1.3827e+06,-1.3827e+06,-2.9851e-02,-1.3827e+06,2.3025e-01,5.3282e+00,8.2679e+05,7.1901e+00,-1.1170e+00,-7.5578e-01,-3.4115e+00,-1.7055e+00,-1.3022e+00,-1.7173e+00,-8.8172e-01,1.8194e+00,3.3925e+00
2.0000e+03,3.0000e+00,4.0000e+00,3.8462e+00,-1.3811e+06,-1.3812e+06,-3.9801e-02,-1.3812e+06,2.3047e-01,5.3380e+00,8.2350e+05,9.5783e+00,-1.3720e+00,-9.8821e-01,-2.4201e+00,-2.9783e+00,-1.7232e+00,-2.1430e+00,-1.0961e+00,3.5367e-01,3.2882e+00
2.0000e+03,4.0000e+00,5.0000e+00,4.7619e+00,-1.3800e+06,-1.3800e+06,-4.9752e-02,-1.3800e+06,2.3068e-01,5.3481e+00,8.2200e+05,1.2011e+01,-1.3737e+00,-1.9356e+00,-3.8021e+00,-3.0508e+00,-2.0521e+00,-2.1783e+00,4.1848e-01,2.0861e+00,3.0970e+00
2.0000e+03,5.0000e+00,6.0000e+00,5.6604e+00,-1.3755e+06,-1.3755e+06,-5.9702e-02,-1.3755e+06,2.3090e-01,5.3579e+00,8.2082e+05,1.4390e+01,-7.5224e-01,-1.1970e+00,-2.4368e+00,-2.7865e+00,-1.5341e+00,-1.3001e+00,-1.3648e+00,4.3741e-01,3.2669e+00
2.0000e+03,6.0000e+00,7.0000e+00,6.5421e+00,-1.3744e+06,-1.3744e+06,-6.9652e-02,-1.3744e+06,2.3112e-01,5.3681e+00,8.1634e+05,1.6768e+01,-6.0719e-01,-1.3863e+00,-4.2524e+00,-2.6891e+00,-2.3265e+00,-2.1890e+00,1.7343e-01,8.8322e-01,3.2600e+00
2.0000e+03,7.0000e+00,8.0000e+00,7.4074e+00,-1.3730e+06,-1.3730e+06,-7.9603e-02,-1.3730e+06,2.3133e-01,5.3779e+00,8.1526e+05,1.9131e+01,-2.3973e-01,-1.2843e+00,-3.8613e+00,-2.8296e+00,-2.0230e+00,-2.1167e+00,-1.3297e-01,1.7270e+00,3.3404e+00
2.0000e+03,8.0000e+00,9.0000e+00,8.2569e+00,-1.3720e+06,-1.3720e+06,-8.9553e-02,-1.3720e+06,2.3154e-01,5.3877e+00,8.1387e+05,2.1521e+01,-1.4175e+00,-1.6503e+00,-3.4468e+00,-2.5950e+00,-2.7726e+00,-2.0367e+00,-5.5857e-01,3.5776e-01,3.1087e+00
2.0000e+03,9.0000e+00,1.0000e+01,9.0909e+00,-1.3715e+06,-1.3715e+06,-9.9503e-02,-1.3715e+06,2.3176e-01,5.3979e+00,8.1287e+05,2.3874e+01,-1.4869e+00,-1.0030e+00,-3.0897e+00,-2.6759e+00,-1.9386e+00,-1.2713e+00,-2.6333e-01,1.9549e+00,3.1406e+00
