logfeh_mean,logdust_med,logNpix,tau,dmod,logl
-2.2797e-01,-5.1826e-01,1.9938e+00,3.0726e+00,2.5982e+01,-1.3777e+03
-2.2983e-01,-5.0524e-01,1.9943e+00,3.1238e+00,2.5982e+01,-1.3817e+03
-2.5198e-01,-4.9526e-01,2.0041e+00,2.9843e+00,2.5999e+01,-1.3746e+03
-2.5018e-01,-4.9325e-01,2.0062e+00,3.0347e+00,2.6011e+01,-1.3840e+03
-2.3037e-01,-5.0783e-01,1.9940e+00,3.1045e+00,2.5983e+01,-1.3777e+03
-2.3324e-01,-5.1441e-01,1.9933e+00,3.0690e+00,2.5981e+01,-1.3636e+03
-2.5951e-01,-4.8272e-01,2.0093e+00,3.0071e+00,2.6015e+01,-1.3618e+03
-2.4650e-01,-5.0268e-01,1.9960e+00,2.9902e+00,2.5986e+01,-1.3775e+03
-2.3293e-01,-5.1733e-01,1.9955e+00,3.0278e+00,2.5988e+01,-1.3534e+03
-2.4918e-01,-4.8248e-01,2.0025e+00,3.0662e+00,2.5998e+01,-1.3843e+03
-2.5217e-01,-4.7972e-01,2.0073e+00,3.0293e+00,2.6006e+01,-1.3634e+03
-2.2972e-01,-5.1692e-01,1.9910e+00,3.0535e+00,2.5972e+01,-1.3721e+03
-2.5240e-01,-5.0154e-01,1.9973e+00,2.9401e+00,2.5978e+01,-1.3675e+03
-2.2605e-01,-5.1611e-01,1.9897e+00,3.0224e+00,2.5965e+01,-1.3724e+03
-2.5340e-01,-4.9594e-01,2.0057e+00,3.0132e+00,2.6012e+01,-1.3526e+03
-2.5578e-01,-4.8541e-01,2.0069e+00,3.0351e+00,2.6012e+01,-1.3692e+03
-2.6319e-01,-4.8354e-01,2.0134e+00,2.9950e+00,2.6036e+01,-1.3760e+03
-2.4714e-01,-5.0751e-01,1.9968e+00,3.0288e+00,2.5995e+01,-1.3686e+03
-2.3050e-01,-5.1726e-01,1.9958e+00,3.0455e+00,2.5985e+01,-1.3601e+03
-2.5758e-01,-5.1669e-01,1.9994e+00,2.8987e+00,2.5993e+01,-1.3653e+03
-2.6065e-01,-4.9376e-01,2.0092e+00,3.0031e+00,2.6030e+01,-1.3528e+03
-2.4934e-01,-4.9775e-01,2.0046e+00,2.9966e+00,2.6006e+01,-1.3634e+03
-2.3251e-01,-5.2541e-01,1.9968e+00,3.0766e+00,2.5998e+01,-1.3799e+03
-2.5731e-01,-4.8805e-01,2.0049e+00,3.0138e+00,2.6007e+01,-1.3492e+03
-2.3209e-01,-5.2093e-01,1.9993e+00,3.0339e+00,2.5999e+01,-1.3662e+03
-2.4551e-01,-5.0649e-01,1.9941e+00,3.0263e+00,2.5984e+01,-1.3602e+03
-2.5531e-01,-4.8758e-01,1.9985e+00,3.0181e+00,2.5988e+01,-1.3769e+03
