niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_mean,logdust_med,logNpix,tau,dmod
1.0000e+00,1.0000e+00,1.9960e-01,-1.2763e+05,-1.2764e+05,-1.9980e-03,-1.2764e+05,1.1750e-01,6.9098e+00,inf,1.0722e+03,-7.2719e-02,-1.1066e-01,6.6726e+00,1.3038e+00,3.0595e+01
2.0000e+00,1.0000e+00,3.9841e-01,-1.2411e+05,-1.2412e+05,-3.9960e-03,-1.2412e+05,1.1751e-01,6.9118e+00,1.2707e+05,1.0745e+03,1.1176e-01,-2.6356e-02,6.6825e+00,8.8194e-01,3.0592e+01
3.0000e+00,1.0000e+00,5.9642e-01,-1.2329e+05,-1.2330e+05,-5.9940e-03,-1.2330e+05,1.1753e-01,6.9138e+00,1.2354e+05,1.0768e+03,-4.2640e-01,-5.6177e-01,6.7899e+00,4.2860e-01,3.1554e+01
4.0000e+00,1.0000e+00,7.9365e-01,-1.2263e+05,-1.2263e+05,-7.9920e-03,-1.2263e+05,1.1755e-01,6.9157e+00,1.2273e+05,1.0787e+03,-3.8355e-01,-6.3901e-01,6.8203e+00,1.1283e+00,3.1364e+01
5.0000e+00,1.0000e+00,9.9010e-01,-1.1994e+05,-1.1995e+05,-9.9900e-03,-1.1995e+05,1.1757e-01,6.9177e+00,1.2206e+05,1.0808e+03,-4.6090e-01,-9.0727e-01,6.5480e+00,1.4284e+00,3.1814e+01
6.0000e+00,1.0000e+00,1.1858e+00,-1.1980e+05,-1.1981e+05,-1.1988e-02,-1.1981e+05,1.1758e-01,6.9197e+00,1.1938e+05,1.0828e+03,-4.8951e-01,-3.9102e-01,6.9543e+00,1.8704e+00,3.2936e+01
7.0000e+00,1.0000e+00,1.3807e+00,-1.1939e+05,-1.1940e+05,-1.3986e-02,-1.1940e+05,1.1760e-01,6.9217e+00,1.1924e+05,1.0853e+03,-4.9299e-01,-9.9351e-02,6.9090e+00,4.4995e+00,3.0424e+01
8.0000e+00,1.0000e+00,1.5748e+00,-1.1932e+05,-1.1932e+05,-1.5984e-02,-1.1932e+05,1.1762e-01,6.9237e+00,1.1882e+05,1.0872e+03,-1.3771e-01,-8.7467e-01,6.8578e+00,2.3450e-01,3.3383e+01
9.0000e+00,1.0000e+00,1.7682e+00,-1.1930e+05,-1.1931e+05,-1.7982e-02,-1.1931e+05,1.1763e-01,6.9257e+00,1.1875e+05,1.0891e+03,-4.5959e-01,-5.4835e-01,6.9280e+00,1.0791e+00,3.0597e+01
1.0000e+01,1.0000e+00,1.9608e+00,-1.1906e+05,-1.1907e+05,-1.9980e-02,-1.1907e+05,1.1765e-01,6.9277e+00,1.1874e+05,1.0914e+03,-2.5760e-01,-4.0952e-01,6.4156e+00,2.3678e+00,3.0865e+01
1.1000e+01,1.0000e+00,2.1526e+00,-1.1872e+05,-1.1873e+05,-2.1978e-02,-1.1873e+05,1.1767e-01,6.9297e+00,1.1850e+05,1.0933e+03,-4.9339e-01,-3.8030e-01,6.6495e+00,1.7795e+00,3.1611e+01
1.2000e+01,1.0000e+00,2.3438e+00,-1.1864e+05,-1.1865e+05,-2.3976e-02,-1.1865e+05,1.1768e-01,6.9317e+00,1.1816e+05,1.0952e+03,-1.8773e-01,-3.7212e-01,6.6295e+00,6.4844e-01,3.2752e+01
1.3000e+01,1.0000e+00,2.5341e+00,-1.1859e+05,-1.1860e+05,-2.5974e-02,-1.1860e+05,1.1770e-01,6.9337e+00,1.1808e+05,1.0971e+03,-3.0377e-01,-1.0664e-01,6.2898e+00,2.1670e+00,3.1034e+01
1.4000e+01,1.0000e+00,2.7237e+00,-1.1857e+05,-1.1857e+05,-2.7972e-02,-1.1857e+05,1.1772e-01,6.9357e+00,1.1803e+05,1.0996e+03,-9.2907e-02,-5.0507e-01,6.2051e+00,2.5329e+00,3.0570e+01
1.5000e+01,1.0000e+00,2.9126e+00,-1.1832e+05,-1.1833e+05,-2.9970e-02,-1.1833e+05,1.1774e-01,6.9377e+00,1.1800e+05,1.1018e+03,-8.0501e-02,-6.7110e-01,6.3304e+00,2.0368e+00,3.1440e+01
1.6000e+01,1.0000e+00,3.1008e+00,-1.1823e+05,-1.1824e+05,-3.1968e-02,-1.1824e+05,1.1775e-01,6.9397e+00,1.1776e+05,1.1045e+03,-2.6836e-01,-6.3232e-01,6.0532e+00,1.5255e+00,3.0689e+01
1.7000e+01,1.0000e+00,3.2882e+00,-1.1781e+05,-1.1781e+05,-3.3966e-02,-1.1781e+05,1.1777e-01,6.9417e+00,1.1767e+05,1.1068e+03,1.3455e-01,-8.1674e-01,6.6519e+00,9.1885e-01,3.0634e+01
1.8000e+01,1.0000e+00,3.4749e+00,-1.1776e+05,-1.1776e+05,-3.5964e-02,-1.1776e+05,1.1779e-01,6.9437e+00,1.1724e+05,1.1093e+03,1.8669e-01,-8.2228e-01,6.9284e+00,5.2696e+00,3.0710e+01
1.9000e+01,1.0000e+00,3.6609e+00,-1.1768e+05,-1.1768e+05,-3.7962e-02,-1.1768e+05,1.1780e-01,6.9457e+00,1.1719e+05,1.1116e+03,-3.3858e-01,-9.8160e-01,6.4519e+00,9.7852e-01,3.1260e+01
2.0000e+01,1.0000e+00,3.8462e+00,-1.1665e+05,-1.1666e+05,-3.9960e-02,-1.1666e+05,1.1782e-01,6.9477e+00,1.1711e+05,1.1139e+03,-4.9429e-01,-1.0366e-01,6.9902e+00,6.4674e+00,3.0151e+01
2.1000e+01,1.0000e+00,4.0307e+00,-1.1654e+05,-1.1654e+05,-4.1958e-02,-1.1654e+05,1.1784e-01,6.9497e+00,1.1609e+05,1.1159e+03,-3.5092e-01,-5.5605e-01,6.6991e+00,5.4043e+00,3.0408e+01
2.2000e+01,1.0000e+00,4.2146e+00,-1.1644e+05,-1.1645e+05,-4.3956e-02,-1.1645e+05,1.1785e-01,6.9517e+00,1.1597e+05,1.1185e+03,-4.5200e-01,-4.9410e-01,6.7337e+00,1.2768e+00,3.2847e+01
2.3000e+01,1.0000e+00,4.3977e+00,-1.1635e+05,-1.1635e+05,-4.5954e-02,-1.1635e+05,1.1787e-01,6.9537e+00,1.1588e+05,1.1207e+03,-4.7052e-01,-5.6822e-01,6.4171e+00,3.4364e+00,3.0442e+01
2.4000e+01,1.0000e+00,4.5802e+00,-1.1627e+05,-1.1627e+05,-4.7952e-02,-1.1627e+05,1.1789e-01,6.9557e+00,1.1578e+05,1.1230e+03,-1.8379e-01,-6.7835e-02,6.4705e+00,3.6169e+00,3.0146e+01
2.5000e+01,1.0000e+00,4.7619e+00,-1.1618e+05,-1.1618e+05,-4.9950e-02,-1.1618e+05,1.1790e-01,6.9577e+00,1.1570e+05,1.1249e+03,8.6812e-02,-6.5088e-01,5.9987e+00,5.3413e-01,3.0391e+01
2.6000e+01,1.0000e+00,4.9430e+00,-1.1607e+05,-1.1608e+05,-5.1948e-02,-1.1608e+05,1.1792e-01,6.9597e+00,1.1561e+05,1.1273e+03,-4.0117e-01,-7.2820e-02,6.3112e+00,3.2026e+00,3.0703e+01
2.7000e+01,1.0000e+00,5.1233e+00,-1.1594e+05,-1.1595e+05,-5.3946e-02,-1.1595e+05,1.1794e-01,6.9617e+00,1.1550e+05,1.1293e+03,1.0358e-01,-7.0556e-01,6.1225e+00,1.8758e+00,3.1449e+01
2.8000e+01,1.0000e+00,5.3030e+00,-1.1489e+05,-1.1490e+05,-5.5944e-02,-1.1490e+05,1.1796e-01,6.9637e+00,1.1538e+05,1.1316e+03,1.9374e-01,-4.7087e-01,6.8847e+00,4.4233e+00,3.0032e+01
2.9000e+01,2.0000e+00,5.4717e+00,-1.1452e+05,-1.1453e+05,-5.7942e-02,-1.1453e+05,1.1797e-01,6.9657e+00,1.1433e+05,1.1358e+03,2.3054e-01,-2.4578e-01,6.6667e+00,3.9785e-01,3.1429e+01
3.0000e+01,1.0000e+00,5.6497e+00,-1.1432e+05,-1.1433e+05,-5.9940e-02,-1.1433e+05,1.1799e-01,6.9677e+00,1.1396e+05,1.1381e+03,2.4586e-01,-8.2126e-01,3.0488e+00,3.7103e+00,3.4659e+01
3.1000e+01,1.0000e+00,5.8271e+00,-1.1416e+05,-1.1417e+05,-6.1938e-02,-1.1417e+05,1.1801e-01,6.9697e+00,1.1376e+05,1.1400e+03,-4.7814e-01,-1.1933e-01,6.6467e+00,8.1482e-01,3.2997e+01
3.2000e+01,1.0000e+00,6.0038e+00,-1.1360e+05,-1.1361e+05,-6.3936e-02,-1.1361e+05,1.1802e-01,6.9717e+00,1.1360e+05,1.1426e+03,-1.1027e-01,-7.9221e-01,6.5004e+00,1.8708e+00,3.0693e+01
3.3000e+01,1.0000e+00,6.1798e+00,-1.1359e+05,-1.1359e+05,-6.5934e-02,-1.1359e+05,1.1804e-01,6.9737e+00,1.1304e+05,1.1446e+03,-4.8047e-01,-8.8211e-01,6.3175e+00,1.1939e+00,3.2847e+01
3.4000e+01,1.0000e+00,6.3551e+00,-1.1334e+05,-1.1335e+05,-6.7932e-02,-1.1335e+05,1.1806e-01,6.9757e+00,1.1302e+05,1.1465e+03,-9.8507e-02,-3.9000e-01,6.4057e+00,3.3387e+00,3.1307e+01
3.5000e+01,1.0000e+00,6.5299e+00,-1.1328e+05,-1.1329e+05,-6.9930e-02,-1.1329e+05,1.1807e-01,6.9777e+00,1.1277e+05,1.1485e+03,-2.1515e-02,-3.4412e-01,6.0773e+00,1.0180e-01,3.1503e+01
3.6000e+01,1.0000e+00,6.7039e+00,-1.1313e+05,-1.1314e+05,-7.1928e-02,-1.1314e+05,1.1809e-01,6.9797e+00,1.1272e+05,1.1506e+03,1.0429e-01,-5.1573e-01,6.5067e+00,1.3026e+00,3.1099e+01
3.7000e+01,1.0000e+00,6.8773e+00,-1.1310e+05,-1.1311e+05,-7.3926e-02,-1.1311e+05,1.1811e-01,6.9817e+00,1.1256e+05,1.1529e+03,-2.1959e-01,-5.9849e-01,6.7004e+00,2.0344e+00,3.3320e+01
3.8000e+01,1.0000e+00,7.0501e+00,-1.1292e+05,-1.1293e+05,-7.5924e-02,-1.1293e+05,1.1812e-01,6.9837e+00,1.1253e+05,1.1552e+03,-1.9280e-01,-9.9428e-01,6.8161e+00,4.8815e+00,3.0033e+01
3.9000e+01,1.0000e+00,7.2222e+00,-1.1264e+05,-1.1264e+05,-7.7922e-02,-1.1264e+05,1.1814e-01,6.9857e+00,1.1236e+05,1.1577e+03,-4.4288e-01,-4.7843e-01,6.9363e+00,3.4515e+00,3.3179e+01
4.0000e+01,1.0000e+00,7.3937e+00,-1.1251e+05,-1.1251e+05,-7.9920e-02,-1.1251e+05,1.1816e-01,6.9877e+00,1.1207e+05,1.1597e+03,-2.7994e-01,-9.4364e-01,6.7382e+00,5.2254e+00,3.1728e+01
4.1000e+01,1.0000e+00,7.5646e+00,-1.1248e+05,-1.1249e+05,-8.1918e-02,-1.1249e+05,1.1818e-01,6.9897e+00,1.1194e+05,1.1620e+03,-2.2098e-02,-8.3405e-01,6.4965e+00,8.5498e-01,3.2951e+01
4.2000e+01,1.0000e+00,7.7348e+00,-1.1243e+05,-1.1244e+05,-8.3916e-02,-1.1244e+05,1.1819e-01,6.9917e+00,1.1192e+05,1.1641e+03,1.3452e-01,-5.2667e-01,6.6102e+00,1.8854e+00,3.1521e+01
4.3000e+01,1.0000e+00,7.9044e+00,-1.1227e+05,-1.1228e+05,-8.5914e-02,-1.1228e+05,1.1821e-01,6.9937e+00,1.1187e+05,1.1660e+03,-3.5492e-01,-2.5995e-01,6.8269e+00,4.1756e+00,3.2150e+01
4.4000e+01,1.0000e+00,8.0734e+00,-1.1220e+05,-1.1221e+05,-8.7912e-02,-1.1221e+05,1.1823e-01,6.9957e+00,1.1171e+05,1.1679e+03,1.9746e-01,-9.4270e-01,6.2732e+00,1.4005e+00,3.2199e+01
4.5000e+01,2.0000e+00,8.2267e+00,-1.1171e+05,-1.1172e+05,-8.9910e-02,-1.1172e+05,1.1824e-01,6.9977e+00,1.1164e+05,1.1724e+03,-4.7901e-01,-1.3641e-01,6.9945e+00,2.6699e+00,3.4251e+01
4.6000e+01,1.0000e+00,8.3942e+00,-1.1148e+05,-1.1149e+05,-9.1908e-02,-1.1149e+05,1.1826e-01,6.9997e+00,1.1115e+05,1.1746e+03,-4.1832e-01,-5.3758e-01,6.5454e+00,3.7734e+00,3.2331e+01
4.7000e+01,1.0000e+00,8.5610e+00,-1.1140e+05,-1.1140e+05,-9.3906e-02,-1.1140e+05,1.1828e-01,7.0017e+00,1.1092e+05,1.1767e+03,-1.1621e-01,-1.5638e-01,6.9742e+00,5.0830e+00,3.1427e+01
4.8000e+01,1.0000e+00,8.7273e+00,-1.1112e+05,-1.1113e+05,-9.5904e-02,-1.1113e+05,1.1829e-01,7.0037e+00,1.1083e+05,1.1792e+03,-1.8034e-01,-4.7799e-01,6.7870e+00,4.1671e+00,3.1876e+01
4.9000e+01,1.0000e+00,8.8929e+00,-1.1033e+05,-1.1034e+05,-9.7902e-02,-1.1034e+05,1.1831e-01,7.0057e+00,1.1056e+05,1.1814e+03,1.0776e-01,-3.5899e-02,6.8309e+00,4.7702e+00,3.1558e+01
5.0000e+01,1.0000e+00,9.0580e+00,-1.1017e+05,-1.1018e+05,-9.9900e-02,-1.1018e+05,1.1833e-01,7.0077e+00,1.0977e+05,1.1834e+03,-2.1146e-01,-8.6311e-01,6.8161e+00,2.2924e+00,3.3642e+01
5.1000e+01,1.0000e+00,9.2224e+00,-1.0965e+05,-1.0965e+05,-1.0190e-01,-1.0965e+05,1.1834e-01,7.0097e+00,1.0961e+05,1.1857e+03,1.8435e-01,-4.4654e-01,6.0724e+00,4.4636e-01,3.1639e+01
5.2000e+01,2.0000e+00,9.3694e+00,-1.0930e+05,-1.0931e+05,-1.0390e-01,-1.0931e+05,1.1836e-01,7.0117e+00,1.0908e+05,1.1897e+03,-3.8645e-01,-6.6483e-01,5.6302e+00,6.7941e-01,3.0275e+01
5.3000e+01,1.0000e+00,9.5324e+00,-1.0882e+05,-1.0882e+05,-1.0589e-01,-1.0882e+05,1.1838e-01,7.0136e+00,1.0874e+05,1.1921e+03,-7.4689e-02,-1.8166e-01,6.7559e+00,1.6239e+00,3.3564e+01
5.4000e+01,1.0000e+00,9.6948e+00,-1.0805e+05,-1.0805e+05,-1.0789e-01,-1.0805e+05,1.1839e-01,7.0156e+00,1.0825e+05,1.1942e+03,-3.7467e-01,-7.6409e-01,6.8033e+00,4.6995e+00,3.1955e+01
