logfeh_mean,logdust_med,logNpix,tau,dmod,logl
-2.5499e-01,-5.2566e-01,2.0122e+00,2.8706e+00,2.6048e+01,-9.5255e+02
-2.9692e-01,-4.9227e-01,2.0334e+00,2.7616e+00,2.6106e+01,-9.4850e+02
-2.6265e-01,-5.2097e-01,2.0070e+00,2.7964e+00,2.6028e+01,-9.5198e+02
-2.6815e-01,-5.0115e-01,2.0002e+00,2.8838e+00,2.6015e+01,-9.4849e+02
-2.8874e-01,-5.0496e-01,2.0165e+00,2.7323e+00,2.6056e+01,-9.5260e+02
-2.8579e-01,-4.9833e-01,2.0156e+00,2.8477e+00,2.6060e+01,-9.3985e+02
-2.6469e-01,-5.1536e-01,2.0065e+00,2.8905e+00,2.6042e+01,-9.5115e+02
-2.5026e-01,-5.3791e-01,1.9997e+00,2.8508e+00,2.6021e+01,-9.4525e+02
-2.8421e-01,-4.9521e-01,2.0326e+00,2.8047e+00,2.6101e+01,-9.4584e+02
-2.3677e-01,-5.2658e-01,1.9957e+00,2.9548e+00,2.6001e+01,-9.5001e+02
-2.9537e-01,-4.7647e-01,2.0299e+00,2.8887e+00,2.6100e+01,-9.4647e+02
-2.8802e-01,-4.9967e-01,2.0226e+00,2.9008e+00,2.6091e+01,-9.4500e+02
-2.8859e-01,-4.8443e-01,2.0225e+00,2.8300e+00,2.6076e+01,-9.4685e+02
-2.7376e-01,-4.9101e-01,2.0199e+00,2.9381e+00,2.6066e+01,-9.5165e+02
-2.8492e-01,-4.9994e-01,2.0236e+00,2.7961e+00,2.6084e+01,-9.4657e+02
-2.4618e-01,-5.3822e-01,2.0028e+00,2.8812e+00,2.6033e+01,-9.5234e+02
-2.9442e-01,-5.1928e-01,2.0225e+00,2.7595e+00,2.6093e+01,-9.5202e+02
-2.6231e-01,-4.9280e-01,2.0307e+00,3.0150e+00,2.6110e+01,-9.4841e+02
-2.9804e-01,-4.8201e-01,2.0288e+00,2.7997e+00,2.6092e+01,-9.5156e+02
-2.8342e-01,-5.0158e-01,2.0381e+00,2.8537e+00,2.6128e+01,-9.4338e+02
-2.9017e-01,-4.9488e-01,2.0268e+00,2.8134e+00,2.6087e+01,-9.4720e+02
-2.8817e-01,-4.9983e-01,2.0209e+00,2.7982e+00,2.6073e+01,-9.4994e+02
-2.9002e-01,-4.6552e-01,2.0227e+00,2.9450e+00,2.6077e+01,-9.4822e+02
