nlive,niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_mean,logdust_med,logNpix,tau,dmod
2.0000e+03,1.0000e+00,1.0000e+00,3.3223e-01,-1.0965e+06,-1.0965e+06,-3.3278e-03,-inf,1.4594e-01,6.4002e+00,inf,2.4105e+03,-6.8079e-01,-1.9886e+00,6.7701e+00,1.2145e+01,2.9033e+01
2.0000e+03,2.0000e+00,1.0000e+00,6.6225e-01,-1.0911e+06,-1.0911e+06,-6.6556e-03,-inf,1.4598e-01,6.4036e+00,5.1873e+05,2.4201e+03,4.8896e-01,-1.6425e+00,2.0610e+00,9.1943e+00,3.3659e+01
2.0000e+03,3.0000e+00,1.0000e+00,9.9010e-01,-1.0809e+06,-1.0809e+06,-9.9834e-03,-inf,1.4602e-01,6.4069e+00,5.1332e+05,2.4288e+03,3.4996e-01,-9.4174e-01,6.8559e+00,1.0990e+01,2.9032e+01
2.0000e+03,4.0000e+00,1.0000e+00,1.3158e+00,-1.0693e+06,-1.0693e+06,-1.3311e-02,-inf,1.4606e-01,6.4103e+00,5.0307e+05,2.4369e+03,-1.4813e+00,-1.9870e-01,6.8862e+00,1.1182e+01,2.9424e+01
2.0000e+03,5.0000e+00,1.0000e+00,1.6393e+00,-1.0584e+06,-1.0584e+06,-1.6639e-02,-inf,1.4609e-01,6.4136e+00,4.9147e+05,2.4445e+03,-1.3159e+00,-2.2442e-01,2.0822e+00,1.7292e+01,3.3494e+01
2.0000e+03,6.0000e+00,1.0000e+00,1.9608e+00,-1.0496e+06,-1.0496e+06,-1.9967e-02,-inf,1.4613e-01,6.4168e+00,4.8057e+05,2.4531e+03,-1.3923e+00,-1.0967e+00,6.9100e+00,2.5665e+00,2.9597e+01
2.0000e+03,7.0000e+00,1.0000e+00,2.2801e+00,-1.0488e+06,-1.0488e+06,-2.3295e-02,-inf,1.4617e-01,6.4203e+00,4.7177e+05,2.4614e+03,-3.7761e-01,-9.9383e-01,2.0688e+00,1.5479e+01,3.3413e+01
2.0000e+03,8.0000e+00,1.0000e+00,2.5974e+00,-1.0477e+06,-1.0477e+06,-2.6622e-02,-inf,1.4621e-01,6.4235e+00,4.7097e+05,2.4693e+03,-1.1025e+00,-1.1121e+00,6.6238e+00,1.3462e+01,2.9408e+01
2.0000e+03,9.0000e+00,1.0000e+00,2.9126e+00,-1.0386e+06,-1.0386e+06,-2.9950e-02,-inf,1.4624e-01,6.4269e+00,4.6985e+05,2.4779e+03,-1.4668e+00,-9.2897e-01,2.2285e+00,3.1642e+00,3.3215e+01
2.0000e+03,1.0000e+01,1.0000e+00,3.2258e+00,-1.0310e+06,-1.0310e+06,-3.3278e-02,-inf,1.4628e-01,6.4302e+00,4.6076e+05,2.4858e+03,-7.7023e-01,-7.6921e-01,2.3769e+00,7.4396e+00,3.3666e+01
2.0000e+03,1.1000e+01,1.0000e+00,3.5370e+00,-1.0248e+06,-1.0248e+06,-3.6606e-02,-inf,1.4632e-01,6.4336e+00,4.5323e+05,2.4935e+03,-2.8802e-01,-7.0407e-02,6.8380e+00,1.8608e+01,2.9923e+01
2.0000e+03,1.2000e+01,1.0000e+00,3.8462e+00,-1.0238e+06,-1.0238e+06,-3.9933e-02,-inf,1.4636e-01,6.4368e+00,4.4701e+05,2.5035e+03,-4.4655e-01,-7.4055e-01,6.4076e+00,1.2859e+01,2.9113e+01
2.0000e+03,1.3000e+01,1.0000e+00,4.1534e+00,-1.0211e+06,-1.0211e+06,-4.3261e-02,-inf,1.4640e-01,6.4402e+00,4.4597e+05,2.5118e+03,-1.1096e+00,-1.8852e+00,6.5737e+00,1.6630e+01,2.9795e+01
2.0000e+03,1.4000e+01,2.0000e+00,4.4444e+00,-1.0198e+06,-1.0199e+06,-4.6589e-02,-inf,1.4643e-01,6.4435e+00,4.4329e+05,2.5256e+03,-4.7656e-01,-3.1277e-01,6.9677e+00,1.2652e+01,3.0427e+01
2.0000e+03,1.5000e+01,1.0000e+00,4.7468e+00,-1.0188e+06,-1.0188e+06,-4.9917e-02,-inf,1.4647e-01,6.4469e+00,4.4204e+05,2.5332e+03,-5.4445e-01,-1.3866e+00,2.2830e+00,1.8743e+01,3.3520e+01
2.0000e+03,1.6000e+01,1.0000e+00,5.0473e+00,-1.0102e+06,-1.0102e+06,-5.3245e-02,-inf,1.4651e-01,6.4501e+00,4.4097e+05,2.5411e+03,3.6158e-02,-1.3942e+00,2.0759e+00,9.3210e+00,3.2517e+01
2.0000e+03,1.7000e+01,1.0000e+00,5.3459e+00,-1.0072e+06,-1.0072e+06,-5.6572e-02,-inf,1.4655e-01,6.4535e+00,4.3238e+05,2.5489e+03,-1.4148e+00,-1.5044e+00,2.2251e+00,1.4139e+01,3.3174e+01
2.0000e+03,1.8000e+01,1.0000e+00,5.6426e+00,-1.0029e+06,-1.0030e+06,-5.9900e-02,-inf,1.4658e-01,6.4568e+00,4.2939e+05,2.5579e+03,-7.6070e-01,-7.9133e-01,2.5155e+00,1.6067e+01,3.3728e+01
2.0000e+03,1.9000e+01,1.0000e+00,5.9375e+00,-1.0029e+06,-1.0029e+06,-6.3228e-02,-inf,1.4542e-01,6.3548e+00,4.2514e+05,2.5646e+03,2.9380e-02,-1.2814e+00,2.4400e+00,1.4618e+01,3.3405e+01
2.0000e+03,2.0000e+01,1.0000e+00,6.2305e+00,-9.9903e+05,-9.9904e+05,-6.6556e-02,-9.9904e+05,1.4666e-01,6.4634e+00,4.2513e+05,2.5735e+03,-1.2742e+00,-1.1239e+00,2.3554e+00,1.6343e+01,3.3331e+01
2.0000e+03,2.1000e+01,1.0000e+00,6.5217e+00,-9.9634e+05,-9.9635e+05,-6.9884e-02,-9.9635e+05,1.4670e-01,6.4668e+00,4.2122e+05,2.5814e+03,3.8874e-01,-1.3535e+00,2.4872e+00,1.8953e+01,3.3285e+01
