nlive,niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_mean,logdust,logNpix,tau,dmod
2.0000e+03,1.0000e+00,1.0000e+00,1.9960e-01,-7.7980e+05,-7.7981e+05,-1.9980e-03,-7.7981e+05,1.1750e-01,6.9098e+00,inf,2.7415e+03,-1.4848e+00,-1.1037e+00,6.9878e+00,1.6139e+01,3.0151e+01
2.0000e+03,2.0000e+00,1.0000e+00,3.9841e-01,-7.5551e+05,-7.5552e+05,-3.9960e-03,-7.5552e+05,1.1751e-01,6.9118e+00,5.8112e+05,2.7472e+03,-6.8079e-01,-1.9943e+00,6.7701e+00,1.2145e+01,3.0033e+01
2.0000e+03,3.0000e+00,1.0000e+00,5.9642e-01,-7.4627e+05,-7.4627e+05,-5.9940e-03,-7.4627e+05,1.1753e-01,6.9137e+00,5.5683e+05,2.7527e+03,-1.4813e+00,-1.0994e+00,6.8862e+00,1.1182e+01,3.0424e+01
2.0000e+03,4.0000e+00,1.0000e+00,7.9365e-01,-7.4223e+05,-7.4224e+05,-7.9920e-03,-7.4224e+05,1.1755e-01,6.9157e+00,5.4759e+05,2.7572e+03,3.4996e-01,-1.4709e+00,6.8559e+00,1.0990e+01,3.0032e+01
2.0000e+03,5.0000e+00,1.0000e+00,9.9010e-01,-7.2169e+05,-7.2170e+05,-9.9900e-03,-7.2170e+05,1.1757e-01,6.9177e+00,5.4355e+05,2.7622e+03,-1.3923e+00,-1.5484e+00,6.9100e+00,2.5665e+00,3.0597e+01
2.0000e+03,6.0000e+00,1.0000e+00,1.1858e+00,-7.1943e+05,-7.1944e+05,-1.1988e-02,-7.1944e+05,1.1758e-01,6.9198e+00,5.2302e+05,2.7670e+03,3.3117e-01,-1.8223e+00,6.9105e+00,1.3122e+01,3.0710e+01
2.0000e+03,7.0000e+00,1.0000e+00,1.3807e+00,-7.1884e+05,-7.1885e+05,-1.3986e-02,-7.1885e+05,1.1760e-01,6.9218e+00,5.2076e+05,2.7727e+03,-1.1025e+00,-1.5560e+00,6.6238e+00,1.3462e+01,3.0408e+01
2.0000e+03,8.0000e+00,1.0000e+00,1.5748e+00,-7.1445e+05,-7.1446e+05,-1.5984e-02,-7.1446e+05,1.1762e-01,6.9238e+00,5.2016e+05,2.7782e+03,-2.8802e-01,-1.0352e+00,6.8380e+00,1.8608e+01,3.0923e+01
2.0000e+03,9.0000e+00,1.0000e+00,1.7682e+00,-7.0627e+05,-7.0628e+05,-1.7982e-02,-7.0628e+05,1.1763e-01,6.9257e+00,5.1578e+05,2.7828e+03,-4.7656e-01,-1.1564e+00,6.9677e+00,1.2652e+01,3.1427e+01
2.0000e+03,1.0000e+01,1.0000e+00,1.9608e+00,-7.0210e+05,-7.0210e+05,-1.9980e-02,-7.0210e+05,1.1765e-01,6.9277e+00,5.0759e+05,2.7882e+03,-4.4655e-01,-1.3703e+00,6.4076e+00,1.2859e+01,3.0113e+01
2.0000e+03,1.1000e+01,1.0000e+00,2.1526e+00,-6.9789e+05,-6.9789e+05,-2.1978e-02,-6.9789e+05,1.1767e-01,6.9297e+00,5.0342e+05,2.7936e+03,-1.1096e+00,-1.9426e+00,6.5737e+00,1.6630e+01,3.0795e+01
2.0000e+03,1.2000e+01,1.0000e+00,2.3438e+00,-6.8716e+05,-6.8717e+05,-2.3976e-02,-6.8717e+05,1.1768e-01,6.9318e+00,4.9921e+05,2.7991e+03,-6.5678e-01,-1.0678e+00,6.3382e+00,8.9590e+00,3.0146e+01
2.0000e+03,1.3000e+01,1.0000e+00,2.5341e+00,-6.7884e+05,-6.7884e+05,-2.5974e-02,-6.7884e+05,1.1770e-01,6.9338e+00,4.8848e+05,2.8037e+03,-3.6058e-01,-1.1107e+00,6.5907e+00,3.1325e+00,3.0595e+01
2.0000e+03,1.4000e+01,1.0000e+00,2.7237e+00,-6.7467e+05,-6.7468e+05,-2.7972e-02,-6.7468e+05,1.1772e-01,6.9357e+00,4.8016e+05,2.8096e+03,6.1261e-02,-1.1785e+00,6.7670e+00,1.2238e+01,3.1450e+01
2.0000e+03,1.5000e+01,1.0000e+00,2.9126e+00,-6.7302e+05,-6.7303e+05,-2.9970e-02,-6.7303e+05,1.1774e-01,6.9377e+00,4.7600e+05,2.8151e+03,-1.1895e+00,-1.6390e+00,6.7754e+00,2.6902e+00,3.1364e+01
2.0000e+03,1.6000e+01,1.0000e+00,3.1008e+00,-6.7271e+05,-6.7272e+05,-3.1968e-02,-6.7272e+05,1.1775e-01,6.9397e+00,4.7435e+05,2.8215e+03,-1.4214e+00,-1.5682e+00,6.2714e+00,8.5043e+00,3.0442e+01
2.0000e+03,1.7000e+01,1.0000e+00,3.2882e+00,-6.7007e+05,-6.7007e+05,-3.3966e-02,-6.7007e+05,1.1777e-01,6.9417e+00,4.7404e+05,2.8271e+03,1.2071e-01,-1.0359e+00,6.7886e+00,1.1864e+01,3.1558e+01
2.0000e+03,1.8000e+01,1.0000e+00,3.4749e+00,-6.6766e+05,-6.6767e+05,-3.5964e-02,-6.6767e+05,1.1779e-01,6.9437e+00,4.7139e+05,2.8330e+03,-9.0272e-01,-1.1384e+00,6.5290e+00,1.5395e+01,3.1306e+01
2.0000e+03,1.9000e+01,1.0000e+00,3.6609e+00,-6.6727e+05,-6.6728e+05,-3.7962e-02,-6.6728e+05,1.1780e-01,6.9457e+00,4.6899e+05,2.8385e+03,1.3137e-01,-1.0264e+00,6.6031e+00,2.0697e+00,3.0592e+01
2.0000e+03,2.0000e+01,1.0000e+00,3.8462e+00,-6.6708e+05,-6.6709e+05,-3.9960e-02,-6.6709e+05,1.1782e-01,6.9477e+00,4.6860e+05,2.8442e+03,-9.1318e-01,-1.9436e+00,6.6727e+00,1.3011e+01,3.1728e+01
2.0000e+03,2.1000e+01,1.0000e+00,4.0307e+00,-6.6631e+05,-6.6631e+05,-4.1958e-02,-6.6631e+05,1.1784e-01,6.9497e+00,4.6841e+05,2.8499e+03,-1.4565e+00,-1.5517e+00,6.4656e+00,1.5540e+01,3.1246e+01
2.0000e+03,2.2000e+01,1.0000e+00,4.2146e+00,-6.6421e+05,-6.6422e+05,-4.3956e-02,-6.6422e+05,1.1785e-01,6.9517e+00,4.6763e+05,2.8561e+03,1.9213e-01,-1.8167e+00,6.5648e+00,2.1627e+00,3.0634e+01
2.0000e+03,2.3000e+01,1.0000e+00,4.3977e+00,-6.6271e+05,-6.6272e+05,-4.5954e-02,-6.6272e+05,1.1787e-01,6.9537e+00,4.6553e+05,2.8622e+03,-6.4757e-01,-1.4780e+00,6.7337e+00,1.0345e+01,3.1876e+01
2.0000e+03,2.4000e+01,1.0000e+00,4.5802e+00,-6.6168e+05,-6.6168e+05,-4.7952e-02,-6.6168e+05,1.1789e-01,6.9557e+00,4.6404e+05,2.8676e+03,-4.6073e-01,-1.7922e+00,6.3755e+00,4.5606e+00,3.0693e+01
