logfeh_mean,logdust_med,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
-1.9297e-01,-2.7359e-01,1.7024e+00,2.9257e+00,3.4048e+00,3.3411e+00,3.3963e+00,2.6000e+01,-8.5722e+02
-1.0637e-01,-5.1670e-02,1.9674e+00,3.0159e+00,3.6588e+00,3.4786e+00,3.1236e+00,2.6222e+01,-1.1863e+03
-4.1289e-01,-3.8082e-03,1.7808e+00,2.6976e+00,3.2882e+00,3.7845e+00,2.9134e+00,2.5818e+01,-9.6130e+02
-3.5865e-01,-5.7114e-01,1.4907e+00,2.6407e+00,2.8395e+00,3.1452e+00,3.8521e+00,2.5674e+01,-6.5844e+02
-4.5449e-01,-6.0129e-01,1.2804e+00,2.2830e+00,2.3563e+00,3.5915e+00,3.1383e+00,2.5218e+01,-1.1887e+03
-4.1060e-01,-8.3375e-01,1.3421e+00,2.0174e+00,2.4934e+00,3.6928e+00,2.6147e+00,2.5317e+01,-1.1388e+03
-3.3303e-01,-5.5557e-01,2.0088e+00,2.6878e+00,3.4665e+00,3.6461e+00,3.4417e+00,2.6358e+01,-7.4622e+02
-1.5700e-01,-8.4530e-01,1.9333e+00,2.7459e+00,3.5366e+00,3.6210e+00,3.5331e+00,2.6488e+01,-1.4138e+03
-4.5037e-01,-1.1313e-01,1.8855e+00,2.6150e+00,3.6125e+00,3.4386e+00,2.7800e+00,2.6039e+01,-1.4252e+03
-2.1585e-01,-1.4590e-01,1.9726e+00,3.0778e+00,3.6665e+00,3.2678e+00,3.0836e+00,2.6368e+01,-8.8762e+02
-4.0749e-01,-8.3303e-01,1.6337e+00,2.0725e+00,2.6196e+00,3.7799e+00,3.2547e+00,2.5673e+01,-1.1351e+03
-1.3368e-01,-4.9059e-01,2.1600e+00,2.9110e+00,3.7027e+00,3.2448e+00,3.4685e+00,2.6584e+01,-9.4133e+02
8.6862e-02,-7.5052e-01,1.5575e+00,2.1897e+00,3.5310e+00,2.7285e+00,3.0042e+00,2.5590e+01,-1.3129e+03
-4.0882e-01,-3.7540e-01,1.9867e+00,2.6055e+00,3.4580e+00,3.6604e+00,2.6516e+00,2.6138e+01,-9.5411e+02
-3.8990e-01,-6.8457e-01,2.0929e+00,2.5578e+00,3.8105e+00,2.6744e+00,3.2056e+00,2.6682e+01,-1.4423e+03
-1.3762e-01,-5.6410e-01,1.7322e+00,2.7233e+00,3.4148e+00,3.2148e+00,3.4194e+00,2.5983e+01,-1.2303e+03
-4.2780e-01,-3.0826e-01,1.6743e+00,2.7447e+00,3.4864e+00,2.8709e+00,3.4485e+00,2.5956e+01,-1.2614e+03
-3.0215e-01,-4.0284e-01,1.6967e+00,2.6277e+00,2.2076e+00,3.8442e+00,3.2864e+00,2.5699e+01,-1.1170e+03
-1.9276e-01,-9.0879e-01,1.8338e+00,2.5465e+00,3.4010e+00,3.6680e+00,3.4656e+00,2.6291e+01,-1.4844e+03
-4.6542e-01,-2.7489e-01,2.0653e+00,2.5544e+00,3.5786e+00,3.6079e+00,2.9951e+00,2.6207e+01,-1.2529e+03
-2.0382e-01,-2.8588e-01,1.5853e+00,2.8227e+00,2.3782e+00,3.4050e+00,3.9001e+00,2.5623e+01,-1.2921e+03
-9.7649e-02,-7.9748e-01,1.8985e+00,2.4854e+00,3.3981e+00,3.6266e+00,3.3443e+00,2.6122e+01,-9.3993e+02
-1.3074e-01,-1.4931e-01,1.7177e+00,2.8906e+00,3.2536e+00,2.6624e+00,3.8383e+00,2.5743e+01,-7.8474e+02
-1.9440e-01,-4.1273e-01,1.3869e+00,2.7210e+00,2.6718e+00,3.7284e+00,3.0719e+00,2.5551e+01,-1.3070e+03
-3.3878e-01,-3.5826e-01,1.7061e+00,2.7148e+00,2.6467e+00,3.5388e+00,3.7549e+00,2.5690e+01,-1.1877e+03
-1.2225e-01,-8.7437e-01,1.4624e+00,2.3356e+00,2.5731e+00,3.6974e+00,3.1994e+00,2.5461e+01,-1.0503e+03
-2.1576e-01,-8.1827e-01,1.7453e+00,2.3305e+00,2.6974e+00,3.8498e+00,3.0533e+00,2.5791e+01,-1.2856e+03
-4.7824e-01,-5.1674e-01,1.5063e+00,2.5314e+00,2.3753e+00,3.5712e+00,3.6393e+00,2.5563e+01,-1.3013e+03
-7.2290e-02,-9.5709e-01,1.9196e+00,2.4090e+00,3.6113e+00,3.4751e+00,3.2937e+00,2.6339e+01,-1.0441e+03
-3.4871e-01,-8.9848e-01,1.9721e+00,2.2649e+00,3.6456e+00,2.9977e+00,3.0575e+00,2.6375e+01,-1.3252e+03
-1.9571e-01,-6.6749e-01,1.7557e+00,2.6714e+00,2.7834e+00,3.8177e+00,3.6723e+00,2.6028e+01,-1.2926e+03
-2.2102e-01,-1.0188e-01,1.7467e+00,2.7844e+00,3.0599e+00,3.7349e+00,3.3580e+00,2.5720e+01,-1.3540e+03
-1.4288e-01,-9.8861e-01,1.3195e+00,2.4283e+00,2.7056e+00,3.5647e+00,3.5607e+00,2.5555e+01,-1.2613e+03
-2.4389e-01,-2.2964e-01,1.3142e+00,2.7630e+00,2.4143e+00,3.2961e+00,3.7664e+00,2.5346e+01,-1.3386e+03
-4.6403e-01,-5.2773e-01,1.9210e+00,2.1576e+00,3.4328e+00,3.6941e+00,3.0547e+00,2.6103e+01,-1.3414e+03
-4.0871e-01,-5.5864e-01,1.7769e+00,2.5976e+00,3.4614e+00,3.0949e+00,3.4759e+00,2.6060e+01,-1.1209e+03
-6.8865e-02,-5.1804e-01,1.8001e+00,2.8103e+00,3.4001e+00,3.7022e+00,2.8984e+00,2.6111e+01,-8.6478e+02
-3.0690e-01,-1.8738e-01,1.7625e+00,2.9142e+00,2.9277e+00,3.5466e+00,3.9102e+00,2.5946e+01,-1.0972e+03
-1.0754e-01,-7.3822e-01,2.0580e+00,2.8437e+00,3.8021e+00,2.8282e+00,3.5382e+00,2.6732e+01,-1.4381e+03
-4.1108e-01,-6.5804e-01,1.6515e+00,2.3679e+00,3.1062e+00,3.1558e+00,3.7027e+00,2.5668e+01,-1.2347e+03
1.0253e-02,-6.7715e-01,1.8327e+00,2.5150e+00,3.3170e+00,3.7918e+00,2.7641e+00,2.5947e+01,-1.4101e+03
-2.4976e-01,-7.5524e-02,2.1988e+00,3.0770e+00,3.8528e+00,2.7344e+00,2.8122e+00,2.6620e+01,-1.4638e+03
-2.1060e-01,-6.9953e-01,1.9862e+00,2.7245e+00,3.6008e+00,2.7287e+00,3.6165e+00,2.6405e+01,-8.4929e+02
-4.3846e-01,-5.7789e-01,1.9124e+00,2.2976e+00,3.6646e+00,2.8947e+00,2.7249e+00,2.6205e+01,-1.4112e+03
-2.2257e-01,-5.9056e-01,1.9704e+00,2.8697e+00,3.6844e+00,2.8764e+00,2.8054e+00,2.6486e+01,-8.8436e+02
8.3734e-03,-4.9123e-01,1.5438e+00,2.7330e+00,3.3884e+00,3.1602e+00,3.5923e+00,2.5775e+01,-1.2675e+03
-1.0394e-01,-4.2932e-01,1.9117e+00,2.9040e+00,3.6578e+00,2.8824e+00,3.1387e+00,2.6301e+01,-9.1423e+02
-4.1169e-01,-5.4864e-01,2.0319e+00,2.4461e+00,3.5856e+00,2.9179e+00,3.6281e+00,2.6285e+01,-1.4694e+03
-2.8834e-01,-6.7908e-01,1.8467e+00,2.5818e+00,3.1677e+00,3.8875e+00,2.8620e+00,2.6176e+01,-8.7396e+02
-2.3288e-01,-7.1772e-01,1.8840e+00,2.5787e+00,3.3457e+00,3.7037e+00,3.1191e+00,2.6184e+01,-8.8712e+02
-4.2328e-02,-9.7650e-01,1.3045e+00,2.4146e+00,2.4368e+00,3.4218e+00,3.6440e+00,2.5314e+01,-1.2476e+03
-2.4386e-01,-3.1812e-01,1.7837e+00,2.8380e+00,2.8510e+00,3.9543e+00,2.9947e+00,2.6007e+01,-1.1715e+03
-1.9566e-01,-3.9608e-01,1.6252e+00,2.8123e+00,2.9629e+00,2.6897e+00,3.9086e+00,2.5713e+01,-7.9689e+02
-4.2422e-01,-7.1672e-01,1.4423e+00,2.2697e+00,2.7871e+00,3.5272e+00,3.5198e+00,2.5505e+01,-1.4463e+03
5.1393e-02,-5.2148e-02,1.8494e+00,2.7474e+00,3.6811e+00,2.6608e+00,3.2996e+00,2.5806e+01,-1.1072e+03
-3.3553e-01,-3.8257e-01,1.9384e+00,2.8314e+00,3.2606e+00,2.8641e+00,3.9310e+00,2.6081e+01,-1.4722e+03
-3.6621e-01,-5.8261e-01,1.8809e+00,2.4494e+00,3.2209e+00,3.6903e+00,3.1690e+00,2.5984e+01,-1.4103e+03
-8.9278e-02,-5.4318e-01,1.7868e+00,2.7507e+00,3.6062e+00,2.8987e+00,2.9074e+00,2.6116e+01,-1.3780e+03
5.0281e-02,-9.9462e-01,1.6396e+00,2.3194e+00,3.5426e+00,2.7289e+00,3.4906e+00,2.5899e+01,-1.2637e+03
-2.2646e-01,-4.8895e-01,1.8850e+00,2.8334e+00,3.2393e+00,3.5848e+00,3.7145e+00,2.6154e+01,-7.1790e+02
-3.2851e-01,-9.4533e-01,1.3554e+00,2.0505e+00,2.3521e+00,3.6944e+00,3.0675e+00,2.5364e+01,-1.1341e+03
-2.9689e-01,-4.6024e-01,1.9106e+00,2.7414e+00,3.2682e+00,3.8913e+00,2.6982e+00,2.6204e+01,-1.3440e+03
