logfeh_mean,logdust_med,logNpix,tau,dmod,logl
-2.4753e-01,-5.3259e-01,1.9959e+00,2.8488e+00,2.5974e+01,-9.0058e+02
-2.1702e-01,-5.5823e-01,2.0012e+00,2.9861e+00,2.5999e+01,-9.0067e+02
-2.2213e-01,-5.5092e-01,1.9865e+00,2.9196e+00,2.5951e+01,-8.9282e+02
-2.0196e-01,-5.7204e-01,1.9892e+00,2.9868e+00,2.5961e+01,-8.9321e+02
-2.3916e-01,-5.3535e-01,1.9868e+00,2.9095e+00,2.5952e+01,-8.9707e+02
-2.0952e-01,-5.1019e-01,1.9831e+00,3.2174e+00,2.5943e+01,-8.9863e+02
-2.7189e-01,-4.9711e-01,2.0321e+00,3.0096e+00,2.6099e+01,-8.9871e+02
-2.1408e-01,-5.5065e-01,2.0071e+00,3.0694e+00,2.6030e+01,-8.9862e+02
-2.1017e-01,-5.3612e-01,2.0167e+00,3.0876e+00,2.6042e+01,-8.8890e+02
-2.0939e-01,-5.4682e-01,1.9665e+00,3.0078e+00,2.5890e+01,-8.9677e+02
-2.2307e-01,-5.4408e-01,2.0099e+00,2.9742e+00,2.6020e+01,-8.9897e+02
-2.1497e-01,-5.2234e-01,1.9742e+00,3.1194e+00,2.5918e+01,-8.9971e+02
-2.3449e-01,-5.4162e-01,1.9895e+00,3.0410e+00,2.5977e+01,-9.0043e+02
-2.1333e-01,-5.5677e-01,1.9995e+00,2.9332e+00,2.5986e+01,-8.9560e+02
-2.2448e-01,-5.5348e-01,2.0026e+00,2.9663e+00,2.6017e+01,-8.9641e+02
-2.2901e-01,-5.4701e-01,1.9941e+00,2.9346e+00,2.5982e+01,-8.8595e+02
-2.2286e-01,-5.2493e-01,2.0226e+00,3.1182e+00,2.6064e+01,-8.9589e+02
-2.1423e-01,-5.2745e-01,2.0051e+00,3.0975e+00,2.6005e+01,-8.9648e+02
-2.1171e-01,-5.4212e-01,1.9603e+00,2.9980e+00,2.5870e+01,-8.8352e+02
-2.6969e-01,-5.3027e-01,1.9955e+00,2.7800e+00,2.5980e+01,-8.9676e+02
-2.4850e-01,-5.1092e-01,2.0062e+00,2.9965e+00,2.6012e+01,-8.9612e+02
-2.1254e-01,-5.5087e-01,1.9807e+00,2.8952e+00,2.5922e+01,-8.9034e+02
-2.1127e-01,-5.6273e-01,2.0049e+00,2.9673e+00,2.6014e+01,-8.9475e+02
-2.4639e-01,-5.4737e-01,2.0159e+00,2.8611e+00,2.6043e+01,-9.0001e+02
-2.0980e-01,-5.4094e-01,1.9929e+00,3.1345e+00,2.5980e+01,-9.0038e+02
-2.4264e-01,-5.5451e-01,1.9761e+00,2.7740e+00,2.5921e+01,-9.0001e+02
-2.0444e-01,-5.5156e-01,1.9856e+00,2.9930e+00,2.5948e+01,-9.0067e+02
-2.1533e-01,-5.3781e-01,1.9847e+00,2.9890e+00,2.5941e+01,-9.0037e+02
-2.2215e-01,-5.3136e-01,1.9732e+00,2.9962e+00,2.5907e+01,-8.9940e+02
-2.4913e-01,-5.2069e-01,2.0231e+00,3.0089e+00,2.6071e+01,-8.9988e+02
-2.5152e-01,-5.3442e-01,2.0150e+00,2.9565e+00,2.6051e+01,-9.0041e+02
-2.3954e-01,-5.3068e-01,1.9856e+00,2.9535e+00,2.5951e+01,-8.9747e+02
