niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logNpix,tau,dmod
1.0000e+00,1.0000e+00,1.9960e-01,-1.8343e+05,-1.8343e+05,-1.9980e-03,-1.8343e+05,1.1750e-01,6.9098e+00,inf,5.7771e+02,-1.9280e-01,-9.9428e-01,4.8161e+00,4.8815e+00,2.2039e+01
2.0000e+00,1.0000e+00,3.9841e-01,-1.8249e+05,-1.8249e+05,-3.9960e-03,-1.8249e+05,1.1751e-01,6.9118e+00,1.7216e+05,5.7889e+02,-4.5959e-01,-5.4835e-01,4.9280e+00,1.0791e+00,2.2716e+01
3.0000e+00,1.0000e+00,5.9642e-01,-1.8190e+05,-1.8191e+05,-5.9940e-03,-1.8191e+05,1.1753e-01,6.9138e+00,1.7122e+05,5.8001e+02,1.9374e-01,-4.7087e-01,4.8847e+00,4.4233e+00,2.2039e+01
4.0000e+00,1.0000e+00,7.9365e-01,-1.8135e+05,-1.8136e+05,-7.9920e-03,-1.8136e+05,1.1755e-01,6.9157e+00,1.7064e+05,5.8118e+02,-4.9429e-01,-1.0366e-01,4.9902e+00,6.4674e+00,2.2181e+01
5.0000e+00,1.0000e+00,9.9010e-01,-1.8051e+05,-1.8051e+05,-9.9900e-03,-1.8051e+05,1.1757e-01,6.9177e+00,1.7009e+05,5.8232e+02,1.8669e-01,-8.2228e-01,4.9284e+00,5.2696e+00,2.2852e+01
6.0000e+00,1.0000e+00,1.1858e+00,-1.7949e+05,-1.7950e+05,-1.1988e-02,-1.7950e+05,1.1758e-01,6.9197e+00,1.6924e+05,5.8350e+02,-3.5092e-01,-5.5605e-01,4.6991e+00,5.4043e+00,2.2489e+01
7.0000e+00,1.0000e+00,1.3807e+00,-1.7943e+05,-1.7944e+05,-1.3986e-02,-1.7944e+05,1.1760e-01,6.9217e+00,1.6823e+05,5.8462e+02,-4.9299e-01,-9.9351e-02,4.9090e+00,4.4995e+00,2.2509e+01
8.0000e+00,1.0000e+00,1.5748e+00,-1.7933e+05,-1.7934e+05,-1.5984e-02,-1.7934e+05,1.1762e-01,6.9237e+00,1.6817e+05,5.8580e+02,1.3455e-01,-8.1674e-01,4.6519e+00,9.1885e-01,2.2761e+01
9.0000e+00,1.0000e+00,1.7682e+00,-1.7854e+05,-1.7855e+05,-1.7982e-02,-1.7855e+05,1.1763e-01,6.9257e+00,1.6806e+05,5.8692e+02,-3.8355e-01,-6.3901e-01,4.8203e+00,1.1283e+00,2.3637e+01
1.0000e+01,1.0000e+00,1.9608e+00,-1.7838e+05,-1.7839e+05,-1.9980e-02,-1.7839e+05,1.1765e-01,6.9277e+00,1.6728e+05,5.8818e+02,-3.5362e-01,-9.4261e-01,4.6590e+00,6.6623e+00,2.2954e+01
1.1000e+01,1.0000e+00,2.1526e+00,-1.7815e+05,-1.7816e+05,-2.1978e-02,-1.7816e+05,1.1767e-01,6.9297e+00,1.6712e+05,5.8931e+02,-1.1027e-01,-7.9221e-01,4.5004e+00,1.8708e+00,2.2832e+01
1.2000e+01,1.0000e+00,2.3438e+00,-1.7773e+05,-1.7774e+05,-2.3976e-02,-1.7774e+05,1.1768e-01,6.9317e+00,1.6689e+05,5.9064e+02,-1.0495e-01,-3.7027e-01,4.5261e+00,5.1650e+00,2.2136e+01
1.3000e+01,1.0000e+00,2.5341e+00,-1.7749e+05,-1.7750e+05,-2.5974e-02,-1.7750e+05,1.1770e-01,6.9337e+00,1.6647e+05,5.9178e+02,-4.7052e-01,-5.6822e-01,4.4171e+00,3.4364e+00,2.2531e+01
1.4000e+01,1.0000e+00,2.7237e+00,-1.7739e+05,-1.7740e+05,-2.7972e-02,-1.7740e+05,1.1772e-01,6.9357e+00,1.6623e+05,5.9292e+02,-4.2640e-01,-5.6177e-01,4.7899e+00,4.2860e-01,2.3865e+01
1.5000e+01,1.0000e+00,2.9126e+00,-1.7714e+05,-1.7715e+05,-2.9970e-02,-1.7715e+05,1.1774e-01,6.9377e+00,1.6613e+05,5.9407e+02,-7.2719e-02,-1.1066e-01,4.6726e+00,1.3038e+00,2.2714e+01
1.6000e+01,1.0000e+00,3.1008e+00,-1.7637e+05,-1.7637e+05,-3.1968e-02,-1.7637e+05,1.1775e-01,6.9397e+00,1.6588e+05,5.9522e+02,-3.3858e-01,-9.8160e-01,4.4519e+00,9.7852e-01,2.3512e+01
1.7000e+01,1.0000e+00,3.2882e+00,-1.7623e+05,-1.7623e+05,-3.3966e-02,-1.7623e+05,1.1777e-01,6.9417e+00,1.6510e+05,5.9639e+02,1.1176e-01,-2.6356e-02,4.6825e+00,8.8194e-01,2.2711e+01
1.8000e+01,1.0000e+00,3.4749e+00,-1.7588e+05,-1.7588e+05,-3.5964e-02,-1.7588e+05,1.1779e-01,6.9437e+00,1.6496e+05,5.9753e+02,4.9953e-02,-9.3448e-01,4.2620e+00,6.8922e+00,2.2190e+01
1.9000e+01,1.0000e+00,3.6609e+00,-1.7585e+05,-1.7586e+05,-3.7962e-02,-1.7586e+05,1.1780e-01,6.9457e+00,1.6461e+05,5.9871e+02,-1.8379e-01,-6.7835e-02,4.4705e+00,3.6169e+00,2.2175e+01
2.0000e+01,1.0000e+00,3.8462e+00,-1.7572e+05,-1.7573e+05,-3.9960e-02,-1.7573e+05,1.1782e-01,6.9477e+00,1.6459e+05,5.9990e+02,-2.5760e-01,-4.0952e-01,4.4156e+00,2.3678e+00,2.3038e+01
2.1000e+01,1.0000e+00,4.0307e+00,-1.7569e+05,-1.7569e+05,-4.1958e-02,-1.7569e+05,1.1784e-01,6.9497e+00,1.6446e+05,6.0106e+02,1.0429e-01,-5.1573e-01,4.5067e+00,1.3026e+00,2.3318e+01
2.2000e+01,1.0000e+00,4.2146e+00,-1.7550e+05,-1.7551e+05,-4.3956e-02,-1.7551e+05,1.1785e-01,6.9517e+00,1.6442e+05,6.0220e+02,-2.7994e-01,-9.4364e-01,4.7382e+00,5.2254e+00,2.4073e+01
2.3000e+01,1.0000e+00,4.3977e+00,-1.7542e+05,-1.7543e+05,-4.5954e-02,-1.7543e+05,1.1787e-01,6.9537e+00,1.6424e+05,6.0338e+02,-4.9339e-01,-3.8030e-01,4.6495e+00,1.7795e+00,2.3933e+01
2.4000e+01,1.0000e+00,4.5802e+00,-1.7532e+05,-1.7532e+05,-4.7952e-02,-1.7532e+05,1.1789e-01,6.9557e+00,1.6416e+05,6.0450e+02,-1.1621e-01,-1.5638e-01,4.9742e+00,5.0830e+00,2.3713e+01
2.5000e+01,1.0000e+00,4.7619e+00,-1.7526e+05,-1.7527e+05,-4.9950e-02,-1.7527e+05,1.1790e-01,6.9577e+00,1.6405e+05,6.0566e+02,-4.6090e-01,-9.0727e-01,4.5480e+00,1.4284e+00,2.4177e+01
