logfeh_mean,logdust,logNpix,tau,logl
-4.9461e-01,-1.9237e+00,1.7043e+00,4.7884e+00,-3.6258e+04
-4.9191e-01,-1.9546e+00,1.7001e+00,4.8544e+00,-3.6223e+04
-4.8247e-01,-1.9643e+00,1.7104e+00,4.8823e+00,-3.6278e+04
-4.8264e-01,-1.9959e+00,1.7118e+00,4.9214e+00,-3.6102e+04
-4.9018e-01,-1.9921e+00,1.7027e+00,4.8577e+00,-3.6225e+04
-4.8216e-01,-1.9926e+00,1.7098e+00,4.8939e+00,-3.6276e+04
-4.8295e-01,-1.8736e+00,1.7097e+00,4.9548e+00,-3.6266e+04
-4.9039e-01,-1.9885e+00,1.7009e+00,4.8867e+00,-3.6275e+04
-4.8300e-01,-1.9784e+00,1.7114e+00,4.9368e+00,-3.6183e+04
-4.8296e-01,-1.9606e+00,1.7100e+00,4.9512e+00,-3.6213e+04
-4.9256e-01,-1.9909e+00,1.7044e+00,4.8083e+00,-3.6187e+04
-4.8336e-01,-1.9722e+00,1.7108e+00,4.9382e+00,-3.6170e+04
-4.9321e-01,-1.9937e+00,1.7028e+00,4.8385e+00,-3.6217e+04
-4.9274e-01,-1.9906e+00,1.7039e+00,4.8244e+00,-3.6229e+04
-4.9009e-01,-1.9995e+00,1.7005e+00,4.8536e+00,-3.6175e+04
-4.9162e-01,-1.9923e+00,1.7006e+00,4.8633e+00,-3.6179e+04
-4.8254e-01,-1.9909e+00,1.7050e+00,4.8211e+00,-3.6195e+04
-4.9052e-01,-1.9395e+00,1.7030e+00,4.8516e+00,-3.6237e+04
-4.8264e-01,-1.9638e+00,1.7093e+00,4.9779e+00,-3.6244e+04
-4.9112e-01,-1.9296e+00,1.6989e+00,4.8889e+00,-3.6233e+04
-4.9075e-01,-1.9571e+00,1.7019e+00,4.8479e+00,-3.6206e+04
-4.9083e-01,-1.8964e+00,1.7014e+00,4.8553e+00,-3.6200e+04
-4.9050e-01,-1.9909e+00,1.7018e+00,4.8900e+00,-3.6242e+04
-4.9019e-01,-1.9920e+00,1.7011e+00,4.8858e+00,-3.6179e+04
-4.9008e-01,-1.9748e+00,1.7009e+00,4.8825e+00,-3.6252e+04
-4.9090e-01,-1.9803e+00,1.6984e+00,4.8883e+00,-3.6216e+04
-4.9253e-01,-1.9997e+00,1.6990e+00,4.8501e+00,-3.6192e+04
-4.8749e-01,-1.9910e+00,1.7039e+00,4.8484e+00,-3.6195e+04
-4.9030e-01,-1.9881e+00,1.6991e+00,4.8785e+00,-3.6254e+04
-4.9103e-01,-1.9779e+00,1.7027e+00,4.8799e+00,-3.6198e+04
-4.8209e-01,-1.9956e+00,1.7111e+00,4.9784e+00,-3.6264e+04
-4.9915e-01,-1.9593e+00,1.7136e+00,4.7306e+00,-3.6239e+04
-4.8145e-01,-1.9126e+00,1.7121e+00,4.9580e+00,-3.6221e+04
-4.9230e-01,-1.9782e+00,1.7010e+00,4.8609e+00,-3.6103e+04
-4.8292e-01,-1.9865e+00,1.7118e+00,4.9574e+00,-3.6234e+04
-4.8318e-01,-1.9328e+00,1.7107e+00,4.9369e+00,-3.6187e+04
-4.8284e-01,-1.8747e+00,1.7120e+00,4.9250e+00,-3.6175e+04
-4.8284e-01,-1.9738e+00,1.7092e+00,4.9633e+00,-3.6141e+04
-4.8946e-01,-1.9776e+00,1.7043e+00,4.8699e+00,-3.6251e+04
-4.8305e-01,-1.9604e+00,1.7090e+00,4.9046e+00,-3.6246e+04
-4.9025e-01,-1.9924e+00,1.6998e+00,4.8705e+00,-3.6230e+04
-4.9238e-01,-1.9922e+00,1.6995e+00,4.8748e+00,-3.6254e+04
-4.8272e-01,-1.8982e+00,1.7122e+00,4.9310e+00,-3.6267e+04
-4.8977e-01,-1.9426e+00,1.7027e+00,4.8323e+00,-3.6236e+04
-4.8275e-01,-1.9543e+00,1.7098e+00,4.9900e+00,-3.6156e+04
-4.8967e-01,-1.9927e+00,1.7017e+00,4.8731e+00,-3.6275e+04
-4.9149e-01,-1.9955e+00,1.7019e+00,4.8571e+00,-3.6214e+04
-4.7746e-01,-1.9770e+00,1.7145e+00,4.7518e+00,-3.6276e+04
-4.9211e-01,-1.9195e+00,1.7005e+00,4.8681e+00,-3.6173e+04
-4.9046e-01,-1.9747e+00,1.7027e+00,4.8424e+00,-3.6065e+04
-4.9214e-01,-1.9906e+00,1.6979e+00,4.8545e+00,-3.6268e+04
-4.9058e-01,-1.9907e+00,1.7015e+00,4.8797e+00,-3.5990e+04
-4.9008e-01,-1.9334e+00,1.7016e+00,4.8705e+00,-3.6269e+04
-4.8167e-01,-1.9820e+00,1.7111e+00,4.9820e+00,-3.6123e+04
-4.8912e-01,-1.9830e+00,1.7026e+00,4.8346e+00,-3.6244e+04
-4.8375e-01,-1.9615e+00,1.7095e+00,4.9220e+00,-3.6245e+04
-4.9172e-01,-1.9729e+00,1.6990e+00,4.8722e+00,-3.6187e+04
-4.9265e-01,-1.9683e+00,1.7036e+00,4.8293e+00,-3.6187e+04
-4.8204e-01,-1.9749e+00,1.7104e+00,4.9105e+00,-3.6205e+04
-4.8960e-01,-1.9905e+00,1.7025e+00,4.8262e+00,-3.6168e+04
-4.8980e-01,-1.9963e+00,1.7034e+00,4.8604e+00,-3.6182e+04
-4.8290e-01,-1.9833e+00,1.7103e+00,4.9142e+00,-3.6171e+04
-4.9111e-01,-1.9790e+00,1.7002e+00,4.8923e+00,-3.6208e+04
-4.8139e-01,-1.9312e+00,1.7126e+00,4.9472e+00,-3.6146e+04
-4.9059e-01,-1.9639e+00,1.7035e+00,4.8668e+00,-3.6254e+04
-4.8907e-01,-1.9728e+00,1.7041e+00,4.8719e+00,-3.6247e+04
-4.8310e-01,-1.9242e+00,1.7112e+00,4.9819e+00,-3.6229e+04
-4.8295e-01,-1.9453e+00,1.7115e+00,4.9651e+00,-3.6173e+04
-4.8275e-01,-1.9995e+00,1.7106e+00,4.9204e+00,-3.6245e+04
-4.8871e-01,-1.9954e+00,1.7034e+00,4.8799e+00,-3.6168e+04
-4.9014e-01,-1.9345e+00,1.7038e+00,4.8650e+00,-3.6183e+04
-4.8166e-01,-1.9152e+00,1.7113e+00,4.9811e+00,-3.6192e+04
