niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_mean,logdust_med,logNpix,tau,dmod
2.4000e+01,1.0000e+00,4.5802e+00,-1.6595e+05,-1.6596e+05,-4.7952e-02,-1.6596e+05,1.1787e-01,6.9539e+00,1.6420e+05,1.4814e+03,2.0847e-01,-4.2062e-01,1.7470e+00,4.8122e+00,2.9669e+01
2.5000e+01,1.0000e+00,4.7619e+00,-1.6593e+05,-1.6593e+05,-4.9950e-02,-1.6593e+05,1.1790e-01,6.9577e+00,1.6419e+05,1.4842e+03,-4.8098e-01,-6.7618e-01,1.3716e+00,1.5554e+00,2.9147e+01
2.6000e+01,1.0000e+00,4.9430e+00,-1.6571e+05,-1.6572e+05,-5.1948e-02,-1.6572e+05,1.1792e-01,6.9597e+00,1.6416e+05,1.4873e+03,1.9374e-01,-4.7087e-01,4.8847e+00,4.4233e+00,2.5032e+01
2.7000e+01,1.0000e+00,5.1233e+00,-1.6566e+05,-1.6567e+05,-5.3946e-02,-1.6567e+05,1.1794e-01,6.9617e+00,1.6395e+05,1.4909e+03,-7.2719e-02,-1.1066e-01,4.6726e+00,1.3038e+00,2.5595e+01
2.8000e+01,1.0000e+00,5.3030e+00,-1.6562e+05,-1.6563e+05,-5.5944e-02,-1.6563e+05,1.1796e-01,6.9637e+00,1.6390e+05,1.4940e+03,-4.9299e-01,-9.9351e-02,4.9090e+00,4.4995e+00,2.5424e+01
2.9000e+01,1.0000e+00,5.4820e+00,-1.6553e+05,-1.6554e+05,-5.7942e-02,-1.6554e+05,1.1797e-01,6.9657e+00,1.6386e+05,1.4968e+03,2.0145e-01,-1.8957e-01,1.7534e+00,4.7398e+00,2.9518e+01
3.0000e+01,1.0000e+00,5.6604e+00,-1.6552e+05,-1.6553e+05,-5.9940e-02,-1.6553e+05,1.1798e-01,6.9670e+00,1.6377e+05,1.5000e+03,-4.2640e-01,-5.6177e-01,4.7899e+00,4.2860e-01,2.6554e+01
3.1000e+01,1.0000e+00,5.8380e+00,-1.6545e+05,-1.6546e+05,-6.1938e-02,-1.6546e+05,1.1801e-01,6.9697e+00,1.6376e+05,1.5027e+03,1.1176e-01,-2.6356e-02,4.6825e+00,8.8194e-01,2.5592e+01
3.2000e+01,1.0000e+00,6.0150e+00,-1.6524e+05,-1.6524e+05,-6.3936e-02,-1.6524e+05,1.1802e-01,6.9717e+00,1.6369e+05,1.5054e+03,-1.1027e-01,-7.9221e-01,4.5004e+00,1.8708e+00,2.5693e+01
3.3000e+01,1.0000e+00,6.1914e+00,-1.6499e+05,-1.6499e+05,-6.5934e-02,-1.6499e+05,1.1804e-01,6.9737e+00,1.6348e+05,1.5085e+03,1.8669e-01,-8.2228e-01,4.9284e+00,5.2696e+00,2.5710e+01
3.4000e+01,1.0000e+00,6.3670e+00,-1.6490e+05,-1.6490e+05,-6.7932e-02,-1.6490e+05,1.1806e-01,6.9757e+00,1.6323e+05,1.5112e+03,-3.9221e-01,-5.4715e-01,1.0179e+00,2.5868e+00,2.8052e+01
3.5000e+01,1.0000e+00,6.5421e+00,-1.6472e+05,-1.6473e+05,-6.9930e-02,-1.6473e+05,1.1807e-01,6.9777e+00,1.6313e+05,1.5140e+03,-4.9339e-01,-3.8030e-01,4.6495e+00,1.7795e+00,2.6611e+01
3.6000e+01,1.0000e+00,6.7164e+00,-1.6458e+05,-1.6459e+05,-7.1928e-02,-1.6459e+05,1.1809e-01,6.9797e+00,1.6296e+05,1.5167e+03,1.0429e-01,-5.1573e-01,4.5067e+00,1.3026e+00,2.6099e+01
3.7000e+01,1.0000e+00,6.8901e+00,-1.6457e+05,-1.6458e+05,-7.3926e-02,-1.6458e+05,1.1811e-01,6.9816e+00,1.6282e+05,1.5193e+03,2.3054e-01,-2.4578e-01,4.6667e+00,3.9785e-01,2.6429e+01
3.8000e+01,1.0000e+00,7.0632e+00,-1.6455e+05,-1.6455e+05,-7.5924e-02,-1.6455e+05,1.1812e-01,6.9837e+00,1.6281e+05,1.5224e+03,-3.3858e-01,-9.8160e-01,4.4519e+00,9.7852e-01,2.6260e+01
3.9000e+01,1.0000e+00,7.2356e+00,-1.6440e+05,-1.6440e+05,-7.7922e-02,-1.6440e+05,1.1814e-01,6.9857e+00,1.6278e+05,1.5256e+03,-4.8951e-01,-3.9102e-01,4.9543e+00,1.8704e+00,2.7936e+01
4.0000e+01,1.0000e+00,7.4074e+00,-1.6439e+05,-1.6440e+05,-7.9920e-02,-1.6440e+05,1.1547e-01,6.6731e+00,1.6263e+05,1.5288e+03,1.3452e-01,-5.2667e-01,4.6102e+00,1.8854e+00,2.6521e+01
4.1000e+01,1.0000e+00,7.5786e+00,-1.6439e+05,-1.6440e+05,-8.1918e-02,-1.6440e+05,1.1767e-01,6.9298e+00,1.6263e+05,1.5316e+03,-4.6090e-01,-9.0727e-01,4.5480e+00,1.4284e+00,2.6814e+01
4.2000e+01,1.0000e+00,7.7491e+00,-1.6432e+05,-1.6433e+05,-8.3916e-02,-1.6433e+05,1.1819e-01,6.9917e+00,1.6263e+05,1.5347e+03,-3.5092e-01,-5.5605e-01,4.6991e+00,5.4043e+00,2.5408e+01
4.3000e+01,1.0000e+00,7.9190e+00,-1.6425e+05,-1.6426e+05,-8.5914e-02,-1.6426e+05,1.1821e-01,6.9937e+00,1.6256e+05,1.5373e+03,-3.8464e-01,-2.2278e-01,1.2359e+00,7.2507e-01,2.8321e+01
4.4000e+01,1.0000e+00,8.0882e+00,-1.6419e+05,-1.6419e+05,-8.7912e-02,-1.6419e+05,1.1823e-01,6.9957e+00,1.6249e+05,1.5400e+03,-2.0996e-01,-2.1479e-01,1.4054e+00,3.2832e+00,2.8712e+01
4.5000e+01,1.0000e+00,8.2569e+00,-1.6407e+05,-1.6408e+05,-8.9910e-02,-1.6408e+05,1.1824e-01,6.9977e+00,1.6243e+05,1.5426e+03,-2.5760e-01,-4.0952e-01,4.4156e+00,2.3678e+00,2.5865e+01
4.6000e+01,2.0000e+00,8.4095e+00,-1.6403e+05,-1.6403e+05,-9.1908e-02,-1.6403e+05,1.1826e-01,6.9997e+00,1.6231e+05,1.5486e+03,6.1976e-02,-6.7264e-02,1.3536e+00,6.6913e+00,2.8657e+01
4.7000e+01,1.0000e+00,8.5766e+00,-1.6393e+05,-1.6394e+05,-9.3906e-02,-1.6394e+05,1.1828e-01,7.0017e+00,1.6226e+05,1.5518e+03,-4.7052e-01,-5.6822e-01,4.4171e+00,3.4364e+00,2.5442e+01
4.8000e+01,1.0000e+00,8.7432e+00,-1.6388e+05,-1.6388e+05,-9.5904e-02,-1.6388e+05,1.1829e-01,7.0037e+00,1.6217e+05,1.5544e+03,-2.8539e-01,-3.4135e-01,1.3612e+00,6.5959e+00,2.9037e+01
4.9000e+01,1.0000e+00,8.9091e+00,-1.6382e+05,-1.6383e+05,-9.7902e-02,-1.6383e+05,1.1831e-01,7.0057e+00,1.6211e+05,1.5576e+03,-4.5200e-01,-4.9410e-01,4.7337e+00,1.2768e+00,2.7847e+01
5.0000e+01,1.0000e+00,9.0744e+00,-1.6379e+05,-1.6379e+05,-9.9900e-02,-1.6379e+05,1.1833e-01,7.0077e+00,1.6206e+05,1.5603e+03,-1.3771e-01,-8.7467e-01,4.8578e+00,2.3450e-01,2.8383e+01
5.1000e+01,1.0000e+00,9.2391e+00,-1.6376e+05,-1.6377e+05,-1.0190e-01,-1.6377e+05,1.1834e-01,7.0097e+00,1.6202e+05,1.5630e+03,-1.3908e-01,-9.6506e-01,1.4436e+00,7.1734e+00,2.9461e+01
5.2000e+01,1.0000e+00,9.4033e+00,-1.6357e+05,-1.6357e+05,-1.0390e-01,-1.6357e+05,1.1836e-01,7.0117e+00,1.6200e+05,1.5662e+03,7.1480e-02,-5.7479e-01,1.5556e+00,1.8079e+00,2.8824e+01
5.3000e+01,1.0000e+00,9.5668e+00,-1.6348e+05,-1.6349e+05,-1.0589e-01,-1.6349e+05,1.1838e-01,7.0136e+00,1.6180e+05,1.5689e+03,-1.8379e-01,-6.7835e-02,4.4705e+00,3.6169e+00,2.5146e+01
5.4000e+01,1.0000e+00,9.7297e+00,-1.6345e+05,-1.6345e+05,-1.0789e-01,-1.6345e+05,1.1839e-01,7.0156e+00,1.6172e+05,1.5716e+03,-3.5362e-01,-9.4261e-01,4.6590e+00,6.6623e+00,2.5795e+01
5.5000e+01,1.0000e+00,9.8921e+00,-1.6341e+05,-1.6342e+05,-1.0989e-01,-1.6342e+05,1.1841e-01,7.0176e+00,1.6168e+05,1.5746e+03,-8.0501e-02,-6.7110e-01,4.3304e+00,2.0368e+00,2.6440e+01
5.6000e+01,1.0000e+00,1.0054e+01,-1.6339e+05,-1.6339e+05,-1.1189e-01,-1.6339e+05,1.1843e-01,7.0196e+00,1.6165e+05,1.5773e+03,-1.8773e-01,-3.7212e-01,4.6295e+00,6.4844e-01,2.7752e+01
5.7000e+01,1.0000e+00,1.0215e+01,-1.6334e+05,-1.6334e+05,-1.1389e-01,-1.6334e+05,1.1845e-01,7.0216e+00,1.6162e+05,1.5801e+03,-1.1621e-01,-1.5638e-01,4.9742e+00,5.0830e+00,2.6427e+01
5.8000e+01,1.0000e+00,1.0376e+01,-1.6330e+05,-1.6331e+05,-1.1588e-01,-1.6331e+05,1.1846e-01,7.0236e+00,1.6157e+05,1.5827e+03,-5.2270e-02,-3.7153e-01,4.9306e+00,1.4929e+00,2.9000e+01
5.9000e+01,1.0000e+00,1.0536e+01,-1.6325e+05,-1.6326e+05,-1.1788e-01,-1.6326e+05,1.1848e-01,7.0256e+00,1.6154e+05,1.5854e+03,-2.1146e-01,-8.6311e-01,4.8161e+00,2.2924e+00,2.8642e+01
6.0000e+01,2.0000e+00,1.0676e+01,-1.6324e+05,-1.6325e+05,-1.1988e-01,-1.6325e+05,1.1849e-01,7.0274e+00,1.6149e+05,1.5912e+03,-1.0495e-01,-3.7027e-01,4.5261e+00,5.1650e+00,2.5113e+01
6.1000e+01,1.0000e+00,1.0835e+01,-1.6323e+05,-1.6324e+05,-1.2188e-01,-1.6324e+05,1.1787e-01,6.9539e+00,1.6148e+05,1.5944e+03,-9.2907e-02,-5.0507e-01,4.2051e+00,2.5329e+00,2.5570e+01
6.2000e+01,1.0000e+00,1.0993e+01,-1.6318e+05,-1.6319e+05,-1.2388e-01,-1.6319e+05,1.1853e-01,7.0316e+00,1.6147e+05,1.5975e+03,-2.1959e-01,-5.9849e-01,4.7004e+00,2.0344e+00,2.8320e+01
6.3000e+01,1.0000e+00,1.1150e+01,-1.6311e+05,-1.6312e+05,-1.2587e-01,-1.6312e+05,1.1855e-01,7.0336e+00,1.6142e+05,1.6005e+03,-3.7467e-01,-7.6409e-01,4.8033e+00,4.6995e+00,2.6955e+01
6.4000e+01,1.0000e+00,1.1307e+01,-1.6307e+05,-1.6308e+05,-1.2787e-01,-1.6308e+05,1.1856e-01,7.0356e+00,1.6135e+05,1.6033e+03,-4.7814e-01,-1.1933e-01,4.6467e+00,8.1482e-01,2.7997e+01
6.5000e+01,1.0000e+00,1.1464e+01,-1.6301e+05,-1.6301e+05,-1.2987e-01,-1.6301e+05,1.1858e-01,7.0376e+00,1.6131e+05,1.6064e+03,-7.4689e-02,-1.8166e-01,4.7559e+00,1.6239e+00,2.8564e+01
6.6000e+01,1.0000e+00,1.1620e+01,-1.6300e+05,-1.6300e+05,-1.3187e-01,-1.6300e+05,1.1859e-01,7.0385e+00,1.6124e+05,1.6095e+03,8.6812e-02,-6.5088e-01,3.9987e+00,5.3413e-01,2.5391e+01
6.7000e+01,1.0000e+00,1.1775e+01,-1.6299e+05,-1.6300e+05,-1.3387e-01,-1.6300e+05,1.1829e-01,7.0030e+00,1.6124e+05,1.6126e+03,-2.2098e-02,-8.3405e-01,4.4965e+00,8.5498e-01,2.7951e+01
6.8000e+01,3.0000e+00,1.1888e+01,-1.6298e+05,-1.6299e+05,-1.3586e-01,-1.6299e+05,1.1862e-01,7.0419e+00,1.6123e+05,1.6207e+03,-2.6836e-01,-6.3232e-01,4.0532e+00,1.5255e+00,2.5689e+01
6.9000e+01,1.0000e+00,1.2042e+01,-1.6298e+05,-1.6298e+05,-1.3786e-01,-1.6298e+05,1.1840e-01,7.0160e+00,1.6122e+05,1.6238e+03,-3.0377e-01,-1.0664e-01,4.2898e+00,2.1670e+00,2.6034e+01
7.0000e+01,1.0000e+00,1.2195e+01,-1.6290e+05,-1.6291e+05,-1.3986e-01,-1.6291e+05,1.1866e-01,7.0476e+00,1.6121e+05,1.6265e+03,-4.4288e-01,-4.7843e-01,4.9363e+00,3.4515e+00,2.8179e+01
7.1000e+01,1.0000e+00,1.2348e+01,-1.6287e+05,-1.6288e+05,-1.4186e-01,-1.6288e+05,1.1868e-01,7.0496e+00,1.6114e+05,1.6294e+03,-3.5492e-01,-2.5995e-01,4.8269e+00,4.1756e+00,2.7150e+01
7.2000e+01,1.0000e+00,1.2500e+01,-1.6286e+05,-1.6286e+05,-1.4386e-01,-1.6286e+05,1.1870e-01,7.0514e+00,1.6111e+05,1.6320e+03,-1.8034e-01,-4.7799e-01,4.7870e+00,4.1671e+00,2.6876e+01
7.3000e+01,1.0000e+00,1.2652e+01,-1.6277e+05,-1.6278e+05,-1.4585e-01,-1.6278e+05,1.1871e-01,7.0536e+00,1.6109e+05,1.6347e+03,1.9746e-01,-9.4270e-01,4.2732e+00,1.4005e+00,2.7199e+01
7.4000e+01,1.0000e+00,1.2803e+01,-1.6273e+05,-1.6274e+05,-1.4785e-01,-1.6274e+05,1.1873e-01,7.0556e+00,1.6101e+05,1.6379e+03,-4.5509e-02,-3.5203e-02,4.8704e+00,7.4472e+00,2.5923e+01
7.5000e+01,2.0000e+00,1.2931e+01,-1.6266e+05,-1.6266e+05,-1.4985e-01,-1.6266e+05,1.1875e-01,7.0576e+00,1.6097e+05,1.6434e+03,8.5473e-02,-1.7851e-01,4.8136e+00,4.9187e+00,2.6450e+01
7.6000e+01,1.0000e+00,1.3081e+01,-1.6265e+05,-1.6265e+05,-1.5185e-01,-1.6265e+05,1.1876e-01,7.0595e+00,1.6090e+05,1.6464e+03,-4.7901e-01,-1.3641e-01,4.9945e+00,2.6699e+00,2.9251e+01
7.7000e+01,1.0000e+00,1.3230e+01,-1.6260e+05,-1.6261e+05,-1.5385e-01,-1.6261e+05,1.1878e-01,7.0616e+00,1.6088e+05,1.6497e+03,2.4691e-01,-3.3678e-01,4.2716e+00,2.2443e+00,2.6460e+01
7.8000e+01,3.0000e+00,1.3333e+01,-1.6259e+05,-1.6259e+05,-1.5584e-01,-1.6259e+05,1.1880e-01,7.0636e+00,1.6084e+05,1.6581e+03,-2.7994e-01,-9.4364e-01,4.7382e+00,5.2254e+00,2.6728e+01
7.9000e+01,1.0000e+00,1.3481e+01,-1.6255e+05,-1.6255e+05,-1.5784e-01,-1.6255e+05,1.1882e-01,7.0656e+00,1.6082e+05,1.6607e+03,-4.8047e-01,-8.8211e-01,4.3175e+00,1.1939e+00,2.7847e+01
8.0000e+01,1.0000e+00,1.3629e+01,-1.6253e+05,-1.6253e+05,-1.5984e-01,-1.6253e+05,1.1883e-01,7.0676e+00,1.6078e+05,1.6639e+03,1.0358e-01,-7.0556e-01,4.1225e+00,1.8758e+00,2.6449e+01
8.1000e+01,1.0000e+00,1.3776e+01,-1.6249e+05,-1.6250e+05,-1.6184e-01,-1.6250e+05,1.1885e-01,7.0696e+00,1.6076e+05,1.6665e+03,-4.0117e-01,-7.2820e-02,4.3112e+00,3.2026e+00,2.5703e+01
8.2000e+01,1.0000e+00,1.3922e+01,-1.6249e+05,-1.6250e+05,-1.6384e-01,-1.6250e+05,1.1664e-01,6.8097e+00,1.6073e+05,1.6692e+03,1.2123e-01,-3.8275e-01,4.8785e+00,2.4658e+00,2.9229e+01
8.3000e+01,1.0000e+00,1.4068e+01,-1.6244e+05,-1.6244e+05,-1.6583e-01,-1.6244e+05,1.1888e-01,7.0736e+00,1.6073e+05,1.6720e+03,-9.8507e-02,-3.9000e-01,4.4057e+00,3.3387e+00,2.6307e+01
8.4000e+01,1.0000e+00,1.4213e+01,-1.6239e+05,-1.6240e+05,-1.6783e-01,-1.6240e+05,1.1890e-01,7.0756e+00,1.6067e+05,1.6747e+03,-4.8367e-01,-5.5166e-01,4.5725e+00,6.2295e+00,2.6246e+01
8.5000e+01,1.0000e+00,1.4358e+01,-1.6237e+05,-1.6237e+05,-1.6983e-01,-1.6237e+05,1.1892e-01,7.0776e+00,1.6063e+05,1.6773e+03,1.0776e-01,-3.5899e-02,4.8309e+00,4.7702e+00,2.6558e+01
8.6000e+01,1.0000e+00,1.4503e+01,-1.6234e+05,-1.6234e+05,-1.7183e-01,-1.6234e+05,1.1893e-01,7.0796e+00,1.6060e+05,1.6806e+03,-1.7715e-01,-1.5748e-01,4.3054e+00,3.2127e+00,2.5834e+01
8.7000e+01,1.0000e+00,1.4646e+01,-1.6229e+05,-1.6229e+05,-1.7383e-01,-1.6229e+05,1.1895e-01,7.0816e+00,1.6057e+05,1.6836e+03,-3.7758e-01,-6.2652e-01,4.4798e+00,4.0462e+00,2.6643e+01
8.8000e+01,1.0000e+00,1.4790e+01,-1.6213e+05,-1.6214e+05,-1.7582e-01,-1.6214e+05,1.1897e-01,7.0836e+00,1.6052e+05,1.6865e+03,1.8435e-01,-4.4654e-01,4.0724e+00,4.4636e-01,2.6639e+01
8.9000e+01,1.0000e+00,1.4933e+01,-1.6213e+05,-1.6214e+05,-1.7782e-01,-1.6214e+05,1.1106e-01,6.1737e+00,1.6037e+05,1.6891e+03,-4.1832e-01,-5.3758e-01,4.5454e+00,3.7734e+00,2.7331e+01
9.0000e+01,1.0000e+00,1.5075e+01,-1.6211e+05,-1.6211e+05,-1.7982e-01,-1.6211e+05,1.1900e-01,7.0876e+00,1.6037e+05,1.6918e+03,1.7780e-01,-8.6150e-01,1.0062e+00,4.9414e+00,2.7709e+01
9.1000e+01,1.0000e+00,1.5217e+01,-1.6209e+05,-1.6209e+05,-1.8182e-01,-1.6209e+05,1.1902e-01,7.0896e+00,1.6035e+05,1.6945e+03,-4.2705e-01,-6.9908e-01,1.2411e+00,4.7071e+00,2.8622e+01
9.2000e+01,1.0000e+00,1.5359e+01,-1.6205e+05,-1.6205e+05,-1.8382e-01,-1.6205e+05,1.1903e-01,7.0916e+00,1.6032e+05,1.6975e+03,-2.1515e-02,-3.4412e-01,4.0773e+00,1.0180e-01,2.6503e+01
9.3000e+01,1.0000e+00,1.5500e+01,-1.6194e+05,-1.6195e+05,-1.8581e-01,-1.6195e+05,1.1905e-01,7.0936e+00,1.6028e+05,1.7003e+03,2.3828e-01,-3.8438e-01,1.6189e+00,6.6686e+00,2.9078e+01
9.4000e+01,1.0000e+00,1.5641e+01,-1.6193e+05,-1.6194e+05,-1.8781e-01,-1.6194e+05,1.1890e-01,7.0756e+00,1.6018e+05,1.7030e+03,-2.1993e-01,-9.8759e-01,4.6876e+00,6.9989e+00,2.6759e+01
9.5000e+01,1.0000e+00,1.5781e+01,-1.6173e+05,-1.6174e+05,-1.8981e-01,-1.6174e+05,1.1908e-01,7.0976e+00,1.6017e+05,1.7062e+03,-3.9575e-01,-7.1038e-02,4.1480e+00,3.7330e+00,2.5049e+01
9.6000e+01,1.0000e+00,1.5920e+01,-1.6166e+05,-1.6167e+05,-1.9181e-01,-1.6167e+05,1.1910e-01,7.0996e+00,1.5997e+05,1.7093e+03,-1.7045e-01,-3.7067e-01,4.7002e+00,2.9202e+00,2.9096e+01
9.7000e+01,1.0000e+00,1.6060e+01,-1.6152e+05,-1.6153e+05,-1.9381e-01,-1.6153e+05,1.1912e-01,7.1016e+00,1.5990e+05,1.7124e+03,-2.7602e-01,-1.3839e-01,4.6232e+00,6.1718e+00,2.6306e+01
9.8000e+01,1.0000e+00,1.6198e+01,-1.6151e+05,-1.6151e+05,-1.9580e-01,-1.6151e+05,1.1913e-01,7.1036e+00,1.5976e+05,1.7157e+03,-2.5249e-01,-3.9332e-01,4.2886e+00,5.0609e+00,2.5590e+01
9.9000e+01,1.0000e+00,1.6337e+01,-1.6138e+05,-1.6139e+05,-1.9780e-01,-1.6139e+05,1.1915e-01,7.1056e+00,1.5974e+05,1.7183e+03,-1.6049e-01,-3.1609e-01,1.2448e+00,5.9502e+00,2.8363e+01
1.0000e+02,1.0000e+00,1.6474e+01,-1.6132e+05,-1.6132e+05,-1.9980e-01,-1.6132e+05,1.1917e-01,7.1076e+00,1.5962e+05,1.7214e+03,-1.8285e-01,-6.6514e-02,4.9759e+00,4.4279e+00,2.8651e+01
1.0100e+02,1.0000e+00,1.6612e+01,-1.6131e+05,-1.6132e+05,-2.0180e-01,-1.6132e+05,1.1518e-01,6.6394e+00,1.5955e+05,1.7240e+03,2.3455e-02,-7.4170e-01,4.6632e+00,4.3056e+00,2.7790e+01
1.0200e+02,1.0000e+00,1.6749e+01,-1.6129e+05,-1.6129e+05,-2.0380e-01,-1.6129e+05,1.1920e-01,7.1116e+00,1.5955e+05,1.7266e+03,2.3534e-01,-8.5558e-01,4.6129e+00,5.9927e+00,2.6742e+01
1.0300e+02,1.0000e+00,1.6885e+01,-1.6124e+05,-1.6125e+05,-2.0579e-01,-1.6125e+05,1.1922e-01,7.1135e+00,1.5952e+05,1.7294e+03,4.9953e-02,-9.3448e-01,4.2620e+00,6.8922e+00,2.5158e+01
