logfeh_mean,logdust_med,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
-2.4489e-01,-5.5239e-01,-2.4080e+00,-3.5205e-01,-9.1851e-01,8.0522e-01,2.0038e+00,2.6096e+01,-2.8934e+03
-3.4407e-01,-4.9720e-01,-1.3556e+00,-1.0970e+00,-5.5222e-01,6.2553e-01,2.0254e+00,2.6127e+01,-2.8733e+03
-2.7738e-01,-5.3239e-01,-1.3089e+00,-9.4819e-01,-7.6439e-01,8.0772e-01,1.9752e+00,2.6018e+01,-2.8890e+03
-2.7052e-01,-5.4925e-01,-2.6324e+00,-7.3281e-01,9.4688e-02,3.2884e-01,1.9932e+00,2.6043e+01,-2.8829e+03
-2.7888e-01,-5.5927e-01,-1.4875e+00,-5.8101e-01,-4.8097e-01,3.0561e-01,2.0258e+00,2.6094e+01,-2.8925e+03
-2.8466e-01,-4.9951e-01,-1.6011e+00,-9.3034e-01,-7.3432e-01,7.5586e-01,1.9297e+00,2.5859e+01,-2.8913e+03
-2.8302e-01,-5.5814e-01,-1.1960e+00,-1.2640e+00,-1.5017e-02,3.4200e-01,2.0143e+00,2.6090e+01,-2.8726e+03
-2.8870e-01,-4.9383e-01,-1.6366e+00,-5.6472e-01,-6.1348e-01,6.9344e-01,2.0104e+00,2.6064e+01,-2.8861e+03
-2.9942e-01,-5.3740e-01,-8.4285e-01,-1.7094e+00,-8.1640e-01,6.4345e-01,2.0657e+00,2.6229e+01,-2.8885e+03
-3.6152e-01,-4.8335e-01,-1.9429e+00,-7.6298e-01,-6.1077e-01,2.1549e-01,2.0314e+00,2.6092e+01,-2.8879e+03
-3.0039e-01,-5.0728e-01,-2.5004e+00,-1.1692e+00,-1.4583e-02,6.8775e-01,1.9869e+00,2.6043e+01,-2.8937e+03
-2.9373e-01,-5.1658e-01,-2.3444e+00,-7.5503e-01,-7.2695e-01,7.8114e-01,1.9786e+00,2.6027e+01,-2.8940e+03
-3.0944e-01,-5.4590e-01,-1.8074e+00,-1.1950e+00,-2.0312e-01,5.2819e-01,2.0244e+00,2.6137e+01,-2.8875e+03
-2.6636e-01,-5.0279e-01,-1.2838e+00,-1.2183e+00,-4.2458e-01,1.0005e+00,1.9626e+00,2.6036e+01,-2.8940e+03
-2.8708e-01,-5.2656e-01,-2.5003e+00,-6.7872e-01,-2.2528e-01,3.1825e-01,1.9912e+00,2.6003e+01,-2.8907e+03
-3.1328e-01,-4.7915e-01,-1.7881e+00,-6.2083e-01,-4.9619e-01,6.9488e-01,1.9951e+00,2.6036e+01,-2.8873e+03
-2.5876e-01,-5.0727e-01,-1.4383e+00,-9.6568e-01,-6.5662e-01,1.0052e+00,1.9305e+00,2.5948e+01,-2.8878e+03
-2.6429e-01,-5.0243e-01,-2.3948e+00,-7.3267e-01,-7.8758e-01,1.0129e+00,1.9240e+00,2.5938e+01,-2.8904e+03
-3.0047e-01,-5.2437e-01,-1.6772e+00,-8.1540e-01,-7.2274e-01,4.1910e-01,1.9881e+00,2.5978e+01,-2.8840e+03
-3.5403e-01,-5.0822e-01,-1.1711e+00,-1.2799e+00,-1.0255e+00,6.6290e-01,2.0744e+00,2.6272e+01,-2.8879e+03
-3.1522e-01,-4.7083e-01,-2.6102e+00,-7.2935e-01,-3.5169e-01,8.2295e-01,1.9815e+00,2.6027e+01,-2.8846e+03
-3.1495e-01,-5.2909e-01,-1.4740e+00,-1.4399e+00,1.6836e-02,4.0451e-01,2.0443e+00,2.6175e+01,-2.8938e+03
-2.6261e-01,-5.6826e-01,-2.0848e+00,-7.2359e-01,-1.6504e-01,4.8048e-01,1.9929e+00,2.6033e+01,-2.8847e+03
-2.3745e-01,-5.8480e-01,-1.4176e+00,-8.0833e-01,6.7760e-04,7.5594e-01,2.0100e+00,2.6145e+01,-2.8895e+03
-3.1366e-01,-5.2773e-01,-1.8866e+00,-6.9320e-01,-1.1180e+00,6.8955e-01,2.0346e+00,2.6163e+01,-2.8839e+03
-3.0104e-01,-5.1057e-01,-1.2060e+00,-1.1316e+00,-5.0424e-01,6.3646e-01,1.9579e+00,2.5928e+01,-2.8876e+03
-2.9916e-01,-5.4007e-01,-2.0191e+00,-1.4773e+00,-4.5237e-01,7.2970e-01,1.9662e+00,2.5978e+01,-2.8932e+03
-3.3319e-01,-4.9149e-01,-1.8159e+00,-7.3887e-01,-4.3584e-01,2.8241e-01,1.9978e+00,2.6007e+01,-2.8500e+03
-2.7836e-01,-5.6179e-01,-1.1980e+00,-8.5907e-01,-3.9893e-01,5.0234e-01,2.0098e+00,2.6070e+01,-2.8940e+03
-2.9919e-01,-5.3536e-01,-2.3132e+00,-7.7691e-01,-4.3033e-01,4.8897e-01,1.9638e+00,2.5943e+01,-2.8950e+03
-3.1370e-01,-5.1449e-01,-1.9142e+00,-8.1000e-01,-9.5970e-01,4.8725e-01,2.0023e+00,2.6026e+01,-2.8954e+03
-2.3362e-01,-6.4127e-01,-1.1220e+00,-1.5154e+00,-6.9124e-01,4.9464e-01,1.9934e+00,2.6037e+01,-2.8861e+03
-2.8386e-01,-5.4733e-01,-1.5780e+00,-6.8361e-01,-7.6224e-01,5.8751e-01,2.0134e+00,2.6077e+01,-2.8847e+03
-2.8649e-01,-5.5364e-01,-2.4003e+00,-7.7665e-01,-1.6832e-02,1.7489e-01,2.0127e+00,2.6075e+01,-2.8902e+03
-3.0585e-01,-5.6965e-01,-1.3344e+00,-8.3446e-01,-5.1988e-01,1.7027e-01,2.0301e+00,2.6116e+01,-2.8946e+03
-2.5918e-01,-5.7137e-01,-1.4319e+00,-1.5124e+00,-1.7353e-01,6.1488e-01,1.9775e+00,2.6013e+01,-2.8835e+03
-2.7092e-01,-5.4038e-01,-1.5410e+00,-7.1627e-01,-2.9233e-01,4.2398e-01,1.9950e+00,2.6009e+01,-2.8897e+03
-3.1634e-01,-4.6270e-01,-1.5447e+00,-7.0625e-01,-5.5956e-01,6.7625e-01,1.9682e+00,2.5964e+01,-2.8637e+03
-2.8110e-01,-5.4841e-01,-1.2187e+00,-1.5927e+00,-2.0869e-01,4.1517e-01,1.9828e+00,2.5989e+01,-2.8736e+03
-2.6293e-01,-5.8479e-01,-1.2214e+00,-1.4734e+00,5.3349e-02,2.4639e-01,1.9813e+00,2.5999e+01,-2.8847e+03
-2.8913e-01,-5.8262e-01,-2.0660e+00,-8.7646e-01,-3.8874e-01,3.1076e-01,2.0365e+00,2.6140e+01,-2.8927e+03
-2.7650e-01,-5.5306e-01,-1.0855e+00,-1.1779e+00,-4.5091e-01,2.1225e-01,1.9791e+00,2.5950e+01,-2.8945e+03
-2.6987e-01,-5.5803e-01,-1.9008e+00,-4.9343e-01,-9.1589e-01,5.1587e-01,2.0006e+00,2.6054e+01,-2.8951e+03
-2.8865e-01,-4.7568e-01,-1.5624e+00,-1.2993e+00,-6.5886e-01,8.9687e-01,1.9354e+00,2.5906e+01,-2.8731e+03
-3.0580e-01,-5.3363e-01,-1.0700e+00,-1.4851e+00,-1.0685e+00,5.8167e-01,1.9953e+00,2.6029e+01,-2.8733e+03
-2.5771e-01,-5.0034e-01,-1.2155e+00,-1.0972e+00,-1.6218e-01,9.3275e-01,1.9813e+00,2.6066e+01,-2.8922e+03
-2.6877e-01,-4.9943e-01,-1.0059e+00,-1.3444e+00,-4.8362e-01,9.5927e-01,1.9854e+00,2.6077e+01,-2.8635e+03
-2.8023e-01,-5.7197e-01,-2.6007e+00,-7.9041e-01,-1.0996e+00,5.3250e-01,1.9488e+00,2.5894e+01,-2.8854e+03
-3.4156e-01,-4.6624e-01,-9.5504e-01,-1.3198e+00,-7.0349e-01,6.6701e-01,2.0638e+00,2.6223e+01,-2.8925e+03
-2.9997e-01,-4.8930e-01,-1.4918e+00,-7.5189e-01,-7.7761e-01,8.8230e-01,1.9884e+00,2.6057e+01,-2.8939e+03
-3.2343e-01,-5.0703e-01,-1.6146e+00,-1.6101e+00,-9.9429e-01,7.6209e-01,2.0014e+00,2.6067e+01,-2.8891e+03
-3.1315e-01,-4.8475e-01,-1.3247e+00,-1.0051e+00,-6.9253e-01,9.5077e-01,2.0601e+00,2.6271e+01,-2.8938e+03
-2.6877e-01,-5.2816e-01,-2.7528e+00,-1.0284e+00,-7.5814e-01,9.4645e-01,1.9560e+00,2.5996e+01,-2.8919e+03
-3.0562e-01,-5.0304e-01,-1.2646e+00,-6.0238e-01,-5.2461e-01,7.3298e-01,2.0797e+00,2.6266e+01,-2.8794e+03
-2.6747e-01,-5.8424e-01,-1.9871e+00,-6.4958e-01,-8.2577e-01,4.3840e-01,1.9951e+00,2.6022e+01,-2.8909e+03
-3.0253e-01,-5.4625e-01,-2.2754e+00,-9.6259e-01,-3.4191e-02,2.5721e-01,2.0202e+00,2.6099e+01,-2.8413e+03
-3.0260e-01,-5.2107e-01,-2.4188e+00,-1.3446e+00,1.6464e-02,7.0771e-01,1.9944e+00,2.6066e+01,-2.8469e+03
-3.3060e-01,-4.7371e-01,-1.4108e+00,-8.4436e-01,-3.0994e-01,7.5021e-01,2.0653e+00,2.6247e+01,-2.8835e+03
-3.2441e-01,-5.1700e-01,-2.1903e+00,-1.1151e+00,-1.5780e-01,5.0768e-01,2.0265e+00,2.6125e+01,-2.8904e+03
-3.3063e-01,-4.9303e-01,-9.6782e-01,-1.4792e+00,-8.7416e-01,6.3780e-01,2.0300e+00,2.6141e+01,-2.8958e+03
-2.7589e-01,-5.3363e-01,-2.2604e+00,-8.2763e-01,-2.0491e-01,7.9104e-01,1.9653e+00,2.6005e+01,-2.8800e+03
