logfeh_mean,logdust_med,logNpix,tau,dmod,logl
-2.6221e-01,-5.4911e-01,1.9914e+00,2.8349e+00,2.6000e+01,-9.1773e+02
-2.3455e-01,-5.3125e-01,1.9923e+00,3.1341e+00,2.6003e+01,-9.1877e+02
-2.4155e-01,-5.3460e-01,1.9843e+00,2.9957e+00,2.5970e+01,-9.1680e+02
-2.6282e-01,-5.5081e-01,1.9941e+00,2.8528e+00,2.6020e+01,-9.1821e+02
-2.5840e-01,-5.3909e-01,2.0162e+00,2.8997e+00,2.6071e+01,-9.1677e+02
-2.5944e-01,-5.2809e-01,1.9871e+00,2.8613e+00,2.5978e+01,-9.1383e+02
-2.3563e-01,-5.6576e-01,1.9918e+00,2.9579e+00,2.6004e+01,-9.0552e+02
-2.6402e-01,-5.3318e-01,1.9867e+00,2.8885e+00,2.5985e+01,-9.1706e+02
-2.6668e-01,-5.1527e-01,1.9828e+00,2.9669e+00,2.5971e+01,-9.1731e+02
-2.7112e-01,-5.0604e-01,1.9660e+00,2.7747e+00,2.5900e+01,-9.0827e+02
-2.9151e-01,-5.2080e-01,2.0088e+00,2.7122e+00,2.6038e+01,-9.1423e+02
-2.4355e-01,-5.4240e-01,1.9961e+00,2.9884e+00,2.6007e+01,-9.1840e+02
-2.4445e-01,-5.3742e-01,1.9969e+00,2.9705e+00,2.6010e+01,-9.1027e+02
-2.6213e-01,-5.1835e-01,2.0058e+00,2.9115e+00,2.6034e+01,-9.1263e+02
-2.2838e-01,-5.2617e-01,2.0040e+00,2.9957e+00,2.6013e+01,-9.1578e+02
-2.6135e-01,-5.2101e-01,1.9858e+00,2.9439e+00,2.5985e+01,-9.1416e+02
-2.5806e-01,-5.1620e-01,1.9790e+00,3.0327e+00,2.5957e+01,-9.0952e+02
-2.7661e-01,-5.1187e-01,2.0091e+00,2.8657e+00,2.6044e+01,-9.1904e+02
-2.2800e-01,-5.4230e-01,2.0090e+00,3.0395e+00,2.6043e+01,-9.1846e+02
-2.6624e-01,-5.2812e-01,2.0248e+00,2.8266e+00,2.6084e+01,-9.0278e+02
-2.6163e-01,-5.2121e-01,2.0331e+00,2.8918e+00,2.6104e+01,-9.1242e+02
-2.2510e-01,-5.8048e-01,2.0018e+00,2.9284e+00,2.6032e+01,-9.0568e+02
-2.4991e-01,-5.4528e-01,1.9957e+00,2.8966e+00,2.6006e+01,-9.1748e+02
-2.4344e-01,-5.4550e-01,2.0073e+00,2.9349e+00,2.6047e+01,-9.1564e+02
-2.5556e-01,-5.1953e-01,1.9864e+00,2.9882e+00,2.5976e+01,-9.1511e+02
-2.0358e-01,-5.6813e-01,1.9536e+00,2.9305e+00,2.5875e+01,-9.1343e+02
-2.2947e-01,-5.7275e-01,1.9955e+00,2.9784e+00,2.6012e+01,-9.1522e+02
-2.5851e-01,-5.5392e-01,1.9929e+00,2.8403e+00,2.6011e+01,-9.1704e+02
-2.3952e-01,-5.4791e-01,2.0132e+00,2.9255e+00,2.6061e+01,-9.1594e+02
-2.5375e-01,-5.4990e-01,1.9988e+00,2.9074e+00,2.6028e+01,-9.1465e+02
-2.6208e-01,-5.3155e-01,1.9807e+00,2.8395e+00,2.5960e+01,-9.1582e+02
-2.2911e-01,-5.5099e-01,2.0009e+00,2.8973e+00,2.6001e+01,-9.1271e+02
-2.4979e-01,-5.6037e-01,1.9672e+00,2.7424e+00,2.5915e+01,-9.1277e+02
-2.4414e-01,-5.4472e-01,1.9931e+00,2.9045e+00,2.5993e+01,-9.1526e+02
-2.3021e-01,-5.7783e-01,1.9790e+00,2.8744e+00,2.5965e+01,-9.0813e+02
-2.3416e-01,-5.4161e-01,1.9948e+00,2.9780e+00,2.5986e+01,-9.1323e+02
-2.6755e-01,-5.2682e-01,1.9791e+00,2.8285e+00,2.5955e+01,-9.1963e+02
-2.3756e-01,-5.4496e-01,1.9973e+00,2.9667e+00,2.6009e+01,-9.1774e+02
-2.6201e-01,-5.1295e-01,2.0141e+00,2.9130e+00,2.6053e+01,-9.1772e+02
-2.5784e-01,-5.4968e-01,1.9774e+00,2.7486e+00,2.5954e+01,-9.1946e+02
-2.6449e-01,-5.2417e-01,2.0172e+00,2.8209e+00,2.6059e+01,-9.1424e+02
-2.3233e-01,-5.4734e-01,1.9688e+00,2.8648e+00,2.5917e+01,-9.1508e+02
-2.6029e-01,-5.4557e-01,2.0126e+00,2.9009e+00,2.6064e+01,-9.1923e+02
-2.6193e-01,-5.1980e-01,2.0184e+00,2.9352e+00,2.6064e+01,-9.0774e+02
-2.3950e-01,-5.5969e-01,1.9917e+00,2.9181e+00,2.6001e+01,-9.1801e+02
-2.7708e-01,-5.1565e-01,1.9810e+00,2.8218e+00,2.5958e+01,-9.1288e+02
-2.6098e-01,-5.3092e-01,2.0251e+00,2.8448e+00,2.6085e+01,-9.0721e+02
-2.3766e-01,-5.5345e-01,1.9955e+00,2.9698e+00,2.6013e+01,-9.1049e+02
-2.6154e-01,-5.2513e-01,1.9832e+00,2.8996e+00,2.5976e+01,-9.1164e+02
-2.3553e-01,-5.3487e-01,1.9883e+00,3.0178e+00,2.5975e+01,-9.1643e+02
-2.3690e-01,-5.4979e-01,1.9986e+00,2.9702e+00,2.6014e+01,-9.1796e+02
-2.6146e-01,-5.0707e-01,2.0157e+00,2.9909e+00,2.6056e+01,-9.0332e+02
-2.3877e-01,-5.2606e-01,1.9935e+00,3.0685e+00,2.5993e+01,-9.1567e+02
-2.2173e-01,-5.6194e-01,1.9859e+00,3.0354e+00,2.5990e+01,-9.1810e+02
-2.7170e-01,-5.3854e-01,1.9791e+00,2.8132e+00,2.5959e+01,-9.0995e+02
-2.5230e-01,-5.2157e-01,2.0299e+00,2.9660e+00,2.6099e+01,-9.1714e+02
-2.1338e-01,-5.5377e-01,1.9753e+00,3.0500e+00,2.5943e+01,-9.0888e+02
-2.4412e-01,-5.5375e-01,2.0093e+00,2.9439e+00,2.6054e+01,-9.0064e+02
-2.5744e-01,-5.2666e-01,1.9960e+00,2.9373e+00,2.6014e+01,-9.1550e+02
-2.0447e-01,-5.6996e-01,1.9557e+00,2.9302e+00,2.5888e+01,-9.0753e+02
-2.3511e-01,-5.5161e-01,1.9952e+00,2.9979e+00,2.6004e+01,-9.0734e+02
-2.3352e-01,-5.3951e-01,2.0035e+00,2.9697e+00,2.6022e+01,-9.1830e+02
-2.4009e-01,-5.3905e-01,1.9926e+00,2.9436e+00,2.5984e+01,-9.1686e+02
-2.6154e-01,-5.3910e-01,1.9900e+00,2.8688e+00,2.5993e+01,-9.0499e+02
-2.5812e-01,-5.2004e-01,2.0246e+00,2.9284e+00,2.6084e+01,-9.1798e+02
