nlive,niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_mean,logdust,logNpix,tau,dmod
2.0000e+03,1.0000e+00,1.0000e+00,1.9960e-01,-2.8658e+05,-2.8659e+05,-1.9980e-03,-2.8659e+05,1.1750e-01,6.9098e+00,inf,1.1161e+03,-1.4848e+00,-1.1037e+00,4.9902e+00,8.0794e+00,2.0302e+01
2.0000e+03,2.0000e+00,1.0000e+00,3.9841e-01,-2.8512e+05,-2.8513e+05,-3.9960e-03,-2.8513e+05,1.1751e-01,6.9117e+00,2.5586e+05,1.1184e+03,-6.8079e-01,-1.9943e+00,4.8161e+00,6.0920e+00,2.0065e+01
2.0000e+03,3.0000e+00,1.0000e+00,5.9642e-01,-2.8302e+05,-2.8302e+05,-5.9940e-03,-2.8302e+05,1.1753e-01,6.9138e+00,2.5441e+05,1.1208e+03,3.4996e-01,-1.4709e+00,4.8847e+00,5.5178e+00,2.0064e+01
2.0000e+03,4.0000e+00,1.0000e+00,7.9365e-01,-2.8279e+05,-2.8280e+05,-7.9920e-03,-2.8280e+05,1.1755e-01,6.9158e+00,2.5230e+05,1.1227e+03,-1.4813e+00,-1.0994e+00,4.9090e+00,5.6133e+00,2.0848e+01
2.0000e+03,5.0000e+00,1.0000e+00,9.9010e-01,-2.8107e+05,-2.8108e+05,-9.9900e-03,-2.8108e+05,1.1757e-01,6.9177e+00,2.5208e+05,1.1247e+03,-1.1025e+00,-1.5560e+00,4.6991e+00,6.7472e+00,2.0815e+01
2.0000e+03,6.0000e+00,1.0000e+00,1.1858e+00,-2.8086e+05,-2.8087e+05,-1.1988e-02,-2.8087e+05,1.1758e-01,6.9197e+00,2.5035e+05,1.1266e+03,-1.3923e+00,-1.5484e+00,4.9280e+00,1.3270e+00,2.1194e+01
2.0000e+03,7.0000e+00,1.0000e+00,1.3807e+00,-2.8083e+05,-2.8084e+05,-1.3986e-02,-2.8084e+05,1.1760e-01,6.9217e+00,2.5015e+05,1.1289e+03,-4.4655e-01,-1.3703e+00,4.5261e+00,6.4473e+00,2.0227e+01
2.0000e+03,8.0000e+00,1.0000e+00,1.5748e+00,-2.7951e+05,-2.7951e+05,-1.5984e-02,-2.7951e+05,1.1762e-01,6.9237e+00,2.5012e+05,1.1313e+03,-6.5678e-01,-1.0678e+00,4.4705e+00,4.5072e+00,2.0292e+01
2.0000e+03,9.0000e+00,1.0000e+00,1.7682e+00,-2.7841e+05,-2.7842e+05,-1.7982e-02,-2.7842e+05,1.1763e-01,6.9257e+00,2.4879e+05,1.1332e+03,3.3117e-01,-1.8223e+00,4.9284e+00,6.5784e+00,2.1420e+01
2.0000e+03,1.0000e+01,1.0000e+00,1.9608e+00,-2.7794e+05,-2.7795e+05,-1.9980e-02,-2.7795e+05,1.1765e-01,6.9277e+00,2.4769e+05,1.1355e+03,-1.1096e+00,-1.9426e+00,4.6590e+00,8.3236e+00,2.1590e+01
2.0000e+03,1.1000e+01,1.0000e+00,2.1526e+00,-2.7780e+05,-2.7781e+05,-2.1978e-02,-2.7781e+05,1.1767e-01,6.9297e+00,2.4723e+05,1.1378e+03,-2.8802e-01,-1.0352e+00,4.8704e+00,9.3073e+00,2.1847e+01
