logfeh_mean,logdust,logNpix,tau,dmod,logl
-4.9885e-01,-1.9821e+00,2.4368e+00,4.9893e+00,2.6563e+01,9.7573e+05
-4.9738e-01,-1.9767e+00,2.4380e+00,4.9546e+00,2.6560e+01,9.7518e+05
-4.9434e-01,-1.9892e+00,2.4381e+00,4.9575e+00,2.6550e+01,9.7530e+05
-4.9878e-01,-1.9359e+00,2.4421e+00,4.9330e+00,2.6588e+01,9.7524e+05
-4.9835e-01,-1.9857e+00,2.4832e+00,4.9814e+00,2.6703e+01,9.7510e+05
-4.9506e-01,-1.9656e+00,2.4748e+00,4.9898e+00,2.6644e+01,9.7522e+05
-4.9633e-01,-1.9915e+00,2.4443e+00,4.9457e+00,2.6580e+01,9.7561e+05
-4.9262e-01,-1.9524e+00,2.4486e+00,4.9987e+00,2.6600e+01,9.7513e+05
-4.9816e-01,-1.9617e+00,2.4439e+00,4.9529e+00,2.6610e+01,9.7532e+05
-4.9624e-01,-1.9777e+00,2.4359e+00,4.9268e+00,2.6566e+01,9.7514e+05
-4.9229e-01,-1.9681e+00,2.4450e+00,4.9764e+00,2.6589e+01,9.7535e+05
-4.9788e-01,-1.9813e+00,2.4757e+00,4.9405e+00,2.6670e+01,9.7516e+05
-4.9883e-01,-1.8896e+00,2.4437e+00,4.9853e+00,2.6577e+01,9.7554e+05
-4.9954e-01,-1.9547e+00,2.4470e+00,4.9591e+00,2.6582e+01,9.7542e+05
-4.9725e-01,-1.9767e+00,2.4392e+00,4.9522e+00,2.6556e+01,9.7551e+05
-4.9690e-01,-1.9844e+00,2.4449e+00,4.9877e+00,2.6588e+01,9.7552e+05
-4.8523e-01,-1.9801e+00,2.4184e+00,4.9965e+00,2.6513e+01,9.7527e+05
-4.9962e-01,-1.9982e+00,2.4434e+00,4.9648e+00,2.6596e+01,9.7575e+05
-4.9386e-01,-1.9867e+00,2.4401e+00,4.9327e+00,2.6569e+01,9.7530e+05
-4.9976e-01,-1.9915e+00,2.4457e+00,4.9785e+00,2.6596e+01,9.7537e+05
-4.8669e-01,-1.9939e+00,2.4158e+00,4.9958e+00,2.6503e+01,9.7516e+05
-4.9844e-01,-1.9827e+00,2.4441e+00,4.9787e+00,2.6555e+01,9.7530e+05
-4.9469e-01,-1.9953e+00,2.4585e+00,4.9827e+00,2.6629e+01,9.7533e+05
-4.9952e-01,-1.9018e+00,2.4431e+00,4.9961e+00,2.6580e+01,9.7552e+05
-4.9805e-01,-1.9905e+00,2.4407e+00,4.9331e+00,2.6586e+01,9.7544e+05
-4.9330e-01,-1.9832e+00,2.4033e+00,4.9410e+00,2.6446e+01,9.7509e+05
-4.9980e-01,-1.9968e+00,2.3459e+00,4.9810e+00,2.6331e+01,9.7527e+05
-4.9650e-01,-1.9656e+00,2.4437e+00,4.9923e+00,2.6557e+01,9.7506e+05
-4.9200e-01,-1.9866e+00,2.4426e+00,4.9803e+00,2.6595e+01,9.7527e+05
-4.9186e-01,-1.9848e+00,2.4442e+00,4.9220e+00,2.6575e+01,9.7507e+05
-4.8665e-01,-1.9925e+00,2.4206e+00,4.9950e+00,2.6518e+01,9.7506e+05
-4.9564e-01,-1.9848e+00,2.4034e+00,4.9426e+00,2.6472e+01,9.7520e+05
-4.9516e-01,-1.9742e+00,2.4043e+00,4.9747e+00,2.6499e+01,9.7507e+05
-4.9857e-01,-1.9890e+00,2.4428e+00,4.9770e+00,2.6592e+01,9.7602e+05
-4.9865e-01,-1.9929e+00,2.4351e+00,4.9973e+00,2.6595e+01,9.7510e+05
-4.8692e-01,-1.9888e+00,2.4203e+00,4.9950e+00,2.6505e+01,9.7519e+05
-4.9970e-01,-1.9602e+00,2.4462e+00,4.9211e+00,2.6600e+01,9.7562e+05
-4.9756e-01,-1.9967e+00,2.4385e+00,4.9396e+00,2.6545e+01,9.7512e+05
-4.9474e-01,-1.9766e+00,2.4579e+00,4.9990e+00,2.6620e+01,9.7526e+05
-4.9626e-01,-1.9783e+00,2.4802e+00,4.9451e+00,2.6676e+01,9.7515e+05
-4.9044e-01,-1.9789e+00,2.4199e+00,4.9950e+00,2.6510e+01,9.7541e+05
-4.9083e-01,-1.9789e+00,2.4377e+00,4.9682e+00,2.6565e+01,9.7508e+05
-4.9743e-01,-1.9629e+00,2.4767e+00,4.9408e+00,2.6683e+01,9.7513e+05
-4.9506e-01,-1.9396e+00,2.4442e+00,4.9960e+00,2.6588e+01,9.7508e+05
-4.9820e-01,-1.9728e+00,2.4442e+00,4.9294e+00,2.6575e+01,9.7548e+05
-4.9200e-01,-1.9908e+00,2.4398e+00,4.9411e+00,2.6575e+01,9.7522e+05
-4.9798e-01,-1.9820e+00,2.4384e+00,4.9582e+00,2.6585e+01,9.7548e+05
-4.9567e-01,-1.9813e+00,2.3813e+00,4.9741e+00,2.6415e+01,9.7515e+05
-4.9892e-01,-1.9367e+00,2.4425e+00,4.9744e+00,2.6561e+01,9.7517e+05
-4.9167e-01,-1.9774e+00,2.4574e+00,4.9425e+00,2.6623e+01,9.7519e+05
-4.9805e-01,-1.9455e+00,2.4377e+00,4.9996e+00,2.6596e+01,9.7507e+05
-4.9502e-01,-1.9643e+00,2.4456e+00,4.9507e+00,2.6585e+01,9.7517e+05
-4.9993e-01,-1.9861e+00,2.4344e+00,4.9770e+00,2.6552e+01,9.7555e+05
-4.9579e-01,-1.9262e+00,2.4452e+00,4.9958e+00,2.6607e+01,9.7538e+05
-4.9627e-01,-1.9813e+00,2.4423e+00,4.9412e+00,2.6594e+01,9.7568e+05
-4.9483e-01,-1.9911e+00,2.4619e+00,4.9930e+00,2.6628e+01,9.7528e+05
-4.9580e-01,-1.9911e+00,2.4752e+00,4.9335e+00,2.6693e+01,9.7514e+05
-4.9951e-01,-1.9953e+00,2.4328e+00,4.9363e+00,2.6566e+01,9.7543e+05
-4.9534e-01,-1.9985e+00,2.4366e+00,4.9838e+00,2.6578e+01,9.7549e+05
-4.9468e-01,-1.9791e+00,2.4040e+00,4.9651e+00,2.6476e+01,9.7510e+05
-4.9975e-01,-1.9942e+00,2.4339e+00,4.9443e+00,2.6557e+01,9.7543e+05
-4.9892e-01,-1.9204e+00,2.4401e+00,4.9953e+00,2.6582e+01,9.7540e+05
-4.9243e-01,-1.9956e+00,2.4443e+00,4.9537e+00,2.6591e+01,9.7556e+05
-4.9073e-01,-1.9950e+00,2.4513e+00,4.9888e+00,2.6626e+01,9.7524e+05
-4.9534e-01,-1.9734e+00,2.4536e+00,4.9681e+00,2.6634e+01,9.7507e+05
-4.9463e-01,-1.9820e+00,2.4385e+00,4.9846e+00,2.6576e+01,9.7516e+05
-4.9922e-01,-1.9946e+00,2.4785e+00,4.9840e+00,2.6699e+01,9.7598e+05
-4.9042e-01,-1.9983e+00,2.4397e+00,4.9576e+00,2.6547e+01,9.7509e+05
-4.9692e-01,-1.9504e+00,2.4792e+00,4.9564e+00,2.6676e+01,9.7514e+05
-4.9163e-01,-1.9657e+00,2.4401e+00,4.9820e+00,2.6559e+01,9.7562e+05
-4.9564e-01,-1.9960e+00,2.4373e+00,4.9879e+00,2.6593e+01,9.7515e+05
-4.9739e-01,-1.9975e+00,2.4753e+00,4.9449e+00,2.6669e+01,9.7531e+05
-4.9271e-01,-1.9769e+00,2.4426e+00,4.9627e+00,2.6586e+01,9.7550e+05
-4.9605e-01,-1.9952e+00,2.4736e+00,4.9881e+00,2.6675e+01,9.7573e+05
-4.9718e-01,-1.9711e+00,2.4428e+00,4.9985e+00,2.6572e+01,9.7544e+05
-4.9608e-01,-1.9661e+00,2.4394e+00,4.9540e+00,2.6566e+01,9.7509e+05
-4.9563e-01,-1.9972e+00,2.4745e+00,4.9230e+00,2.6669e+01,9.7521e+05
-4.9870e-01,-1.9960e+00,2.4456e+00,4.9227e+00,2.6617e+01,9.7522e+05
-4.9110e-01,-1.9663e+00,2.4530e+00,4.9761e+00,2.6618e+01,9.7508e+05
-4.9766e-01,-1.9956e+00,2.4420e+00,4.9878e+00,2.6571e+01,9.7592e+05
-4.9876e-01,-1.9912e+00,2.4357e+00,4.9619e+00,2.6558e+01,9.7528e+05
-4.9815e-01,-1.9965e+00,2.4453e+00,4.9292e+00,2.6571e+01,9.7530e+05
-4.9924e-01,-1.9506e+00,2.4421e+00,4.8934e+00,2.6573e+01,9.7508e+05
-4.9919e-01,-1.9690e+00,2.4459e+00,4.9458e+00,2.6613e+01,9.7508e+05
-4.9314e-01,-1.9852e+00,2.4492e+00,4.9751e+00,2.6614e+01,9.7559e+05
-4.9136e-01,-1.9837e+00,2.4524e+00,4.9779e+00,2.6613e+01,9.7519e+05
-4.9906e-01,-1.9520e+00,2.4351e+00,4.9818e+00,2.6561e+01,9.7509e+05
-4.9278e-01,-1.9887e+00,2.4394e+00,4.9931e+00,2.6550e+01,9.7509e+05
-4.9733e-01,-1.9774e+00,2.4397e+00,4.9841e+00,2.6608e+01,9.7524e+05
-4.9969e-01,-1.9881e+00,2.3559e+00,4.9638e+00,2.6330e+01,9.7506e+05
-4.9936e-01,-1.9480e+00,2.4386e+00,4.9726e+00,2.6572e+01,9.7506e+05
-4.9237e-01,-1.9838e+00,2.4423e+00,4.9937e+00,2.6566e+01,9.7574e+05
-4.9546e-01,-1.9377e+00,2.4747e+00,4.9689e+00,2.6656e+01,9.7519e+05
-4.9225e-01,-1.9649e+00,2.4585e+00,4.9830e+00,2.6613e+01,9.7535e+05
-4.9511e-01,-1.9109e+00,2.4470e+00,4.9984e+00,2.6596e+01,9.7522e+05
-4.9982e-01,-1.9584e+00,2.4475e+00,4.9834e+00,2.6584e+01,9.7561e+05
-4.9703e-01,-1.9740e+00,2.4454e+00,4.9652e+00,2.6588e+01,9.7541e+05
-4.9817e-01,-1.9820e+00,2.4449e+00,4.9461e+00,2.6597e+01,9.7559e+05
-4.9664e-01,-1.9630e+00,2.4408e+00,4.9635e+00,2.6599e+01,9.7507e+05
-4.9968e-01,-1.9376e+00,2.4433e+00,4.9457e+00,2.6577e+01,9.7507e+05
-4.9391e-01,-1.9910e+00,2.4353e+00,4.9718e+00,2.6566e+01,9.7518e+05
-4.9139e-01,-1.9865e+00,2.4452e+00,4.9735e+00,2.6600e+01,9.7513e+05
-4.9193e-01,-1.9779e+00,2.4491e+00,4.9702e+00,2.6579e+01,9.7509e+05
-4.9609e-01,-1.9709e+00,2.3860e+00,4.9492e+00,2.6414e+01,9.7530e+05
-4.9167e-01,-1.9977e+00,2.4421e+00,4.9803e+00,2.6561e+01,9.7534e+05
-4.9846e-01,-1.9649e+00,2.4434e+00,4.9052e+00,2.6564e+01,9.7510e+05
-4.9870e-01,-1.9213e+00,2.4444e+00,4.9887e+00,2.6590e+01,9.7601e+05
-4.9979e-01,-1.9958e+00,2.3872e+00,4.9895e+00,2.6435e+01,9.7537e+05
-4.9796e-01,-1.9947e+00,2.3837e+00,4.9390e+00,2.6414e+01,9.7508e+05
-4.9516e-01,-1.9777e+00,2.4417e+00,4.9263e+00,2.6566e+01,9.7509e+05
-4.9770e-01,-1.8986e+00,2.4367e+00,4.9958e+00,2.6562e+01,9.7512e+05
-4.9300e-01,-1.9941e+00,2.4411e+00,4.9984e+00,2.6563e+01,9.7558e+05
-4.8285e-01,-1.9987e+00,2.4161e+00,4.9697e+00,2.6509e+01,9.7521e+05
-4.9689e-01,-1.9944e+00,2.4412e+00,4.9965e+00,2.6601e+01,9.7560e+05
-4.9369e-01,-1.9945e+00,2.3965e+00,4.9959e+00,2.6449e+01,9.7508e+05
-4.9721e-01,-1.9647e+00,2.4418e+00,4.9458e+00,2.6550e+01,9.7523e+05
-4.9147e-01,-1.9650e+00,2.4387e+00,4.9544e+00,2.6565e+01,9.7534e+05
-4.9925e-01,-1.9961e+00,2.4373e+00,4.9637e+00,2.6555e+01,9.7536e+05
-4.9158e-01,-1.9340e+00,2.4533e+00,4.9814e+00,2.6615e+01,9.7537e+05
-4.9508e-01,-1.9999e+00,2.4506e+00,4.9692e+00,2.6609e+01,9.7511e+05
-4.9987e-01,-1.9597e+00,2.4348e+00,4.9693e+00,2.6571e+01,9.7512e+05
-4.9540e-01,-1.9785e+00,2.4050e+00,4.9755e+00,2.6482e+01,9.7527e+05
-4.9952e-01,-1.9822e+00,2.4423e+00,4.9919e+00,2.6574e+01,9.7611e+05
-4.9850e-01,-1.9757e+00,2.4794e+00,4.9788e+00,2.6680e+01,9.7544e+05
-4.9658e-01,-1.9845e+00,2.4041e+00,4.9545e+00,2.6471e+01,9.7546e+05
-4.9177e-01,-1.9696e+00,2.4388e+00,4.9853e+00,2.6579e+01,9.7551e+05
-4.9742e-01,-1.9613e+00,2.4782e+00,4.9421e+00,2.6704e+01,9.7524e+05
-4.9969e-01,-1.9964e+00,2.4456e+00,4.9156e+00,2.6588e+01,9.7572e+05
-4.8253e-01,-1.9677e+00,2.4173e+00,4.9811e+00,2.6515e+01,9.7513e+05
-4.9988e-01,-1.9905e+00,2.4393e+00,4.9773e+00,2.6575e+01,9.7553e+05
-4.9966e-01,-1.9652e+00,2.4431e+00,4.9995e+00,2.6598e+01,9.7629e+05
-4.9228e-01,-1.9839e+00,2.4562e+00,4.9736e+00,2.6626e+01,9.7544e+05
-4.9297e-01,-1.9993e+00,2.4386e+00,4.9823e+00,2.6559e+01,9.7539e+05
-4.9948e-01,-1.9916e+00,2.4438e+00,4.9966e+00,2.6574e+01,9.7615e+05
-4.9573e-01,-1.9805e+00,2.4214e+00,4.9914e+00,2.6519e+01,9.7510e+05
-4.9397e-01,-1.9909e+00,2.4465e+00,4.9285e+00,2.6600e+01,9.7544e+05
-4.9569e-01,-1.9995e+00,2.4442e+00,4.9791e+00,2.6601e+01,9.7577e+05
-4.9690e-01,-1.9978e+00,2.3931e+00,4.9820e+00,2.6439e+01,9.7517e+05
-4.9237e-01,-1.9837e+00,2.4569e+00,4.9791e+00,2.6616e+01,9.7547e+05
-4.9530e-01,-1.9334e+00,2.4365e+00,4.9919e+00,2.6570e+01,9.7529e+05
-4.9049e-01,-1.9968e+00,2.4391e+00,4.9541e+00,2.6587e+01,9.7508e+05
-4.9959e-01,-1.9985e+00,2.3575e+00,4.9646e+00,2.6344e+01,9.7524e+05
-4.9758e-01,-1.9721e+00,2.4416e+00,4.9135e+00,2.6585e+01,9.7528e+05
-4.9971e-01,-1.9812e+00,2.3813e+00,4.9885e+00,2.6406e+01,9.7522e+05
-4.9998e-01,-1.9635e+00,2.4434e+00,4.9910e+00,2.6561e+01,9.7562e+05
-4.9920e-01,-1.9856e+00,2.4324e+00,4.9238e+00,2.6538e+01,9.7516e+05
-4.9582e-01,-1.9992e+00,2.4418e+00,4.9802e+00,2.6577e+01,9.7563e+05
-4.9431e-01,-1.9759e+00,2.4508e+00,4.9554e+00,2.6606e+01,9.7564e+05
-4.9265e-01,-1.9811e+00,2.4580e+00,4.9722e+00,2.6611e+01,9.7534e+05
-4.9683e-01,-1.9934e+00,2.3613e+00,4.9795e+00,2.6343e+01,9.7510e+05
-4.9620e-01,-1.9715e+00,2.4685e+00,4.9781e+00,2.6647e+01,9.7529e+05
-4.9091e-01,-1.9932e+00,2.4354e+00,4.9959e+00,2.6568e+01,9.7532e+05
-4.9047e-01,-1.9887e+00,2.4564e+00,4.9883e+00,2.6636e+01,9.7518e+05
-4.9044e-01,-1.9516e+00,2.4570e+00,4.9963e+00,2.6610e+01,9.7522e+05
-4.9714e-01,-1.9403e+00,2.4794e+00,4.9620e+00,2.6676e+01,9.7512e+05
-4.9669e-01,-1.9713e+00,2.4416e+00,4.9570e+00,2.6551e+01,9.7542e+05
-4.9572e-01,-1.9874e+00,2.4181e+00,4.9640e+00,2.6500e+01,9.7511e+05
-4.9426e-01,-1.9851e+00,2.4442e+00,4.9811e+00,2.6603e+01,9.7538e+05
-4.9877e-01,-1.9837e+00,2.4410e+00,4.9135e+00,2.6567e+01,9.7513e+05
-4.9651e-01,-2.0000e+00,2.4473e+00,4.9805e+00,2.6603e+01,9.7512e+05
-4.9138e-01,-1.9175e+00,2.4386e+00,4.9928e+00,2.6563e+01,9.7507e+05
-4.9105e-01,-1.9861e+00,2.4397e+00,4.9683e+00,2.6604e+01,9.7532e+05
-4.9198e-01,-1.9892e+00,2.4441e+00,4.9952e+00,2.6611e+01,9.7529e+05
-4.9948e-01,-1.9998e+00,2.3657e+00,4.9678e+00,2.6359e+01,9.7531e+05
-4.9842e-01,-1.9388e+00,2.4456e+00,4.9235e+00,2.6586e+01,9.7512e+05
-4.9905e-01,-1.9426e+00,2.4451e+00,4.9306e+00,2.6602e+01,9.7524e+05
-4.9442e-01,-1.9880e+00,2.4487e+00,4.9603e+00,2.6610e+01,9.7538e+05
-4.9953e-01,-1.9259e+00,2.4420e+00,4.9511e+00,2.6586e+01,9.7517e+05
-4.9387e-01,-1.9840e+00,2.4572e+00,4.9947e+00,2.6615e+01,9.7529e+05
-4.9547e-01,-1.9902e+00,2.4409e+00,4.9258e+00,2.6581e+01,9.7509e+05
-4.9979e-01,-1.9872e+00,2.4485e+00,4.9922e+00,2.6630e+01,9.7577e+05
-4.9668e-01,-1.9779e+00,2.4035e+00,4.9406e+00,2.6468e+01,9.7514e+05
-4.9875e-01,-1.8721e+00,2.4441e+00,4.9712e+00,2.6575e+01,9.7507e+05
-4.9794e-01,-1.9999e+00,2.4837e+00,4.9810e+00,2.6725e+01,9.7525e+05
-4.9433e-01,-1.9747e+00,2.4494e+00,4.9631e+00,2.6587e+01,9.7543e+05
-4.9659e-01,-1.9963e+00,2.4805e+00,4.9951e+00,2.6679e+01,9.7525e+05
-4.9235e-01,-1.9802e+00,2.4408e+00,4.9547e+00,2.6583e+01,9.7520e+05
-4.9935e-01,-1.9507e+00,2.4482e+00,4.9786e+00,2.6595e+01,9.7543e+05
-4.9929e-01,-1.9512e+00,2.4340e+00,4.9720e+00,2.6546e+01,9.7530e+05
-4.8860e-01,-1.9903e+00,2.4195e+00,4.9871e+00,2.6516e+01,9.7534e+05
-4.9153e-01,-1.9720e+00,2.4391e+00,4.9720e+00,2.6545e+01,9.7518e+05
-4.9224e-01,-1.9660e+00,2.4456e+00,4.9848e+00,2.6592e+01,9.7521e+05
-4.9131e-01,-1.9749e+00,2.4432e+00,4.9211e+00,2.6575e+01,9.7508e+05
-4.9876e-01,-1.9907e+00,2.4435e+00,4.8937e+00,2.6565e+01,9.7538e+05
-4.8584e-01,-1.9900e+00,2.4205e+00,4.9938e+00,2.6529e+01,9.7542e+05
-4.9984e-01,-1.9491e+00,2.4465e+00,4.9374e+00,2.6599e+01,9.7511e+05
-4.9407e-01,-1.9896e+00,2.4741e+00,4.9771e+00,2.6677e+01,9.7540e+05
-4.9530e-01,-1.9438e+00,2.4044e+00,4.9737e+00,2.6463e+01,9.7520e+05
-4.9853e-01,-1.9752e+00,2.4364e+00,4.9774e+00,2.6591e+01,9.7510e+05
-4.9611e-01,-1.9758e+00,2.4509e+00,4.9715e+00,2.6614e+01,9.7506e+05
-4.9687e-01,-1.9892e+00,2.4396e+00,4.9873e+00,2.6556e+01,9.7600e+05
-4.9846e-01,-1.9617e+00,2.4433e+00,4.9762e+00,2.6550e+01,9.7510e+05
-4.8951e-01,-1.9998e+00,2.4565e+00,4.9377e+00,2.6620e+01,9.7522e+05
-4.9296e-01,-1.9714e+00,2.4404e+00,4.9838e+00,2.6583e+01,9.7557e+05
-4.9489e-01,-1.9766e+00,2.4418e+00,4.9166e+00,2.6580e+01,9.7506e+05
-4.9882e-01,-1.9861e+00,2.4355e+00,4.9987e+00,2.6589e+01,9.7518e+05
-4.9605e-01,-1.9832e+00,2.4429e+00,4.9073e+00,2.6582e+01,9.7525e+05
-4.9982e-01,-1.9937e+00,2.4499e+00,4.9948e+00,2.6602e+01,9.7588e+05
-4.9170e-01,-1.9713e+00,2.4425e+00,4.9283e+00,2.6583e+01,9.7506e+05
-4.9722e-01,-1.9820e+00,2.4374e+00,4.9291e+00,2.6564e+01,9.7520e+05
-4.9915e-01,-1.9513e+00,2.4387e+00,4.9716e+00,2.6572e+01,9.7533e+05
-4.9966e-01,-1.9760e+00,2.4443e+00,4.8929e+00,2.6596e+01,9.7538e+05
-4.9833e-01,-1.9746e+00,2.4417e+00,4.9299e+00,2.6559e+01,9.7518e+05
-4.9700e-01,-1.9666e+00,2.4771e+00,4.9126e+00,2.6686e+01,9.7524e+05
-4.9473e-01,-1.9847e+00,2.4447e+00,4.9862e+00,2.6576e+01,9.7519e+05
-4.9987e-01,-1.9515e+00,2.4810e+00,4.9955e+00,2.6685e+01,9.7518e+05
-4.9774e-01,-1.9986e+00,2.4420e+00,4.9654e+00,2.6586e+01,9.7607e+05
-4.9730e-01,-1.9214e+00,2.4437e+00,4.9524e+00,2.6590e+01,9.7510e+05
-4.9056e-01,-1.9943e+00,2.4398e+00,4.9960e+00,2.6568e+01,9.7528e+05
-4.9928e-01,-1.9462e+00,2.4468e+00,4.9940e+00,2.6607e+01,9.7565e+05
-4.9447e-01,-1.9670e+00,2.4368e+00,4.9909e+00,2.6575e+01,9.7506e+05
-4.9565e-01,-1.9638e+00,2.4449e+00,4.9588e+00,2.6601e+01,9.7555e+05
-4.9688e-01,-1.9227e+00,2.4438e+00,4.9937e+00,2.6568e+01,9.7507e+05
-4.9722e-01,-1.9818e+00,2.4848e+00,4.9776e+00,2.6708e+01,9.7522e+05
-4.9661e-01,-1.9847e+00,2.4773e+00,4.9484e+00,2.6694e+01,9.7536e+05
