logfeh_mean,logdust,logNpix,tau,logl
-4.6702e-01,-1.9888e+00,1.7919e+00,3.4928e+00,-2.2653e+04
-4.6906e-01,-1.9711e+00,1.8014e+00,3.1938e+00,-2.2452e+04
-4.6563e-01,-1.9537e+00,1.7934e+00,3.4952e+00,-2.2581e+04
-4.6790e-01,-1.9549e+00,1.7940e+00,3.5169e+00,-2.2664e+04
-4.6692e-01,-1.9988e+00,1.7968e+00,3.3452e+00,-2.2605e+04
-4.6984e-01,-1.9640e+00,1.8008e+00,3.2035e+00,-2.2480e+04
-4.6851e-01,-1.9978e+00,1.8000e+00,3.1983e+00,-2.2395e+04
-4.6999e-01,-1.9552e+00,1.8002e+00,3.1977e+00,-2.2670e+04
-4.6979e-01,-1.9304e+00,1.8010e+00,3.2069e+00,-2.2663e+04
-4.6991e-01,-1.9940e+00,1.8006e+00,3.2054e+00,-2.2375e+04
-4.6846e-01,-1.9674e+00,1.8009e+00,3.2057e+00,-2.2577e+04
-4.6724e-01,-1.9634e+00,1.7924e+00,3.5078e+00,-2.2633e+04
-4.6697e-01,-1.9397e+00,1.7921e+00,3.4742e+00,-2.2599e+04
-4.6941e-01,-1.9652e+00,1.8019e+00,3.1899e+00,-2.2651e+04
-4.6556e-01,-1.9379e+00,1.7922e+00,3.4813e+00,-2.2560e+04
-4.6986e-01,-1.9804e+00,1.8020e+00,3.2042e+00,-2.2620e+04
-4.6599e-01,-1.9723e+00,1.7970e+00,3.3398e+00,-2.2602e+04
-4.6555e-01,-1.9856e+00,1.7925e+00,3.4859e+00,-2.2550e+04
-4.6981e-01,-1.9854e+00,1.8004e+00,3.1890e+00,-2.2571e+04
-4.6413e-01,-1.9960e+00,1.7928e+00,3.4778e+00,-2.2648e+04
-4.6591e-01,-1.9327e+00,1.7929e+00,3.4976e+00,-2.2670e+04
-4.6871e-01,-1.9882e+00,1.7987e+00,3.2105e+00,-2.2654e+04
-4.7084e-01,-1.9854e+00,1.8014e+00,3.1866e+00,-2.2635e+04
-4.6987e-01,-1.9972e+00,1.7994e+00,3.2123e+00,-2.2500e+04
-4.6859e-01,-1.8633e+00,1.7973e+00,3.5100e+00,-2.2643e+04
-4.6885e-01,-1.9103e+00,1.8016e+00,3.2086e+00,-2.2627e+04
-4.6963e-01,-1.9732e+00,1.8013e+00,3.2357e+00,-2.2634e+04
-4.6615e-01,-1.9510e+00,1.7957e+00,3.3590e+00,-2.2665e+04
-4.6568e-01,-1.9042e+00,1.7939e+00,3.5096e+00,-2.2609e+04
-4.6858e-01,-1.9922e+00,1.7999e+00,3.1938e+00,-2.2396e+04
-4.6962e-01,-1.9988e+00,1.7948e+00,3.3095e+00,-2.2600e+04
-4.6602e-01,-1.9927e+00,1.7976e+00,3.3532e+00,-2.2540e+04
-4.6902e-01,-1.9716e+00,1.8006e+00,3.1730e+00,-2.2599e+04
-4.6711e-01,-1.9235e+00,1.7939e+00,3.5134e+00,-2.2671e+04
-4.6801e-01,-1.9812e+00,1.8021e+00,3.2118e+00,-2.2659e+04
-4.6858e-01,-1.9903e+00,1.8012e+00,3.1894e+00,-2.2504e+04
-4.6979e-01,-1.9960e+00,1.7963e+00,3.3417e+00,-2.2452e+04
-4.6868e-01,-1.9844e+00,1.8017e+00,3.1957e+00,-2.2529e+04
-4.6825e-01,-1.9866e+00,1.7944e+00,3.3006e+00,-2.2655e+04
-4.6618e-01,-1.9792e+00,1.7943e+00,3.5278e+00,-2.2591e+04
-4.6841e-01,-1.9898e+00,1.8004e+00,3.1975e+00,-2.2655e+04
-4.6863e-01,-1.9463e+00,1.8016e+00,3.2028e+00,-2.2660e+04
-4.6898e-01,-1.9782e+00,1.8008e+00,3.2031e+00,-2.2512e+04
-4.6677e-01,-1.9871e+00,1.7922e+00,3.4835e+00,-2.2667e+04
-4.6903e-01,-1.9797e+00,1.7963e+00,3.3316e+00,-2.2646e+04
-4.7010e-01,-1.9994e+00,1.7984e+00,3.2075e+00,-2.2631e+04
-4.6946e-01,-1.9787e+00,1.7955e+00,3.3197e+00,-2.2588e+04
-4.6779e-01,-1.9642e+00,1.8024e+00,3.2086e+00,-2.2668e+04
-4.6711e-01,-1.8638e+00,1.7918e+00,3.5032e+00,-2.2671e+04
-4.6865e-01,-1.9854e+00,1.8004e+00,3.2087e+00,-2.2489e+04
-4.7147e-01,-1.9992e+00,1.8035e+00,3.1814e+00,-2.2639e+04
-4.6836e-01,-1.9297e+00,1.7991e+00,3.1846e+00,-2.2658e+04
-4.7013e-01,-1.9369e+00,1.7999e+00,3.2048e+00,-2.2505e+04
-4.6994e-01,-1.9971e+00,1.8000e+00,3.2153e+00,-2.2519e+04
