logfeh_mean,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
1.4759e-01,-1.7135e+00,-3.0016e+00,-1.5417e-01,3.9565e-01,2.0601e+00,2.6150e+00,2.4561e+01,-1.1684e+03
7.5710e-02,-1.9175e+00,-1.9173e+00,2.1593e-02,9.7681e-01,1.0502e+00,2.7947e+00,2.4761e+01,-1.3172e+03
-1.4823e-02,-1.4808e+00,-2.9423e+00,1.9113e-01,6.9128e-01,1.5428e+00,2.8200e+00,2.4858e+01,-1.2604e+03
-1.5270e-01,-1.2377e+00,-2.2839e+00,1.2639e-01,9.9559e-01,1.1589e+00,2.8743e+00,2.5024e+01,-1.3502e+03
-1.0555e-02,-1.6207e+00,-2.5887e+00,2.8972e-01,-2.7698e-01,1.3385e+00,2.8216e+00,2.4835e+01,-1.5244e+03
-3.5314e-02,-1.3858e+00,-1.4222e+00,-2.0686e-01,3.5214e-01,1.8598e+00,2.6935e+00,2.4664e+01,-1.4721e+03
3.1105e-01,-1.9259e+00,-2.2890e+00,-4.1925e-01,1.0545e+00,2.1310e+00,2.5145e+00,2.4455e+01,-1.2174e+03
-3.2657e-03,-1.3990e+00,-1.8859e+00,2.2779e-01,-1.0008e+00,2.0982e+00,2.7993e+00,2.5012e+01,-1.4780e+03
3.7530e-02,-1.5994e+00,-2.2906e+00,-1.5730e-02,1.0055e+00,3.2954e-01,2.7509e+00,2.4612e+01,-1.2768e+03
2.7505e-03,-1.7564e+00,-2.3829e+00,4.3566e-02,5.1113e-01,1.2318e+00,2.8136e+00,2.4806e+01,-1.1822e+03
1.8630e-01,-1.8754e+00,-2.6225e+00,-2.9945e-01,4.4723e-01,1.9659e+00,2.5798e+00,2.4405e+01,-1.4113e+03
3.0799e-01,-1.8328e+00,-1.8988e+00,-1.1013e-01,-1.6672e-01,2.2973e+00,2.3750e+00,2.4397e+01,-1.3689e+03
2.1910e-01,-1.6914e+00,-2.1951e+00,-1.7668e-02,-7.4863e-01,2.2502e+00,2.4710e+00,2.4513e+01,-1.4843e+03
5.3507e-03,-1.7590e+00,-2.2610e+00,1.2947e-01,8.9293e-01,9.2010e-01,2.8852e+00,2.5009e+01,-1.3392e+03
-9.8148e-02,-1.2934e+00,-2.4808e+00,1.4962e-01,1.0614e+00,1.0939e+00,2.8230e+00,2.4889e+01,-1.0813e+03
8.0684e-02,-1.6553e+00,-2.1776e+00,-1.7389e-01,1.0568e+00,7.5017e-01,2.7245e+00,2.4519e+01,-1.5283e+03
1.3124e-01,-1.7193e+00,-2.9577e+00,-2.8925e-01,-7.5558e-01,2.1086e+00,2.5985e+00,2.4568e+01,-1.3878e+03
1.0254e-01,-1.6030e+00,-1.4431e+00,-2.1678e-01,-3.7726e-01,2.0059e+00,2.5871e+00,2.4476e+01,-1.4368e+03
2.4767e-01,-1.6214e+00,-9.1728e-01,-1.1906e+00,4.8530e-01,2.2607e+00,2.4510e+00,2.4470e+01,-1.5096e+03
2.4566e-03,-1.9198e+00,-1.4645e+00,-2.1246e-01,4.3678e-01,9.2931e-01,2.8183e+00,2.4792e+01,-1.3729e+03
6.6398e-02,-1.8173e+00,-2.5728e+00,-2.7947e-01,1.0131e+00,1.3061e+00,2.7744e+00,2.4697e+01,-1.4340e+03
-7.9868e-02,-1.4033e+00,-2.3264e+00,2.3904e-02,6.4711e-01,1.0266e+00,2.8165e+00,2.4808e+01,-1.3983e+03
-6.2314e-02,-1.5755e+00,-2.0023e+00,2.8503e-01,8.1899e-01,3.0506e-01,2.9295e+00,2.5142e+01,-1.3999e+03
9.4831e-03,-1.7030e+00,-2.8700e+00,2.7819e-01,2.7652e-02,1.6980e+00,2.8386e+00,2.4949e+01,-1.4577e+03
-2.4822e-02,-1.8612e+00,-3.1403e+00,-1.7287e-02,-5.7436e-01,7.2900e-01,2.8611e+00,2.4910e+01,-1.5196e+03
1.0048e-01,-1.3698e+00,-8.4187e-01,-2.1845e-01,3.0064e-01,2.1772e+00,2.5732e+00,2.4582e+01,-1.4562e+03
2.6488e-01,-1.4293e+00,-9.9338e-01,-1.4956e+00,9.8466e-01,2.3709e+00,2.3277e+00,2.4520e+01,-1.4000e+03
1.0285e-01,-1.1952e+00,-1.4371e+00,1.3778e-01,5.2683e-01,2.3225e+00,2.4471e+00,2.4585e+01,-1.3353e+03
1.2232e-01,-1.6078e+00,-1.8684e+00,1.3917e-01,3.2710e-01,2.1333e+00,2.6879e+00,2.4788e+01,-1.4274e+03
9.7870e-02,-1.8727e+00,-2.7231e+00,1.0299e-01,5.5713e-01,1.7520e+00,2.7591e+00,2.4749e+01,-1.4442e+03
-2.2379e-02,-1.5925e+00,-2.6074e+00,1.6670e-01,-8.4348e-01,1.6074e+00,2.8473e+00,2.4934e+01,-1.3286e+03
-1.0643e-01,-1.3230e+00,-2.9985e+00,2.2680e-01,5.4764e-01,1.2186e+00,2.8155e+00,2.4831e+01,-1.3448e+03
-1.1383e-01,-1.3756e+00,-2.2879e+00,3.2272e-01,4.9932e-01,3.8084e-01,2.8634e+00,2.4931e+01,-1.5143e+03
-1.8635e-02,-1.7631e+00,-1.7797e+00,-1.6133e-02,6.1231e-01,8.0347e-01,2.8298e+00,2.4825e+01,-1.4703e+03
1.8823e-01,-1.3037e+00,-9.2042e-01,-9.3544e-02,7.0785e-01,2.4199e+00,2.3558e+00,2.4622e+01,-1.5224e+03
8.1396e-02,-1.6748e+00,-9.9350e-01,-3.7484e-01,1.1592e-02,1.9733e+00,2.6459e+00,2.4587e+01,-1.5045e+03
-1.7201e-01,-1.2177e+00,-2.3135e+00,7.2562e-02,7.5551e-01,1.6189e+00,2.8274e+00,2.4956e+01,-1.4381e+03
8.2463e-02,-1.5536e+00,-3.0451e+00,-9.3071e-02,-2.6060e-01,2.0512e+00,2.6606e+00,2.4644e+01,-1.4408e+03
-1.5840e-02,-1.5845e+00,-1.8705e+00,-1.3250e-01,4.1973e-01,1.5380e+00,2.7561e+00,2.4712e+01,-1.2934e+03
9.3478e-02,-1.0983e+00,-2.1513e+00,7.0509e-02,-6.3439e-01,2.4179e+00,2.2308e+00,2.4500e+01,-1.3968e+03
-4.6014e-03,-9.3947e-01,-2.7154e+00,2.0890e-01,-1.9115e-01,2.5234e+00,2.0933e+00,2.4627e+01,-1.5129e+03
-3.4297e-02,-1.6018e+00,-3.0173e+00,2.5277e-01,-1.2282e+00,1.4146e+00,2.8473e+00,2.4919e+01,-1.3903e+03
9.8222e-02,-1.7257e+00,-2.5819e+00,-1.1595e-01,-6.2157e-01,1.9717e+00,2.6488e+00,2.4578e+01,-1.2811e+03
2.8161e-01,-1.3914e+00,-2.5435e+00,-2.4322e-01,-2.2596e-01,2.3969e+00,2.1865e+00,2.4376e+01,-1.5167e+03
5.4429e-02,-1.8330e+00,-1.2083e+00,-4.7965e-01,7.7088e-01,1.4457e+00,2.7228e+00,2.4603e+01,-1.3735e+03
1.8576e-02,-1.9322e+00,-2.4051e+00,-6.8590e-02,-8.0659e-01,1.7119e+00,2.8010e+00,2.4851e+01,-1.4712e+03
-1.6068e-01,-1.2506e+00,-1.8525e+00,4.6199e-02,-7.4632e-01,1.8293e+00,2.8293e+00,2.4998e+01,-1.4503e+03
-1.5056e-01,-1.2744e+00,-1.2752e+00,2.5438e-01,-1.1216e+00,1.5947e+00,2.8737e+00,2.5048e+01,-1.5147e+03
-3.0227e-02,-1.7707e+00,-1.2707e+00,-5.9307e-02,4.1308e-01,1.2812e+00,2.8522e+00,2.4940e+01,-1.4325e+03
2.2196e-01,-1.6006e+00,-1.0226e+00,-1.9149e+00,9.8530e-01,2.1765e+00,2.4757e+00,2.4455e+01,-1.3390e+03
-2.0591e-02,-1.6704e+00,-1.7643e+00,3.5337e-02,8.4766e-01,5.3893e-01,2.8411e+00,2.4883e+01,-1.0841e+03
1.5769e-01,-1.9075e+00,-9.6620e-01,-3.4541e-01,1.0387e+00,1.6451e+00,2.7066e+00,2.4581e+01,-1.2632e+03
2.3320e-02,-1.1956e+00,-8.1843e-01,9.0064e-02,-1.1014e-01,2.3154e+00,2.5965e+00,2.4807e+01,-1.3865e+03
7.0515e-02,-1.7962e+00,-7.5205e-01,-1.0873e-01,2.5163e-01,1.8810e+00,2.7562e+00,2.4791e+01,-1.4712e+03
4.6368e-02,-1.3424e+00,-1.6299e+00,-4.1697e-01,8.8909e-01,2.0422e+00,2.6175e+00,2.4608e+01,-1.2795e+03
1.8100e-01,-1.6677e+00,-2.1124e+00,-8.0787e-02,-1.3738e+00,2.1572e+00,2.5034e+00,2.4435e+01,-1.5063e+03
-9.0057e-02,-1.4955e+00,-1.1687e+00,-2.3891e-02,-9.8013e-01,8.0560e-01,2.8547e+00,2.4900e+01,-1.5294e+03
1.4725e-01,-1.7984e+00,-1.1342e+00,8.3394e-02,9.7308e-01,1.8877e+00,2.6831e+00,2.4646e+01,-1.4368e+03
5.6942e-03,-1.6385e+00,-1.9391e+00,1.4787e-01,-8.3003e-01,1.5036e+00,2.8279e+00,2.4841e+01,-1.4655e+03
8.8708e-02,-1.4168e+00,-1.1491e+00,3.3205e-02,-1.9122e-01,2.2476e+00,2.6030e+00,2.4726e+01,-1.4016e+03
