logfeh_mean,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,logl
6.8337e-02,-1.3768e+00,-1.0572e+00,3.0718e-01,1.0079e+00,1.2720e+00,3.2363e+00,-2.4602e+03
-1.1221e-02,-1.2390e+00,-2.6821e+00,2.9163e-01,7.5868e-01,9.0725e-01,3.2381e+00,-2.5108e+03
-2.2130e-02,-1.2236e+00,-1.9666e+00,3.1314e-01,-3.1425e-01,9.2296e-01,3.2437e+00,-2.4995e+03
-3.5267e-02,-1.1665e+00,-1.4900e+00,3.2092e-01,9.5497e-01,1.1899e+00,3.2300e+00,-2.5359e+03
5.4932e-02,-1.3143e+00,-1.4343e+00,3.0136e-01,9.4314e-01,1.1914e+00,3.2433e+00,-2.5262e+03
7.5263e-03,-1.2254e+00,-1.5936e+00,2.2144e-01,1.0450e+00,1.6485e+00,3.2229e+00,-2.5139e+03
6.0519e-02,-1.3426e+00,-1.9883e+00,3.3034e-01,8.6636e-01,1.3880e+00,3.2421e+00,-2.5326e+03
1.1960e-02,-1.2254e+00,-9.6558e-01,2.9555e-01,9.8104e-01,1.5446e+00,3.2253e+00,-2.5225e+03
1.0158e-02,-1.2726e+00,-1.9027e+00,3.2992e-01,8.8044e-01,1.2112e+00,3.2344e+00,-2.5129e+03
4.7724e-02,-1.3609e+00,-2.8229e+00,3.0610e-01,7.5331e-01,3.7952e-01,3.2438e+00,-2.5435e+03
5.1570e-02,-1.2790e+00,-1.7968e+00,3.2415e-01,1.0539e+00,1.8649e+00,3.2161e+00,-2.4817e+03
-3.8361e-02,-1.1603e+00,-1.7820e+00,3.0969e-01,1.0152e+00,4.7928e-01,3.2369e+00,-2.5144e+03
5.2150e-03,-1.2530e+00,-1.5926e+00,2.9676e-01,8.5734e-01,1.1786e+00,3.2351e+00,-2.5120e+03
-2.8141e-02,-1.1818e+00,-2.4732e+00,3.3311e-01,8.5405e-01,8.9103e-01,3.2373e+00,-2.4443e+03
1.7386e-02,-1.2543e+00,-1.6859e+00,3.0716e-01,1.0457e+00,1.4485e+00,3.2271e+00,-2.4818e+03
-1.4247e-03,-1.1596e+00,-1.4512e+00,3.0041e-01,9.0816e-01,2.0537e+00,3.1988e+00,-2.5290e+03
-3.2422e-02,-1.2008e+00,-1.0259e+00,3.1802e-01,-1.5667e-01,1.2182e+00,3.2359e+00,-2.5287e+03
3.1763e-02,-1.3077e+00,-1.7151e+00,2.9246e-01,5.8220e-01,7.0245e-01,3.2498e+00,-2.5412e+03
-2.0063e-02,-1.1883e+00,-1.6231e+00,3.0646e-01,1.0464e+00,7.2656e-01,3.2357e+00,-2.4221e+03
-9.9938e-03,-1.2166e+00,-1.1185e+00,2.7859e-01,9.6735e-01,8.5647e-01,3.2367e+00,-2.5444e+03
-1.5689e-03,-1.2487e+00,-3.0625e+00,2.5902e-01,8.2487e-01,6.6840e-01,3.2421e+00,-2.5204e+03
-6.5457e-03,-1.2250e+00,-2.0314e+00,2.8517e-01,9.8570e-01,6.7621e-01,3.2353e+00,-2.5076e+03
5.1440e-02,-1.2676e+00,-2.0777e+00,3.2986e-01,8.4200e-01,1.9422e+00,3.2177e+00,-2.4721e+03
5.1874e-02,-1.3538e+00,-1.7133e+00,3.1906e-01,7.9857e-01,6.7876e-01,3.2440e+00,-2.5208e+03
-1.2152e-02,-1.2100e+00,-1.5364e+00,3.1349e-01,9.4994e-01,9.5975e-01,3.2331e+00,-2.4664e+03
1.1538e-02,-1.2494e+00,-2.8770e+00,3.2448e-01,1.0478e+00,3.0303e-01,3.2383e+00,-2.3972e+03
5.3214e-02,-1.3510e+00,-1.6444e+00,3.2954e-01,7.6842e-01,9.1136e-01,3.2448e+00,-2.5142e+03
2.9300e-02,-1.2293e+00,-2.5263e+00,2.7612e-01,9.1806e-01,1.8478e+00,3.2211e+00,-2.5273e+03
4.4523e-02,-1.3083e+00,-2.1037e+00,3.2014e-01,9.9252e-01,4.7903e-01,3.2434e+00,-2.4619e+03
-4.6858e-02,-1.1785e+00,-1.4694e+00,3.3061e-01,-4.2884e-01,8.4227e-01,3.2417e+00,-2.5460e+03
2.9315e-03,-1.2062e+00,-2.7044e+00,3.1570e-01,9.2878e-01,1.7271e+00,3.2218e+00,-2.4653e+03
4.5499e-02,-1.3306e+00,-2.6575e+00,3.1372e-01,8.9527e-01,9.1333e-01,3.2415e+00,-2.4958e+03
3.6270e-02,-1.3046e+00,-2.7540e+00,3.2980e-01,9.6161e-01,9.9091e-01,3.2407e+00,-2.4691e+03
