logfeh_mean,logdust_med,logNpix,tau,dmod,logl
-2.4874e-01,-5.0556e-01,2.0071e+00,3.0297e+00,2.6029e+01,-9.3117e+02
-2.0818e-01,-5.2643e-01,2.0145e+00,3.1799e+00,2.6061e+01,-9.2600e+02
-2.5972e-01,-5.2444e-01,2.0125e+00,2.9232e+00,2.6061e+01,-9.2802e+02
-2.5301e-01,-5.1807e-01,2.0186e+00,2.9241e+00,2.6070e+01,-9.2860e+02
-2.7288e-01,-4.9818e-01,2.0243e+00,2.9139e+00,2.6080e+01,-9.2543e+02
-2.5435e-01,-4.8805e-01,2.0209e+00,3.0694e+00,2.6071e+01,-9.2897e+02
-2.5522e-01,-5.1516e-01,2.0277e+00,2.9450e+00,2.6098e+01,-9.2269e+02
-2.8336e-01,-5.0204e-01,2.0067e+00,2.7758e+00,2.6031e+01,-9.2862e+02
-2.4277e-01,-5.4793e-01,1.9981e+00,2.8017e+00,2.6011e+01,-9.2067e+02
-2.8010e-01,-4.8965e-01,2.0172e+00,2.8829e+00,2.6063e+01,-9.3243e+02
-2.5819e-01,-5.0011e-01,2.0137e+00,2.9752e+00,2.6053e+01,-9.2564e+02
-2.2902e-01,-5.2551e-01,2.0075e+00,3.0350e+00,2.6036e+01,-9.1757e+02
-2.5604e-01,-5.0873e-01,2.0102e+00,2.9192e+00,2.6034e+01,-9.1896e+02
-2.5108e-01,-5.2836e-01,1.9979e+00,2.8489e+00,2.5998e+01,-9.2168e+02
-2.7204e-01,-5.0889e-01,1.9961e+00,2.8153e+00,2.5995e+01,-9.1090e+02
-2.7198e-01,-5.1379e-01,1.9922e+00,2.8044e+00,2.5988e+01,-9.2217e+02
-2.3473e-01,-5.5015e-01,1.9956e+00,2.9011e+00,2.6007e+01,-9.2488e+02
-2.6442e-01,-5.2373e-01,1.9963e+00,2.7958e+00,2.5995e+01,-9.2497e+02
-2.3424e-01,-5.5635e-01,1.9967e+00,2.9561e+00,2.6018e+01,-9.2882e+02
-2.2571e-01,-5.3563e-01,2.0044e+00,2.9536e+00,2.6026e+01,-9.3018e+02
-2.5104e-01,-5.0490e-01,2.0098e+00,2.9784e+00,2.6037e+01,-9.3053e+02
-2.9343e-01,-4.9274e-01,2.0157e+00,2.8022e+00,2.6062e+01,-9.2946e+02
-2.7202e-01,-5.0160e-01,2.0169e+00,2.8347e+00,2.6055e+01,-9.3039e+02
-2.5017e-01,-5.2220e-01,2.0091e+00,2.9545e+00,2.6043e+01,-9.2454e+02
-1.9719e-01,-5.7127e-01,1.9814e+00,3.0245e+00,2.5966e+01,-9.2915e+02
-3.0288e-01,-4.8900e-01,2.0117e+00,2.7031e+00,2.6033e+01,-9.2738e+02
-2.2008e-01,-5.3772e-01,1.9973e+00,3.0080e+00,2.6007e+01,-9.2562e+02
-2.7068e-01,-5.1814e-01,2.0206e+00,2.8432e+00,2.6079e+01,-9.3149e+02
-2.2909e-01,-5.4161e-01,2.0017e+00,3.0347e+00,2.6028e+01,-9.3230e+02
-2.9325e-01,-4.9138e-01,2.0088e+00,2.7512e+00,2.6035e+01,-9.2675e+02
-2.5812e-01,-5.0892e-01,2.0066e+00,2.9521e+00,2.6030e+01,-9.1297e+02
-2.1969e-01,-5.6827e-01,1.9936e+00,2.9625e+00,2.6007e+01,-9.2960e+02
-2.5427e-01,-5.2213e-01,2.0212e+00,2.8876e+00,2.6075e+01,-9.2489e+02
-2.8779e-01,-5.1249e-01,2.0215e+00,2.6447e+00,2.6068e+01,-9.2890e+02
-2.7135e-01,-5.1499e-01,2.0137e+00,2.7858e+00,2.6057e+01,-9.2872e+02
-2.3559e-01,-5.2031e-01,2.0064e+00,3.0360e+00,2.6033e+01,-9.2374e+02
-3.0182e-01,-4.7407e-01,2.0281e+00,2.8356e+00,2.6090e+01,-9.2422e+02
-2.5127e-01,-5.1303e-01,2.0137e+00,2.9557e+00,2.6047e+01,-9.2508e+02
-3.1608e-01,-4.6539e-01,2.0590e+00,2.8368e+00,2.6191e+01,-9.3127e+02
-2.8171e-01,-4.7158e-01,2.0481e+00,2.9694e+00,2.6150e+01,-9.3065e+02
-2.8209e-01,-4.6177e-01,2.0335e+00,2.9908e+00,2.6104e+01,-9.3143e+02
-2.2413e-01,-5.1437e-01,1.9987e+00,3.0552e+00,2.6000e+01,-9.2605e+02
-2.5330e-01,-5.2658e-01,1.9929e+00,2.8028e+00,2.5985e+01,-9.1787e+02
-2.9334e-01,-4.6904e-01,2.0194e+00,2.8205e+00,2.6058e+01,-9.2184e+02
-2.1221e-01,-5.3946e-01,2.0042e+00,3.0582e+00,2.6024e+01,-9.3248e+02
-2.6744e-01,-5.4717e-01,2.0122e+00,2.7162e+00,2.6059e+01,-9.3083e+02
-2.5995e-01,-5.1973e-01,2.0008e+00,2.8491e+00,2.6004e+01,-9.2960e+02
-3.1271e-01,-4.6218e-01,2.0242e+00,2.7428e+00,2.6073e+01,-9.3228e+02
-2.0595e-01,-5.6918e-01,2.0001e+00,3.0383e+00,2.6030e+01,-9.3136e+02
-2.6898e-01,-5.1245e-01,2.0158e+00,2.9344e+00,2.6065e+01,-9.3172e+02
-2.3112e-01,-5.2696e-01,2.0060e+00,2.9766e+00,2.6028e+01,-9.2965e+02
-2.5297e-01,-5.3335e-01,2.0020e+00,2.8200e+00,2.6020e+01,-9.2519e+02
-2.6908e-01,-5.2126e-01,2.0068e+00,2.9109e+00,2.6046e+01,-9.2323e+02
-2.2805e-01,-5.6607e-01,1.9973e+00,2.9207e+00,2.6015e+01,-9.2983e+02
-2.1157e-01,-5.6076e-01,1.9988e+00,2.9333e+00,2.6005e+01,-9.2172e+02
-2.5086e-01,-5.1021e-01,2.0123e+00,2.9152e+00,2.6040e+01,-9.3170e+02
-3.0191e-01,-4.7983e-01,2.0561e+00,2.8061e+00,2.6166e+01,-9.3219e+02
-2.5707e-01,-5.1535e-01,2.0074e+00,2.8991e+00,2.6031e+01,-9.1108e+02
-2.6463e-01,-5.1219e-01,2.0194e+00,2.9660e+00,2.6079e+01,-9.2609e+02
-2.5088e-01,-5.1641e-01,2.0224e+00,2.9788e+00,2.6077e+01,-9.2640e+02
-2.8934e-01,-4.7348e-01,2.0327e+00,3.0082e+00,2.6121e+01,-9.2622e+02
-2.8829e-01,-4.7492e-01,2.0275e+00,2.9530e+00,2.6099e+01,-9.3200e+02
-2.4631e-01,-5.3235e-01,2.0249e+00,2.9413e+00,2.6093e+01,-9.1082e+02
-2.5265e-01,-5.2079e-01,2.0071e+00,2.8835e+00,2.6032e+01,-9.1416e+02
-2.2928e-01,-5.3801e-01,2.0025e+00,3.0735e+00,2.6027e+01,-9.2797e+02
-2.2762e-01,-5.2889e-01,2.0068e+00,3.0792e+00,2.6045e+01,-9.1537e+02
-2.5028e-01,-5.1928e-01,2.0158e+00,3.0043e+00,2.6061e+01,-9.2749e+02
-3.0927e-01,-4.7755e-01,2.0379e+00,2.8121e+00,2.6129e+01,-9.2944e+02
-2.5424e-01,-5.2582e-01,1.9908e+00,2.8444e+00,2.5980e+01,-9.2258e+02
-2.7741e-01,-5.0114e-01,2.0013e+00,2.8463e+00,2.6016e+01,-9.2113e+02
-2.4939e-01,-5.1298e-01,2.0133e+00,3.0097e+00,2.6052e+01,-9.3063e+02
-2.7583e-01,-4.9331e-01,2.0334e+00,2.8649e+00,2.6109e+01,-9.2909e+02
-2.3436e-01,-5.2800e-01,1.9911e+00,3.0321e+00,2.5992e+01,-9.1874e+02
-2.4464e-01,-5.2117e-01,1.9920e+00,2.9282e+00,2.5980e+01,-9.3021e+02
-2.2599e-01,-5.3604e-01,2.0114e+00,2.9772e+00,2.6053e+01,-9.2774e+02
