logfeh_mean,logdust_med,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
-4.3038e-01,-1.8230e-01,4.4542e+00,5.2111e+00,4.2511e+00,6.5149e+00,6.2692e+00,2.7356e+01,-7.5390e+03
-4.6552e-01,-8.0123e-01,4.3524e+00,4.2222e+00,5.8929e+00,5.9975e+00,6.2984e+00,2.7461e+01,-8.5594e+03
2.1193e-02,-5.9547e-01,4.3543e+00,4.4703e+00,5.6900e+00,5.0157e+00,6.3284e+00,2.6779e+01,-8.0817e+03
-1.4593e-01,-8.3685e-01,4.3107e+00,4.6451e+00,5.2127e+00,6.4275e+00,5.0728e+00,2.7110e+01,-6.5327e+03
-3.7370e-01,-1.8692e-01,3.6639e+00,4.9270e+00,5.2879e+00,5.6290e+00,5.2565e+00,2.5938e+01,-7.4103e+03
-1.7430e-01,-9.7002e-01,4.6088e+00,4.6041e+00,5.9865e+00,6.4855e+00,5.9247e+00,2.7908e+01,-8.8556e+03
4.0553e-02,-5.5925e-01,3.8570e+00,4.5546e+00,5.2735e+00,5.6567e+00,5.5128e+00,2.5873e+01,-8.4674e+03
-2.7520e-01,-1.5090e-01,3.7741e+00,4.6228e+00,4.4470e+00,5.7127e+00,5.6108e+00,2.5536e+01,-8.2927e+03
-1.6226e-01,-8.1547e-01,3.3034e+00,4.3225e+00,4.6165e+00,5.4217e+00,5.0932e+00,2.5079e+01,-8.7851e+03
1.0945e-01,-1.9825e-01,4.3150e+00,5.4547e+00,4.2674e+00,6.6011e+00,5.5982e+00,2.7152e+01,-7.9687e+03
-3.5432e-01,-4.1848e-01,4.2260e+00,5.0647e+00,5.7004e+00,5.9315e+00,5.7925e+00,2.6992e+01,-4.1171e+03
-4.7829e-01,-3.9866e-02,3.7963e+00,4.3784e+00,5.5420e+00,4.7205e+00,5.0280e+00,2.5646e+01,-4.8767e+03
1.8307e-01,-3.9376e-01,4.4228e+00,4.3357e+00,5.0979e+00,6.3755e+00,5.0725e+00,2.6628e+01,-7.7373e+03
1.8039e-01,-8.9249e-01,3.5952e+00,4.2706e+00,4.7026e+00,5.1754e+00,5.7901e+00,2.5206e+01,-8.1347e+03
5.9094e-02,-3.4838e-01,3.7487e+00,4.6134e+00,4.8659e+00,5.5481e+00,5.6461e+00,2.5428e+01,-9.8177e+03
-1.7057e-01,-7.6016e-01,4.3725e+00,3.9882e+00,4.6051e+00,6.0988e+00,6.2997e+00,2.6865e+01,-7.2417e+03
-3.4462e-01,-1.0574e-01,3.6906e+00,4.7071e+00,5.0778e+00,5.6564e+00,4.8117e+00,2.5576e+01,-5.4657e+03
