logfeh_mean,logdust,logNpix,tau,dmod,logl
-7.2281e-02,-1.3268e+00,2.6810e+00,3.5761e+00,2.5174e+01,-1.7596e+03
-3.3961e-02,-1.3789e+00,2.6887e+00,3.5305e+00,2.5171e+01,-1.7377e+03
-8.4580e-02,-1.2531e+00,2.6975e+00,3.6376e+00,2.5217e+01,-1.7453e+03
-4.4433e-02,-1.3445e+00,2.6862e+00,3.5490e+00,2.5165e+01,-1.6945e+03
6.3220e-02,-1.9358e+00,2.6735e+00,3.3073e+00,2.5095e+01,-1.7599e+03
-2.4709e-02,-1.4783e+00,2.6890e+00,3.3376e+00,2.5158e+01,-1.7483e+03
9.2477e-03,-1.4587e+00,2.6701e+00,3.5705e+00,2.5107e+01,-1.7212e+03
7.0994e-02,-1.9477e+00,2.6371e+00,3.3748e+00,2.5008e+01,-1.7587e+03
-1.2219e-01,-1.2587e+00,2.6905e+00,3.4972e+00,2.5210e+01,-1.7424e+03
2.4519e-02,-1.8328e+00,2.6961e+00,3.1755e+00,2.5178e+01,-1.7582e+03
6.8161e-02,-1.9374e+00,2.6694e+00,3.3779e+00,2.5097e+01,-1.7589e+03
-7.0111e-02,-1.2731e+00,2.7113e+00,3.6609e+00,2.5259e+01,-1.7274e+03
-1.0562e-01,-1.1884e+00,2.7100e+00,3.7982e+00,2.5257e+01,-1.7450e+03
3.7747e-03,-1.4909e+00,2.6391e+00,3.4169e+00,2.5018e+01,-1.7585e+03
-1.2696e-02,-1.5109e+00,2.6966e+00,3.3469e+00,2.5181e+01,-1.7550e+03
-4.4126e-02,-1.3669e+00,2.7057e+00,3.5960e+00,2.5234e+01,-1.7553e+03
-4.2958e-02,-1.3661e+00,2.7157e+00,3.5612e+00,2.5251e+01,-1.7535e+03
-1.5834e-02,-1.4939e+00,2.6647e+00,3.4277e+00,2.5104e+01,-1.7534e+03
6.4923e-02,-1.8919e+00,2.6188e+00,3.3348e+00,2.4942e+01,-1.7459e+03
6.4673e-02,-1.8952e+00,2.6818e+00,3.4044e+00,2.5133e+01,-1.7462e+03
-8.6904e-02,-1.3247e+00,2.7016e+00,3.4629e+00,2.5229e+01,-1.7568e+03
-4.7294e-02,-1.3690e+00,2.6972e+00,3.5154e+00,2.5209e+01,-1.7284e+03
-9.4400e-03,-1.5176e+00,2.7085e+00,3.4022e+00,2.5222e+01,-1.7557e+03
-6.9456e-02,-1.3141e+00,2.6872e+00,3.5639e+00,2.5184e+01,-1.7009e+03
-6.4042e-02,-1.3300e+00,2.7339e+00,3.5455e+00,2.5313e+01,-1.7571e+03
-2.9724e-02,-1.4155e+00,2.7176e+00,3.4790e+00,2.5247e+01,-1.7474e+03
