niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logNpix,tau,dmod
1.0000e+00,1.0000e+00,1.9960e-01,-1.7331e+05,-1.7332e+05,-1.9980e-03,-1.7332e+05,1.1750e-01,6.9098e+00,inf,6.0860e+02,-4.5959e-01,-5.4835e-01,4.9280e+00,1.0791e+00,2.5597e+01
2.0000e+00,1.0000e+00,3.9841e-01,-1.7298e+05,-1.7298e+05,-3.9960e-03,-1.7298e+05,1.1751e-01,6.9118e+00,1.5249e+05,6.0984e+02,-1.9280e-01,-9.9428e-01,4.8161e+00,4.8815e+00,2.5033e+01
3.0000e+00,1.0000e+00,5.9642e-01,-1.7213e+05,-1.7213e+05,-5.9940e-03,-1.7213e+05,1.1753e-01,6.9138e+00,1.5216e+05,6.1108e+02,1.9374e-01,-4.7087e-01,4.8847e+00,4.4233e+00,2.5032e+01
4.0000e+00,1.0000e+00,7.9365e-01,-1.7171e+05,-1.7171e+05,-7.9920e-03,-1.7171e+05,1.1755e-01,6.9157e+00,1.5131e+05,6.1234e+02,-4.9429e-01,-1.0366e-01,4.9902e+00,6.4674e+00,2.5151e+01
5.0000e+00,1.0000e+00,9.9010e-01,-1.7143e+05,-1.7143e+05,-9.9900e-03,-1.7143e+05,1.1757e-01,6.9177e+00,1.5089e+05,6.1360e+02,1.8669e-01,-8.2228e-01,4.9284e+00,5.2696e+00,2.5710e+01
6.0000e+00,1.0000e+00,1.1858e+00,-1.7103e+05,-1.7103e+05,-1.1988e-02,-1.7103e+05,1.1758e-01,6.9197e+00,1.5061e+05,6.1493e+02,1.3455e-01,-8.1674e-01,4.6519e+00,9.1885e-01,2.5634e+01
7.0000e+00,1.0000e+00,1.3807e+00,-1.7081e+05,-1.7081e+05,-1.3986e-02,-1.7081e+05,1.1760e-01,6.9217e+00,1.5021e+05,6.1614e+02,-3.8355e-01,-6.3901e-01,4.8203e+00,1.1283e+00,2.6364e+01
8.0000e+00,1.0000e+00,1.5748e+00,-1.7054e+05,-1.7055e+05,-1.5984e-02,-1.7055e+05,1.1762e-01,6.9237e+00,1.4999e+05,6.1738e+02,-4.9299e-01,-9.9351e-02,4.9090e+00,4.4995e+00,2.5424e+01
9.0000e+00,1.0000e+00,1.7682e+00,-1.7031e+05,-1.7032e+05,-1.7982e-02,-1.7032e+05,1.1763e-01,6.9257e+00,1.4972e+05,6.1859e+02,-3.5092e-01,-5.5605e-01,4.6991e+00,5.4043e+00,2.5408e+01
1.0000e+01,1.0000e+00,1.9608e+00,-1.7017e+05,-1.7018e+05,-1.9980e-02,-1.7018e+05,1.1765e-01,6.9277e+00,1.4950e+05,6.1982e+02,-1.1027e-01,-7.9221e-01,4.5004e+00,1.8708e+00,2.5693e+01
1.1000e+01,1.0000e+00,2.1526e+00,-1.7012e+05,-1.7012e+05,-2.1978e-02,-1.7012e+05,1.1767e-01,6.9297e+00,1.4935e+05,6.2101e+02,-4.2640e-01,-5.6177e-01,4.7899e+00,4.2860e-01,2.6554e+01
1.2000e+01,1.0000e+00,2.3438e+00,-1.6969e+05,-1.6970e+05,-2.3976e-02,-1.6970e+05,1.1768e-01,6.9317e+00,1.4930e+05,6.2222e+02,-3.5362e-01,-9.4261e-01,4.6590e+00,6.6623e+00,2.5795e+01
1.3000e+01,1.0000e+00,2.5341e+00,-1.6952e+05,-1.6953e+05,-2.5974e-02,-1.6953e+05,1.1770e-01,6.9337e+00,1.4887e+05,6.2344e+02,-7.2719e-02,-1.1066e-01,4.6726e+00,1.3038e+00,2.5595e+01
1.4000e+01,1.0000e+00,2.7237e+00,-1.6921e+05,-1.6922e+05,-2.7972e-02,-1.6922e+05,1.1772e-01,6.9357e+00,1.4870e+05,6.2464e+02,-3.3858e-01,-9.8160e-01,4.4519e+00,9.7852e-01,2.6260e+01
1.5000e+01,1.0000e+00,2.9126e+00,-1.6917e+05,-1.6918e+05,-2.9970e-02,-1.6918e+05,1.1774e-01,6.9377e+00,1.4840e+05,6.2583e+02,-4.7052e-01,-5.6822e-01,4.4171e+00,3.4364e+00,2.5442e+01
1.6000e+01,1.0000e+00,3.1008e+00,-1.6895e+05,-1.6896e+05,-3.1968e-02,-1.6896e+05,1.1775e-01,6.9397e+00,1.4835e+05,6.2706e+02,1.1176e-01,-2.6356e-02,4.6825e+00,8.8194e-01,2.5592e+01
1.7000e+01,1.0000e+00,3.2882e+00,-1.6873e+05,-1.6874e+05,-3.3966e-02,-1.6874e+05,1.1777e-01,6.9417e+00,1.4813e+05,6.2828e+02,-1.0495e-01,-3.7027e-01,4.5261e+00,5.1650e+00,2.5113e+01
1.8000e+01,1.0000e+00,3.4749e+00,-1.6870e+05,-1.6871e+05,-3.5964e-02,-1.6871e+05,1.1779e-01,6.9437e+00,1.4792e+05,6.2949e+02,-4.6090e-01,-9.0727e-01,4.5480e+00,1.4284e+00,2.6814e+01
1.9000e+01,1.0000e+00,3.6609e+00,-1.6869e+05,-1.6870e+05,-3.7962e-02,-1.6870e+05,1.1780e-01,6.9457e+00,1.4789e+05,6.3070e+02,-4.9339e-01,-3.8030e-01,4.6495e+00,1.7795e+00,2.6611e+01
2.0000e+01,1.0000e+00,3.8462e+00,-1.6868e+05,-1.6869e+05,-3.9960e-02,-1.6869e+05,1.1781e-01,6.9469e+00,1.4787e+05,6.3196e+02,1.0429e-01,-5.1573e-01,4.5067e+00,1.3026e+00,2.6099e+01
2.1000e+01,1.0000e+00,4.0307e+00,-1.6846e+05,-1.6847e+05,-4.1958e-02,-1.6847e+05,1.1784e-01,6.9497e+00,1.4786e+05,6.3314e+02,-2.5760e-01,-4.0952e-01,4.4156e+00,2.3678e+00,2.5865e+01
