logfeh_mean,logfeh_std,logdust_med,dust_sig,logNpix,tau,dmod,logl
-3.8524e-01,1.5651e-01,-7.4654e-01,1.0313e-01,3.2535e+00,3.8925e+00,2.5465e+01,-1.5999e+05
-1.1457e-01,9.5019e-02,-5.1973e-01,1.2527e-01,1.0419e+00,7.1135e+00,2.6869e+01,-1.2855e+05
1.2563e-01,2.6990e-01,-3.5199e-01,3.4904e-01,1.5052e+00,6.6463e+00,2.8321e+01,-1.3707e+05
7.8320e-02,8.7170e-02,-1.3083e-01,1.2932e-01,1.2317e+00,1.8635e+00,2.6632e+01,-1.3355e+05
-2.1515e-02,2.6924e-01,-2.3068e-01,2.0086e-02,2.2028e+00,5.5942e+00,2.5454e+01,-1.2348e+05
-4.9263e-01,1.5952e-01,-2.5239e-01,9.3547e-02,1.4946e+00,1.2229e+00,2.6980e+01,-1.3136e+05
-2.2318e-01,3.9261e-01,-6.7321e-01,1.6825e-01,3.0995e+00,7.4020e+00,2.7565e+01,-1.5458e+05
8.1141e-02,8.6942e-02,-1.1544e-01,5.5364e-02,1.8088e+00,3.0420e+00,2.5868e+01,-1.1271e+05
-2.4107e-01,2.3574e-01,-8.4305e-01,3.1478e-01,1.1346e+00,1.8657e-01,2.6601e+01,-1.3253e+05
1.4139e-02,2.9933e-01,-2.3541e-01,2.4449e-01,2.2527e+00,7.9058e-01,2.6367e+01,-4.7517e+04
6.3546e-02,1.1997e-01,-4.9243e-01,6.7193e-02,3.4349e+00,5.5772e+00,2.5389e+01,-1.5949e+05
-1.9694e-01,2.1513e-01,-1.9293e-01,5.7607e-02,2.8901e+00,4.5820e+00,2.7680e+01,-9.5631e+04
-3.6180e-01,2.4298e-01,-2.1409e-01,3.9927e-01,1.2109e+00,4.3716e-01,2.7645e+01,-1.4289e+05
-4.7465e-02,5.1256e-02,-2.9018e-01,6.4133e-02,1.7892e+00,6.2564e+00,2.7279e+01,-1.3372e+05
-2.6836e-01,1.5972e-01,-2.3669e-01,8.8570e-02,1.5510e+00,4.0568e+00,2.5075e+01,-5.2949e+04
-2.3953e-01,1.4834e-01,-4.9537e-01,2.0710e-01,2.4012e+00,1.6989e+00,2.5800e+01,-1.3981e+05
2.2811e-01,3.0669e-01,-2.0149e-01,2.4316e-01,2.8969e+00,5.0356e-01,2.6379e+01,-1.5238e+05
-3.5421e-01,1.9778e-01,-3.3356e-01,2.8646e-01,3.3277e+00,3.5729e+00,2.9525e+01,-3.1515e+04
-1.4899e-01,3.2029e-01,-7.7051e-02,2.9369e-01,1.5037e+00,5.7808e+00,2.8077e+01,-1.3476e+05
-3.3127e-01,4.5634e-02,-2.9897e-01,3.4465e-01,2.6509e+00,4.8353e+00,2.7064e+01,-1.1824e+05
2.1671e-01,4.1398e-02,-9.4801e-01,1.0013e-01,2.3029e+00,4.3682e+00,2.9662e+01,-1.4094e+05
-4.6504e-01,2.6286e-01,-3.6006e-01,3.9972e-01,2.5428e+00,5.5931e+00,2.5942e+01,-1.4967e+05
-1.4547e-01,2.3513e-01,-8.5332e-01,5.7903e-02,1.3461e+00,6.0488e+00,2.8711e+01,-1.4356e+05
-2.6337e-01,3.4122e-01,-4.6545e-01,3.3638e-01,1.7441e+00,2.2800e+00,2.7915e+01,-1.3495e+05
1.9746e-01,4.1772e-02,-1.8170e-01,8.2557e-02,2.7588e+00,2.9955e+00,2.5329e+01,-1.5450e+05
1.6600e-01,2.7829e-01,-5.4738e-01,3.0769e-01,1.9991e+00,2.0437e+00,2.9613e+01,-1.4882e+05
-2.5124e-01,3.9214e-01,-1.0258e-01,2.1433e-01,3.6484e+00,5.4456e+00,2.8926e+01,-1.5685e+05
-3.1483e-01,2.1184e-01,-9.8915e-02,2.6116e-01,2.2368e+00,7.7386e+00,2.5201e+01,-1.4244e+05
8.0126e-02,1.5076e-01,-6.1613e-01,1.6362e-01,2.7039e+00,5.6845e+00,2.6221e+01,-1.5116e+05
1.6517e-01,3.7602e-01,-4.4006e-02,1.6802e-01,3.2897e+00,3.8604e+00,2.6945e+01,-1.5685e+05
-1.6536e-01,2.5727e-01,-4.9605e-01,3.8987e-01,2.5517e+00,7.4346e-01,2.6729e+01,-7.4020e+04
-4.1076e-01,2.3820e-02,-7.2016e-01,6.6710e-02,2.8305e+00,1.5884e+00,2.5038e+01,-1.5839e+05
1.7225e-01,3.9907e-01,-1.9400e-01,3.1464e-02,3.1413e+00,4.9190e+00,2.9257e+01,-8.3851e+04
-1.8738e-01,3.5417e-01,-3.6434e-01,1.1473e-01,3.2346e+00,5.3260e+00,2.7216e+01,-1.5623e+05
-6.3377e-03,2.1974e-01,-5.8186e-01,1.7486e-01,2.4851e+00,6.7668e+00,2.7354e+01,-3.7647e+04
-6.1325e-02,8.2973e-02,-4.5284e-01,2.2475e-01,3.0305e+00,5.1803e+00,2.7723e+01,-1.4503e+05
-2.6131e-01,3.1951e-01,-4.3557e-01,1.7792e-01,2.3117e+00,7.3731e+00,2.9652e+01,-1.3946e+05
-4.9198e-01,5.5371e-02,-8.6591e-01,2.5839e-01,2.0468e+00,4.7021e+00,2.7775e+01,-1.3364e+05
-3.4974e-01,2.6969e-01,-5.6793e-02,1.5557e-01,1.1272e+00,3.8409e+00,2.5337e+01,-1.2438e+05
-1.2556e-01,2.8301e-01,-9.2388e-01,1.0734e-01,2.9895e+00,4.3880e+00,2.7475e+01,-1.5439e+05
2.2101e-01,2.1011e-01,-8.8531e-01,1.0340e-01,1.1248e+00,7.3897e+00,2.5923e+01,-1.2536e+05
-5.1055e-02,3.4150e-01,-8.1674e-01,3.6693e-01,1.4146e+00,1.1019e+00,2.5020e+01,-9.7093e+04
5.8411e-03,1.0874e-01,-8.6321e-01,1.1374e-01,2.7162e+00,4.7748e+00,2.6090e+01,-1.5260e+05
-4.5777e-01,7.2186e-02,-8.5801e-01,2.7223e-01,1.4314e+00,6.0806e+00,2.7271e+01,-1.3084e+05
-1.3455e-01,2.2888e-01,-7.9925e-01,3.3751e-01,2.8086e+00,2.1374e+00,2.7979e+01,-3.0079e+04
-4.7414e-01,1.3134e-01,-9.5770e-01,5.6962e-02,2.2037e+00,5.7611e-01,2.7916e+01,-1.3925e+05
4.3312e-02,3.0529e-01,-3.0190e-01,6.3076e-02,2.1478e+00,2.1709e+00,2.5331e+01,-7.9699e+04
-4.6646e-01,9.7311e-02,-6.9953e-01,3.6078e-01,2.7904e+00,1.9493e+00,2.8262e+01,-1.3249e+04
-1.0002e-02,2.7456e-02,-7.0058e-01,2.0256e-01,3.0851e+00,7.6761e+00,2.8803e+01,-9.7219e+04
-8.7697e-02,2.1851e-01,-2.5968e-01,2.3363e-01,3.1671e+00,3.0416e+00,2.7152e+01,-1.5683e+05
-3.5944e-01,6.9465e-02,-7.6515e-01,1.2066e-01,3.6400e+00,1.4451e+00,2.9996e+01,-8.9788e+04
-4.2399e-01,3.2617e-01,-5.1573e-01,3.5314e-01,1.6089e+00,1.8358e+00,2.8666e+01,-1.4164e+05
-4.5086e-01,3.2989e-01,-1.4023e-01,3.2012e-02,1.2672e+00,3.8371e+00,2.6028e+01,-1.2738e+05
-4.8384e-01,1.2722e-01,-2.9393e-01,2.9261e-01,1.9946e+00,2.3503e+00,2.8270e+01,-1.3808e+05
-4.9968e-01,2.6400e-01,-1.5006e-01,1.4902e-01,1.5706e+00,5.4924e+00,2.7869e+01,-1.3063e+05
-4.3369e-01,3.3705e-01,-2.6862e-01,3.8535e-01,1.4587e+00,2.1815e+00,2.5987e+01,-1.2934e+05
1.7440e-01,2.9708e-01,-2.9750e-02,3.5895e-01,3.0359e+00,4.5653e+00,2.9143e+01,-1.3956e+05
2.1881e-01,2.7890e-01,-2.5652e-01,8.2587e-02,2.7215e+00,6.0385e+00,2.9653e+01,-1.4618e+05
1.4989e-01,1.1363e-01,-4.0666e-01,3.9083e-01,1.7752e+00,2.4142e+00,2.7482e+01,-1.3624e+05
-9.6860e-03,2.5051e-01,-2.9213e-01,1.3940e-01,2.7834e+00,2.4786e+00,2.7186e+01,-8.4282e+04
1.1275e-02,8.4254e-02,-1.9655e-01,3.0583e-02,2.4129e+00,4.5022e+00,2.5231e+01,-1.4665e+05
1.1738e-01,3.2579e-02,-4.3050e-01,7.6056e-02,3.3202e+00,7.5958e-01,2.7276e+01,-1.6019e+05
1.4437e-01,1.4372e-01,-6.6241e-01,3.6889e-01,3.5488e+00,1.4110e+00,2.9371e+01,-1.0864e+05
-4.2832e-01,2.4425e-01,-3.6725e-01,1.4641e-01,1.6447e+00,5.1621e+00,2.6939e+01,-1.3104e+05
1.2403e-01,1.1028e-01,-1.6219e-01,1.8104e-01,1.4761e+00,3.8084e+00,2.6709e+01,-1.3047e+05
-3.8934e-01,5.9170e-02,-8.9365e-01,1.3144e-01,3.1205e+00,6.9440e+00,2.9344e+01,-9.8434e+04
-2.3262e-01,5.7288e-02,-5.6177e-01,3.8004e-01,1.1664e+00,2.5557e+00,2.8911e+01,-1.5736e+05
9.6633e-02,3.4398e-01,-4.5611e-01,2.4444e-01,1.5564e+00,3.7432e-01,2.5776e+01,-1.3047e+05
1.7710e-01,2.9484e-01,-4.9749e-01,1.5136e-01,1.6230e+00,5.3391e+00,2.6482e+01,-1.3111e+05
2.1241e-01,3.5165e-01,-6.2795e-01,2.6543e-01,2.7308e+00,5.8717e+00,2.8495e+01,-6.8923e+04
-1.7730e-01,1.7347e-01,-3.9889e-01,2.6658e-01,1.4563e+00,5.6723e+00,2.6799e+01,-1.2916e+05
1.4210e-01,6.7732e-02,-3.0479e-03,1.2155e-01,1.6201e+00,5.2446e+00,2.5811e+01,-1.2153e+05
-6.6344e-03,3.1529e-01,-5.4505e-02,2.7388e-01,2.8021e+00,6.7380e+00,2.9113e+01,-1.4271e+05
1.9764e-01,2.8678e-01,-1.9937e-01,3.8440e-01,2.5435e+00,5.8868e+00,2.5643e+01,-1.4715e+05
-3.4600e-01,3.5561e-01,-3.0418e-01,2.9014e-01,2.4792e+00,4.6684e+00,2.5419e+01,-1.4923e+05
-5.4363e-02,8.7250e-02,-5.7913e-01,1.1115e-01,1.5101e+00,7.1753e+00,2.9550e+01,-1.5169e+05
-2.8341e-02,7.9873e-02,-2.6941e-01,3.9586e-01,4.1190e+00,7.8383e+00,2.9025e+01,-1.5831e+05
-1.8520e-01,1.9672e-01,-2.4360e-01,3.2786e-01,1.5654e+00,7.4118e-01,2.6788e+01,-1.3322e+05
-4.2338e-01,1.1827e-01,-8.2977e-01,2.7348e-01,1.8702e+00,6.1407e+00,2.5496e+01,-1.1657e+05
-1.7432e-01,2.4022e-01,-5.2448e-01,3.9919e-01,2.9240e+00,4.8925e+00,2.7249e+01,-1.5253e+05
1.0347e-01,3.5215e-01,-9.8134e-01,1.3645e-01,1.0325e+00,1.9035e+00,2.7095e+01,-1.4129e+05
-1.0873e-01,3.0826e-01,-5.5883e-01,3.5765e-01,3.1173e+00,7.0914e+00,2.7263e+01,-1.5453e+05
1.2935e-02,4.3256e-02,-2.5946e-01,2.7559e-01,1.0416e+00,5.4185e+00,2.8950e+01,-1.6014e+05
1.2308e-01,3.9787e-01,-4.3294e-01,3.4739e-01,1.3647e+00,1.4344e+00,2.6653e+01,-1.3233e+05
2.1605e-01,5.9405e-02,-5.0277e-01,3.9585e-01,3.4621e+00,4.4998e+00,2.6187e+01,-1.5957e+05
-1.4872e-01,1.9816e-01,-4.3687e-01,1.7643e-01,1.7101e+00,1.3034e+00,2.8748e+01,-1.4278e+05
-1.3336e-01,2.9713e-01,-5.7503e-01,2.9574e-01,3.3520e+00,1.1829e+00,2.7824e+01,-1.5939e+05
-2.7914e-01,2.6092e-01,-3.5676e-01,2.2995e-01,2.5601e+00,2.2103e+00,2.9011e+01,-1.4740e+05
1.7473e-01,5.8603e-02,-5.4622e-01,1.6973e-01,3.6866e+00,4.4750e+00,2.9215e+01,-1.5039e+05
-4.9553e-01,2.6544e-01,-8.8514e-01,3.0742e-01,1.9122e+00,1.8264e+00,2.7057e+01,-1.2784e+05
-4.4863e-01,1.9813e-01,-6.4556e-01,5.1427e-02,1.5433e+00,7.3104e+00,2.9360e+01,-1.4380e+05
8.7748e-02,2.9164e-01,-3.2966e-01,2.6099e-01,2.5627e+00,6.1566e+00,2.6109e+01,-1.4604e+05
1.2270e-01,3.9452e-01,-4.2108e-01,3.9957e-01,1.5770e+00,4.4979e+00,2.7957e+01,-1.3397e+05
-2.6166e-01,1.4795e-01,-2.7516e-01,1.9699e-01,1.1104e+00,7.2287e+00,2.9327e+01,-1.5859e+05
-2.5559e-01,2.3341e-02,-6.9485e-01,3.8788e-01,3.9058e+00,7.7128e+00,2.8131e+01,-1.5925e+05
1.2998e-01,2.2789e-01,-4.5526e-01,2.3350e-02,3.4788e+00,7.3077e+00,2.6063e+01,-1.5848e+05
-2.5839e-01,1.1943e-01,-1.0664e-01,3.3253e-01,2.0466e+00,1.7344e+00,2.7632e+01,-1.3963e+05
-3.4117e-01,2.8046e-01,-2.0410e-01,3.4210e-01,2.6404e+00,7.8308e+00,2.8032e+01,-3.4310e+04
-3.4372e-01,8.3789e-02,-8.5628e-01,1.9208e-01,1.0179e+00,2.5868e+00,2.8052e+01,-1.5041e+05
2.4542e-01,2.1820e-01,-8.9732e-01,3.9909e-02,2.3143e+00,4.5221e+00,2.9189e+01,-1.4185e+05
-4.2207e-01,1.6137e-01,-9.8067e-01,3.8058e-01,3.1482e+00,4.7394e+00,2.7314e+01,-1.5699e+05
-4.0473e-01,1.5139e-01,-5.8333e-01,1.5737e-01,3.6490e+00,5.9927e+00,2.7322e+01,-1.5940e+05
1.9365e-01,2.8840e-01,-9.4121e-01,3.5578e-01,2.3509e+00,7.9668e+00,2.7310e+01,-4.2026e+04
1.0819e-01,2.8730e-01,-3.9320e-02,2.9167e-01,2.9809e+00,7.8005e+00,2.8635e+01,-2.0933e+04
2.4291e-01,2.1246e-01,-1.0780e-02,3.3540e-01,2.7883e+00,2.1582e+00,2.7670e+01,-1.0541e+05
-1.0933e-01,2.3403e-02,-5.6967e-01,7.8163e-02,2.9256e+00,4.0676e+00,2.7456e+01,-1.4404e+05
9.4762e-02,3.8810e-02,-2.8366e-01,2.2948e-01,2.3779e+00,7.5372e+00,2.8767e+01,-1.4196e+05
1.0091e-01,2.5827e-01,-4.5172e-01,2.9269e-01,3.1154e+00,4.2026e+00,2.6195e+01,-1.5669e+05
4.7159e-02,3.9851e-01,-3.2813e-01,2.3711e-01,2.4284e+00,6.0776e-01,2.8539e+01,-1.4561e+05
-2.4404e-01,2.0059e-01,-5.7038e-01,3.0633e-01,1.6584e+00,2.2609e-01,2.9027e+01,-1.4627e+05
-1.1293e-01,3.3638e-01,-6.9836e-01,2.2572e-01,2.2921e+00,1.0861e+00,2.5847e+01,-1.0713e+05
2.0967e-01,3.8776e-01,-5.7114e-01,3.8017e-01,3.5089e+00,5.9663e+00,2.7336e+01,-1.5791e+05
-3.6671e-01,3.9320e-01,-3.4562e-01,7.3967e-02,1.3468e+00,3.2961e+00,2.7133e+01,-1.3120e+05
1.2081e-01,2.6722e-01,-9.8112e-01,3.6378e-01,3.1218e+00,7.3137e-01,2.8123e+01,-1.1192e+05
2.3175e-01,2.5233e-01,-4.3293e-01,2.8701e-01,3.2177e+00,9.1646e-01,2.7821e+01,-1.3872e+05
-1.4692e-01,3.4504e-02,-7.0094e-01,1.6127e-01,3.4867e+00,3.1308e-01,2.9598e+01,-7.7499e+04
-2.2376e-01,1.2840e-01,-7.1936e-01,1.0129e-01,1.1509e+00,5.4269e+00,2.5215e+01,-1.1478e+05
-1.9588e-01,2.8467e-01,-8.7651e-01,3.9340e-01,2.1736e+00,5.4527e-01,2.9673e+01,-1.4133e+05
-1.3415e-02,1.5132e-01,-4.5669e-01,3.5345e-01,4.4824e+00,7.8151e+00,2.9907e+01,-1.5973e+05
-1.7308e-01,5.2034e-02,-6.2288e-01,3.7921e-01,3.0834e+00,6.3070e+00,2.9308e+01,-2.5930e+04
-2.9599e-01,2.2063e-01,-9.8870e-01,1.3252e-01,3.2424e+00,7.5948e+00,2.6125e+01,-1.5733e+05
-4.6919e-01,6.5959e-02,-3.0250e-01,1.4402e-01,2.2235e+00,7.0095e+00,2.9324e+01,-1.3818e+05
-2.1844e-02,2.6135e-01,-9.4215e-01,3.1535e-01,3.4630e+00,2.9150e+00,2.7982e+01,-1.5989e+05
-6.5085e-02,2.6381e-01,-6.9748e-02,3.8981e-01,1.9800e+00,7.8215e+00,2.5578e+01,-5.4563e+04
2.3534e-01,7.4879e-02,-9.6787e-02,3.0345e-01,2.3938e+00,1.7381e-01,2.8306e+01,-1.4515e+05
-2.4869e-02,1.1293e-01,-6.8846e-02,1.2509e-01,1.5020e+00,2.1046e+00,2.8425e+01,-1.4882e+05
4.1886e-02,3.9204e-01,-9.3971e-01,2.9167e-01,1.7159e+00,6.9099e+00,2.8146e+01,-1.3242e+05
-2.6371e-01,1.0889e-01,-3.1705e-01,2.6106e-01,3.3760e+00,5.2609e+00,2.5796e+01,-1.5855e+05
-1.4982e-01,3.1038e-01,-9.1827e-01,1.2603e-01,1.3481e+00,1.5217e+00,2.8720e+01,-1.5086e+05
-4.8463e-01,5.1512e-02,-8.3794e-01,1.5197e-01,2.5340e+00,5.7613e+00,2.7404e+01,-1.1841e+05
1.5459e-01,2.1306e-01,-1.6965e-02,1.8196e-01,3.0880e+00,7.5793e+00,2.7574e+01,-1.4798e+05
-2.1858e-01,2.3172e-01,-5.4473e-01,3.7895e-01,3.9882e+00,4.7828e+00,2.9673e+01,-1.5947e+05
-2.1901e-01,3.9773e-01,-9.0465e-01,3.0756e-01,1.1020e+00,5.7254e+00,2.7129e+01,-1.3066e+05
-2.3446e-01,1.2746e-01,-9.4428e-01,4.5773e-02,1.4067e+00,4.9719e+00,2.6010e+01,-1.2053e+05
1.5987e-01,3.9886e-01,-2.1628e-01,2.9557e-01,2.1489e+00,5.7651e+00,2.8254e+01,-1.3849e+05
-3.9885e-01,4.4628e-02,-6.9481e-01,2.8375e-01,3.3550e+00,5.7667e+00,2.9370e+01,-1.3890e+05
-3.6773e-01,3.7029e-01,-8.6481e-01,7.6754e-02,2.9012e+00,2.9441e+00,2.7831e+01,-1.2713e+05
1.3880e-01,7.4045e-02,-9.8086e-01,2.2675e-01,4.0699e+00,7.7755e+00,2.8766e+01,-1.5966e+05
-2.2180e-01,5.9503e-02,-8.9498e-01,3.4855e-01,2.5916e+00,3.5895e+00,2.5948e+01,-1.5205e+05
-2.4026e-01,8.9101e-02,-5.8093e-01,1.2593e-01,1.1969e+00,6.6869e+00,2.9069e+01,-1.5188e+05
-2.3978e-01,3.0567e-01,-9.8086e-01,2.9303e-01,1.5638e+00,5.2788e+00,2.7176e+01,-1.3284e+05
7.6013e-02,9.9576e-02,-6.6220e-01,2.1250e-01,2.1648e+00,5.4059e+00,2.5127e+01,-1.4298e+05
-3.0576e-01,2.7240e-01,-9.6682e-01,1.3513e-01,2.8981e+00,1.3950e+00,2.9867e+01,-1.5258e+05
4.0120e-02,1.0524e-01,-3.7848e-02,1.4281e-01,2.7578e+00,7.8034e+00,2.8932e+01,-1.3980e+05
-7.2186e-02,7.8906e-02,-7.5112e-01,9.5260e-02,2.1472e+00,4.6640e+00,2.7879e+01,-1.4058e+05
7.9076e-02,1.7573e-01,-3.3310e-01,3.4996e-01,2.3181e+00,5.2303e-01,2.8970e+01,-1.4188e+05
-1.7463e-02,1.8949e-01,-9.8658e-01,1.6626e-01,1.2072e+00,4.2912e+00,2.6048e+01,-1.2928e+05
-2.9468e-01,1.0054e-01,-6.7329e-01,2.0016e-02,2.0672e+00,7.6060e+00,2.7089e+01,-6.3831e+04
-9.1318e-02,2.5210e-01,-9.4972e-01,6.6217e-02,3.0252e+00,4.8197e+00,2.6371e+01,-1.5574e+05
-4.7814e-01,3.5466e-01,-8.8332e-02,5.4384e-02,3.3972e+00,5.5365e+00,2.5288e+01,-1.5955e+05
-4.3654e-01,1.4666e-01,-4.0943e-01,3.7289e-01,1.4217e+00,3.1761e+00,2.8773e+01,-1.4755e+05
9.2371e-02,2.3855e-02,-4.4045e-01,2.0279e-01,2.2148e+00,7.9272e+00,2.8077e+01,-1.3945e+05
1.3732e-01,6.9784e-02,-1.0781e-02,3.5692e-01,3.0786e+00,7.6016e+00,2.7331e+01,-1.5148e+05
-2.5780e-01,1.8497e-01,-9.0089e-01,2.9100e-01,1.1657e+00,5.2229e-01,2.9210e+01,-1.5979e+05
1.9126e-01,2.4112e-01,-2.7889e-01,2.5453e-01,4.0369e+00,7.3800e+00,2.8698e+01,-1.5889e+05
-3.4404e-01,3.6573e-01,-4.5916e-01,2.6811e-01,2.9243e+00,4.5511e+00,2.9137e+01,-8.4221e+04
-2.7481e-01,1.5637e-01,-5.9245e-02,2.7112e-01,3.2521e+00,6.6611e+00,2.8272e+01,-1.5111e+05
-2.4511e-01,3.7212e-02,-1.5929e-01,6.9786e-02,1.0691e+00,1.4979e+00,2.7103e+01,-1.4202e+05
-1.0670e-01,3.7828e-01,-2.8969e-01,1.5593e-01,2.5123e+00,4.6291e+00,2.9667e+01,-1.4296e+05
-3.7937e-01,3.7685e-01,-9.8016e-01,1.5101e-01,1.4631e+00,6.2761e+00,2.8790e+01,-1.3901e+05
-1.4194e-01,3.2094e-02,-2.6479e-01,2.5923e-01,1.6402e+00,5.0113e+00,2.9476e+01,-1.4838e+05
4.8292e-02,3.9139e-02,-8.4555e-01,2.3529e-01,1.1639e+00,3.3976e+00,2.5184e+01,-1.2473e+05
2.0136e-01,3.9701e-01,-4.4987e-01,3.3043e-01,2.4766e+00,2.2924e+00,2.6170e+01,-1.0174e+05
-2.1776e-01,3.3687e-01,-5.5035e-01,3.4163e-01,1.4414e+00,4.7853e-01,2.9483e+01,-1.5793e+05
-4.8084e-01,3.7216e-01,-8.8207e-01,2.6291e-01,3.0215e+00,3.2970e+00,2.5730e+01,-1.5838e+05
-3.6381e-01,2.4802e-01,-1.5594e-01,2.2315e-01,2.2706e+00,6.0536e+00,2.5897e+01,-1.2648e+05
-4.6033e-01,1.6214e-01,-3.4493e-01,2.2835e-01,3.2827e+00,4.4653e+00,2.8880e+01,-1.2194e+05
-4.8544e-01,3.2848e-01,-8.5680e-01,9.0441e-02,1.9899e+00,4.7567e+00,2.5651e+01,-1.2298e+05
1.7564e-01,9.0309e-02,-8.7451e-01,3.9307e-01,1.9509e+00,7.5159e+00,2.7250e+01,-1.3151e+05
-3.6255e-02,2.6601e-01,-6.0819e-01,3.9237e-01,2.7773e+00,6.4807e+00,2.9848e+01,-1.4765e+05
2.0337e-01,1.8764e-01,-9.6189e-01,2.7201e-02,1.9849e+00,3.7209e+00,2.9371e+01,-1.4174e+05
-3.0452e-01,3.9843e-01,-3.3678e-01,3.3080e-01,2.0857e+00,2.4062e+00,2.7999e+01,-1.4063e+05
-5.1516e-02,1.5029e-01,-7.3257e-01,5.9455e-02,1.6684e+00,1.9637e+00,2.9754e+01,-1.5618e+05
-6.3336e-02,1.6855e-01,-5.0122e-01,1.7841e-01,1.6088e+00,5.7233e+00,2.5525e+01,-6.2773e+04
-4.4970e-01,3.7859e-01,-2.0699e-01,3.4919e-01,2.5759e+00,3.7074e+00,2.8344e+01,-1.2630e+05
-1.4309e-01,3.1647e-01,-1.5397e-01,3.3000e-01,1.7919e+00,9.6297e-01,2.8571e+01,-1.4008e+05
-2.7324e-02,3.2265e-01,-5.6094e-02,2.0546e-01,1.3892e+00,1.7212e+00,2.7547e+01,-1.4004e+05
-6.7038e-02,2.6864e-01,-3.3895e-02,9.4733e-02,2.6404e+00,3.8672e+00,2.7541e+01,-1.5638e+04
5.6939e-02,3.2811e-02,-3.8132e-01,2.9541e-01,4.0301e+00,6.4231e+00,2.9729e+01,-1.5843e+05
-3.2965e-02,4.8278e-02,-1.3899e-01,2.8779e-01,3.7372e+00,7.8324e+00,2.6638e+01,-1.5891e+05
1.3441e-01,1.7902e-01,-3.2786e-01,1.3535e-01,1.5374e+00,7.3586e+00,2.6759e+01,-1.2926e+05
-2.0693e-01,3.1170e-01,-7.8703e-01,2.8113e-01,3.7169e+00,7.0157e+00,2.7749e+01,-1.5906e+05
-2.7791e-01,3.4658e-01,-4.5344e-01,6.1681e-02,1.1786e+00,4.0813e+00,2.7018e+01,-1.3130e+05
-4.4400e-01,2.0389e-01,-2.1040e-01,1.5205e-01,1.9711e+00,5.3107e+00,2.6799e+01,-9.8969e+04
1.2488e-01,6.6969e-02,-4.5864e-01,3.0639e-01,2.5668e+00,6.5981e+00,2.9815e+01,-1.4367e+05
-3.1273e-02,1.0913e-01,-4.5636e-02,2.5487e-01,1.0511e+00,4.7262e+00,2.6492e+01,-1.3094e+05
-1.7547e-02,1.6619e-01,-8.6311e-01,3.8253e-01,2.1101e+00,5.8550e+00,2.5472e+01,-1.3530e+05
-3.2730e-01,3.6166e-01,-3.0426e-01,2.1173e-01,1.6902e+00,6.5472e+00,2.7695e+01,-1.3192e+05
-1.1502e-01,2.4315e-01,-5.9966e-01,3.5067e-02,1.4195e+00,4.8775e+00,2.5374e+01,-1.0054e+05
-1.7715e-01,3.4016e-01,-1.7365e-01,1.6973e-01,1.6669e+00,3.6969e+00,2.5237e+01,-4.8821e+04
-2.1118e-01,2.3332e-01,-1.6950e-01,2.5786e-01,1.4014e+00,4.8639e+00,2.6991e+01,-1.2812e+05
-2.4852e-01,3.4956e-01,-2.2716e-03,2.6456e-01,3.9014e+00,4.1507e+00,2.9142e+01,-1.5930e+05
-4.0598e-01,5.7951e-02,-8.8484e-01,1.0450e-01,1.4205e+00,5.2371e+00,2.5509e+01,-9.6275e+04
2.4092e-01,1.0782e-01,-8.6854e-01,1.2313e-01,1.3589e+00,5.0619e-01,2.7159e+01,-1.3597e+05
3.0785e-02,3.7195e-01,-1.0095e-01,1.4381e-01,1.7270e+00,6.2540e+00,2.8197e+01,-1.3213e+05
-8.6026e-02,2.3532e-01,-2.3917e-01,2.5780e-01,2.1421e+00,1.9857e+00,2.7110e+01,-1.3711e+05
2.0043e-01,1.8164e-01,-2.1641e-01,6.2403e-02,1.3717e+00,8.5924e-01,2.6723e+01,-1.3327e+05
-2.1989e-01,3.5058e-01,-5.0048e-01,1.4488e-01,3.3407e+00,4.5037e-01,2.9721e+01,-9.1202e+04
-8.7593e-02,1.3825e-01,-7.8721e-01,3.8715e-01,1.4027e+00,3.5171e+00,2.7935e+01,-1.3678e+05
3.4300e-02,3.2879e-02,-1.7198e-01,2.9021e-01,2.9737e+00,1.8056e-01,2.7884e+01,-7.6609e+04
-3.9331e-01,6.2927e-02,-8.0696e-01,3.0358e-01,1.8693e+00,1.0219e+00,2.8522e+01,-1.3712e+05
1.3291e-01,2.0336e-01,-9.1029e-01,3.3157e-01,2.1975e+00,1.6915e+00,2.7932e+01,-1.4566e+05
-1.3818e-01,3.4708e-01,-2.0328e-01,3.3265e-01,3.8564e+00,6.0892e+00,2.7890e+01,-1.5928e+05
2.3571e-01,2.3418e-01,-8.8708e-01,1.3921e-01,3.3291e+00,5.5846e+00,2.7348e+01,-1.5695e+05
-1.5097e-01,7.9560e-02,-8.3428e-02,2.9423e-01,3.2380e+00,1.5484e+00,2.8535e+01,-7.4322e+04
-6.1535e-02,1.9646e-01,-6.6621e-01,2.3259e-01,1.3760e+00,6.3445e+00,2.7555e+01,-1.2943e+05
-6.9927e-02,9.3973e-02,-5.4681e-01,7.7888e-02,1.2497e+00,6.9344e+00,2.6102e+01,-1.2639e+05
-4.3521e-01,3.9126e-02,-3.0395e-01,2.8216e-01,2.7668e+00,2.1199e+00,2.7780e+01,-2.5998e+04
-2.9876e-01,1.9935e-01,-9.2116e-01,2.3392e-02,3.2333e+00,7.6507e+00,2.5173e+01,-1.5848e+05
