logfeh_mean,logdust_med,logNpix,tau,dmod,logl
-3.6401e-01,-3.4228e-01,4.9619e+00,2.8482e+00,3.2366e+01,-2.2186e+01
-2.5587e-01,-4.9501e-01,4.9302e+00,2.9398e+00,3.2318e+01,-2.2422e+01
-2.8207e-01,-4.7726e-01,4.9190e+00,2.8679e+00,3.2287e+01,-2.2497e+01
-3.5035e-01,-2.8160e-01,4.9885e+00,3.0339e+00,3.2409e+01,-2.2267e+01
-1.6116e-01,-6.8718e-01,4.8886e+00,2.7510e+00,3.2214e+01,-2.2470e+01
-2.6681e-01,-4.6929e-01,4.9482e+00,2.9908e+00,3.2362e+01,-2.2266e+01
-2.8497e-01,-4.3179e-01,4.9366e+00,3.0210e+00,3.2326e+01,-2.2485e+01
-1.9703e-01,-5.7129e-01,4.9388e+00,2.9810e+00,3.2344e+01,-2.2276e+01
-3.3674e-01,-3.6184e-01,4.9686e+00,2.9400e+00,3.2390e+01,-2.2007e+01
-2.9794e-01,-4.6598e-01,4.9367e+00,2.8466e+00,3.2333e+01,-2.2446e+01
-3.3960e-01,-3.8223e-01,4.9779e+00,2.8673e+00,3.2418e+01,-2.2515e+01
-2.6204e-01,-4.8941e-01,4.9383e+00,2.9423e+00,3.2339e+01,-2.2409e+01
-3.6939e-01,-3.2291e-01,4.9645e+00,2.8569e+00,3.2364e+01,-2.2135e+01
-3.5602e-01,-4.0613e-01,4.9598e+00,2.7036e+00,3.2378e+01,-2.2410e+01
-2.7661e-01,-4.8989e-01,4.9204e+00,2.8929e+00,3.2298e+01,-2.2433e+01
-3.4472e-01,-4.0439e-01,4.9472e+00,2.7769e+00,3.2346e+01,-2.2486e+01
-2.9491e-01,-4.8061e-01,4.9442e+00,2.7840e+00,3.2351e+01,-2.2323e+01
-3.0775e-01,-4.5463e-01,4.9173e+00,2.8354e+00,3.2283e+01,-2.2473e+01
-2.7188e-01,-4.9386e-01,4.9247e+00,2.8553e+00,3.2303e+01,-2.2483e+01
-2.2501e-01,-5.3564e-01,4.9368e+00,2.9723e+00,3.2338e+01,-2.1842e+01
-3.7040e-01,-2.7331e-01,4.9718e+00,2.9564e+00,3.2363e+01,-2.1953e+01
-3.1925e-01,-3.7576e-01,4.9596e+00,3.0142e+00,3.2374e+01,-2.2481e+01
-2.5771e-01,-4.9571e-01,4.9069e+00,2.9363e+00,3.2261e+01,-2.2390e+01
-3.2691e-01,-2.8853e-02,5.0383e+00,2.7007e+00,3.2326e+01,-2.2469e+01
-2.5448e-03,-9.5675e-01,4.8171e+00,2.6776e+00,3.1991e+01,-2.2478e+01
-2.5670e-01,-5.2277e-01,4.9161e+00,2.8550e+00,3.2287e+01,-2.2118e+01
-3.4561e-01,-3.4238e-01,4.9587e+00,2.9468e+00,3.2359e+01,-2.2079e+01
-2.2992e-01,-5.4377e-01,4.9204e+00,2.9068e+00,3.2296e+01,-2.2477e+01
-3.8939e-01,-1.6126e-01,5.0069e+00,2.8082e+00,3.2372e+01,-2.2201e+01
