logfeh_mean,logdust_med,logNpix,tau,dmod,logl
-4.9902e-01,-9.8904e-01,1.8803e+00,4.2856e+00,2.5780e+01,-1.8742e+03
-4.9816e-01,-9.9640e-01,1.9157e+00,4.3041e+00,2.5887e+01,-1.8743e+03
-4.9725e-01,-9.8049e-01,1.8685e+00,4.3858e+00,2.5759e+01,-1.8643e+03
-4.9896e-01,-9.9074e-01,1.8926e+00,4.2325e+00,2.5820e+01,-1.8718e+03
-4.9583e-01,-9.8706e-01,1.8746e+00,4.3558e+00,2.5770e+01,-1.8751e+03
-4.9982e-01,-9.9067e-01,1.9200e+00,4.3867e+00,2.5909e+01,-1.8734e+03
-4.9947e-01,-9.9667e-01,1.8652e+00,4.2590e+00,2.5732e+01,-1.8700e+03
-4.9869e-01,-9.9824e-01,1.8867e+00,4.2071e+00,2.5798e+01,-1.8751e+03
-4.9973e-01,-9.8193e-01,1.9159e+00,4.2394e+00,2.5881e+01,-1.8690e+03
-4.9937e-01,-9.9762e-01,1.9172e+00,4.2806e+00,2.5897e+01,-1.8728e+03
-4.9966e-01,-9.9626e-01,1.9120e+00,4.2737e+00,2.5884e+01,-1.8724e+03
-4.9916e-01,-9.9313e-01,1.8621e+00,4.3844e+00,2.5738e+01,-1.8689e+03
-4.9938e-01,-9.9411e-01,1.9129e+00,4.2538e+00,2.5884e+01,-1.8642e+03
-4.9902e-01,-9.9220e-01,1.9181e+00,4.3585e+00,2.5909e+01,-1.8700e+03
-4.9705e-01,-9.9128e-01,1.8605e+00,4.2473e+00,2.5725e+01,-1.8661e+03
-4.9920e-01,-9.9729e-01,1.9148e+00,4.2987e+00,2.5892e+01,-1.8662e+03
-4.9973e-01,-9.9825e-01,1.8686e+00,4.2526e+00,2.5749e+01,-1.8362e+03
-4.9746e-01,-9.9172e-01,1.8616e+00,4.2712e+00,2.5732e+01,-1.8434e+03
-4.9983e-01,-9.9754e-01,1.9158e+00,4.2624e+00,2.5884e+01,-1.8735e+03
-4.9969e-01,-9.8785e-01,1.8678e+00,4.3206e+00,2.5754e+01,-1.8656e+03
-4.9914e-01,-9.9950e-01,1.8911e+00,4.1589e+00,2.5811e+01,-1.8772e+03
-4.9863e-01,-9.9374e-01,1.9176e+00,4.2597e+00,2.5896e+01,-1.8763e+03
-4.9661e-01,-9.9902e-01,1.8871e+00,4.2167e+00,2.5797e+01,-1.8770e+03
-4.9859e-01,-9.9822e-01,1.9168e+00,4.2893e+00,2.5897e+01,-1.8622e+03
-4.9829e-01,-9.9846e-01,1.9108e+00,4.2297e+00,2.5875e+01,-1.8764e+03
