niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_mean,logfeh_std,logdust_med,dust_sig,logNpix,tau,dmod
1.9400e+02,1.0000e+00,2.6722e+01,-1.6121e+05,-1.6122e+05,-3.8761e-01,-1.6122e+05,1.2073e-01,7.2954e+00,1.5759e+05,2.5977e+03,-7.3500e-02,3.5850e-02,-4.3659e-03,2.5522e-01,4.1179e+00,7.4576e+00,2.6708e+01
1.9500e+02,1.0000e+00,2.6823e+01,-1.6121e+05,-1.6122e+05,-3.8961e-01,-1.6122e+05,1.1140e-01,6.2114e+00,1.5758e+05,2.6022e+03,2.9498e-02,7.6937e-02,-2.5394e-01,3.3578e-01,3.5349e+00,3.5626e+00,2.5763e+01
1.9600e+02,1.0000e+00,2.6923e+01,-1.6121e+05,-1.6121e+05,-3.9161e-01,-1.6121e+05,1.1326e-01,6.4208e+00,1.5757e+05,2.6067e+03,-4.0205e-01,3.5144e-02,-1.6019e-01,2.8602e-02,3.8933e+00,6.2018e+00,2.6480e+01
1.9700e+02,2.0000e+00,2.6986e+01,-1.6118e+05,-1.6118e+05,-3.9361e-01,-1.6118e+05,1.2078e-01,7.3014e+00,1.5757e+05,2.6110e+03,-3.7059e-02,3.8846e-01,-7.0053e-01,3.4138e-01,3.1890e+00,4.2918e-01,2.5451e+01
1.9800e+02,1.0000e+00,2.7086e+01,-1.6114e+05,-1.6115e+05,-3.9560e-01,-1.6115e+05,1.2080e-01,7.3034e+00,1.5754e+05,2.6143e+03,-4.3557e-01,3.0076e-01,-7.0349e-01,1.5387e-01,3.2123e+00,1.9775e+00,2.5816e+01
1.9900e+02,1.0000e+00,2.7186e+01,-1.6110e+05,-1.6110e+05,-3.9760e-01,-1.6110e+05,1.2081e-01,7.3054e+00,1.5751e+05,2.6182e+03,-8.2991e-02,3.7553e-01,-1.2981e-01,2.0152e-01,4.0481e+00,3.3955e+00,2.8887e+01
2.0000e+02,2.0000e+00,2.7248e+01,-1.6108e+05,-1.6109e+05,-3.9960e-01,-1.6109e+05,1.2083e-01,7.3072e+00,1.5746e+05,2.6250e+03,-3.3092e-01,1.8506e-01,-7.6709e-01,3.3480e-01,4.5658e+00,6.5330e+00,2.9806e+01
2.0100e+02,1.0000e+00,2.7347e+01,-1.6103e+05,-1.6104e+05,-4.0160e-01,-1.6104e+05,1.2085e-01,7.3094e+00,1.5745e+05,2.6271e+03,9.7751e-02,3.8227e-01,-9.0993e-01,9.8756e-02,3.5261e+00,2.4866e+00,2.7635e+01
2.0200e+02,2.0000e+00,2.7408e+01,-1.6103e+05,-1.6104e+05,-4.0360e-01,-1.6104e+05,1.1313e-01,6.4057e+00,1.5740e+05,2.6326e+03,-4.4625e-01,2.7469e-01,-7.4523e-01,5.0736e-02,4.1651e+00,7.5166e+00,2.8441e+01
2.0300e+02,1.0000e+00,2.7507e+01,-1.6101e+05,-1.6102e+05,-4.0559e-01,-1.6102e+05,1.2088e-01,7.3134e+00,1.5740e+05,2.6377e+03,5.2149e-02,1.3417e-01,-7.9558e-01,1.4796e-01,3.6378e+00,4.1792e+00,2.6555e+01
2.0400e+02,2.0000e+00,2.7568e+01,-1.6101e+05,-1.6102e+05,-4.0759e-01,-1.6102e+05,1.1874e-01,7.0561e+00,1.5738e+05,2.6429e+03,1.2935e-01,1.3790e-01,-1.5101e-01,3.6631e-01,4.5996e+00,6.9511e+00,2.9189e+01
2.0500e+02,1.0000e+00,2.7665e+01,-1.6101e+05,-1.6101e+05,-4.0959e-01,-1.6101e+05,1.1348e-01,6.4457e+00,1.5738e+05,2.6480e+03,2.9896e-02,2.9613e-01,-9.9912e-02,3.1608e-01,3.3966e+00,2.3999e+00,2.5757e+01
2.0600e+02,2.0000e+00,2.7725e+01,-1.6098e+05,-1.6099e+05,-4.1159e-01,-1.6099e+05,1.2093e-01,7.3193e+00,1.5737e+05,2.6543e+03,-4.8044e-02,1.6793e-01,-5.8769e-01,2.2248e-01,4.5037e+00,6.1381e+00,2.9259e+01
2.0700e+02,2.0000e+00,2.7785e+01,-1.6096e+05,-1.6097e+05,-4.1359e-01,-1.6097e+05,1.2095e-01,7.3213e+00,1.5735e+05,2.6586e+03,2.0137e-01,2.7815e-01,-1.8323e-01,6.6465e-02,3.8755e+00,4.0458e+00,2.7369e+01
2.0800e+02,1.0000e+00,2.7882e+01,-1.6095e+05,-1.6096e+05,-4.1558e-01,-1.6096e+05,1.2095e-01,7.3223e+00,1.5733e+05,2.6602e+03,4.8658e-02,1.3975e-01,-5.0387e-01,3.9162e-02,3.3301e+00,2.3325e+00,2.6467e+01
2.0900e+02,1.0000e+00,2.7979e+01,-1.6095e+05,-1.6095e+05,-4.1758e-01,-1.6095e+05,1.1784e-01,6.9501e+00,1.5732e+05,2.6647e+03,-4.3955e-01,1.9595e-01,-1.4137e-01,5.9655e-02,4.4120e+00,4.8173e+00,2.9578e+01
2.1000e+02,1.0000e+00,2.8075e+01,-1.6093e+05,-1.6094e+05,-4.1958e-01,-1.6094e+05,1.2100e-01,7.3273e+00,1.5731e+05,2.6663e+03,-4.3735e-01,3.0912e-01,-4.9073e-01,2.7120e-01,3.5213e+00,3.0303e+00,2.7234e+01
2.1100e+02,1.0000e+00,2.8171e+01,-1.6092e+05,-1.6092e+05,-4.2158e-01,-1.6092e+05,1.2101e-01,7.3293e+00,1.5730e+05,2.6708e+03,3.1365e-03,5.4032e-02,-8.7904e-01,2.1983e-01,3.2868e+00,1.1773e-01,2.6924e+01
2.1200e+02,1.0000e+00,2.8267e+01,-1.6087e+05,-1.6088e+05,-4.2358e-01,-1.6088e+05,1.2103e-01,7.3313e+00,1.5728e+05,2.6741e+03,-4.3366e-01,4.1544e-02,-8.9673e-01,2.0442e-01,3.6986e+00,8.1807e-01,2.9161e+01
2.1300e+02,3.0000e+00,2.8287e+01,-1.6080e+05,-1.6081e+05,-4.2557e-01,-1.6081e+05,1.2105e-01,7.3333e+00,1.5724e+05,2.6836e+03,-4.6008e-02,3.2310e-01,-7.9927e-01,1.2933e-01,4.3137e+00,7.2498e+00,2.8657e+01
2.1400e+02,3.0000e+00,2.8307e+01,-1.6070e+05,-1.6071e+05,-4.2757e-01,-1.6071e+05,1.2106e-01,7.3353e+00,1.5717e+05,2.6943e+03,-4.9837e-01,1.2235e-01,-9.6619e-01,1.9779e-01,3.1633e+00,1.7177e+00,2.6144e+01
2.1500e+02,2.0000e+00,2.8364e+01,-1.6066e+05,-1.6067e+05,-4.2957e-01,-1.6067e+05,1.2108e-01,7.3373e+00,1.5707e+05,2.6998e+03,1.3490e-01,2.7981e-01,-9.7423e-01,6.9749e-02,4.2244e+00,6.7188e+00,2.8585e+01
2.1600e+02,1.0000e+00,2.8458e+01,-1.6065e+05,-1.6066e+05,-4.3157e-01,-1.6066e+05,1.2109e-01,7.3385e+00,1.5703e+05,2.7020e+03,8.2136e-02,3.1734e-01,-2.3840e-01,3.6747e-01,3.6345e+00,4.5901e+00,2.6009e+01
2.1700e+02,3.0000e+00,2.8478e+01,-1.6060e+05,-1.6060e+05,-4.3357e-01,-1.6060e+05,1.2111e-01,7.3413e+00,1.5702e+05,2.7144e+03,-2.4495e-01,9.3154e-02,-5.2253e-01,1.0093e-01,4.0438e+00,6.2368e+00,2.7946e+01
2.1800e+02,1.0000e+00,2.8571e+01,-1.6053e+05,-1.6054e+05,-4.3556e-01,-1.6054e+05,1.2113e-01,7.3433e+00,1.5696e+05,2.7183e+03,9.0857e-02,2.1471e-01,-8.2316e-01,2.1792e-01,3.3640e+00,3.6119e+00,2.5715e+01
2.1900e+02,1.0000e+00,2.8665e+01,-1.6050e+05,-1.6050e+05,-4.3756e-01,-1.6050e+05,1.2114e-01,7.3453e+00,1.5690e+05,2.7216e+03,-3.6367e-01,2.9501e-01,-3.6612e-01,1.6858e-01,4.0245e+00,5.0844e+00,2.8395e+01
2.2000e+02,1.0000e+00,2.8758e+01,-1.6048e+05,-1.6048e+05,-4.3956e-01,-1.6048e+05,1.2116e-01,7.3473e+00,1.5686e+05,2.7261e+03,-2.5714e-01,5.5301e-02,-8.1577e-01,3.3516e-01,1.3046e+00,4.2204e+00,2.9920e+01
2.2100e+02,1.0000e+00,2.8851e+01,-1.6041e+05,-1.6042e+05,-4.4156e-01,-1.6042e+05,1.2118e-01,7.3493e+00,1.5684e+05,2.7306e+03,2.4736e-02,5.4935e-02,-9.4620e-01,3.4786e-01,3.5199e+00,6.9703e+00,2.5438e+01
2.2200e+02,1.0000e+00,2.8944e+01,-1.6041e+05,-1.6042e+05,-4.4356e-01,-1.6042e+05,1.1277e-01,6.3646e+00,1.5678e+05,2.7351e+03,-2.0728e-01,2.5660e-01,-2.8355e-01,2.1033e-01,4.0403e+00,6.6776e+00,2.7800e+01
2.2300e+02,1.0000e+00,2.9036e+01,-1.6040e+05,-1.6041e+05,-4.4555e-01,-1.6041e+05,1.2121e-01,7.3533e+00,1.5678e+05,2.7396e+03,-3.2066e-01,2.4131e-01,-9.0940e-02,2.5390e-01,4.0975e+00,4.2450e+00,2.9213e+01
2.2400e+02,1.0000e+00,2.9129e+01,-1.6040e+05,-1.6040e+05,-4.4755e-01,-1.6040e+05,1.1610e-01,6.7458e+00,1.5676e+05,2.7441e+03,-9.9903e-02,2.5344e-01,-3.5459e-01,3.5128e-01,3.2471e+00,1.2777e+00,2.6132e+01
2.2500e+02,1.0000e+00,2.9221e+01,-1.6038e+05,-1.6039e+05,-4.4955e-01,-1.6039e+05,1.2124e-01,7.3571e+00,1.5676e+05,2.7498e+03,-1.2663e-01,2.4295e-01,-6.2888e-01,3.7334e-01,3.8719e+00,5.5693e+00,2.7310e+01
2.2600e+02,2.0000e+00,2.9275e+01,-1.6027e+05,-1.6027e+05,-4.5155e-01,-1.6027e+05,1.2126e-01,7.3593e+00,1.5675e+05,2.7566e+03,-1.3055e-02,2.4125e-01,-5.6300e-01,7.4051e-02,4.1257e+00,5.1164e+00,2.9126e+01
2.2700e+02,1.0000e+00,2.9366e+01,-1.6025e+05,-1.6026e+05,-4.5355e-01,-1.6026e+05,1.2128e-01,7.3613e+00,1.5663e+05,2.7600e+03,9.1296e-03,2.8280e-02,-7.9912e-01,1.6954e-01,4.0758e+00,6.2749e+00,2.8425e+01
2.2800e+02,1.0000e+00,2.9457e+01,-1.6024e+05,-1.6025e+05,-4.5554e-01,-1.6025e+05,1.2121e-01,7.3529e+00,1.5662e+05,2.7627e+03,1.6106e-01,1.3322e-01,-7.7981e-01,5.3303e-02,3.0254e+00,1.5116e+00,2.5663e+01
2.2900e+02,1.0000e+00,2.9548e+01,-1.6024e+05,-1.6024e+05,-4.5754e-01,-1.6024e+05,1.2037e-01,7.2514e+00,1.5661e+05,2.7668e+03,-4.5716e-01,2.7438e-01,-2.3288e-01,2.8908e-01,4.1875e+00,4.5063e+00,2.9829e+01
2.3000e+02,5.0000e+00,2.9487e+01,-1.6019e+05,-1.6020e+05,-4.5954e-01,-1.6020e+05,1.2133e-01,7.3673e+00,1.5660e+05,2.7869e+03,1.1738e-01,3.2579e-02,-4.3050e-01,7.6056e-02,3.3202e+00,7.5958e-01,2.7276e+01
2.3100e+02,3.0000e+00,2.9502e+01,-1.6017e+05,-1.6018e+05,-4.6154e-01,-1.6018e+05,1.2134e-01,7.3693e+00,1.5656e+05,2.7987e+03,-3.1338e-01,3.5475e-01,-6.2915e-01,2.5569e-01,3.4565e+00,2.0780e+00,2.8184e+01
2.3200e+02,2.0000e+00,2.9554e+01,-1.6014e+05,-1.6015e+05,-4.6354e-01,-1.6015e+05,1.2136e-01,7.3713e+00,1.5654e+05,2.8030e+03,1.2935e-02,4.3256e-02,-2.5946e-01,2.7559e-01,1.0416e+00,5.4185e+00,2.8950e+01
2.3300e+02,1.0000e+00,2.9644e+01,-1.6008e+05,-1.6009e+05,-4.6553e-01,-1.6009e+05,1.2137e-01,7.3733e+00,1.5651e+05,2.8071e+03,-3.4901e-01,1.3093e-01,-8.3990e-01,2.0391e-01,3.5826e+00,3.3660e+00,2.8055e+01
2.3400e+02,5.0000e+00,2.9583e+01,-1.6003e+05,-1.6004e+05,-4.6753e-01,-1.6004e+05,1.2139e-01,7.3753e+00,1.5645e+05,2.8269e+03,4.0369e-02,1.8023e-01,-3.4899e-01,3.4070e-01,3.5882e+00,7.7209e+00,2.5383e+01
2.3500e+02,1.0000e+00,2.9672e+01,-1.5999e+05,-1.6000e+05,-4.6953e-01,-1.6000e+05,1.2141e-01,7.3773e+00,1.5640e+05,2.8286e+03,-3.8524e-01,1.5651e-01,-7.4654e-01,1.0313e-01,3.2535e+00,3.8925e+00,2.5465e+01
2.3600e+02,1.0000e+00,2.9760e+01,-1.5993e+05,-1.5994e+05,-4.7153e-01,-1.5994e+05,1.2142e-01,7.3793e+00,1.5636e+05,2.8302e+03,1.1177e-01,5.4976e-02,-1.1221e-01,2.6247e-02,4.4557e+00,7.2003e+00,2.9252e+01
2.3700e+02,1.0000e+00,2.9849e+01,-1.5990e+05,-1.5991e+05,-4.7353e-01,-1.5991e+05,1.2144e-01,7.3813e+00,1.5630e+05,2.8323e+03,-2.9438e-01,5.9805e-02,-2.1743e-01,3.9134e-01,3.4754e+00,3.9195e+00,2.6107e+01
2.3800e+02,1.0000e+00,2.9937e+01,-1.5989e+05,-1.5990e+05,-4.7552e-01,-1.5990e+05,1.2146e-01,7.3832e+00,1.5627e+05,2.8362e+03,-2.1844e-02,2.6135e-01,-9.4215e-01,3.1535e-01,3.4630e+00,2.9150e+00,2.7982e+01
2.3900e+02,4.0000e+00,2.9912e+01,-1.5987e+05,-1.5988e+05,-4.7752e-01,-1.5988e+05,1.2147e-01,7.3853e+00,1.5626e+05,2.8538e+03,9.8447e-02,1.3537e-01,-6.0151e-01,1.9073e-01,1.0821e+00,4.9787e+00,2.9023e+01
2.4000e+02,1.0000e+00,3.0000e+01,-1.5986e+05,-1.5986e+05,-4.7952e-01,-1.5986e+05,1.2149e-01,7.3873e+00,1.5624e+05,2.8590e+03,5.8429e-02,3.2361e-01,-4.3243e-01,3.7895e-01,4.3958e+00,7.8032e+00,2.9545e+01
2.4100e+02,1.0000e+00,3.0087e+01,-1.5979e+05,-1.5980e+05,-4.8152e-01,-1.5980e+05,1.2151e-01,7.3893e+00,1.5622e+05,2.8628e+03,-2.5780e-01,1.8497e-01,-9.0089e-01,2.9100e-01,1.1657e+00,5.2229e-01,2.9210e+01
2.4200e+02,1.0000e+00,3.0175e+01,-1.5978e+05,-1.5979e+05,-4.8352e-01,-1.5979e+05,1.2152e-01,7.3912e+00,1.5616e+05,2.8651e+03,5.4439e-02,1.2220e-01,-4.6949e-01,3.3625e-01,3.5725e+00,3.9844e+00,2.7153e+01
2.4300e+02,1.0000e+00,3.0262e+01,-1.5973e+05,-1.5974e+05,-4.8551e-01,-1.5974e+05,1.2154e-01,7.3933e+00,1.5615e+05,2.8689e+03,-1.3415e-02,1.5132e-01,-4.5669e-01,3.5345e-01,4.4824e+00,7.8151e+00,2.9907e+01
2.4400e+02,2.0000e+00,3.0311e+01,-1.5970e+05,-1.5971e+05,-4.8751e-01,-1.5971e+05,1.2156e-01,7.3953e+00,1.5610e+05,2.8744e+03,-2.5077e-01,3.9195e-01,-7.9678e-01,2.7347e-01,3.2991e+00,5.1060e-01,2.7714e+01
2.4500e+02,1.0000e+00,3.0397e+01,-1.5970e+05,-1.5970e+05,-4.8951e-01,-1.5970e+05,1.1277e-01,6.3654e+00,1.5607e+05,2.8766e+03,1.2417e-01,3.1585e-01,-4.5157e-01,2.5311e-01,3.9371e+00,4.5743e+00,2.8876e+01
2.4600e+02,1.0000e+00,3.0483e+01,-1.5966e+05,-1.5967e+05,-4.9151e-01,-1.5967e+05,1.2159e-01,7.3993e+00,1.5606e+05,2.8788e+03,1.3880e-01,7.4045e-02,-9.8086e-01,2.2675e-01,4.0699e+00,7.7755e+00,2.8766e+01
2.4700e+02,2.0000e+00,3.0532e+01,-1.5965e+05,-1.5966e+05,-4.9351e-01,-1.5966e+05,1.2160e-01,7.4011e+00,1.5603e+05,2.8859e+03,-8.3260e-02,2.5921e-01,-3.1382e-01,1.1135e-01,4.1517e+00,6.8662e+00,2.8639e+01
2.4800e+02,2.0000e+00,3.0580e+01,-1.5963e+05,-1.5963e+05,-4.9550e-01,-1.5963e+05,1.2162e-01,7.4033e+00,1.5602e+05,2.8922e+03,-4.7856e-01,3.3887e-01,-1.8348e-01,1.2695e-01,3.1906e+00,1.9921e-01,2.5811e+01
2.4900e+02,1.0000e+00,3.0665e+01,-1.5959e+05,-1.5960e+05,-4.9750e-01,-1.5960e+05,1.2164e-01,7.4053e+00,1.5599e+05,2.8961e+03,1.8515e-01,1.0944e-01,-3.5115e-01,2.4344e-01,3.7603e+00,5.6011e+00,2.7083e+01
2.5000e+02,2.0000e+00,3.0713e+01,-1.5957e+05,-1.5958e+05,-4.9950e-01,-1.5958e+05,1.2165e-01,7.4073e+00,1.5596e+05,2.9040e+03,2.1605e-01,5.9405e-02,-5.0277e-01,3.9585e-01,3.4621e+00,4.4998e+00,2.6187e+01
2.5100e+02,2.0000e+00,3.0760e+01,-1.5955e+05,-1.5956e+05,-5.0150e-01,-1.5956e+05,1.2167e-01,7.4093e+00,1.5594e+05,2.9123e+03,-4.7814e-01,3.5466e-01,-8.8332e-02,5.4384e-02,3.3972e+00,5.5365e+00,2.5288e+01
2.5200e+02,2.0000e+00,3.0807e+01,-1.5955e+05,-1.5955e+05,-5.0350e-01,-1.5955e+05,1.2157e-01,7.3975e+00,1.5592e+05,2.9202e+03,5.1209e-02,1.5894e-01,-1.9840e-01,3.1744e-01,3.8054e+00,5.0199e+00,2.7468e+01
2.5300e+02,2.0000e+00,3.0854e+01,-1.5952e+05,-1.5953e+05,-5.0549e-01,-1.5953e+05,1.2170e-01,7.4132e+00,1.5591e+05,2.9257e+03,1.2841e-01,6.1136e-02,-1.5800e-03,3.8945e-01,3.5407e+00,2.9003e+00,2.7521e+01
2.5400e+02,1.0000e+00,3.0938e+01,-1.5952e+05,-1.5953e+05,-5.0749e-01,-1.5953e+05,1.2050e-01,7.2676e+00,1.5589e+05,2.9295e+03,2.0113e-01,3.2630e-01,-8.9595e-01,3.0264e-01,3.4005e+00,7.9145e+00,2.5014e+01
2.5500e+02,1.0000e+00,3.1022e+01,-1.5949e+05,-1.5949e+05,-5.0949e-01,-1.5949e+05,1.2174e-01,7.4172e+00,1.5589e+05,2.9340e+03,6.3546e-02,1.1997e-01,-4.9243e-01,6.7193e-02,3.4349e+00,5.5772e+00,2.5389e+01
2.5600e+02,1.0000e+00,3.1106e+01,-1.5947e+05,-1.5948e+05,-5.1149e-01,-1.5948e+05,1.2175e-01,7.4192e+00,1.5585e+05,2.9373e+03,-2.1858e-01,2.3172e-01,-5.4473e-01,3.7895e-01,3.9882e+00,4.7828e+00,2.9673e+01
2.5700e+02,3.0000e+00,3.1114e+01,-1.5946e+05,-1.5946e+05,-5.1349e-01,-1.5946e+05,1.2177e-01,7.4212e+00,1.5584e+05,2.9492e+03,9.8161e-02,2.7556e-02,-8.9436e-01,1.7726e-01,3.9662e+00,6.7410e+00,2.8485e+01
2.5800e+02,1.0000e+00,3.1197e+01,-1.5940e+05,-1.5941e+05,-5.1548e-01,-1.5941e+05,1.2179e-01,7.4232e+00,1.5582e+05,2.9532e+03,-4.0473e-01,1.5139e-01,-5.8333e-01,1.5737e-01,3.6490e+00,5.9927e+00,2.7322e+01
2.5900e+02,1.0000e+00,3.1280e+01,-1.5939e+05,-1.5940e+05,-5.1748e-01,-1.5940e+05,1.2180e-01,7.4252e+00,1.5577e+05,2.9565e+03,-1.3336e-01,2.9713e-01,-5.7503e-01,2.9574e-01,3.3520e+00,1.1829e+00,2.7824e+01
2.6000e+02,2.0000e+00,3.1325e+01,-1.5935e+05,-1.5936e+05,-5.1948e-01,-1.5936e+05,1.2182e-01,7.4272e+00,1.5576e+05,2.9652e+03,-3.5629e-01,2.6256e-01,-1.6754e-01,1.9853e-01,3.3214e+00,9.6033e-01,2.7312e+01
2.6100e+02,1.0000e+00,3.1408e+01,-1.5935e+05,-1.5935e+05,-5.2148e-01,-1.5935e+05,1.1821e-01,6.9943e+00,1.5572e+05,2.9674e+03,-8.4084e-02,1.4605e-01,-1.5469e-01,7.9107e-02,1.6790e+00,5.4111e-01,2.9835e+01
2.6200e+02,1.0000e+00,3.1490e+01,-1.5930e+05,-1.5931e+05,-5.2348e-01,-1.5931e+05,1.2185e-01,7.4312e+00,1.5571e+05,2.9718e+03,-2.4852e-01,3.4956e-01,-2.2716e-03,2.6456e-01,3.9014e+00,4.1507e+00,2.9142e+01
2.6300e+02,1.0000e+00,3.1573e+01,-1.5928e+05,-1.5928e+05,-5.2547e-01,-1.5928e+05,1.2187e-01,7.4332e+00,1.5567e+05,2.9763e+03,-1.3818e-01,3.4708e-01,-2.0328e-01,3.3265e-01,3.8564e+00,6.0892e+00,2.7890e+01
2.6400e+02,2.0000e+00,3.1617e+01,-1.5925e+05,-1.5926e+05,-5.2747e-01,-1.5926e+05,1.2188e-01,7.4352e+00,1.5564e+05,2.9830e+03,-2.5559e-01,2.3341e-02,-6.9485e-01,3.8788e-01,3.9058e+00,7.7128e+00,2.8131e+01
2.6500e+02,3.0000e+00,3.1623e+01,-1.5921e+05,-1.5921e+05,-5.2947e-01,-1.5921e+05,1.2190e-01,7.4372e+00,1.5562e+05,2.9937e+03,1.0325e-01,1.7952e-01,-6.6078e-01,1.3292e-01,3.8719e+00,7.9827e+00,2.7760e+01
2.6600e+02,1.0000e+00,3.1704e+01,-1.5910e+05,-1.5911e+05,-5.3147e-01,-1.5911e+05,1.2192e-01,7.4392e+00,1.5557e+05,2.9975e+03,-1.7263e-01,1.5980e-01,-6.1928e-01,2.0552e-01,3.0359e+00,1.6173e+00,2.6170e+01
2.6700e+02,1.0000e+00,3.1786e+01,-1.5908e+05,-1.5908e+05,-5.3347e-01,-1.5908e+05,1.2193e-01,7.4412e+00,1.5547e+05,3.0032e+03,8.7106e-02,9.3883e-02,-7.4674e-01,3.7100e-01,3.7921e+00,3.4613e+00,2.9201e+01
2.6800e+02,2.0000e+00,3.1829e+01,-1.5906e+05,-1.5907e+05,-5.3546e-01,-1.5907e+05,1.2195e-01,7.4432e+00,1.5544e+05,3.0128e+03,-2.0693e-01,3.1170e-01,-7.8703e-01,2.8113e-01,3.7169e+00,7.0157e+00,2.7749e+01
2.6900e+02,1.0000e+00,3.1910e+01,-1.5891e+05,-1.5891e+05,-5.3746e-01,-1.5891e+05,1.2197e-01,7.4452e+00,1.5543e+05,3.0151e+03,-5.2683e-02,2.3933e-01,-6.7152e-01,5.8664e-02,4.1486e+00,7.7190e+00,2.9852e+01
2.7000e+02,2.0000e+00,3.1953e+01,-1.5891e+05,-1.5891e+05,-5.3946e-01,-1.5891e+05,1.1461e-01,6.5746e+00,1.5527e+05,3.0212e+03,-3.2965e-02,4.8278e-02,-1.3899e-01,2.8779e-01,3.7372e+00,7.8324e+00,2.6638e+01
2.7100e+02,1.0000e+00,3.2033e+01,-1.5889e+05,-1.5890e+05,-5.4146e-01,-1.5890e+05,1.2200e-01,7.4492e+00,1.5527e+05,3.0257e+03,9.6626e-03,2.5214e-01,-6.0525e-01,2.6421e-01,3.6046e+00,7.7420e+00,2.6659e+01
2.7200e+02,1.0000e+00,3.2113e+01,-1.5889e+05,-1.5890e+05,-5.4346e-01,-1.5890e+05,1.1266e-01,6.3521e+00,1.5526e+05,3.0273e+03,1.9126e-01,2.4112e-01,-2.7889e-01,2.5453e-01,4.0369e+00,7.3800e+00,2.8698e+01
2.7300e+02,1.0000e+00,3.2193e+01,-1.5883e+05,-1.5884e+05,-5.4545e-01,-1.5884e+05,1.2203e-01,7.4532e+00,1.5526e+05,3.0312e+03,-2.7196e-01,2.9067e-01,-3.9994e-02,3.8687e-01,4.2148e+00,6.9439e+00,2.9827e+01
2.7400e+02,1.0000e+00,3.2273e+01,-1.5883e+05,-1.5883e+05,-5.4745e-01,-1.5883e+05,1.1643e-01,6.7842e+00,1.5520e+05,3.0339e+03,1.4715e-01,3.0914e-02,-9.7871e-02,1.0989e-01,1.5143e+00,2.6112e+00,2.9244e+01
2.7500e+02,2.0000e+00,3.2315e+01,-1.5881e+05,-1.5882e+05,-5.4945e-01,-1.5882e+05,1.2206e-01,7.4572e+00,1.5519e+05,3.0425e+03,-3.3069e-01,1.5783e-01,-5.8774e-01,3.7896e-01,3.3175e+00,1.5754e+00,2.7982e+01
2.7600e+02,3.0000e+00,3.2319e+01,-1.5881e+05,-1.5882e+05,-5.5145e-01,-1.5882e+05,1.2131e-01,7.3653e+00,1.5518e+05,3.0520e+03,-4.3035e-01,5.9244e-02,-9.5406e-01,7.1858e-02,3.5734e+00,4.7344e+00,2.8707e+01
2.7700e+02,2.0000e+00,3.2360e+01,-1.5868e+05,-1.5868e+05,-5.5345e-01,-1.5868e+05,1.2210e-01,7.4612e+00,1.5517e+05,3.0622e+03,-3.5281e-01,1.1053e-01,-1.7549e-01,3.6066e-01,1.1115e+00,4.6291e+00,2.9028e+01
2.7800e+02,2.0000e+00,3.2401e+01,-1.5866e+05,-1.5866e+05,-5.5544e-01,-1.5866e+05,1.2211e-01,7.4632e+00,1.5504e+05,3.0689e+03,-1.5717e-01,1.6554e-01,-3.4191e-01,3.5486e-01,3.2907e+00,3.4815e+00,2.6292e+01
2.7900e+02,1.0000e+00,3.2480e+01,-1.5859e+05,-1.5859e+05,-5.5744e-01,-1.5859e+05,1.2213e-01,7.4652e+00,1.5502e+05,3.0722e+03,-2.6166e-01,1.4795e-01,-2.7516e-01,1.9699e-01,1.1104e+00,7.2287e+00,2.9327e+01
2.8000e+02,1.0000e+00,3.2558e+01,-1.5855e+05,-1.5856e+05,-5.5944e-01,-1.5856e+05,1.2215e-01,7.4672e+00,1.5495e+05,3.0769e+03,-2.6371e-01,1.0889e-01,-3.1705e-01,2.6106e-01,3.3760e+00,5.2609e+00,2.5796e+01
2.8100e+02,2.0000e+00,3.2599e+01,-1.5854e+05,-1.5855e+05,-5.6144e-01,-1.5855e+05,1.2215e-01,7.4680e+00,1.5492e+05,3.0847e+03,-4.8609e-01,3.5817e-01,-2.5977e-01,1.4926e-01,3.6404e+00,5.4263e+00,2.8334e+01
2.8200e+02,1.0000e+00,3.2677e+01,-1.5853e+05,-1.5854e+05,-5.6344e-01,-1.5854e+05,1.2218e-01,7.4712e+00,1.5491e+05,3.0887e+03,-1.1796e-01,2.7360e-01,-4.6029e-01,5.2773e-02,3.2714e+00,6.5748e+00,2.5021e+01
2.8300e+02,1.0000e+00,3.2755e+01,-1.5849e+05,-1.5850e+05,-5.6543e-01,-1.5850e+05,1.2219e-01,7.4732e+00,1.5489e+05,3.0931e+03,-4.4086e-01,2.0320e-01,-8.0370e-01,6.8507e-02,3.6722e+00,7.0631e+00,2.8278e+01
2.8400e+02,3.0000e+00,3.2757e+01,-1.5848e+05,-1.5849e+05,-5.6743e-01,-1.5849e+05,1.2221e-01,7.4748e+00,1.5486e+05,3.1038e+03,-2.9876e-01,1.9935e-01,-9.2116e-01,2.3392e-02,3.2333e+00,7.6507e+00,2.5173e+01
2.8500e+02,1.0000e+00,3.2834e+01,-1.5848e+05,-1.5848e+05,-5.6943e-01,-1.5848e+05,1.1393e-01,6.4962e+00,1.5484e+05,3.1059e+03,1.2998e-01,2.2789e-01,-4.5526e-01,2.3350e-02,3.4788e+00,7.3077e+00,2.6063e+01
2.8600e+02,1.0000e+00,3.2911e+01,-1.5844e+05,-1.5845e+05,-5.7143e-01,-1.5845e+05,1.2224e-01,7.4792e+00,1.5484e+05,3.1110e+03,7.0262e-02,2.0322e-01,-2.3192e-01,1.3510e-01,1.0607e+00,3.7606e+00,2.8517e+01
