logfeh,logdust_med,logNpix,tau,dmod,logl
-2.4994e-01,-5.0038e-01,2.0008e+00,2.9862e+00,2.6010e+01,-8.9490e+02
-2.0569e-01,-5.3409e-01,2.0021e+00,2.8657e+00,2.6023e+01,-9.1548e+02
-3.1901e-01,-4.7728e-01,2.0190e+00,2.7451e+00,2.6056e+01,-9.1860e+02
-2.6251e-01,-5.2856e-01,1.9970e+00,2.8931e+00,2.6005e+01,-9.1141e+02
-2.2394e-01,-5.2355e-01,1.9911e+00,2.8838e+00,2.5981e+01,-9.1356e+02
-2.9766e-01,-5.1922e-01,2.0001e+00,2.9683e+00,2.6013e+01,-9.1494e+02
-2.9300e-01,-5.2093e-01,2.0004e+00,2.9062e+00,2.6018e+01,-9.1155e+02
-2.8360e-01,-5.2178e-01,2.0037e+00,2.9301e+00,2.6028e+01,-9.1880e+02
-2.6824e-01,-5.2826e-01,1.9923e+00,2.8661e+00,2.5987e+01,-9.1823e+02
-2.0196e-01,-5.0974e-01,1.9969e+00,2.8719e+00,2.5994e+01,-9.1377e+02
-2.4571e-01,-5.2746e-01,2.0013e+00,2.9738e+00,2.6026e+01,-9.1602e+02
-2.7881e-01,-5.4629e-01,1.9990e+00,2.8452e+00,2.6022e+01,-9.1946e+02
-2.9752e-01,-5.2683e-01,1.9988e+00,2.8916e+00,2.6009e+01,-9.0863e+02
-2.4327e-01,-4.9608e-01,1.9921e+00,3.0370e+00,2.5993e+01,-9.1691e+02
-1.7899e-01,-5.9153e-01,1.9667e+00,3.0231e+00,2.5915e+01,-9.1898e+02
-2.1480e-01,-5.1221e-01,1.9986e+00,2.9550e+00,2.6013e+01,-9.1814e+02
-2.1155e-01,-5.3054e-01,2.0001e+00,2.8558e+00,2.6014e+01,-9.2043e+02
-2.5713e-01,-5.3432e-01,1.9977e+00,2.8501e+00,2.6009e+01,-9.1768e+02
-2.1823e-01,-5.1938e-01,1.9954e+00,2.9473e+00,2.6004e+01,-9.1695e+02
-2.9042e-01,-5.0513e-01,2.0115e+00,2.9695e+00,2.6048e+01,-9.1192e+02
-2.0325e-01,-5.2454e-01,1.9897e+00,2.8903e+00,2.5982e+01,-9.1217e+02
-2.0341e-01,-5.1529e-01,1.9993e+00,2.9770e+00,2.6011e+01,-9.1742e+02
-2.1130e-01,-5.1095e-01,2.0048e+00,2.9471e+00,2.6029e+01,-9.1001e+02
-2.1508e-01,-5.3714e-01,1.9874e+00,2.8566e+00,2.5981e+01,-9.1459e+02
-2.4883e-01,-5.3381e-01,1.9963e+00,2.8562e+00,2.6007e+01,-9.1847e+02
-2.2288e-01,-5.6094e-01,1.9975e+00,2.8053e+00,2.6017e+01,-9.1095e+02
-2.1612e-01,-5.1421e-01,1.9977e+00,2.9316e+00,2.6000e+01,-9.1745e+02
-2.5821e-01,-5.2318e-01,2.0013e+00,2.9409e+00,2.6024e+01,-9.1654e+02
-2.0805e-01,-5.4159e-01,2.0026e+00,2.9008e+00,2.6028e+01,-8.9891e+02
-2.7867e-01,-5.2268e-01,1.9996e+00,2.9040e+00,2.6017e+01,-9.1873e+02
-2.1944e-01,-5.1695e-01,1.9860e+00,2.8961e+00,2.5967e+01,-9.1730e+02
-2.5898e-01,-5.3616e-01,1.9953e+00,2.8381e+00,2.6007e+01,-9.1842e+02
-2.5742e-01,-5.3054e-01,1.9969e+00,2.8622e+00,2.6001e+01,-9.1613e+02
-2.5188e-01,-5.3256e-01,1.9953e+00,2.8231e+00,2.5997e+01,-9.1033e+02
-2.1334e-01,-5.2010e-01,1.9938e+00,2.8143e+00,2.5980e+01,-9.1712e+02
-2.3510e-01,-5.1458e-01,1.9972e+00,2.9069e+00,2.6001e+01,-9.1041e+02
-2.4161e-01,-5.3524e-01,1.9895e+00,2.8544e+00,2.5988e+01,-9.1372e+02
-2.9494e-01,-5.3007e-01,2.0003e+00,2.9008e+00,2.6021e+01,-9.1119e+02
-2.2337e-01,-5.3258e-01,1.9955e+00,2.8652e+00,2.5995e+01,-9.2057e+02
-3.0006e-01,-4.8560e-01,2.0130e+00,2.7241e+00,2.6036e+01,-9.2045e+02
-2.9738e-01,-5.2291e-01,1.9946e+00,2.8732e+00,2.5997e+01,-9.1561e+02
-2.1001e-01,-5.3465e-01,1.9942e+00,2.8089e+00,2.5992e+01,-9.1687e+02
-2.8551e-01,-5.4615e-01,2.0043e+00,2.8760e+00,2.6038e+01,-9.1782e+02
-2.1263e-01,-5.2583e-01,1.9954e+00,2.8804e+00,2.5995e+01,-9.1842e+02
-2.1894e-01,-5.2014e-01,2.0012e+00,2.9189e+00,2.6011e+01,-9.1721e+02
-2.6053e-01,-5.2522e-01,2.0014e+00,2.9140e+00,2.6018e+01,-9.0049e+02
-1.8634e-01,-5.9293e-01,1.9582e+00,2.9750e+00,2.5892e+01,-9.0925e+02
-1.9795e-01,-5.8523e-01,1.9614e+00,2.8529e+00,2.5892e+01,-9.1820e+02
-2.6327e-01,-5.0535e-01,2.0004e+00,2.9827e+00,2.6010e+01,-9.1636e+02
-2.5729e-01,-5.2524e-01,2.0000e+00,2.8803e+00,2.6007e+01,-9.0990e+02
-2.8527e-01,-5.2502e-01,1.9995e+00,2.8775e+00,2.6011e+01,-9.1640e+02
-2.6220e-01,-5.0567e-01,2.0007e+00,3.0029e+00,2.6019e+01,-9.1528e+02
-2.7681e-01,-5.3033e-01,1.9924e+00,2.9073e+00,2.5994e+01,-9.0209e+02
-2.0271e-01,-5.2809e-01,1.9930e+00,2.8955e+00,2.5993e+01,-9.1548e+02
-2.3285e-01,-5.5050e-01,1.9849e+00,2.7510e+00,2.5963e+01,-9.1344e+02
-2.2538e-01,-5.3395e-01,1.9972e+00,2.9209e+00,2.6015e+01,-9.1972e+02
-2.5565e-01,-5.1730e-01,1.9995e+00,2.9226e+00,2.6011e+01,-9.2019e+02
-2.2400e-01,-4.8488e-01,2.0101e+00,3.0833e+00,2.6037e+01,-9.1885e+02
-2.5483e-01,-5.3480e-01,1.9982e+00,2.8597e+00,2.6015e+01,-9.1551e+02
-2.3652e-01,-5.1791e-01,1.9919e+00,2.8860e+00,2.5987e+01,-9.1725e+02
-2.6255e-01,-5.2939e-01,2.0061e+00,2.9319e+00,2.6042e+01,-9.1303e+02
-2.0069e-01,-5.2678e-01,1.9964e+00,2.9030e+00,2.5999e+01,-9.1812e+02
-2.0749e-01,-5.3374e-01,1.9908e+00,2.8451e+00,2.5979e+01,-9.1849e+02
-2.8629e-01,-5.2856e-01,2.0007e+00,2.9064e+00,2.6017e+01,-9.1794e+02
-2.2277e-01,-5.0835e-01,1.9932e+00,2.8896e+00,2.5981e+01,-9.1814e+02
-2.5705e-01,-5.1453e-01,1.9965e+00,2.8597e+00,2.5999e+01,-9.1839e+02
-1.9507e-01,-5.9451e-01,1.9574e+00,2.8585e+00,2.5891e+01,-9.2004e+02
-2.0059e-01,-5.3605e-01,1.9946e+00,2.8649e+00,2.5999e+01,-9.1349e+02
-2.0091e-01,-5.3869e-01,1.9870e+00,2.8250e+00,2.5975e+01,-9.1575e+02
-2.5165e-01,-5.4871e-01,1.9957e+00,2.8234e+00,2.6006e+01,-9.0017e+02
-2.8927e-01,-5.1832e-01,1.9983e+00,2.9424e+00,2.6013e+01,-9.1850e+02
-2.8390e-01,-5.1667e-01,2.0066e+00,2.9869e+00,2.6042e+01,-9.1663e+02
-2.9241e-01,-5.1192e-01,1.9929e+00,2.9580e+00,2.5990e+01,-9.1704e+02
-2.5808e-01,-5.1104e-01,1.9994e+00,2.9529e+00,2.6007e+01,-9.0791e+02
-2.3813e-01,-5.1037e-01,1.9968e+00,2.9637e+00,2.6001e+01,-9.1317e+02
-3.0699e-01,-4.9345e-01,2.0101e+00,2.7236e+00,2.6036e+01,-9.2032e+02
-2.6283e-01,-5.1552e-01,1.9997e+00,2.8923e+00,2.6007e+01,-8.9936e+02
-2.0899e-01,-5.2419e-01,1.9988e+00,2.9069e+00,2.6013e+01,-9.1554e+02
-2.8521e-01,-5.1765e-01,1.9963e+00,2.8853e+00,2.5996e+01,-9.0571e+02
-2.8824e-01,-5.2783e-01,1.9965e+00,2.9049e+00,2.6002e+01,-9.0940e+02
-2.9452e-01,-5.0106e-01,1.9954e+00,3.0329e+00,2.6001e+01,-9.1610e+02
-2.4361e-01,-5.2380e-01,2.0026e+00,2.9136e+00,2.6030e+01,-9.2023e+02
-2.9915e-01,-5.1246e-01,1.9965e+00,2.8945e+00,2.5994e+01,-9.1202e+02
-2.1114e-01,-5.5243e-01,1.9861e+00,2.7935e+00,2.5975e+01,-9.2029e+02
-2.8672e-01,-5.0894e-01,1.9994e+00,2.9824e+00,2.6008e+01,-9.1836e+02
-2.1229e-01,-5.0698e-01,1.9965e+00,2.9732e+00,2.6002e+01,-9.1850e+02
-2.2555e-01,-5.2697e-01,1.9956e+00,2.8236e+00,2.5995e+01,-9.0937e+02
-2.2018e-01,-5.2284e-01,2.0019e+00,2.9469e+00,2.6025e+01,-9.1778e+02
-2.6859e-01,-5.0861e-01,2.0028e+00,2.9437e+00,2.6016e+01,-9.1559e+02
-2.4551e-01,-5.6099e-01,1.9895e+00,2.7210e+00,2.5984e+01,-9.1776e+02
-2.4351e-01,-5.1439e-01,2.0004e+00,2.9226e+00,2.6012e+01,-9.1942e+02
-2.1543e-01,-5.1344e-01,2.0014e+00,2.9749e+00,2.6021e+01,-9.1556e+02
-2.1123e-01,-5.1615e-01,1.9963e+00,2.9541e+00,2.6006e+01,-9.1373e+02
-2.4451e-01,-4.9332e-01,2.0006e+00,2.9814e+00,2.6009e+01,-9.1374e+02
-2.2945e-01,-5.3100e-01,1.9951e+00,2.8667e+00,2.5994e+01,-9.1533e+02
-2.9976e-01,-5.0010e-01,2.0022e+00,2.9965e+00,2.6012e+01,-9.0393e+02
-1.8626e-01,-5.7410e-01,1.9514e+00,2.9547e+00,2.5858e+01,-9.1873e+02
-2.2087e-01,-5.1248e-01,1.9921e+00,3.0000e+00,2.5994e+01,-9.1890e+02
-2.4274e-01,-5.4158e-01,1.9941e+00,2.7883e+00,2.5992e+01,-9.1643e+02
-2.6183e-01,-5.1411e-01,1.9982e+00,2.9143e+00,2.6008e+01,-9.1886e+02
-2.0998e-01,-5.4621e-01,2.0018e+00,2.8854e+00,2.6029e+01,-9.1978e+02
-2.2611e-01,-5.2943e-01,1.9869e+00,2.8395e+00,2.5968e+01,-9.1760e+02
-2.1871e-01,-5.0182e-01,1.9949e+00,3.0083e+00,2.5995e+01,-9.0823e+02
-2.3724e-01,-5.1423e-01,2.0013e+00,2.9247e+00,2.6023e+01,-9.1553e+02
-2.5544e-01,-5.3040e-01,1.9950e+00,2.8952e+00,2.5998e+01,-9.0917e+02
-2.6837e-01,-5.0444e-01,1.9879e+00,2.9566e+00,2.5973e+01,-9.1707e+02
-2.3288e-01,-5.1499e-01,1.9986e+00,2.9291e+00,2.6006e+01,-9.1187e+02
-2.5425e-01,-5.0911e-01,2.0039e+00,2.9958e+00,2.6030e+01,-9.1784e+02
-2.3164e-01,-5.1823e-01,1.9892e+00,2.9005e+00,2.5978e+01,-9.1862e+02
-2.4882e-01,-5.0244e-01,1.9887e+00,2.9310e+00,2.5971e+01,-9.1382e+02
-2.3796e-01,-5.3257e-01,1.9946e+00,2.8701e+00,2.5999e+01,-9.1973e+02
-2.4754e-01,-5.1427e-01,1.9992e+00,2.9153e+00,2.6006e+01,-9.1527e+02
-2.8654e-01,-5.0884e-01,1.9953e+00,2.9064e+00,2.5994e+01,-9.1832e+02
-2.5111e-01,-5.1534e-01,2.0037e+00,2.9722e+00,2.6029e+01,-9.1414e+02
-2.0472e-01,-5.2684e-01,2.0002e+00,2.9041e+00,2.6017e+01,-9.1822e+02
-2.5849e-01,-5.1107e-01,1.9990e+00,2.9247e+00,2.6005e+01,-9.1948e+02
-2.8117e-01,-5.2409e-01,2.0010e+00,2.8998e+00,2.6022e+01,-9.1358e+02
-2.1110e-01,-5.1989e-01,2.0005e+00,2.9482e+00,2.6017e+01,-9.1798e+02
-2.7324e-01,-5.0473e-01,2.0012e+00,2.9729e+00,2.6014e+01,-9.1896e+02
-2.0051e-01,-5.0419e-01,2.0011e+00,2.9406e+00,2.6011e+01,-9.1888e+02
-2.9124e-01,-5.2000e-01,2.0013e+00,2.9530e+00,2.6023e+01,-9.1485e+02
-2.8948e-01,-5.3018e-01,2.0001e+00,2.8979e+00,2.6016e+01,-9.0175e+02
-2.6235e-01,-5.2350e-01,2.0001e+00,2.9275e+00,2.6016e+01,-9.1147e+02
-2.8356e-01,-4.9940e-01,1.9941e+00,2.9839e+00,2.5997e+01,-9.1782e+02
-2.6292e-01,-5.1001e-01,2.0014e+00,2.9363e+00,2.6013e+01,-9.1879e+02
-2.2186e-01,-5.3582e-01,1.9877e+00,2.8013e+00,2.5977e+01,-9.1584e+02
-2.7243e-01,-5.2194e-01,1.9990e+00,2.9665e+00,2.6008e+01,-9.2038e+02
-2.7429e-01,-5.2289e-01,1.9960e+00,2.9029e+00,2.6001e+01,-9.1057e+02
-2.7939e-01,-5.3671e-01,1.9936e+00,2.8570e+00,2.5990e+01,-9.1260e+02
-2.3325e-01,-5.2871e-01,1.9923e+00,2.8119e+00,2.5976e+01,-9.1251e+02
-2.5546e-01,-5.3105e-01,1.9953e+00,2.8794e+00,2.5998e+01,-9.1935e+02
-2.7755e-01,-5.4195e-01,1.9894e+00,2.7890e+00,2.5980e+01,-9.2021e+02
-2.4685e-01,-5.3370e-01,1.9955e+00,2.8376e+00,2.6000e+01,-9.1709e+02
-2.5431e-01,-5.4341e-01,1.9976e+00,2.8612e+00,2.6015e+01,-9.2045e+02
-2.0278e-01,-5.3712e-01,1.9949e+00,2.8381e+00,2.5999e+01,-8.9709e+02
-2.8268e-01,-5.0700e-01,2.0108e+00,3.0338e+00,2.6054e+01,-9.1494e+02
-2.7866e-01,-5.2235e-01,2.0001e+00,2.8987e+00,2.6013e+01,-9.2004e+02
-2.6584e-01,-5.2092e-01,1.9998e+00,2.9317e+00,2.6010e+01,-9.1291e+02
-2.5335e-01,-5.3092e-01,2.0009e+00,2.8795e+00,2.6018e+01,-9.1024e+02
-2.2226e-01,-5.0864e-01,1.9991e+00,2.9978e+00,2.6009e+01,-9.1710e+02
-2.5456e-01,-5.4512e-01,1.9935e+00,2.8251e+00,2.5996e+01,-9.1878e+02
-2.5252e-01,-5.3719e-01,1.9982e+00,2.8613e+00,2.6009e+01,-9.1706e+02
-2.5428e-01,-5.3087e-01,1.9967e+00,2.8365e+00,2.6008e+01,-9.1430e+02
-2.9087e-01,-5.2914e-01,2.0013e+00,2.9330e+00,2.6031e+01,-9.1139e+02
-2.1819e-01,-5.3593e-01,2.0019e+00,2.8657e+00,2.6028e+01,-9.0831e+02
-2.2831e-01,-5.2808e-01,1.9888e+00,2.8536e+00,2.5974e+01,-9.1328e+02
-2.8061e-01,-5.0220e-01,1.9977e+00,2.9186e+00,2.5994e+01,-9.1168e+02
-2.7296e-01,-5.0361e-01,2.0126e+00,3.0411e+00,2.6058e+01,-9.1928e+02
-2.3118e-01,-5.3164e-01,2.0056e+00,2.8921e+00,2.6038e+01,-9.2038e+02
-2.7339e-01,-5.2321e-01,1.9974e+00,2.9355e+00,2.6004e+01,-9.1846e+02
-2.4971e-01,-5.1912e-01,2.0033e+00,2.9887e+00,2.6031e+01,-9.1611e+02
-2.9449e-01,-5.2660e-01,1.9951e+00,2.8403e+00,2.5991e+01,-9.0383e+02
-2.1016e-01,-5.2058e-01,1.9999e+00,2.9200e+00,2.6016e+01,-9.1490e+02
-2.8115e-01,-5.2757e-01,2.0081e+00,2.9023e+00,2.6043e+01,-9.1581e+02
-2.9491e-01,-5.3037e-01,2.0015e+00,2.9012e+00,2.6027e+01,-9.1301e+02
-2.4584e-01,-4.9713e-01,1.9973e+00,2.9958e+00,2.5998e+01,-9.1874e+02
-2.9036e-01,-5.3575e-01,1.9988e+00,2.8643e+00,2.6008e+01,-9.1356e+02
-2.8263e-01,-5.1404e-01,2.0026e+00,2.9582e+00,2.6028e+01,-9.2014e+02
-2.5218e-01,-5.1038e-01,2.0015e+00,2.8992e+00,2.6014e+01,-9.1706e+02
-2.8207e-01,-4.9476e-01,1.9984e+00,2.9531e+00,2.5997e+01,-9.1912e+02
-2.3328e-01,-5.2162e-01,2.0120e+00,2.9727e+00,2.6055e+01,-9.0714e+02
-2.9572e-01,-5.2319e-01,2.0211e+00,2.9470e+00,2.6083e+01,-9.2037e+02
-2.3193e-01,-5.1355e-01,2.0008e+00,2.8855e+00,2.6008e+01,-9.0611e+02
-3.0031e-01,-4.9500e-01,2.0232e+00,2.7922e+00,2.6076e+01,-9.0093e+02
-2.2536e-01,-5.3118e-01,2.0017e+00,2.8895e+00,2.6022e+01,-9.1941e+02
-2.0101e-01,-5.2941e-01,1.9945e+00,2.8692e+00,2.5996e+01,-9.1375e+02
-2.9372e-01,-5.0722e-01,2.0085e+00,2.9798e+00,2.6042e+01,-9.1720e+02
-2.0581e-01,-5.4442e-01,1.9985e+00,2.7826e+00,2.6009e+01,-9.0278e+02
-2.0570e-01,-5.2922e-01,1.9988e+00,2.9179e+00,2.6016e+01,-9.2003e+02
-2.9560e-01,-5.1313e-01,2.0197e+00,2.9398e+00,2.6074e+01,-9.2019e+02
-2.3471e-01,-5.3602e-01,1.9978e+00,2.8423e+00,2.6014e+01,-9.1625e+02
-2.8597e-01,-5.3151e-01,2.0026e+00,2.8802e+00,2.6021e+01,-9.1081e+02
-2.6493e-01,-5.3152e-01,1.9977e+00,2.8557e+00,2.6006e+01,-9.1274e+02
-2.6917e-01,-5.0686e-01,2.0014e+00,2.9797e+00,2.6013e+01,-9.1631e+02
-2.9611e-01,-5.1290e-01,1.9986e+00,2.9014e+00,2.6006e+01,-9.1872e+02
-2.0162e-01,-5.4200e-01,1.9984e+00,2.8281e+00,2.6016e+01,-9.1520e+02
-2.0916e-01,-4.9966e-01,1.9959e+00,3.0258e+00,2.6003e+01,-9.0953e+02
-2.6469e-01,-5.2576e-01,2.0003e+00,2.8775e+00,2.6020e+01,-9.1929e+02
-2.1254e-01,-5.2956e-01,1.9972e+00,2.8637e+00,2.6002e+01,-9.1794e+02
-2.2708e-01,-5.4233e-01,2.0003e+00,2.8843e+00,2.6025e+01,-9.0884e+02
-2.8224e-01,-5.0841e-01,2.0135e+00,3.0358e+00,2.6059e+01,-9.1681e+02
-2.3719e-01,-5.1905e-01,1.9996e+00,2.9735e+00,2.6013e+01,-9.1875e+02
-3.1275e-01,-4.8075e-01,2.0199e+00,2.7218e+00,2.6063e+01,-9.1609e+02
-2.9553e-01,-5.1997e-01,1.9895e+00,2.8693e+00,2.5969e+01,-9.0776e+02
-2.8492e-01,-5.0119e-01,2.0021e+00,2.9829e+00,2.6016e+01,-9.2013e+02
-2.7609e-01,-5.1598e-01,2.0015e+00,2.9586e+00,2.6020e+01,-9.1865e+02
-2.2675e-01,-5.4766e-01,1.9891e+00,2.7607e+00,2.5978e+01,-9.1607e+02
-2.0228e-01,-5.1843e-01,1.9983e+00,2.9174e+00,2.6008e+01,-9.1849e+02
-2.8674e-01,-5.2565e-01,1.9864e+00,2.8781e+00,2.5977e+01,-9.1696e+02
-2.5245e-01,-5.2941e-01,1.9858e+00,2.8143e+00,2.5964e+01,-9.1427e+02
-2.5464e-01,-5.3558e-01,1.9950e+00,2.8360e+00,2.5996e+01,-9.1819e+02
-2.3429e-01,-5.2764e-01,2.0040e+00,2.9146e+00,2.6029e+01,-9.1621e+02
-2.3737e-01,-5.2347e-01,1.9914e+00,2.8606e+00,2.5976e+01,-9.1664e+02
-2.5142e-01,-5.2279e-01,1.9967e+00,2.8815e+00,2.6003e+01,-9.1910e+02
-2.6598e-01,-5.0533e-01,1.9961e+00,2.9950e+00,2.6005e+01,-9.1555e+02
-2.8119e-01,-5.3307e-01,1.9895e+00,2.8575e+00,2.5980e+01,-9.1964e+02
-2.7015e-01,-5.1699e-01,2.0008e+00,2.9618e+00,2.6019e+01,-9.1461e+02
-2.5365e-01,-5.2643e-01,2.0008e+00,2.9021e+00,2.6020e+01,-9.1888e+02
-2.1541e-01,-5.1389e-01,1.9974e+00,2.9268e+00,2.6000e+01,-9.1995e+02
-2.4128e-01,-5.2339e-01,1.9961e+00,2.8677e+00,2.5994e+01,-9.1791e+02
-2.8497e-01,-5.3374e-01,1.9996e+00,2.8926e+00,2.6020e+01,-9.1992e+02
-2.5116e-01,-5.2315e-01,2.0033e+00,2.9176e+00,2.6029e+01,-9.1893e+02
-2.2707e-01,-5.3263e-01,1.9961e+00,2.9093e+00,2.6006e+01,-9.1748e+02
-2.4387e-01,-5.2177e-01,2.0213e+00,2.9504e+00,2.6084e+01,-9.1890e+02
-3.0852e-01,-4.9460e-01,2.0214e+00,2.7101e+00,2.6071e+01,-9.1992e+02
-2.4052e-01,-4.9224e-01,2.0053e+00,3.0565e+00,2.6026e+01,-9.2018e+02
-2.1007e-01,-5.2930e-01,1.9906e+00,2.8678e+00,2.5980e+01,-9.1459e+02
-2.7598e-01,-5.3479e-01,1.9996e+00,2.8572e+00,2.6014e+01,-9.0650e+02
-2.7918e-01,-5.2433e-01,1.9934e+00,2.9009e+00,2.5989e+01,-9.1494e+02
-2.1231e-01,-5.2932e-01,1.9985e+00,2.8574e+00,2.6010e+01,-9.1706e+02
-2.6830e-01,-5.3412e-01,2.0012e+00,2.8890e+00,2.6022e+01,-9.0869e+02
-2.3824e-01,-5.2549e-01,1.9997e+00,2.9177e+00,2.6017e+01,-9.1302e+02
-2.6415e-01,-5.2321e-01,1.9980e+00,2.9155e+00,2.6007e+01,-9.1566e+02
-2.3032e-01,-5.3179e-01,2.0016e+00,2.8892e+00,2.6018e+01,-9.2051e+02
-2.2824e-01,-5.0123e-01,1.9986e+00,2.9794e+00,2.6001e+01,-9.0961e+02
-2.3522e-01,-5.5830e-01,1.9935e+00,2.7650e+00,2.6003e+01,-9.0602e+02
-2.6528e-01,-5.1785e-01,2.0046e+00,3.0079e+00,2.6033e+01,-9.0708e+02
-2.2136e-01,-5.3137e-01,1.9925e+00,2.8770e+00,2.5989e+01,-9.1430e+02
-2.9691e-01,-5.1457e-01,1.9919e+00,2.8519e+00,2.5972e+01,-9.1190e+02
-2.8729e-01,-5.4474e-01,1.9982e+00,2.8025e+00,2.6013e+01,-9.1715e+02
-2.1732e-01,-5.4310e-01,1.9924e+00,2.7572e+00,2.5983e+01,-9.1159e+02
-2.6845e-01,-5.1719e-01,2.0012e+00,2.9737e+00,2.6018e+01,-9.1854e+02
-2.9453e-01,-5.1363e-01,1.9980e+00,2.9347e+00,2.6006e+01,-9.1508e+02
-2.1614e-01,-5.1628e-01,2.0064e+00,3.0230e+00,2.6040e+01,-9.1512e+02
-2.9165e-01,-5.2502e-01,1.9948e+00,2.8672e+00,2.5993e+01,-9.1214e+02
-2.9950e-01,-5.2664e-01,1.9963e+00,2.8679e+00,2.5994e+01,-9.1858e+02
-2.5823e-01,-5.2213e-01,1.9965e+00,2.8651e+00,2.5990e+01,-9.1665e+02
-2.3353e-01,-5.0429e-01,2.0067e+00,2.9678e+00,2.6028e+01,-9.1927e+02
