nlive,niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_mean,logdust_med,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,logSFH5,dmod
2.0000e+03,1.1000e+01,1.0000e+00,3.5370e+00,-2.1236e+06,-2.1236e+06,-3.6606e-02,-inf,1.4632e-01,6.4334e+00,inf,7.1159e+01,-1.5009e+00,-2.4018e-01,6.3282e-01,6.4769e-01,1.4000e+00,1.8052e+00,2.9142e+00,2.7154e+00,2.8141e+01
2.0000e+03,1.2000e+01,1.0000e+00,3.8462e+00,-2.1229e+06,-2.1229e+06,-3.9933e-02,-inf,1.4635e-01,6.4365e+00,inf,7.7649e+01,-1.3973e+00,-2.9477e-01,3.4999e-01,8.5213e-01,1.6153e+00,1.9772e+00,2.9229e+00,2.5770e+00,2.8260e+01
2.0000e+03,1.3000e+01,1.0000e+00,4.1534e+00,-2.1225e+06,-2.1225e+06,-4.3261e-02,-inf,1.4640e-01,6.4407e+00,inf,8.4086e+01,-1.4356e+00,-5.5259e-01,2.4656e-01,7.6087e-01,1.2883e+00,2.2182e+00,2.8968e+00,2.4032e+00,2.8335e+01
2.0000e+03,1.4000e+01,1.0000e+00,4.4586e+00,-2.1177e+06,-2.1177e+06,-4.6589e-02,-inf,1.4644e-01,6.4438e+00,inf,9.0536e+01,-1.2876e+00,-5.6623e-01,5.4523e-01,1.0574e+00,1.2264e+00,1.9882e+00,2.9150e+00,2.4397e+00,2.8169e+01
2.0000e+03,1.5000e+01,1.0000e+00,4.7619e+00,-2.1143e+06,-2.1143e+06,-4.9917e-02,-inf,1.4647e-01,6.4469e+00,inf,9.6451e+01,-1.4418e+00,-2.1618e-01,4.7141e-01,8.9500e-01,1.4369e+00,1.7504e+00,2.8513e+00,2.7402e+00,2.8079e+01
2.0000e+03,1.6000e+01,1.0000e+00,5.0633e+00,-2.1082e+06,-2.1082e+06,-5.3245e-02,-inf,1.4651e-01,6.4501e+00,inf,1.0289e+02,-1.2937e+00,-6.4850e-01,6.0350e-01,6.4656e-01,1.1748e+00,2.0203e+00,2.9183e+00,2.7312e+00,2.8515e+01
2.0000e+03,1.7000e+01,1.0000e+00,5.3628e+00,-2.1058e+06,-2.1058e+06,-5.6572e-02,-inf,1.4654e-01,6.4532e+00,inf,1.0933e+02,-1.4608e+00,-2.9906e-01,6.7627e-01,5.9890e-01,1.2445e+00,2.1844e+00,2.8361e+00,2.8553e+00,2.8391e+01
2.0000e+03,1.8000e+01,1.0000e+00,5.6604e+00,-2.1041e+06,-2.1041e+06,-5.9900e-02,-inf,1.4658e-01,6.4564e+00,inf,1.1578e+02,-1.3838e+00,-5.5679e-01,3.5222e-01,1.0269e+00,1.5136e+00,2.1090e+00,2.5239e+00,2.7811e+00,2.8119e+01
2.0000e+03,1.9000e+01,1.0000e+00,5.9561e+00,-2.1018e+06,-2.1018e+06,-6.3228e-02,-inf,1.4663e-01,6.4605e+00,inf,1.2221e+02,-1.3952e+00,-6.1451e-01,5.3840e-01,7.5364e-01,1.3720e+00,1.7131e+00,2.7034e+00,2.6562e+00,2.7958e+01
2.0000e+03,2.0000e+01,1.0000e+00,6.2500e+00,-2.0969e+06,-2.0969e+06,-6.6556e-02,-inf,1.4666e-01,6.4636e+00,inf,1.2864e+02,-1.4156e+00,-1.3408e-01,4.9258e-01,1.1235e+00,1.2985e+00,1.6563e+00,2.8840e+00,2.8350e+00,2.8212e+01
2.0000e+03,2.1000e+01,1.0000e+00,6.5421e+00,-2.0929e+06,-2.0929e+06,-6.9884e-02,-inf,1.4670e-01,6.4668e+00,inf,1.3508e+02,-1.4562e+00,-4.2827e-01,3.4247e-01,9.9762e-01,1.6226e+00,1.9358e+00,2.7349e+00,2.5290e+00,2.8048e+01
2.0000e+03,2.2000e+01,1.0000e+00,6.8323e+00,-2.0892e+06,-2.0892e+06,-7.3211e-02,-inf,1.4673e-01,6.4699e+00,inf,1.4159e+02,-1.3894e+00,-2.5340e-01,4.1243e-01,7.5513e-01,1.6418e+00,1.7653e+00,2.7377e+00,2.6613e+00,2.7991e+01
2.0000e+03,2.3000e+01,1.0000e+00,7.1207e+00,-2.0782e+06,-2.0782e+06,-7.6539e-02,-inf,1.4677e-01,6.4735e+00,inf,1.4803e+02,-1.4084e+00,-1.5217e-01,7.4713e-01,8.5869e-01,1.5458e+00,2.1530e+00,2.7926e+00,2.5971e+00,2.8007e+01
2.0000e+03,2.4000e+01,1.0000e+00,7.4074e+00,-2.0725e+06,-2.0725e+06,-7.9867e-02,-inf,1.4681e-01,6.4767e+00,inf,1.5446e+02,-1.2894e+00,-3.2085e-01,3.4913e-01,9.3377e-01,1.3950e+00,1.9142e+00,2.8026e+00,2.7004e+00,2.8215e+01
2.0000e+03,2.5000e+01,1.0000e+00,7.6923e+00,-2.0678e+06,-2.0678e+06,-8.3195e-02,-inf,1.4685e-01,6.4803e+00,inf,1.6084e+02,-1.4278e+00,-1.8642e-01,2.5664e-01,8.0982e-01,1.4949e+00,2.0880e+00,2.4664e+00,2.8289e+00,2.7974e+01
2.0000e+03,2.6000e+01,1.0000e+00,7.9755e+00,-2.0673e+06,-2.0673e+06,-8.6523e-02,-inf,1.4689e-01,6.4834e+00,inf,1.6723e+02,-1.3800e+00,-2.2742e-01,3.7218e-01,6.2585e-01,1.1815e+00,1.7840e+00,2.9006e+00,2.6657e+00,2.8241e+01
2.0000e+03,2.7000e+01,1.0000e+00,8.2569e+00,-2.0664e+06,-2.0665e+06,-8.9850e-02,-inf,1.4692e-01,6.4866e+00,inf,1.7372e+02,-1.3270e+00,-3.1547e-01,2.5022e-01,6.5081e-01,1.0961e+00,2.0962e+00,2.5552e+00,2.7631e+00,2.7993e+01
2.0000e+03,2.8000e+01,1.0000e+00,8.5366e+00,-2.0622e+06,-2.0622e+06,-9.3178e-02,-inf,1.4696e-01,6.4902e+00,inf,1.8013e+02,-1.4773e+00,-5.0833e-01,7.7605e-01,7.0161e-01,1.6191e+00,1.9063e+00,2.7098e+00,2.7036e+00,2.8242e+01
2.0000e+03,2.9000e+01,2.0000e+00,8.7879e+00,-2.0622e+06,-2.0622e+06,-9.6506e-02,-inf,1.4700e-01,6.4934e+00,inf,1.9316e+02,-1.3716e+00,8.0711e-02,2.8477e-01,9.3154e-01,1.3253e+00,2.1645e+00,2.8062e+00,2.8652e+00,2.8202e+01
2.0000e+03,3.0000e+01,1.0000e+00,9.0634e+00,-2.0544e+06,-2.0544e+06,-9.9834e-02,-inf,1.4704e-01,6.4970e+00,inf,1.9964e+02,-1.3097e+00,-6.3446e-01,5.4511e-01,1.0230e+00,1.3252e+00,1.9493e+00,2.5191e+00,2.7101e+00,2.8020e+01
2.0000e+03,3.1000e+01,1.0000e+00,9.3373e+00,-2.0499e+06,-2.0499e+06,-1.0316e-01,-inf,1.4707e-01,6.5001e+00,inf,2.0607e+02,-1.4575e+00,-5.1241e-02,3.9829e-01,1.0607e+00,1.3175e+00,1.7113e+00,2.6287e+00,2.8984e+00,2.8002e+01
2.0000e+03,3.2000e+01,1.0000e+00,9.6096e+00,-2.0488e+06,-2.0488e+06,-1.0649e-01,-inf,1.4711e-01,6.5033e+00,inf,2.1253e+02,-1.4578e+00,-6.3104e-01,4.4769e-01,5.7056e-01,1.4660e+00,2.1456e+00,2.5706e+00,2.4905e+00,2.8028e+01
2.0000e+03,3.3000e+01,1.0000e+00,9.8802e+00,-2.0469e+06,-2.0470e+06,-1.0982e-01,-inf,1.4715e-01,6.5069e+00,inf,2.1897e+02,-1.4563e+00,-6.3283e-01,7.1889e-01,1.0830e+00,1.1380e+00,1.9916e+00,2.7498e+00,2.3604e+00,2.8015e+01
2.0000e+03,3.4000e+01,2.0000e+00,1.0119e+01,-2.0445e+06,-2.0445e+06,-1.1314e-01,-inf,1.4719e-01,6.5100e+00,inf,2.3185e+02,-1.4503e+00,-4.1017e-01,5.5250e-01,8.4008e-01,1.5749e+00,2.1044e+00,2.8271e+00,2.7424e+00,2.8512e+01
2.0000e+03,3.5000e+01,1.0000e+00,1.0386e+01,-2.0432e+06,-2.0432e+06,-1.1647e-01,-inf,1.4722e-01,6.5132e+00,inf,2.3828e+02,-1.4989e+00,-4.0922e-01,4.3153e-01,6.6536e-01,1.2825e+00,1.9736e+00,2.4449e+00,2.7782e+00,2.7978e+01
2.0000e+03,3.6000e+01,2.0000e+00,1.0619e+01,-2.0377e+06,-2.0377e+06,-1.1980e-01,-inf,1.4726e-01,6.5168e+00,inf,2.5118e+02,-1.3282e+00,-4.9341e-01,3.0749e-01,7.7037e-01,1.2304e+00,1.7742e+00,2.6782e+00,2.6062e+00,2.8022e+01
2.0000e+03,3.7000e+01,1.0000e+00,1.0882e+01,-2.0357e+06,-2.0357e+06,-1.2313e-01,-inf,1.4730e-01,6.5199e+00,inf,2.5765e+02,-1.3285e+00,-3.7416e-01,5.9702e-01,8.9280e-01,1.1317e+00,1.6734e+00,2.8468e+00,2.4127e+00,2.8029e+01
2.0000e+03,3.8000e+01,1.0000e+00,1.1144e+01,-2.0327e+06,-2.0328e+06,-1.2646e-01,-inf,1.4734e-01,6.5236e+00,inf,2.6410e+02,-1.4280e+00,-8.0416e-02,5.9909e-01,8.3637e-01,1.5292e+00,2.1326e+00,2.8231e+00,2.4421e+00,2.8033e+01
2.0000e+03,3.9000e+01,1.0000e+00,1.1404e+01,-2.0257e+06,-2.0257e+06,-1.2978e-01,-inf,1.4738e-01,6.5267e+00,inf,2.7053e+02,-1.5058e+00,-1.1903e-01,6.2016e-01,9.7346e-01,1.1964e+00,2.0720e+00,2.9040e+00,2.6271e+00,2.8270e+01
2.0000e+03,4.0000e+01,1.0000e+00,1.1662e+01,-2.0238e+06,-2.0238e+06,-1.3311e-01,-inf,1.4741e-01,6.5299e+00,inf,2.7700e+02,-1.3611e+00,-1.9513e-01,2.9899e-01,7.9502e-01,1.6149e+00,2.0338e+00,2.5955e+00,2.6578e+00,2.7984e+01
2.0000e+03,4.1000e+01,3.0000e+00,1.1850e+01,-2.0193e+06,-2.0193e+06,-1.3644e-01,-inf,1.4745e-01,6.5335e+00,inf,2.9629e+02,-1.4173e+00,-3.0599e-01,4.1038e-01,6.1436e-01,1.5182e+00,1.9402e+00,2.7343e+00,2.6936e+00,2.8226e+01
2.0000e+03,4.2000e+01,1.0000e+00,1.2104e+01,-2.0132e+06,-2.0132e+06,-1.3977e-01,-inf,1.4749e-01,6.5366e+00,inf,3.0277e+02,-1.4862e+00,-4.3760e-01,7.3608e-01,9.3187e-01,1.6042e+00,1.9654e+00,2.7957e+00,2.3524e+00,2.8195e+01
2.0000e+03,4.3000e+01,1.0000e+00,1.2356e+01,-2.0102e+06,-2.0102e+06,-1.4309e-01,-inf,1.4753e-01,6.5402e+00,inf,3.0921e+02,-1.4495e+00,-6.5089e-01,4.8296e-01,9.6507e-01,1.1242e+00,2.0314e+00,2.5532e+00,2.6712e+00,2.8122e+01
2.0000e+03,4.4000e+01,1.0000e+00,1.2607e+01,-2.0083e+06,-2.0083e+06,-1.4642e-01,-inf,1.4756e-01,6.5434e+00,inf,3.1563e+02,-1.2962e+00,-4.3932e-01,2.6437e-01,1.0972e+00,1.5607e+00,2.2049e+00,2.8273e+00,2.3462e+00,2.8373e+01
2.0000e+03,4.5000e+01,1.0000e+00,1.2857e+01,-2.0071e+06,-2.0071e+06,-1.4975e-01,-inf,1.4760e-01,6.5465e+00,inf,3.2210e+02,-1.4227e+00,3.0180e-01,4.7219e-01,6.2344e-01,1.5878e+00,1.9520e+00,2.8092e+00,2.8731e+00,2.8135e+01
2.0000e+03,4.6000e+01,1.0000e+00,1.3105e+01,-2.0064e+06,-2.0064e+06,-1.5308e-01,-inf,1.4764e-01,6.5501e+00,inf,3.2807e+02,-1.3699e+00,-4.7476e-01,3.3133e-01,5.9957e-01,1.6055e+00,2.1238e+00,2.4461e+00,2.8318e+00,2.8327e+01
2.0000e+03,4.7000e+01,2.0000e+00,1.3314e+01,-2.0035e+06,-2.0035e+06,-1.5641e-01,-inf,1.4768e-01,6.5533e+00,inf,3.4095e+02,-1.3145e+00,-2.0811e-01,5.0423e-01,9.5383e-01,1.4909e+00,1.8607e+00,2.6770e+00,2.6196e+00,2.7963e+01
2.0000e+03,4.8000e+01,1.0000e+00,1.3559e+01,-1.9928e+06,-1.9928e+06,-1.5973e-01,-inf,1.4771e-01,6.5564e+00,inf,3.4740e+02,-1.3016e+00,-2.3243e-01,2.8887e-01,8.5922e-01,1.4832e+00,1.8198e+00,2.8494e+00,2.8539e+00,2.8520e+01
2.0000e+03,4.9000e+01,1.0000e+00,1.3803e+01,-1.9895e+06,-1.9895e+06,-1.6306e-01,-inf,1.4775e-01,6.5601e+00,inf,3.5381e+02,-1.3460e+00,-5.4642e-01,5.1030e-01,1.0444e+00,1.6502e+00,2.0096e+00,2.5187e+00,2.4002e+00,2.7963e+01
2.0000e+03,5.0000e+01,1.0000e+00,1.4045e+01,-1.9879e+06,-1.9879e+06,-1.6639e-01,-inf,1.4779e-01,6.5632e+00,inf,3.6023e+02,-1.2854e+00,-5.3020e-01,4.0607e-01,1.1317e+00,1.3142e+00,2.1539e+00,2.6815e+00,2.8815e+00,2.8606e+01
2.0000e+03,5.1000e+01,1.0000e+00,1.4286e+01,-1.9845e+06,-1.9845e+06,-1.6972e-01,-inf,1.4783e-01,6.5668e+00,inf,3.6665e+02,-1.4301e+00,-5.9041e-01,6.8330e-01,1.1223e+00,1.2865e+00,1.6953e+00,2.8173e+00,2.4170e+00,2.8233e+01
2.0000e+03,5.2000e+01,1.0000e+00,1.4525e+01,-1.9813e+06,-1.9813e+06,-1.7305e-01,-inf,1.4786e-01,6.5700e+00,inf,3.7308e+02,-1.3614e+00,-2.9891e-02,6.6828e-01,6.9092e-01,1.5099e+00,1.9087e+00,2.5892e+00,2.8637e+00,2.8064e+01
2.0000e+03,5.3000e+01,2.0000e+00,1.4722e+01,-1.9811e+06,-1.9811e+06,-1.7637e-01,-inf,1.4790e-01,6.5731e+00,inf,3.8601e+02,-1.5110e+00,-2.6881e-01,6.6327e-01,1.0172e+00,1.5702e+00,1.9599e+00,2.6939e+00,2.4078e+00,2.7979e+01
2.0000e+03,5.4000e+01,1.0000e+00,1.4958e+01,-1.9801e+06,-1.9801e+06,-1.7970e-01,-inf,1.4794e-01,6.5767e+00,inf,3.9246e+02,-1.4849e+00,6.4026e-02,5.1963e-01,1.1055e+00,1.3591e+00,1.9363e+00,2.6630e+00,2.8035e+00,2.7995e+01
2.0000e+03,5.5000e+01,1.0000e+00,1.5193e+01,-1.9788e+06,-1.9788e+06,-1.8303e-01,-inf,1.4797e-01,6.5799e+00,inf,3.9893e+02,-1.3107e+00,5.1211e-01,3.9478e-01,7.3595e-01,1.4606e+00,1.9892e+00,2.9199e+00,2.6851e+00,2.8067e+01
2.0000e+03,5.6000e+01,1.0000e+00,1.5427e+01,-1.9758e+06,-1.9758e+06,-1.8636e-01,-inf,1.4802e-01,6.5835e+00,inf,4.0540e+02,-1.3374e+00,3.8212e-02,5.6781e-01,9.8258e-01,1.4079e+00,2.0921e+00,2.9211e+00,2.7861e+00,2.8406e+01
2.0000e+03,5.7000e+01,1.0000e+00,1.5659e+01,-1.9754e+06,-1.9754e+06,-1.8968e-01,-inf,1.4805e-01,6.5866e+00,inf,4.1188e+02,-1.3784e+00,-5.7390e-01,4.6435e-01,1.0438e+00,1.5554e+00,1.8743e+00,2.4505e+00,2.5918e+00,2.7988e+01
2.0000e+03,5.8000e+01,1.0000e+00,1.5890e+01,-1.9740e+06,-1.9740e+06,-1.9301e-01,-inf,1.4809e-01,6.5898e+00,inf,4.1837e+02,-1.4242e+00,-6.1635e-01,3.1946e-01,8.8702e-01,1.1848e+00,1.9729e+00,2.6499e+00,2.8324e+00,2.8484e+01
2.0000e+03,5.9000e+01,1.0000e+00,1.6120e+01,-1.9701e+06,-1.9701e+06,-1.9634e-01,-inf,1.4813e-01,6.5934e+00,inf,4.2483e+02,-1.4311e+00,-4.2088e-01,4.1145e-01,9.2197e-01,1.3915e+00,2.1750e+00,2.7625e+00,2.6389e+00,2.8427e+01
2.0000e+03,6.0000e+01,1.0000e+00,1.6349e+01,-1.9594e+06,-1.9594e+06,-1.9967e-01,-inf,1.4816e-01,6.5966e+00,inf,4.3131e+02,-1.4225e+00,-6.2302e-01,7.4969e-01,1.1285e+00,1.3987e+00,2.1159e+00,2.5667e+00,2.4884e+00,2.8126e+01
2.0000e+03,6.1000e+01,1.0000e+00,1.6576e+01,-1.9574e+06,-1.9574e+06,-2.0300e-01,-inf,1.4820e-01,6.5997e+00,inf,4.3775e+02,-1.3930e+00,-4.0178e-01,2.7248e-01,1.0593e+00,1.1022e+00,2.2026e+00,2.5428e+00,2.5656e+00,2.8053e+01
2.0000e+03,6.2000e+01,1.0000e+00,1.6802e+01,-1.9488e+06,-1.9488e+06,-2.0632e-01,-inf,1.4824e-01,6.6033e+00,inf,4.4364e+02,-1.3530e+00,-6.2670e-01,6.8912e-01,9.6945e-01,1.3665e+00,1.6550e+00,2.6860e+00,2.4097e+00,2.8036e+01
2.0000e+03,6.3000e+01,1.0000e+00,1.7027e+01,-1.9408e+06,-1.9408e+06,-2.0965e-01,-inf,1.4827e-01,6.6065e+00,inf,4.5007e+02,-1.3318e+00,5.5139e-01,7.7451e-01,1.0657e+00,1.4427e+00,2.1808e+00,2.7709e+00,2.7439e+00,2.7983e+01
2.0000e+03,6.4000e+01,1.0000e+00,1.7251e+01,-1.9407e+06,-1.9407e+06,-2.1298e-01,-inf,1.4831e-01,6.6101e+00,inf,4.5649e+02,-1.5011e+00,-4.1755e-01,7.5669e-01,1.1158e+00,1.0889e+00,1.7545e+00,2.8875e+00,2.7263e+00,2.8554e+01
2.0000e+03,6.5000e+01,1.0000e+00,1.7473e+01,-1.9393e+06,-1.9393e+06,-2.1631e-01,-inf,1.4835e-01,6.6132e+00,inf,4.6294e+02,-1.3882e+00,-6.2118e-01,5.4071e-01,9.3991e-01,1.1906e+00,2.1048e+00,2.7063e+00,2.6502e+00,2.8417e+01
2.0000e+03,6.6000e+01,1.0000e+00,1.7694e+01,-1.9249e+06,-1.9249e+06,-2.1963e-01,-inf,1.4838e-01,6.6164e+00,inf,4.6938e+02,-1.3813e+00,1.1784e-01,5.1069e-01,6.4901e-01,1.5840e+00,2.0710e+00,2.5691e+00,2.8091e+00,2.8019e+01
2.0000e+03,6.7000e+01,1.0000e+00,1.7914e+01,-1.9231e+06,-1.9231e+06,-2.2296e-01,-inf,1.4842e-01,6.6200e+00,inf,4.7528e+02,-1.4218e+00,-4.7643e-01,3.5333e-01,6.3226e-01,1.2529e+00,2.0859e+00,2.3975e+00,2.6925e+00,2.8072e+01
2.0000e+03,6.8000e+01,1.0000e+00,1.8133e+01,-1.9227e+06,-1.9228e+06,-2.2629e-01,-inf,1.4846e-01,6.6232e+00,inf,4.8176e+02,-1.3597e+00,-5.9141e-01,6.3966e-01,9.4768e-01,1.0926e+00,2.0338e+00,2.8083e+00,2.8103e+00,2.8686e+01
2.0000e+03,6.9000e+01,3.0000e+00,1.8254e+01,-1.9214e+06,-1.9214e+06,-2.2962e-01,-inf,1.4850e-01,6.6268e+00,inf,5.0059e+02,-1.4466e+00,-3.6820e-01,6.0711e-01,9.2605e-01,1.4236e+00,2.0224e+00,2.4462e+00,2.8443e+00,2.8270e+01
2.0000e+03,7.0000e+01,1.0000e+00,1.8470e+01,-1.9206e+06,-1.9206e+06,-2.3295e-01,-inf,1.4854e-01,6.6299e+00,inf,5.0709e+02,-1.3645e+00,-5.3114e-01,6.4899e-01,8.2413e-01,1.4804e+00,1.8530e+00,2.7957e+00,2.8024e+00,2.8636e+01
2.0000e+03,7.1000e+01,1.0000e+00,1.8684e+01,-1.9201e+06,-1.9201e+06,-2.3627e-01,-inf,1.4857e-01,6.6331e+00,inf,5.1362e+02,-1.4346e+00,-2.5298e-01,7.1367e-01,6.8911e-01,1.5035e+00,1.8581e+00,2.8150e+00,2.7823e+00,2.8470e+01
2.0000e+03,7.2000e+01,1.0000e+00,1.8898e+01,-1.9193e+06,-1.9193e+06,-2.3960e-01,-inf,1.4861e-01,6.6367e+00,inf,5.2009e+02,-1.3725e+00,-4.6368e-01,5.7246e-01,1.0736e+00,1.5013e+00,1.6780e+00,2.4435e+00,2.6565e+00,2.7983e+01
2.0000e+03,7.3000e+01,2.0000e+00,1.9060e+01,-1.9187e+06,-1.9187e+06,-2.4293e-01,-inf,1.4865e-01,6.6398e+00,inf,5.3313e+02,-1.4297e+00,3.4419e-01,2.7827e-01,7.9510e-01,1.5077e+00,1.6563e+00,2.8876e+00,2.5947e+00,2.8004e+01
2.0000e+03,7.4000e+01,1.0000e+00,1.9271e+01,-1.9134e+06,-1.9134e+06,-2.4626e-01,-inf,1.4868e-01,6.6430e+00,inf,5.3968e+02,-1.4435e+00,2.4737e-01,4.1087e-01,7.4808e-01,1.5500e+00,2.0144e+00,2.9207e+00,2.7446e+00,2.8307e+01
2.0000e+03,7.5000e+01,1.0000e+00,1.9481e+01,-1.9029e+06,-1.9029e+06,-2.4958e-01,-inf,1.4872e-01,6.6466e+00,inf,5.4615e+02,-1.3592e+00,-3.5986e-01,6.6646e-01,1.0517e+00,1.4995e+00,2.0448e+00,2.6260e+00,2.8255e+00,2.8443e+01
2.0000e+03,7.6000e+01,1.0000e+00,1.9689e+01,-1.9029e+06,-1.9029e+06,-2.5291e-01,-inf,1.4876e-01,6.6497e+00,inf,5.5200e+02,-1.4075e+00,-2.7806e-01,7.8115e-01,9.1530e-01,1.5607e+00,1.9119e+00,2.7178e+00,2.8181e+00,2.8448e+01
2.0000e+03,7.7000e+01,1.0000e+00,1.9897e+01,-1.8822e+06,-1.8822e+06,-2.5624e-01,-inf,1.4880e-01,6.6533e+00,inf,5.5843e+02,-1.3777e+00,-5.1022e-01,3.0016e-01,6.6995e-01,1.4971e+00,2.0114e+00,2.5793e+00,2.7668e+00,2.8418e+01
2.0000e+03,7.8000e+01,3.0000e+00,2.0000e+01,-1.8783e+06,-1.8783e+06,-2.5957e-01,-inf,1.4883e-01,6.6565e+00,inf,5.7771e+02,-1.3707e+00,5.0654e-01,6.1230e-01,5.9140e-01,1.5595e+00,1.8606e+00,2.8924e+00,2.6080e+00,2.8045e+01
2.0000e+03,7.9000e+01,1.0000e+00,2.0205e+01,-1.8707e+06,-1.8707e+06,-2.6290e-01,-inf,1.4887e-01,6.6597e+00,inf,5.8418e+02,-1.5049e+00,-6.6281e-01,4.8558e-01,1.0142e+00,1.6101e+00,2.0607e+00,2.4271e+00,2.7453e+00,2.8407e+01
2.0000e+03,8.0000e+01,1.0000e+00,2.0408e+01,-1.8691e+06,-1.8691e+06,-2.6622e-01,-inf,1.4891e-01,6.6633e+00,inf,5.9059e+02,-1.3935e+00,-2.4875e-01,3.6340e-01,9.2784e-01,1.2045e+00,1.6807e+00,2.7755e+00,2.4251e+00,2.8058e+01
2.0000e+03,8.1000e+01,2.0000e+00,2.0558e+01,-1.8671e+06,-1.8671e+06,-2.6955e-01,-inf,1.4894e-01,6.6664e+00,inf,6.0296e+02,-1.4460e+00,3.0336e-01,3.2237e-01,8.8595e-01,1.4541e+00,2.0902e+00,2.8403e+00,2.8101e+00,2.8269e+01
2.0000e+03,8.2000e+01,1.0000e+00,2.0759e+01,-1.8643e+06,-1.8643e+06,-2.7288e-01,-inf,1.4898e-01,6.6700e+00,inf,6.0947e+02,-1.4498e+00,2.9079e-02,4.0361e-01,6.3773e-01,1.1828e+00,1.6953e+00,2.6206e+00,2.8265e+00,2.8030e+01
2.0000e+03,8.3000e+01,1.0000e+00,2.0960e+01,-1.8622e+06,-1.8622e+06,-2.7621e-01,-inf,1.4902e-01,6.6732e+00,inf,6.1596e+02,-1.5104e+00,5.4959e-01,7.2714e-01,1.0658e+00,1.2881e+00,1.9677e+00,2.7275e+00,2.7816e+00,2.7957e+01
2.0000e+03,8.4000e+01,1.0000e+00,2.1159e+01,-1.8601e+06,-1.8601e+06,-2.7953e-01,-inf,1.4906e-01,6.6763e+00,inf,6.2248e+02,-1.3879e+00,2.9333e-01,4.7845e-01,6.5518e-01,1.6515e+00,2.1575e+00,2.8162e+00,2.5663e+00,2.8110e+01
