nlive,niter,ncall,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logzh,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,logSFH5,logSFH6
2.0000e+03,1.1000e+01,1.3000e+01,5.6338e+00,-4.4942e+05,-4.4942e+05,-5.9850e-02,-4.4942e+05,1.7373e-01,6.0513e+00,4.2335e+05,1.6078e+01,-6.9933e-01,-2.0040e+00,-3.1695e+00,-2.3457e+00,-1.8294e+00,-1.2947e+00,-1.7936e-02,5.2598e-01,1.7954e+00
2.0000e+03,1.2000e+01,1.5000e+01,6.0465e+00,-4.4139e+05,-4.4139e+05,-6.4838e-02,-4.4139e+05,1.7380e-01,6.0563e+00,4.1912e+05,1.8514e+01,-1.0692e-01,-1.9991e+00,-3.0414e+00,-1.5661e+00,-1.3925e+00,-9.9202e-01,-4.2042e-01,1.2073e+00,1.8243e+00
2.0000e+03,1.3000e+01,1.6000e+01,6.4815e+00,-4.2994e+05,-4.2994e+05,-6.9826e-02,-4.2994e+05,1.7387e-01,6.0613e+00,4.1109e+05,1.9735e+01,-6.8600e-01,-1.9999e+00,-2.4262e+00,-2.2053e+00,-1.3875e+00,-1.3479e+00,-5.7907e-01,3.5563e-01,1.7999e+00
2.0000e+03,1.4000e+01,1.7000e+01,6.9124e+00,-4.2938e+05,-4.2939e+05,-7.4813e-02,-4.2939e+05,1.7394e-01,6.0663e+00,3.9964e+05,2.0987e+01,-6.0069e-01,-2.0006e+00,-3.3374e+00,-1.5946e+00,-1.7513e+00,-5.6701e-01,2.6504e-02,4.6277e-01,1.7784e+00
2.0000e+03,1.5000e+01,1.8000e+01,7.3394e+00,-4.2658e+05,-4.2658e+05,-7.9801e-02,-4.2658e+05,1.7401e-01,6.0713e+00,3.9909e+05,2.2240e+01,-3.0605e-01,-1.9915e+00,-2.6882e+00,-2.2727e+00,-1.3843e+00,-1.2869e+00,2.5161e-01,1.2840e+00,1.5886e+00
2.0000e+03,1.6000e+01,1.9000e+01,7.7626e+00,-4.2635e+05,-4.2635e+05,-8.4788e-02,-4.2635e+05,1.7408e-01,6.0763e+00,3.9628e+05,2.3471e+01,5.7066e-02,-2.0080e+00,-2.8871e+00,-1.7869e+00,-1.4209e+00,-1.2233e+00,-1.6157e-01,1.0725e+00,1.8919e+00
2.0000e+03,1.7000e+01,2.1000e+01,8.1448e+00,-4.2434e+05,-4.2434e+05,-8.9776e-02,-4.2434e+05,1.7416e-01,6.0812e+00,3.9605e+05,2.5997e+01,-8.6232e-02,-2.0078e+00,-2.6026e+00,-1.9000e+00,-1.2628e+00,-1.0509e+00,1.9667e-02,1.1039e+00,1.8206e+00
2.0000e+03,1.8000e+01,2.2000e+01,8.5586e+00,-4.2278e+05,-4.2279e+05,-9.4763e-02,-4.2279e+05,1.7423e-01,6.0862e+00,3.9404e+05,2.7249e+01,-6.1598e-01,-1.9901e+00,-3.1802e+00,-2.0367e+00,-1.3886e+00,-1.3983e+00,1.5230e-01,1.2638e+00,1.4508e+00
2.0000e+03,1.9000e+01,2.3000e+01,8.9686e+00,-4.2269e+05,-4.2270e+05,-9.9751e-02,-4.2270e+05,1.7430e-01,6.0912e+00,3.9249e+05,2.8484e+01,-3.4692e-01,-2.0049e+00,-2.8528e+00,-2.1697e+00,-1.8998e+00,-1.0407e+00,-2.8513e-02,7.6078e-01,1.8165e+00
2.0000e+03,2.0000e+01,2.4000e+01,9.3750e+00,-4.1892e+05,-4.1892e+05,-1.0474e-01,-4.1892e+05,1.7437e-01,6.0962e+00,3.9240e+05,2.9697e+01,-1.1987e-01,-2.0028e+00,-3.1468e+00,-2.1310e+00,-1.5374e+00,-1.3347e+00,-9.7511e-02,1.0423e+00,1.8260e+00
2.0000e+03,2.1000e+01,2.7000e+01,9.6916e+00,-4.1278e+05,-4.1278e+05,-1.0973e-01,-4.1278e+05,1.7444e-01,6.1012e+00,3.8862e+05,3.3389e+01,-7.8519e-03,-2.0081e+00,-2.8479e+00,-1.5107e+00,-9.6339e-01,-7.7684e-01,-4.6288e-01,4.1262e-01,9.0722e-01
2.0000e+03,2.2000e+01,2.8000e+01,1.0088e+01,-4.1104e+05,-4.1104e+05,-1.1471e-01,-4.1104e+05,1.7451e-01,6.1062e+00,3.8248e+05,3.4631e+01,1.9321e-01,-2.0029e+00,-3.3279e+00,-1.8807e+00,-1.8895e+00,-9.0835e-01,-5.6207e-02,3.6272e-01,1.1237e+00
2.0000e+03,2.3000e+01,2.9000e+01,1.0480e+01,-4.0464e+05,-4.0464e+05,-1.1970e-01,-4.0464e+05,1.7458e-01,6.1112e+00,3.8074e+05,3.5861e+01,-6.0248e-01,-1.9984e+00,-3.2762e+00,-1.8990e+00,-1.0978e+00,-1.0820e+00,-4.1076e-01,1.2047e+00,1.5311e+00
2.0000e+03,2.4000e+01,3.0000e+01,1.0870e+01,-4.0196e+05,-4.0196e+05,-1.2469e-01,-4.0196e+05,1.7466e-01,6.1161e+00,3.7434e+05,3.7142e+01,-2.5583e-02,-1.9950e+00,-2.6616e+00,-2.2409e+00,-1.6700e+00,-1.1455e+00,-6.8212e-01,2.8878e-01,1.1632e+00
2.0000e+03,2.5000e+01,3.2000e+01,1.1207e+01,-4.0146e+05,-4.0147e+05,-1.2968e-01,-4.0147e+05,1.7473e-01,6.1211e+00,3.7166e+05,3.9638e+01,6.4307e-02,-1.9908e+00,-2.6958e+00,-2.3083e+00,-1.0814e+00,-4.6465e-01,2.2076e-01,1.0359e+00,1.8266e+00
2.0000e+03,2.6000e+01,3.3000e+01,1.1588e+01,-3.9946e+05,-3.9946e+05,-1.3466e-01,-3.9946e+05,1.7480e-01,6.1261e+00,3.7117e+05,4.0856e+01,1.3934e-01,-1.9916e+00,-3.2073e+00,-2.2353e+00,-1.9469e+00,-1.1278e+00,-6.2543e-01,7.4424e-01,1.0823e+00
2.0000e+03,2.7000e+01,3.4000e+01,1.1966e+01,-3.9166e+05,-3.9167e+05,-1.3965e-01,-3.9167e+05,1.7487e-01,6.1311e+00,3.6916e+05,4.2105e+01,-4.9526e-01,-2.0043e+00,-2.5544e+00,-2.2981e+00,-1.6787e+00,-4.7089e-01,9.0056e-02,1.1948e+00,1.4885e+00
2.0000e+03,2.8000e+01,3.5000e+01,1.2340e+01,-3.8954e+05,-3.8954e+05,-1.4464e-01,-3.8954e+05,1.7494e-01,6.1361e+00,3.6137e+05,4.3334e+01,-3.6363e-02,-1.9923e+00,-2.7926e+00,-1.3598e+00,-1.7782e+00,-1.3954e+00,-2.9135e-01,1.2184e+00,1.7399e+00
2.0000e+03,2.9000e+01,3.6000e+01,1.2712e+01,-3.8588e+05,-3.8589e+05,-1.4963e-01,-3.8589e+05,1.7501e-01,6.1411e+00,3.5924e+05,4.4560e+01,-4.3270e-01,-1.9936e+00,-2.8521e+00,-2.3331e+00,-1.5234e+00,-9.6129e-01,-5.0953e-01,1.1168e+00,1.6386e+00
2.0000e+03,3.0000e+01,3.8000e+01,1.3025e+01,-3.8563e+05,-3.8563e+05,-1.5461e-01,-3.8563e+05,1.7508e-01,6.1461e+00,3.5559e+05,4.6995e+01,6.6528e-02,-2.0054e+00,-2.6945e+00,-1.7787e+00,-1.8776e+00,-1.3653e+00,1.0867e-01,4.3415e-01,9.9694e-01
2.0000e+03,3.1000e+01,4.0000e+01,1.3333e+01,-3.8111e+05,-3.8111e+05,-1.5960e-01,-3.8111e+05,1.7515e-01,6.1511e+00,3.5533e+05,4.9506e+01,-3.0359e-01,-2.0039e+00,-3.3424e+00,-2.0607e+00,-1.6891e+00,-1.3709e+00,5.5689e-02,6.2040e-01,1.7857e+00
2.0000e+03,3.2000e+01,4.2000e+01,1.3636e+01,-3.8107e+05,-3.8108e+05,-1.6459e-01,-3.8108e+05,1.7522e-01,6.1561e+00,3.5081e+05,5.1972e+01,-4.3522e-01,-1.9978e+00,-2.3658e+00,-1.8327e+00,-1.8543e+00,-1.3552e+00,-4.1977e-01,8.4636e-01,1.7316e+00
2.0000e+03,3.3000e+01,4.3000e+01,1.3992e+01,-3.7983e+05,-3.7984e+05,-1.6958e-01,-3.7984e+05,1.7530e-01,6.1610e+00,3.5078e+05,5.3252e+01,-6.2293e-01,-2.0017e+00,-2.7422e+00,-2.2220e+00,-9.8245e-01,-1.2270e+00,1.1999e-02,7.6876e-01,1.6619e+00
2.0000e+03,3.4000e+01,4.4000e+01,1.4344e+01,-3.7858e+05,-3.7859e+05,-1.7456e-01,-3.7859e+05,1.7537e-01,6.1660e+00,3.4954e+05,5.4490e+01,2.3501e-02,-2.0031e+00,-2.9758e+00,-1.9763e+00,-1.5310e+00,-7.0070e-01,-5.0418e-01,4.6438e-01,1.1103e+00
2.0000e+03,3.5000e+01,4.5000e+01,1.4694e+01,-3.7839e+05,-3.7839e+05,-1.7955e-01,-3.7839e+05,1.7544e-01,6.1710e+00,3.4829e+05,5.5721e+01,-1.0111e-01,-2.0077e+00,-2.6543e+00,-1.9945e+00,-1.5340e+00,-1.0941e+00,-1.8004e-01,3.2017e-01,1.8707e+00
2.0000e+03,3.6000e+01,4.7000e+01,1.4980e+01,-3.7731e+05,-3.7732e+05,-1.8454e-01,-3.7732e+05,1.7551e-01,6.1760e+00,3.4809e+05,5.8215e+01,-4.1226e-01,-1.9999e+00,-2.8673e+00,-2.0040e+00,-1.7545e+00,-1.2477e+00,-1.8733e-01,7.3278e-01,1.7492e+00
2.0000e+03,3.7000e+01,4.8000e+01,1.5323e+01,-3.7594e+05,-3.7594e+05,-1.8953e-01,-3.7594e+05,1.7558e-01,6.1810e+00,3.4702e+05,5.9443e+01,-3.3992e-01,-2.0092e+00,-3.1855e+00,-1.7889e+00,-1.7840e+00,-8.4099e-01,-2.3435e-01,1.1555e+00,1.6142e+00
2.0000e+03,3.8000e+01,4.9000e+01,1.5663e+01,-3.7557e+05,-3.7558e+05,-1.9451e-01,-3.7558e+05,1.7565e-01,6.1860e+00,3.4564e+05,6.0661e+01,-1.8952e-01,-1.9968e+00,-2.8378e+00,-1.5585e+00,-1.7053e+00,-8.7712e-01,-6.9205e-01,4.2394e-01,1.0359e+00
2.0000e+03,3.9000e+01,5.0000e+01,1.6000e+01,-3.7522e+05,-3.7522e+05,-1.9950e-01,-3.7522e+05,1.7572e-01,6.1910e+00,3.4528e+05,6.1899e+01,-4.2469e-01,-1.9930e+00,-2.7482e+00,-1.9132e+00,-1.4297e+00,-6.2778e-01,-4.9700e-01,7.4950e-01,1.7410e+00
2.0000e+03,4.0000e+01,5.2000e+01,1.6270e+01,-3.7403e+05,-3.7404e+05,-2.0449e-01,-3.7404e+05,1.7579e-01,6.1960e+00,3.4492e+05,6.4402e+01,1.2593e-01,-2.0028e+00,-2.8587e+00,-1.6708e+00,-1.2442e+00,-1.0373e+00,-1.8715e-01,7.8969e-01,9.0763e-01
2.0000e+03,4.1000e+01,5.3000e+01,1.6601e+01,-3.6873e+05,-3.6874e+05,-2.0948e-01,-3.6874e+05,1.7586e-01,6.2009e+00,3.4374e+05,6.5648e+01,-7.0874e-01,-2.0065e+00,-2.9396e+00,-2.0137e+00,-1.9122e+00,-1.2947e+00,-3.1031e-01,3.5768e-01,1.7101e+00
2.0000e+03,4.2000e+01,5.4000e+01,1.6929e+01,-3.6574e+05,-3.6575e+05,-2.1446e-01,-3.6575e+05,1.7593e-01,6.2059e+00,3.3844e+05,6.6882e+01,-3.7360e-01,-2.0041e+00,-2.9877e+00,-1.5266e+00,-1.0558e+00,-9.8030e-01,-7.4616e-01,3.2857e-01,1.0357e+00
2.0000e+03,4.3000e+01,5.5000e+01,1.7255e+01,-3.6435e+05,-3.6436e+05,-2.1945e-01,-3.6436e+05,1.7600e-01,6.2109e+00,3.3545e+05,6.8116e+01,7.0728e-02,-1.9964e+00,-2.9556e+00,-2.1370e+00,-1.1833e+00,-5.5990e-01,-2.1865e-01,6.9620e-01,9.1217e-01
2.0000e+03,4.4000e+01,5.6000e+01,1.7578e+01,-3.6391e+05,-3.6391e+05,-2.2444e-01,-3.6391e+05,1.7607e-01,6.2159e+00,3.3406e+05,6.9388e+01,2.4965e-01,-2.0078e+00,-3.0323e+00,-1.3564e+00,-1.5558e+00,-5.2426e-01,-1.7921e-01,1.2398e+00,1.7792e+00
2.0000e+03,4.5000e+01,5.8000e+01,1.7829e+01,-3.6277e+05,-3.6278e+05,-2.2943e-01,-3.6278e+05,1.7614e-01,6.2209e+00,3.3361e+05,7.1824e+01,-1.3447e-01,-1.9989e+00,-3.1222e+00,-1.8859e+00,-1.4881e+00,-8.4447e-01,-3.3669e-01,4.6414e-01,1.0462e+00
2.0000e+03,4.6000e+01,5.9000e+01,1.8147e+01,-3.6169e+05,-3.6170e+05,-2.3441e-01,-3.6170e+05,1.7622e-01,6.2259e+00,3.3248e+05,7.3006e+01,-7.7107e-03,-2.0037e+00,-2.5143e+00,-1.8197e+00,-1.1244e+00,-1.2216e+00,-4.7240e-01,8.6966e-01,1.8238e+00
2.0000e+03,4.7000e+01,6.0000e+01,1.8462e+01,-3.6131e+05,-3.6131e+05,-2.3940e-01,-3.6131e+05,1.7629e-01,6.2309e+00,3.3140e+05,7.4253e+01,-3.7612e-01,-2.0020e+00,-2.4346e+00,-2.1094e+00,-1.2929e+00,-9.2638e-01,-7.1341e-01,3.9750e-01,1.7892e+00
2.0000e+03,4.8000e+01,6.5000e+01,1.8491e+01,-3.6056e+05,-3.6057e+05,-2.4439e-01,-3.6057e+05,1.7636e-01,6.2358e+00,3.3101e+05,8.0338e+01,-6.2170e-01,-2.0077e+00,-3.1369e+00,-1.4644e+00,-1.5060e+00,-7.1039e-01,-3.5806e-01,9.0923e-01,1.6103e+00
2.0000e+03,4.9000e+01,6.6000e+01,1.8797e+01,-3.6023e+05,-3.6024e+05,-2.4938e-01,-3.6024e+05,1.7643e-01,6.2408e+00,3.3027e+05,8.1615e+01,-2.7765e-02,-1.9969e+00,-2.9674e+00,-1.3806e+00,-1.2459e+00,-9.1455e-01,-4.2191e-01,4.0246e-01,1.8659e+00
2.0000e+03,5.0000e+01,6.7000e+01,1.9101e+01,-3.5914e+05,-3.5915e+05,-2.5436e-01,-3.5915e+05,1.7650e-01,6.2458e+00,3.2994e+05,8.2861e+01,6.7615e-02,-2.0073e+00,-3.2066e+00,-1.9950e+00,-1.7035e+00,-1.1888e+00,-1.8497e-01,7.6667e-01,9.8691e-01
2.0000e+03,5.1000e+01,6.9000e+01,1.9331e+01,-3.5819e+05,-3.5819e+05,-2.5935e-01,-3.5819e+05,1.7657e-01,6.2508e+00,3.2885e+05,8.5345e+01,2.0341e-01,-1.9978e+00,-3.0696e+00,-1.5275e+00,-1.5809e+00,-7.9842e-01,-1.2833e-01,7.2810e-01,1.0926e+00
2.0000e+03,5.2000e+01,7.0000e+01,1.9630e+01,-3.5770e+05,-3.5771e+05,-2.6434e-01,-3.5771e+05,1.7664e-01,6.2558e+00,3.2789e+05,8.6739e+01,-1.2704e-01,-2.0017e+00,-2.9966e+00,-2.3177e+00,-1.0888e+00,-7.3477e-01,-6.6088e-01,1.1736e+00,1.6763e+00
2.0000e+03,5.3000e+01,7.1000e+01,1.9926e+01,-3.5703e+05,-3.5703e+05,-2.6933e-01,-3.5703e+05,1.7671e-01,6.2608e+00,3.2741e+05,8.7989e+01,-3.2899e-02,-1.9970e+00,-3.2248e+00,-2.2895e+00,-1.6517e+00,-7.1351e-01,-1.5959e-01,1.0039e+00,1.7678e+00
2.0000e+03,5.4000e+01,7.2000e+01,2.0221e+01,-3.5688e+05,-3.5689e+05,-2.7431e-01,-3.5689e+05,1.7678e-01,6.2658e+00,3.2673e+05,8.9231e+01,-3.8393e-01,-2.0035e+00,-2.4882e+00,-2.1386e+00,-1.2220e+00,-1.0420e+00,5.3252e-02,1.0693e+00,1.5952e+00
2.0000e+03,5.5000e+01,7.3000e+01,2.0513e+01,-3.5650e+05,-3.5650e+05,-2.7930e-01,-3.5650e+05,1.7685e-01,6.2708e+00,3.2659e+05,9.0446e+01,-5.8272e-02,-2.0095e+00,-3.1468e+00,-1.6280e+00,-1.2837e+00,-1.3692e+00,-3.8966e-01,1.0377e+00,1.7595e+00
2.0000e+03,5.6000e+01,7.4000e+01,2.0803e+01,-3.5630e+05,-3.5631e+05,-2.8429e-01,-3.5631e+05,1.7692e-01,6.2758e+00,3.2620e+05,9.1696e+01,5.4948e-02,-2.0016e+00,-2.8946e+00,-1.5979e+00,-1.1468e+00,-1.2663e+00,-6.6719e-01,6.4415e-01,1.8627e+00
2.0000e+03,5.7000e+01,7.5000e+01,2.1091e+01,-3.5606e+05,-3.5607e+05,-2.8928e-01,-3.5607e+05,1.7699e-01,6.2807e+00,3.2601e+05,9.2917e+01,-2.3609e-01,-2.0061e+00,-2.8794e+00,-2.0773e+00,-1.9464e+00,-5.1982e-01,-3.7445e-01,7.0282e-01,1.7714e+00
2.0000e+03,5.8000e+01,7.6000e+01,2.1377e+01,-3.5402e+05,-3.5403e+05,-2.9426e-01,-3.5403e+05,1.7706e-01,6.2857e+00,3.2577e+05,9.4146e+01,-7.0840e-01,-2.0038e+00,-2.5774e+00,-1.5588e+00,-1.1044e+00,-8.6371e-01,-1.5772e-01,4.2571e-01,9.2859e-01
2.0000e+03,5.9000e+01,7.7000e+01,2.1661e+01,-3.5346e+05,-3.5347e+05,-2.9925e-01,-3.5347e+05,1.7713e-01,6.2907e+00,3.2373e+05,9.5384e+01,-7.3658e-01,-2.0023e+00,-3.3079e+00,-1.8237e+00,-1.7474e+00,-1.1338e+00,-5.3641e-01,6.1332e-01,8.9391e-01
2.0000e+03,6.0000e+01,7.8000e+01,2.1942e+01,-3.5132e+05,-3.5133e+05,-3.0424e-01,-3.5133e+05,1.7720e-01,6.2957e+00,3.2317e+05,9.6604e+01,-3.4777e-01,-2.0009e+00,-2.9767e+00,-1.6962e+00,-1.0757e+00,-8.3493e-01,-3.2031e-01,5.4498e-01,1.7591e+00
2.0000e+03,6.1000e+01,7.9000e+01,2.2222e+01,-3.4649e+05,-3.4649e+05,-3.0923e-01,-3.4649e+05,1.7727e-01,6.3007e+00,3.2103e+05,9.7889e+01,-4.7588e-01,-2.0094e+00,-2.4790e+00,-1.4426e+00,-1.8664e+00,-8.0829e-01,-6.0186e-02,3.4422e-01,9.7847e-01
2.0000e+03,6.2000e+01,8.0000e+01,2.2500e+01,-3.4566e+05,-3.4567e+05,-3.1422e-01,-3.4567e+05,1.7734e-01,6.3057e+00,3.1619e+05,9.9168e+01,-4.6015e-01,-1.9930e+00,-2.6155e+00,-2.0220e+00,-1.3896e+00,-7.0795e-01,-6.5641e-01,3.4041e-01,1.7567e+00
2.0000e+03,6.3000e+01,8.1000e+01,2.2776e+01,-3.4450e+05,-3.4450e+05,-3.1920e-01,-3.4450e+05,1.7741e-01,6.3107e+00,3.1537e+05,1.0041e+02,1.1612e-01,-2.0074e+00,-3.1664e+00,-1.9168e+00,-9.8601e-01,-6.3374e-01,-6.1657e-01,1.2138e+00,1.7217e+00
2.0000e+03,6.4000e+01,8.2000e+01,2.3050e+01,-3.4323e+05,-3.4324e+05,-3.2419e-01,-3.4324e+05,1.7748e-01,6.3157e+00,3.1420e+05,1.0165e+02,5.5716e-02,-2.0003e+00,-2.4830e+00,-2.2020e+00,-1.7372e+00,-6.7433e-01,-6.8283e-01,1.1021e+00,1.7536e+00
2.0000e+03,6.5000e+01,8.4000e+01,2.3239e+01,-3.4270e+05,-3.4270e+05,-3.2918e-01,-3.4270e+05,1.7755e-01,6.3206e+00,3.1294e+05,1.0408e+02,-2.9585e-01,-1.9904e+00,-3.2271e+00,-2.2940e+00,-1.8891e+00,-1.3115e+00,7.0992e-02,9.1621e-01,1.6775e+00
2.0000e+03,6.6000e+01,8.5000e+01,2.3509e+01,-3.3917e+05,-3.3918e+05,-3.3417e-01,-3.3918e+05,1.7762e-01,6.3256e+00,3.1240e+05,1.0534e+02,-6.9727e-01,-2.0091e+00,-2.8307e+00,-1.7509e+00,-1.8747e+00,-6.9778e-01,-6.3221e-01,4.8391e-01,1.6731e+00
2.0000e+03,6.7000e+01,8.6000e+01,2.3776e+01,-3.3818e+05,-3.3819e+05,-3.3915e-01,-3.3819e+05,1.7769e-01,6.3306e+00,3.0888e+05,1.0657e+02,1.0299e-01,-1.9981e+00,-2.4441e+00,-2.1766e+00,-9.7483e-01,-7.5322e-01,-6.0633e-01,3.7331e-01,1.2984e+00
2.0000e+03,6.8000e+01,8.7000e+01,2.4042e+01,-3.3782e+05,-3.3783e+05,-3.4414e-01,-3.3783e+05,1.7776e-01,6.3356e+00,3.0789e+05,1.0782e+02,-2.2432e-01,-1.9928e+00,-2.5408e+00,-1.5157e+00,-1.7686e+00,-4.8273e-01,-4.2031e-02,3.4539e-01,1.7775e+00
2.0000e+03,6.9000e+01,8.8000e+01,2.4306e+01,-3.3702e+05,-3.3703e+05,-3.4913e-01,-3.3703e+05,1.7783e-01,6.3406e+00,3.0753e+05,1.0907e+02,-5.7672e-01,-1.9984e+00,-2.6323e+00,-1.6239e+00,-1.5529e+00,-1.2897e+00,1.5244e-02,8.2026e-01,1.6159e+00
2.0000e+03,7.0000e+01,8.9000e+01,2.4567e+01,-3.3372e+05,-3.3373e+05,-3.5412e-01,-3.3373e+05,1.7790e-01,6.3456e+00,3.0673e+05,1.1034e+02,1.8414e-01,-2.0006e+00,-2.8473e+00,-2.0913e+00,-1.8580e+00,-6.0875e-01,-6.0555e-01,1.0923e+00,1.7734e+00
2.0000e+03,7.1000e+01,9.0000e+01,2.4828e+01,-3.3293e+05,-3.3294e+05,-3.5910e-01,-3.3294e+05,1.7797e-01,6.3506e+00,3.0343e+05,1.1159e+02,-6.8225e-01,-2.0099e+00,-2.8916e+00,-1.5640e+00,-1.0340e+00,-6.8736e-01,-6.2242e-01,1.0057e+00,1.5094e+00
2.0000e+03,7.2000e+01,9.2000e+01,2.5000e+01,-3.3285e+05,-3.3285e+05,-3.6409e-01,-3.3285e+05,1.7804e-01,6.3555e+00,3.0264e+05,1.1407e+02,7.8751e-02,-1.9957e+00,-3.0242e+00,-2.1866e+00,-1.1922e+00,-1.0483e+00,-6.6035e-01,1.0162e+00,1.7749e+00
2.0000e+03,7.3000e+01,9.3000e+01,2.5256e+01,-3.3182e+05,-3.3183e+05,-3.6908e-01,-3.3183e+05,1.7811e-01,6.3606e+00,3.0255e+05,1.1542e+02,-4.3975e-01,-1.9930e+00,-2.4483e+00,-1.4544e+00,-1.0897e+00,-5.6984e-01,-4.9471e-01,1.1296e+00,1.5115e+00
2.0000e+03,7.4000e+01,9.4000e+01,2.5510e+01,-3.3086e+05,-3.3087e+05,-3.7407e-01,-3.3087e+05,1.7818e-01,6.3655e+00,3.0153e+05,1.1667e+02,-5.8429e-01,-2.0000e+00,-2.3694e+00,-1.9603e+00,-1.2429e+00,-1.2317e+00,-6.7765e-01,4.4423e-01,1.0554e+00
2.0000e+03,7.5000e+01,9.5000e+01,2.5763e+01,-3.2873e+05,-3.2874e+05,-3.7905e-01,-3.2874e+05,1.7825e-01,6.3705e+00,3.0057e+05,1.1791e+02,-5.4059e-01,-2.0032e+00,-2.8531e+00,-2.0631e+00,-1.2853e+00,-1.3822e+00,-4.2453e-01,3.7950e-01,1.0781e+00
2.0000e+03,7.6000e+01,9.7000e+01,2.5926e+01,-3.2727e+05,-3.2728e+05,-3.8404e-01,-3.2728e+05,1.7832e-01,6.3755e+00,2.9844e+05,1.2036e+02,-1.9431e-01,-2.0085e+00,-2.9811e+00,-1.8932e+00,-1.1784e+00,-6.8716e-01,-5.1715e-01,3.1115e-01,1.1512e+00
