niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_mean,logdust_med,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod
1.0000e+00,1.0000e+00,1.9960e-01,-1.6493e+05,-1.6493e+05,-1.9980e-03,-1.6493e+05,1.1750e-01,6.9098e+00,inf,1.8379e+03,1.0675e-01,-3.8560e-01,-1.1585e+00,-1.7645e-01,-1.5508e-01,3.6337e-01,9.8662e-01,2.9634e+01
2.0000e+00,1.0000e+00,3.9841e-01,-1.6464e+05,-1.6465e+05,-3.9960e-03,-1.6465e+05,1.1751e-01,6.9118e+00,1.6061e+05,1.8413e+03,-4.5041e-02,-2.9213e-01,-2.1379e+00,-8.4208e-01,-5.2155e-01,9.8316e-01,1.0371e+00,2.9768e+01
3.0000e+00,1.0000e+00,5.9642e-01,-1.6333e+05,-1.6333e+05,-5.9940e-03,-1.6333e+05,1.1753e-01,6.9138e+00,1.6032e+05,1.8449e+03,1.1328e-01,-1.8827e-02,-2.0617e+00,-1.5725e+00,4.8778e-01,4.1840e-01,1.6955e+00,2.9913e+01
4.0000e+00,1.0000e+00,7.9365e-01,-1.6328e+05,-1.6329e+05,-7.9920e-03,-1.6329e+05,1.1755e-01,6.9157e+00,1.5901e+05,1.8489e+03,2.0136e-01,-7.8608e-03,-1.6660e+00,-9.9948e-02,-3.8543e-01,6.6363e-01,1.4036e+00,2.9575e+01
5.0000e+00,1.0000e+00,9.9010e-01,-1.6275e+05,-1.6276e+05,-9.9900e-03,-1.6276e+05,1.1757e-01,6.9177e+00,1.5896e+05,1.8524e+03,-3.4759e-01,-3.3297e-01,-1.6167e+00,-1.6298e+00,-3.8054e-02,5.2449e-01,1.1177e+00,2.9349e+01
6.0000e+00,1.0000e+00,1.1858e+00,-1.6275e+05,-1.6275e+05,-1.1988e-02,-1.6275e+05,1.1749e-01,6.9084e+00,1.5844e+05,1.8565e+03,-3.7305e-01,-9.3683e-01,-2.7019e+00,-1.2489e+00,-8.9832e-01,9.1857e-01,1.0197e+00,2.9633e+01
7.0000e+00,1.0000e+00,1.3807e+00,-1.6247e+05,-1.6247e+05,-1.3986e-02,-1.6247e+05,1.1760e-01,6.9217e+00,1.5843e+05,1.8605e+03,-4.1444e-01,-2.9465e-01,-2.0469e+00,-8.8793e-01,-4.9665e-01,1.2452e+00,1.0027e+00,2.9884e+01
8.0000e+00,1.0000e+00,1.5748e+00,-1.6238e+05,-1.6239e+05,-1.5984e-02,-1.6239e+05,1.1762e-01,6.9237e+00,1.5815e+05,1.8640e+03,-3.0628e-01,-8.4192e-02,-1.7016e+00,-6.1786e-01,-4.7819e-01,7.8585e-01,1.6001e+00,2.9894e+01
9.0000e+00,1.0000e+00,1.7682e+00,-1.6213e+05,-1.6214e+05,-1.7982e-02,-1.6214e+05,1.1763e-01,6.9257e+00,1.5806e+05,1.8675e+03,1.3673e-01,-4.7673e-01,-1.1430e+00,-6.9809e-01,7.7128e-01,3.9564e-01,1.0458e+00,2.9674e+01
1.0000e+01,1.0000e+00,1.9608e+00,-1.6096e+05,-1.6096e+05,-1.9980e-02,-1.6096e+05,1.1765e-01,6.9277e+00,1.5782e+05,1.8710e+03,-1.2007e-01,-7.0880e-01,-1.4230e+00,-1.6831e+00,-4.7610e-01,2.9439e-01,1.3040e+00,2.9147e+01
1.1000e+01,1.0000e+00,2.1526e+00,-1.6012e+05,-1.6013e+05,-2.1978e-02,-1.6013e+05,1.1767e-01,6.9297e+00,1.5664e+05,1.8751e+03,-3.9844e-01,-9.9545e-01,-1.6913e+00,-1.7006e+00,-5.2701e-02,1.9998e-01,1.2435e+00,2.9215e+01
1.2000e+01,1.0000e+00,2.3438e+00,-1.5926e+05,-1.5926e+05,-2.3976e-02,-1.5926e+05,1.1768e-01,6.9317e+00,1.5581e+05,1.8791e+03,-3.6919e-01,-6.4866e-01,-1.9072e+00,-1.4980e+00,4.2953e-01,3.4026e-01,1.6922e+00,2.9956e+01
1.3000e+01,1.0000e+00,2.5341e+00,-1.5918e+05,-1.5919e+05,-2.5974e-02,-1.5919e+05,1.1770e-01,6.9337e+00,1.5494e+05,1.8825e+03,1.7878e-01,-2.6856e-01,-2.2297e+00,-7.8984e-01,-9.6605e-01,1.2645e-01,2.0522e+00,2.9779e+01
1.4000e+01,1.0000e+00,2.7237e+00,-1.5910e+05,-1.5911e+05,-2.7972e-02,-1.5911e+05,1.1772e-01,6.9357e+00,1.5486e+05,1.8860e+03,-1.4054e-01,-5.4972e-01,-2.0361e+00,-1.2990e+00,-3.3919e-01,5.3664e-01,1.7560e+00,2.9678e+01
1.5000e+01,1.0000e+00,2.9126e+00,-1.5909e+05,-1.5909e+05,-2.9970e-02,-1.5909e+05,1.1774e-01,6.9377e+00,1.5479e+05,1.8900e+03,2.9843e-02,-9.6826e-01,-2.2874e+00,-9.9167e-01,4.0027e-02,2.8457e-01,1.3998e+00,2.9063e+01
1.6000e+01,1.0000e+00,3.1008e+00,-1.5907e+05,-1.5908e+05,-3.1968e-02,-1.5908e+05,1.1775e-01,6.9397e+00,1.5477e+05,1.8934e+03,-7.5023e-02,-2.3917e-01,-1.5147e+00,-1.1627e+00,-6.4633e-01,9.5264e-01,1.1073e+00,2.8694e+01
1.7000e+01,1.0000e+00,3.2882e+00,-1.5903e+05,-1.5903e+05,-3.3966e-02,-1.5903e+05,1.1777e-01,6.9417e+00,1.5475e+05,1.8968e+03,-1.2779e-01,-4.0901e-01,-1.8827e+00,-4.5418e-01,-9.7385e-01,1.0154e+00,1.4839e+00,2.9417e+01
1.8000e+01,1.0000e+00,3.4749e+00,-1.5855e+05,-1.5856e+05,-3.5964e-02,-1.5856e+05,1.1779e-01,6.9437e+00,1.5471e+05,1.9009e+03,-2.5465e-01,-1.6636e-01,-1.6890e+00,-1.6568e+00,-9.5537e-01,1.1126e+00,1.5453e+00,2.9353e+01
1.9000e+01,2.0000e+00,3.6538e+00,-1.5834e+05,-1.5835e+05,-3.7962e-02,-1.5835e+05,1.1780e-01,6.9457e+00,1.5423e+05,1.9090e+03,2.0268e-01,-4.4006e-02,-1.9873e+00,-5.8893e-01,-1.7173e-01,8.8665e-01,1.8859e+00,2.9394e+01
2.0000e+01,1.0000e+00,3.8388e+00,-1.5808e+05,-1.5809e+05,-3.9960e-02,-1.5809e+05,1.1782e-01,6.9477e+00,1.5403e+05,1.9131e+03,9.3637e-02,-6.1185e-02,-2.2721e+00,-1.0796e+00,4.9895e-01,9.2754e-01,1.4936e+00,2.9096e+01
2.1000e+01,1.0000e+00,4.0230e+00,-1.5775e+05,-1.5776e+05,-4.1958e-02,-1.5776e+05,1.1784e-01,6.9497e+00,1.5377e+05,1.9172e+03,2.2095e-01,-5.8223e-01,-2.5063e+00,-4.3180e-01,5.2080e-02,6.1807e-01,1.5104e+00,2.9026e+01
2.2000e+01,1.0000e+00,4.2065e+00,-1.5751e+05,-1.5752e+05,-4.3956e-02,-1.5752e+05,1.1785e-01,6.9517e+00,1.5343e+05,1.9206e+03,1.8047e-01,-5.9351e-01,-1.7398e+00,-5.2314e-01,4.7152e-01,5.1005e-01,1.5109e+00,2.9142e+01
2.3000e+01,1.0000e+00,4.3893e+00,-1.5712e+05,-1.5712e+05,-4.5954e-02,-1.5712e+05,1.1787e-01,6.9537e+00,1.5319e+05,1.9240e+03,1.4358e-01,-1.8117e-01,-1.0892e+00,-1.3570e+00,7.2601e-01,1.5212e+00,1.0531e+00,2.9418e+01
2.4000e+01,1.0000e+00,4.5714e+00,-1.5675e+05,-1.5676e+05,-4.7952e-02,-1.5676e+05,1.1789e-01,6.9557e+00,1.5280e+05,1.9281e+03,-3.6080e-02,-7.4939e-01,-1.6003e+00,-6.2741e-02,-6.3078e-01,6.3378e-01,1.1916e+00,2.8951e+01
2.5000e+01,1.0000e+00,4.7529e+00,-1.5669e+05,-1.5670e+05,-4.9950e-02,-1.5670e+05,1.1790e-01,6.9577e+00,1.5243e+05,1.9322e+03,-6.1932e-02,-8.0789e-01,-8.4518e-01,-9.1727e-01,5.1777e-01,7.8831e-01,1.0261e+00,2.9204e+01
2.6000e+01,1.0000e+00,4.9336e+00,-1.5659e+05,-1.5659e+05,-5.1948e-02,-1.5659e+05,1.1792e-01,6.9597e+00,1.5238e+05,1.9362e+03,1.1458e-01,-1.8004e-01,-9.8113e-01,-1.9463e-01,-1.0472e+00,1.0014e+00,1.2457e+00,2.8830e+01
2.7000e+01,1.0000e+00,5.1136e+00,-1.5653e+05,-1.5654e+05,-5.3946e-02,-1.5654e+05,1.1794e-01,6.9617e+00,1.5227e+05,1.9396e+03,1.0847e-01,-1.2729e-01,-1.4343e+00,-5.5621e-01,6.6297e-01,1.0058e+00,1.4243e+00,2.9071e+01
2.8000e+01,1.0000e+00,5.2930e+00,-1.5650e+05,-1.5651e+05,-5.5944e-02,-1.5651e+05,1.1796e-01,6.9637e+00,1.5221e+05,1.9436e+03,-6.8207e-02,-2.2790e-01,-1.9467e+00,-3.9998e-01,6.1290e-01,7.6762e-01,1.0426e+00,2.8970e+01
2.9000e+01,1.0000e+00,5.4717e+00,-1.5649e+05,-1.5649e+05,-5.7942e-02,-1.5649e+05,1.1797e-01,6.9656e+00,1.5218e+05,1.9477e+03,-3.8936e-01,-4.1995e-01,-2.5993e+00,-8.2321e-01,5.9458e-01,7.5975e-01,1.6107e+00,2.9591e+01
3.0000e+01,1.0000e+00,5.6497e+00,-1.5617e+05,-1.5618e+05,-5.9940e-02,-1.5618e+05,1.1799e-01,6.9677e+00,1.5217e+05,1.9512e+03,-2.0299e-01,-9.1812e-01,-1.0830e+00,-1.3487e+00,-6.4876e-01,4.1436e-01,1.3904e+00,2.8829e+01
3.1000e+01,1.0000e+00,5.8271e+00,-1.5599e+05,-1.5600e+05,-6.1938e-02,-1.5600e+05,1.1801e-01,6.9697e+00,1.5186e+05,1.9546e+03,-1.1106e-01,-6.5319e-01,-2.0603e+00,3.6911e-02,-6.3841e-01,1.7945e-01,1.1524e+00,2.8783e+01
3.2000e+01,1.0000e+00,6.0038e+00,-1.5587e+05,-1.5588e+05,-6.3936e-02,-1.5588e+05,1.1802e-01,6.9717e+00,1.5167e+05,1.9580e+03,-4.5170e-01,-3.2462e-01,-2.1351e+00,-1.0010e+00,-8.5345e-02,1.7844e+00,1.1520e+00,2.9992e+01
3.3000e+01,1.0000e+00,6.1798e+00,-1.5548e+05,-1.5548e+05,-6.5934e-02,-1.5548e+05,1.1804e-01,6.9737e+00,1.5156e+05,1.9615e+03,1.1779e-01,-5.3243e-01,-2.0889e+00,1.0688e-01,7.5145e-01,1.4512e+00,1.2135e+00,2.9645e+01
3.4000e+01,1.0000e+00,6.3551e+00,-1.5535e+05,-1.5535e+05,-6.7932e-02,-1.5535e+05,1.1806e-01,6.9757e+00,1.5116e+05,1.9649e+03,-3.2778e-02,-5.8704e-01,-2.0402e+00,-1.6606e+00,6.1257e-01,1.4542e+00,1.1105e+00,2.9435e+01
3.5000e+01,1.0000e+00,6.5299e+00,-1.5531e+05,-1.5532e+05,-6.9930e-02,-1.5532e+05,1.1807e-01,6.9777e+00,1.5103e+05,1.9690e+03,8.9433e-02,-1.9313e-03,-2.6609e+00,-1.6484e+00,-6.5861e-02,1.3154e+00,1.1000e+00,2.8549e+01
3.6000e+01,1.0000e+00,6.7039e+00,-1.5500e+05,-1.5500e+05,-7.1928e-02,-1.5500e+05,1.1809e-01,6.9797e+00,1.5100e+05,1.9732e+03,-5.0035e-03,-8.2974e-01,-7.6792e-01,-4.0716e-02,2.4367e-01,1.6014e-01,1.1974e+00,2.9031e+01
3.7000e+01,1.0000e+00,6.8773e+00,-1.5496e+05,-1.5496e+05,-7.3926e-02,-1.5496e+05,1.1811e-01,6.9817e+00,1.5068e+05,1.9766e+03,2.2647e-02,-3.5973e-01,-1.5011e+00,-7.6286e-02,3.0249e-01,7.7955e-01,1.2709e+00,2.8823e+01
3.8000e+01,1.0000e+00,7.0501e+00,-1.5451e+05,-1.5452e+05,-7.5924e-02,-1.5452e+05,1.1812e-01,6.9837e+00,1.5064e+05,1.9800e+03,1.6645e-01,-8.3307e-01,-8.0582e-01,-1.0774e+00,2.9685e-01,7.8034e-01,1.5752e+00,2.9084e+01
3.9000e+01,1.0000e+00,7.2222e+00,-1.5407e+05,-1.5407e+05,-7.7922e-02,-1.5407e+05,1.1814e-01,6.9857e+00,1.5019e+05,1.9836e+03,-6.7650e-02,-6.8244e-01,-1.8050e+00,-1.5315e-01,6.6345e-01,2.7018e-01,2.0100e+00,2.9849e+01
4.0000e+01,1.0000e+00,7.3937e+00,-1.5395e+05,-1.5395e+05,-7.9920e-02,-1.5395e+05,1.1816e-01,6.9877e+00,1.4975e+05,1.9870e+03,-6.5808e-02,-1.1339e-03,-2.4778e+00,-6.2038e-01,5.9143e-02,3.2836e-01,1.7373e+00,2.8816e+01
4.1000e+01,1.0000e+00,7.5646e+00,-1.5387e+05,-1.5388e+05,-8.1918e-02,-1.5388e+05,1.1818e-01,6.9897e+00,1.4963e+05,1.9912e+03,-2.1210e-01,-6.2206e-01,-1.9144e+00,-3.1999e-01,-6.3539e-01,4.6416e-01,1.3685e+00,2.8622e+01
4.2000e+01,2.0000e+00,7.7206e+00,-1.5373e+05,-1.5374e+05,-8.3916e-02,-1.5374e+05,1.1819e-01,6.9917e+00,1.4955e+05,1.9992e+03,-1.4562e-02,-4.1316e-01,-1.9757e+00,-5.8216e-01,-7.5441e-01,3.7429e-01,1.1414e+00,2.7876e+01
4.3000e+01,1.0000e+00,7.8899e+00,-1.5368e+05,-1.5369e+05,-8.5914e-02,-1.5369e+05,1.1821e-01,6.9937e+00,1.4942e+05,2.0026e+03,-2.3619e-01,-3.6987e-01,-2.0507e+00,-1.3081e+00,-6.7709e-01,9.4772e-01,1.0814e+00,2.8254e+01
4.4000e+01,1.0000e+00,8.0586e+00,-1.5356e+05,-1.5357e+05,-8.7912e-02,-1.5357e+05,1.1823e-01,6.9957e+00,1.4936e+05,2.0060e+03,-3.9940e-01,-1.7716e-02,-2.4586e+00,-9.2331e-02,2.3134e-01,9.1677e-01,1.3701e+00,2.8868e+01
4.5000e+01,1.0000e+00,8.2267e+00,-1.5339e+05,-1.5340e+05,-8.9910e-02,-1.5340e+05,1.1824e-01,6.9977e+00,1.4925e+05,2.0095e+03,-1.7944e-01,-9.6931e-01,-2.1150e+00,-1.4471e+00,-3.3810e-01,9.0968e-01,1.9843e+00,2.9714e+01
4.6000e+01,1.0000e+00,8.3942e+00,-1.5310e+05,-1.5311e+05,-9.1908e-02,-1.5311e+05,1.1826e-01,6.9997e+00,1.4908e+05,2.0129e+03,-3.4642e-01,-7.7120e-01,-1.4597e+00,-1.6945e+00,-5.2490e-01,1.0694e+00,1.9781e+00,2.9795e+01
4.7000e+01,1.0000e+00,8.5610e+00,-1.5296e+05,-1.5297e+05,-9.3906e-02,-1.5297e+05,1.1828e-01,7.0017e+00,1.4879e+05,2.0169e+03,1.0429e-01,-5.1573e-01,-1.0130e+00,-1.4293e+00,-6.8430e-01,1.5751e+00,1.0666e+00,2.9078e+01
4.8000e+01,1.0000e+00,8.7273e+00,-1.5294e+05,-1.5295e+05,-9.5904e-02,-1.5295e+05,1.1829e-01,7.0037e+00,1.4864e+05,2.0209e+03,-1.1280e-01,-3.0079e-01,-2.1690e+00,-1.0568e-02,6.8788e-01,1.6458e+00,1.4580e+00,2.9692e+01
4.9000e+01,1.0000e+00,8.8929e+00,-1.5240e+05,-1.5240e+05,-9.7902e-02,-1.5240e+05,1.1831e-01,7.0057e+00,1.4863e+05,2.0243e+03,-7.0506e-02,-8.7934e-01,-7.6638e-01,2.6097e-01,2.6569e-01,8.5635e-01,1.7386e+00,2.9625e+01
5.0000e+01,2.0000e+00,9.0416e+00,-1.5238e+05,-1.5239e+05,-9.9900e-02,-1.5239e+05,1.1833e-01,7.0076e+00,1.4808e+05,2.0313e+03,-3.5636e-01,-3.7789e-01,-1.8909e+00,-1.6307e-01,4.3622e-01,6.5378e-01,1.4885e+00,2.9009e+01
5.1000e+01,1.0000e+00,9.2058e+00,-1.5237e+05,-1.5238e+05,-1.0190e-01,-1.5238e+05,1.1834e-01,7.0094e+00,1.4807e+05,2.0348e+03,-2.9706e-01,-4.7770e-01,-2.5697e+00,-3.0651e-01,6.4435e-01,1.2427e+00,2.9245e+00,2.5894e+01
5.2000e+01,1.0000e+00,9.3694e+00,-1.5229e+05,-1.5230e+05,-1.0390e-01,-1.5230e+05,1.1836e-01,7.0117e+00,1.4806e+05,2.0388e+03,-8.7736e-02,-7.9925e-01,-1.0952e+00,-8.2948e-01,-6.0794e-01,1.3003e+00,1.0392e+00,2.8813e+01
5.3000e+01,1.0000e+00,9.5324e+00,-1.5215e+05,-1.5215e+05,-1.0589e-01,-1.5215e+05,1.1838e-01,7.0136e+00,1.4798e+05,2.0423e+03,-1.3818e-01,-1.3926e-01,-1.1729e+00,-8.8287e-02,3.0448e-01,1.6249e+00,2.0915e+00,2.9905e+01
5.4000e+01,1.0000e+00,9.6948e+00,-1.5214e+05,-1.5215e+05,-1.0789e-01,-1.5215e+05,1.1835e-01,7.0109e+00,1.4783e+05,2.0457e+03,2.3813e-01,-3.8946e-01,-1.4629e+00,-4.2486e-01,-1.9076e-02,4.8005e-01,2.8975e+00,2.5480e+01
5.5000e+01,1.0000e+00,9.8566e+00,-1.5212e+05,-1.5213e+05,-1.0989e-01,-1.5213e+05,1.1841e-01,7.0176e+00,1.4782e+05,2.0497e+03,-2.4976e-01,-2.6100e-01,-1.8485e+00,-6.2951e-01,-1.0646e+00,1.2562e-01,1.5754e+00,2.8466e+01
5.6000e+01,1.0000e+00,1.0018e+01,-1.5205e+05,-1.5205e+05,-1.1189e-01,-1.5205e+05,1.1843e-01,7.0196e+00,1.4781e+05,2.0532e+03,2.2196e-01,-4.8036e-01,-2.3507e+00,1.6408e-02,-6.7543e-01,3.8591e-01,2.3860e+00,2.9869e+01
5.7000e+01,1.0000e+00,1.0179e+01,-1.5202e+05,-1.5203e+05,-1.1389e-01,-1.5203e+05,1.1845e-01,7.0216e+00,1.4773e+05,2.0572e+03,-9.8389e-02,-5.5520e-01,-2.7221e+00,-5.2181e-01,8.0586e-01,2.0438e+00,2.7956e+00,2.5923e+01
5.8000e+01,1.0000e+00,1.0339e+01,-1.5188e+05,-1.5189e+05,-1.1588e-01,-1.5189e+05,1.1846e-01,7.0236e+00,1.4770e+05,2.0606e+03,-3.4372e-01,-8.3213e-01,-2.4789e+00,-8.2809e-01,-1.1148e+00,7.3816e-01,2.1564e+00,2.9969e+01
5.9000e+01,1.0000e+00,1.0498e+01,-1.5161e+05,-1.5162e+05,-1.1788e-01,-1.5162e+05,1.1848e-01,7.0256e+00,1.4757e+05,2.0646e+03,7.0061e-02,-1.6740e-01,-1.6464e+00,-6.4608e-01,5.2214e-02,1.5890e-01,2.9137e+00,2.5354e+01
6.0000e+01,1.0000e+00,1.0657e+01,-1.5148e+05,-1.5149e+05,-1.1988e-01,-1.5149e+05,1.1850e-01,7.0276e+00,1.4730e+05,2.0687e+03,-4.8130e-01,-1.1627e-01,-1.6121e+00,-6.8341e-01,1.6342e-01,6.2825e-01,2.8919e+00,2.5066e+01
6.1000e+01,1.0000e+00,1.0816e+01,-1.5145e+05,-1.5146e+05,-1.2188e-01,-1.5146e+05,1.1851e-01,7.0296e+00,1.4716e+05,2.0721e+03,-4.8565e-01,-4.5591e-01,-1.2313e+00,2.0939e-01,3.8256e-01,6.5692e-01,1.1450e+00,2.8913e+01
6.2000e+01,1.0000e+00,1.0973e+01,-1.5141e+05,-1.5142e+05,-1.2388e-01,-1.5142e+05,1.1853e-01,7.0316e+00,1.4713e+05,2.0761e+03,4.4994e-02,-9.9912e-02,-1.2080e+00,-5.3548e-01,-5.4148e-01,4.1138e-01,1.6059e+00,2.8288e+01
6.3000e+01,2.0000e+00,1.1111e+01,-1.5125e+05,-1.5126e+05,-1.2587e-01,-1.5126e+05,1.1855e-01,7.0336e+00,1.4710e+05,2.0835e+03,2.4579e-01,-4.3294e-01,-1.0432e+00,-1.5514e+00,-7.8590e-01,7.6981e-01,2.8450e+00,2.5518e+01
6.4000e+01,2.0000e+00,1.1248e+01,-1.5124e+05,-1.5125e+05,-1.2787e-01,-1.5125e+05,1.1856e-01,7.0353e+00,1.4693e+05,2.0910e+03,-2.9727e-02,-4.5172e-01,-1.3311e+00,-6.7609e-01,-8.5108e-02,5.8653e-01,2.3946e+00,2.9980e+01
6.5000e+01,1.0000e+00,1.1404e+01,-1.5100e+05,-1.5100e+05,-1.2987e-01,-1.5100e+05,1.1858e-01,7.0376e+00,1.4692e+05,2.0952e+03,-8.0414e-02,-9.0599e-01,-1.1854e+00,-7.1195e-01,-7.4345e-01,1.4017e+00,2.8018e+00,2.5991e+01
6.6000e+01,1.0000e+00,1.1559e+01,-1.5098e+05,-1.5099e+05,-1.3187e-01,-1.5099e+05,1.1860e-01,7.0396e+00,1.4668e+05,2.0987e+03,2.3696e-01,-7.0659e-01,-2.6536e+00,1.3529e-01,1.7383e-01,7.9976e-01,2.0222e+00,2.9387e+01
6.7000e+01,1.0000e+00,1.1713e+01,-1.5091e+05,-1.5092e+05,-1.3387e-01,-1.5092e+05,1.1861e-01,7.0416e+00,1.4667e+05,2.1027e+03,2.0060e-01,-5.2921e-01,-1.7416e+00,-1.2078e+00,-9.2594e-01,1.7063e+00,1.2211e+00,2.9028e+01
6.8000e+01,1.0000e+00,1.1867e+01,-1.5087e+05,-1.5088e+05,-1.3586e-01,-1.5088e+05,1.1863e-01,7.0436e+00,1.4660e+05,2.1061e+03,1.6701e-01,-8.1858e-02,-2.4615e+00,-1.4958e+00,-1.1036e+00,6.6827e-01,1.1814e+00,2.7288e+01
6.9000e+01,1.0000e+00,1.2021e+01,-1.5072e+05,-1.5073e+05,-1.3786e-01,-1.5073e+05,1.1865e-01,7.0456e+00,1.4656e+05,2.1096e+03,-1.4432e-01,-9.4892e-01,-2.2149e+00,-6.8427e-01,6.7963e-02,8.4139e-01,2.6548e+00,2.5163e+01
7.0000e+01,1.0000e+00,1.2174e+01,-1.5071e+05,-1.5072e+05,-1.3986e-01,-1.5072e+05,1.1866e-01,7.0476e+00,1.4641e+05,2.1131e+03,-3.9690e-01,-3.0425e-01,-1.6253e+00,-1.0582e+00,3.9243e-01,1.7791e+00,2.7748e+00,2.5536e+01
7.1000e+01,2.0000e+00,1.2305e+01,-1.5070e+05,-1.5071e+05,-1.4186e-01,-1.5071e+05,1.1856e-01,7.0354e+00,1.4639e+05,2.1205e+03,2.2683e-01,-2.5070e-01,-9.0084e-01,-1.5570e+00,5.4496e-01,1.5714e+00,2.8584e+00,2.5573e+01
7.2000e+01,1.0000e+00,1.2457e+01,-1.5063e+05,-1.5064e+05,-1.4386e-01,-1.5064e+05,1.1870e-01,7.0516e+00,1.4639e+05,2.1240e+03,-4.3214e-01,-4.0069e-01,-1.3900e+00,-1.6186e+00,-9.5451e-01,7.7523e-01,2.1167e+00,2.9643e+01
7.3000e+01,1.0000e+00,1.2608e+01,-1.5053e+05,-1.5054e+05,-1.4585e-01,-1.5054e+05,1.1871e-01,7.0536e+00,1.4631e+05,2.1280e+03,-8.8614e-02,-7.0822e-01,-1.1606e+00,-8.2691e-01,7.8950e-01,5.5515e-01,2.1227e+00,2.9807e+01
7.4000e+01,1.0000e+00,1.2759e+01,-1.5045e+05,-1.5046e+05,-1.4785e-01,-1.5046e+05,1.1873e-01,7.0556e+00,1.4622e+05,2.1320e+03,-3.7241e-01,-2.8162e-01,-1.0267e+00,-1.4752e+00,8.2438e-01,1.6170e+00,2.7689e+00,2.5189e+01
7.5000e+01,2.0000e+00,1.2887e+01,-1.5036e+05,-1.5037e+05,-1.4985e-01,-1.5037e+05,1.1875e-01,7.0576e+00,1.4613e+05,2.1395e+03,-3.1003e-01,-4.9316e-01,-2.3972e+00,-1.6196e+00,-3.8988e-01,1.5483e+00,1.8839e+00,2.9613e+01
7.6000e+01,2.0000e+00,1.3014e+01,-1.5035e+05,-1.5036e+05,-1.5185e-01,-1.5036e+05,1.1875e-01,7.0575e+00,1.4604e+05,2.1475e+03,-4.3238e-01,-1.2112e-02,-2.3041e+00,-1.4709e+00,-5.8094e-01,2.8804e-01,1.0384e+00,2.7159e+01
7.7000e+01,1.0000e+00,1.3162e+01,-1.5021e+05,-1.5022e+05,-1.5385e-01,-1.5022e+05,1.1878e-01,7.0616e+00,1.4603e+05,2.1516e+03,6.1197e-02,-4.7538e-01,-2.1848e+00,-1.2774e+00,-1.1625e-01,1.9725e+00,2.0838e+00,2.9949e+01
7.8000e+01,1.0000e+00,1.3311e+01,-1.5020e+05,-1.5020e+05,-1.5584e-01,-1.5020e+05,1.1880e-01,7.0634e+00,1.4589e+05,2.1558e+03,7.9702e-02,-1.6785e-01,-2.6327e+00,1.5404e-01,-8.4219e-01,1.4208e+00,1.1638e+00,2.8734e+01
7.9000e+01,2.0000e+00,1.3435e+01,-1.5016e+05,-1.5017e+05,-1.5784e-01,-1.5017e+05,1.1882e-01,7.0656e+00,1.4588e+05,2.1639e+03,-4.9836e-01,-9.5803e-01,-2.4827e+00,-5.3731e-01,-9.1081e-01,7.0291e-01,1.0523e+00,2.8107e+01
8.0000e+01,1.0000e+00,1.3582e+01,-1.5014e+05,-1.5014e+05,-1.5984e-01,-1.5014e+05,1.1883e-01,7.0676e+00,1.4585e+05,2.1674e+03,-2.1905e-01,-9.3693e-01,-1.9084e+00,-2.9435e-01,4.1233e-01,4.9733e-01,2.6613e+00,2.5144e+01
8.1000e+01,1.0000e+00,1.3729e+01,-1.5012e+05,-1.5013e+05,-1.6184e-01,-1.5013e+05,1.1885e-01,7.0692e+00,1.4582e+05,2.1714e+03,-4.5597e-01,-8.5521e-01,-2.3241e+00,-6.5435e-02,1.9152e-01,1.4046e+00,2.6673e+00,2.5631e+01
8.2000e+01,1.0000e+00,1.3875e+01,-1.5001e+05,-1.5002e+05,-1.6384e-01,-1.5002e+05,1.1887e-01,7.0716e+00,1.4581e+05,2.1749e+03,-3.3858e-01,-9.8160e-01,-1.0403e+00,-1.5114e+00,-6.1959e-01,2.0935e+00,2.5913e+00,2.6225e+01
8.3000e+01,1.0000e+00,1.4020e+01,-1.4999e+05,-1.4999e+05,-1.6583e-01,-1.4999e+05,1.1888e-01,7.0736e+00,1.4570e+05,2.1783e+03,1.7741e-01,-2.5408e-01,-2.0694e+00,-1.7151e+00,1.9876e-01,1.6609e+00,2.7888e+00,2.5547e+01
8.4000e+01,1.0000e+00,1.4165e+01,-1.4993e+05,-1.4994e+05,-1.6783e-01,-1.4994e+05,1.1890e-01,7.0756e+00,1.4567e+05,2.1817e+03,2.3106e-01,-2.7305e-01,-1.7725e+00,-1.0725e+00,-3.8527e-01,2.6232e-01,2.4708e+00,2.9636e+01
8.5000e+01,1.0000e+00,1.4310e+01,-1.4989e+05,-1.4990e+05,-1.6983e-01,-1.4990e+05,1.1892e-01,7.0776e+00,1.4562e+05,2.1852e+03,-1.0881e-01,-8.9732e-01,-2.6615e+00,-1.0766e+00,-4.2070e-03,1.7841e+00,1.0478e+00,2.9475e+01
8.6000e+01,1.0000e+00,1.4454e+01,-1.4985e+05,-1.4986e+05,-1.7183e-01,-1.4986e+05,1.1893e-01,7.0796e+00,1.4557e+05,2.1886e+03,-5.1776e-02,-5.7713e-01,-8.9934e-01,2.5415e-01,-2.8053e-02,1.5691e+00,9.9150e-01,2.9318e+01
