logfeh_mean,logdust,logNpix,tau,dmod,logl
-4.8982e-01,-1.9645e+00,2.5761e+00,4.4852e+00,2.6740e+01,1.0391e+06
-4.9687e-01,-1.9449e+00,2.5011e+00,4.3135e+00,2.6491e+01,1.0388e+06
-4.6178e-01,-1.9608e+00,2.5297e+00,4.6034e+00,2.6566e+01,1.0388e+06
-4.9630e-01,-1.9463e+00,2.5433e+00,4.3928e+00,2.6611e+01,1.0390e+06
-4.9843e-01,-1.7596e+00,2.5759e+00,4.7925e+00,2.6731e+01,1.0388e+06
-4.9830e-01,-1.9285e+00,2.5666e+00,4.4687e+00,2.6689e+01,1.0388e+06
-4.9455e-01,-1.8547e+00,2.4990e+00,4.3877e+00,2.6497e+01,1.0389e+06
-4.9162e-01,-1.9585e+00,2.5985e+00,4.4816e+00,2.6778e+01,1.0388e+06
-4.8981e-01,-1.9796e+00,2.5587e+00,4.3567e+00,2.6667e+01,1.0388e+06
-4.9275e-01,-1.8293e+00,2.5513e+00,4.6819e+00,2.6665e+01,1.0390e+06
-4.9185e-01,-1.7646e+00,2.5741e+00,4.6854e+00,2.6720e+01,1.0389e+06
-4.8766e-01,-1.8897e+00,2.5886e+00,4.5154e+00,2.6756e+01,1.0390e+06
-4.9330e-01,-1.9711e+00,2.5696e+00,4.5081e+00,2.6713e+01,1.0391e+06
-4.9282e-01,-1.8484e+00,2.5686e+00,4.5504e+00,2.6703e+01,1.0389e+06
-4.9538e-01,-1.9020e+00,2.5343e+00,4.4350e+00,2.6587e+01,1.0389e+06
-4.9375e-01,-1.9647e+00,2.5480e+00,4.5573e+00,2.6648e+01,1.0388e+06
-4.8479e-01,-1.9967e+00,2.5787e+00,4.4366e+00,2.6720e+01,1.0391e+06
-4.9875e-01,-1.9437e+00,2.5715e+00,4.4842e+00,2.6723e+01,1.0394e+06
-4.9264e-01,-1.8446e+00,2.5753e+00,4.7076e+00,2.6724e+01,1.0389e+06
-4.9008e-01,-1.8831e+00,2.5864e+00,4.5377e+00,2.6748e+01,1.0389e+06
-4.8642e-01,-1.9875e+00,2.5688e+00,4.4441e+00,2.6703e+01,1.0388e+06
-4.9921e-01,-1.8404e+00,2.5417e+00,4.4781e+00,2.6625e+01,1.0389e+06
-4.8171e-01,-1.9969e+00,2.5439e+00,4.4686e+00,2.6629e+01,1.0389e+06
-4.9307e-01,-1.9883e+00,2.5621e+00,4.4171e+00,2.6687e+01,1.0389e+06
-4.8565e-01,-1.9847e+00,2.5771e+00,4.3102e+00,2.6708e+01,1.0389e+06
-4.9373e-01,-1.9856e+00,2.5894e+00,4.5119e+00,2.6766e+01,1.0391e+06
-4.9345e-01,-1.9815e+00,2.5629e+00,4.3378e+00,2.6671e+01,1.0392e+06
-4.8249e-01,-1.9746e+00,2.5945e+00,4.3659e+00,2.6745e+01,1.0388e+06
-4.8407e-01,-1.8460e+00,2.5896e+00,4.7301e+00,2.6775e+01,1.0389e+06
-4.8599e-01,-1.9267e+00,2.5924e+00,4.4118e+00,2.6745e+01,1.0389e+06
-4.9941e-01,-1.9095e+00,2.5727e+00,4.7756e+00,2.6756e+01,1.0388e+06
-4.9814e-01,-1.8310e+00,2.5562e+00,4.5943e+00,2.6670e+01,1.0391e+06
-4.9571e-01,-1.9570e+00,2.4709e+00,4.2731e+00,2.6400e+01,1.0389e+06
-4.9153e-01,-1.8513e+00,2.5672e+00,4.5930e+00,2.6708e+01,1.0389e+06
-4.9667e-01,-1.8608e+00,2.5595e+00,4.5976e+00,2.6680e+01,1.0389e+06
-4.9297e-01,-1.9519e+00,2.5781e+00,4.3170e+00,2.6701e+01,1.0390e+06
-4.9925e-01,-1.8685e+00,2.5382e+00,4.5996e+00,2.6618e+01,1.0388e+06
-4.9543e-01,-1.9425e+00,2.5628e+00,4.6000e+00,2.6701e+01,1.0390e+06
-4.7106e-01,-1.8911e+00,2.5629e+00,4.5514e+00,2.6679e+01,1.0389e+06
-4.8847e-01,-1.9480e+00,2.4661e+00,4.3620e+00,2.6390e+01,1.0388e+06
-4.8233e-01,-1.9268e+00,2.5253e+00,4.5654e+00,2.6580e+01,1.0388e+06
-4.9148e-01,-1.8647e+00,2.5776e+00,4.6233e+00,2.6727e+01,1.0391e+06
-4.8335e-01,-1.9944e+00,2.5390e+00,4.4543e+00,2.6611e+01,1.0389e+06
-4.9428e-01,-1.9666e+00,2.5852e+00,4.4501e+00,2.6744e+01,1.0388e+06
-4.8504e-01,-1.9179e+00,2.5916e+00,4.4325e+00,2.6749e+01,1.0390e+06
-4.8194e-01,-1.8442e+00,2.5586e+00,4.6232e+00,2.6673e+01,1.0388e+06
-4.8098e-01,-1.9803e+00,2.5288e+00,4.4173e+00,2.6575e+01,1.0388e+06
-4.9206e-01,-1.9316e+00,2.5837e+00,4.3315e+00,2.6718e+01,1.0389e+06
-4.9664e-01,-1.9634e+00,2.5546e+00,4.5927e+00,2.6677e+01,1.0389e+06
-4.9324e-01,-1.8354e+00,2.5617e+00,4.6249e+00,2.6693e+01,1.0389e+06
-4.9525e-01,-1.8549e+00,2.5571e+00,4.5395e+00,2.6657e+01,1.0388e+06
-4.8994e-01,-1.9077e+00,2.5760e+00,4.4613e+00,2.6726e+01,1.0390e+06
-4.9621e-01,-1.9159e+00,2.5736e+00,4.5709e+00,2.6705e+01,1.0389e+06
-4.9579e-01,-1.9493e+00,2.5015e+00,4.3937e+00,2.6497e+01,1.0393e+06
-4.8372e-01,-1.9253e+00,2.5792e+00,4.4124e+00,2.6709e+01,1.0388e+06
-4.9723e-01,-1.8706e+00,2.5719e+00,4.4368e+00,2.6711e+01,1.0390e+06
-4.8272e-01,-1.8627e+00,2.5912e+00,4.6659e+00,2.6768e+01,1.0389e+06
-4.9793e-01,-1.8850e+00,2.5277e+00,4.3728e+00,2.6563e+01,1.0390e+06
-4.8730e-01,-1.9088e+00,2.5899e+00,4.5438e+00,2.6771e+01,1.0388e+06
-4.9575e-01,-1.7538e+00,2.5730e+00,4.5545e+00,2.6710e+01,1.0390e+06
-4.9999e-01,-1.9686e+00,2.6323e+00,4.3644e+00,2.6862e+01,1.0389e+06
-4.8435e-01,-1.9575e+00,2.5927e+00,4.5304e+00,2.6762e+01,1.0390e+06
-4.9417e-01,-1.8915e+00,2.5523e+00,4.6179e+00,2.6664e+01,1.0391e+06
-4.8752e-01,-1.9523e+00,2.5811e+00,4.4809e+00,2.6726e+01,1.0390e+06
-4.9132e-01,-1.8843e+00,2.5701e+00,4.5740e+00,2.6693e+01,1.0388e+06
-4.8801e-01,-1.9103e+00,2.5788e+00,4.4365e+00,2.6695e+01,1.0391e+06
-4.9618e-01,-1.9896e+00,2.5297e+00,4.3384e+00,2.6580e+01,1.0392e+06
-4.8865e-01,-1.9823e+00,2.5845e+00,4.5104e+00,2.6737e+01,1.0388e+06
-4.9812e-01,-1.9820e+00,2.6655e+00,4.5440e+00,2.6988e+01,1.0391e+06
-4.8530e-01,-1.9011e+00,2.5756e+00,4.4436e+00,2.6690e+01,1.0389e+06
-4.9319e-01,-1.9177e+00,2.5497e+00,4.5493e+00,2.6660e+01,1.0388e+06
-4.7120e-01,-1.9418e+00,2.5634e+00,4.6014e+00,2.6677e+01,1.0390e+06
-4.9368e-01,-1.8283e+00,2.5578e+00,4.6627e+00,2.6688e+01,1.0388e+06
-4.7882e-01,-1.9616e+00,2.6097e+00,4.5007e+00,2.6809e+01,1.0388e+06
-4.9713e-01,-1.8506e+00,2.5355e+00,4.3517e+00,2.6586e+01,1.0388e+06
-4.9763e-01,-1.9643e+00,2.5731e+00,4.3913e+00,2.6701e+01,1.0391e+06
-4.9066e-01,-1.8884e+00,2.6382e+00,4.6162e+00,2.6902e+01,1.0391e+06
-4.8860e-01,-1.9801e+00,2.5608e+00,4.5150e+00,2.6667e+01,1.0389e+06
-4.9186e-01,-1.9407e+00,2.5726e+00,4.6164e+00,2.6737e+01,1.0390e+06
-4.9390e-01,-1.8101e+00,2.5029e+00,4.4568e+00,2.6487e+01,1.0388e+06
-4.9605e-01,-1.9061e+00,2.5913e+00,4.6805e+00,2.6782e+01,1.0389e+06
-4.9735e-01,-1.9012e+00,2.5351e+00,4.3084e+00,2.6584e+01,1.0391e+06
-4.8589e-01,-1.9637e+00,2.5806e+00,4.4550e+00,2.6723e+01,1.0388e+06
-4.8996e-01,-1.9119e+00,2.5775e+00,4.5499e+00,2.6733e+01,1.0389e+06
-4.8856e-01,-1.8751e+00,2.5384e+00,4.4570e+00,2.6596e+01,1.0388e+06
-4.9933e-01,-1.9449e+00,2.5407e+00,4.3252e+00,2.6604e+01,1.0390e+06
-4.8396e-01,-1.9380e+00,2.5956e+00,4.4999e+00,2.6767e+01,1.0392e+06
-4.9345e-01,-1.9951e+00,2.5731e+00,4.6213e+00,2.6743e+01,1.0392e+06
-4.8737e-01,-1.8535e+00,2.5801e+00,4.5373e+00,2.6721e+01,1.0389e+06
-4.8052e-01,-1.9324e+00,2.5935e+00,4.5717e+00,2.6778e+01,1.0388e+06
-4.9372e-01,-1.8169e+00,2.5677e+00,4.4779e+00,2.6677e+01,1.0388e+06
-4.9280e-01,-1.9145e+00,2.5771e+00,4.5221e+00,2.6739e+01,1.0389e+06
-4.5714e-01,-1.9737e+00,2.5511e+00,4.6921e+00,2.6663e+01,1.0388e+06
-4.8951e-01,-1.8149e+00,2.5512e+00,4.6452e+00,2.6648e+01,1.0388e+06
-4.9787e-01,-1.8866e+00,2.5722e+00,4.4968e+00,2.6721e+01,1.0393e+06
-4.9978e-01,-1.7047e+00,2.5726e+00,4.7773e+00,2.6722e+01,1.0389e+06
-4.9967e-01,-1.8978e+00,2.5378e+00,4.3539e+00,2.6574e+01,1.0389e+06
-4.9411e-01,-1.9673e+00,2.5722e+00,4.4931e+00,2.6716e+01,1.0393e+06
-4.9663e-01,-1.7567e+00,2.5029e+00,4.6314e+00,2.6523e+01,1.0389e+06
-4.8147e-01,-1.9833e+00,2.5783e+00,4.4685e+00,2.6708e+01,1.0390e+06
-4.9291e-01,-1.8808e+00,2.5802e+00,4.5662e+00,2.6729e+01,1.0390e+06
-4.9351e-01,-1.9898e+00,2.5801e+00,4.3628e+00,2.6700e+01,1.0388e+06
-4.9418e-01,-1.7737e+00,2.5540e+00,4.7635e+00,2.6664e+01,1.0388e+06
-4.8992e-01,-1.9626e+00,2.5657e+00,4.3324e+00,2.6677e+01,1.0391e+06
-4.8082e-01,-1.9985e+00,2.5844e+00,4.3638e+00,2.6724e+01,1.0393e+06
-4.9006e-01,-1.8879e+00,2.5700e+00,4.4791e+00,2.6698e+01,1.0388e+06
-4.8654e-01,-1.9858e+00,2.5747e+00,4.4772e+00,2.6728e+01,1.0388e+06
-4.7026e-01,-1.9939e+00,2.5774e+00,4.4928e+00,2.6703e+01,1.0388e+06
-4.9059e-01,-1.9263e+00,2.5813e+00,4.3724e+00,2.6712e+01,1.0389e+06
-4.9383e-01,-1.9616e+00,2.4993e+00,4.4328e+00,2.6510e+01,1.0390e+06
-4.9587e-01,-1.8321e+00,2.5376e+00,4.5957e+00,2.6603e+01,1.0392e+06
-4.9461e-01,-1.8597e+00,2.5742e+00,4.5625e+00,2.6724e+01,1.0393e+06
-4.8229e-01,-1.9566e+00,2.5848e+00,4.3744e+00,2.6720e+01,1.0392e+06
-4.9746e-01,-1.9064e+00,2.5720e+00,4.4572e+00,2.6700e+01,1.0393e+06
-4.9194e-01,-1.8809e+00,2.5458e+00,4.4600e+00,2.6623e+01,1.0394e+06
-4.9630e-01,-1.8125e+00,2.5541e+00,4.5743e+00,2.6659e+01,1.0389e+06
