niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_mean,logdust,logNpix,tau,dmod
1.0000e+00,1.0000e+00,9.9900e-02,6.7704e+05,6.7703e+05,-9.9950e-04,6.7703e+05,8.7167e-02,7.6019e+00,inf,2.0684e+00,-4.9239e-01,-6.5549e-01,3.9939e+00,4.0494e+00,2.2181e+01
2.0000e+00,1.0000e+00,1.9960e-01,6.7724e+05,6.7723e+05,-1.9990e-03,6.7723e+05,8.7173e-02,7.6029e+00,3.5728e+05,4.3036e+00,-9.0395e-02,-1.9914e+00,3.8850e+00,3.0657e+00,2.2039e+01
3.0000e+00,1.0000e+00,2.9910e-01,6.7755e+05,6.7754e+05,-2.9985e-03,6.7754e+05,8.7179e-02,7.6039e+00,3.5708e+05,6.7690e+00,-4.6416e-01,-1.5017e+00,3.8309e+00,3.4530e+00,2.2203e+01
4.0000e+00,1.0000e+00,3.9841e-01,6.7772e+05,6.7772e+05,-3.9980e-03,6.7772e+05,8.7184e-02,7.6049e+00,3.5678e+05,9.1814e+00,-4.3312e-01,-7.2163e-01,3.9639e+00,1.1660e+00,2.2269e+01
5.0000e+00,1.0000e+00,4.9751e-01,6.7776e+05,6.7775e+05,-4.9975e-03,6.7775e+05,8.7190e-02,7.6059e+00,3.5660e+05,1.1511e+01,1.2497e-01,-1.6482e+00,3.8859e+00,3.1286e+00,2.2077e+01
6.0000e+00,1.0000e+00,5.9642e-01,6.7795e+05,6.7794e+05,-5.9970e-03,6.7794e+05,8.7196e-02,7.6069e+00,3.5657e+05,1.4530e+01,4.3557e-01,-1.5639e+00,3.8903e+00,3.6590e+00,2.2039e+01
7.0000e+00,1.0000e+00,6.9513e-01,6.7805e+05,6.7804e+05,-6.9965e-03,6.7804e+05,8.7201e-02,7.6079e+00,3.5638e+05,1.7419e+01,4.2498e-01,-1.2063e+00,3.9280e+00,2.7815e+00,2.2039e+01
8.0000e+00,1.0000e+00,7.9365e-01,6.7813e+05,6.7812e+05,-7.9960e-03,6.7812e+05,8.7207e-02,7.6089e+00,3.5628e+05,2.0447e+01,-3.5562e-01,-1.8992e+00,3.7653e+00,2.9729e-01,2.2178e+01
9.0000e+00,1.0000e+00,8.9197e-01,6.7817e+05,6.7817e+05,-8.9955e-03,6.7817e+05,8.7213e-02,7.6099e+00,3.5620e+05,2.2957e+01,-5.8290e-02,-1.7157e+00,3.8890e+00,3.7592e-01,2.2312e+01
1.0000e+01,1.0000e+00,9.9010e-01,6.7823e+05,6.7822e+05,-9.9950e-03,6.7822e+05,8.7218e-02,7.6109e+00,3.5615e+05,2.5462e+01,-4.6133e-01,-9.8214e-01,3.7719e+00,2.1765e+00,2.2162e+01
1.1000e+01,1.0000e+00,1.0880e+00,6.7835e+05,6.7834e+05,-1.0995e-02,6.7834e+05,8.7224e-02,7.6119e+00,3.5610e+05,2.7943e+01,-4.4613e-01,-1.3225e+00,3.9550e+00,7.0732e-01,2.2716e+01
1.2000e+01,1.0000e+00,1.1858e+00,6.7839e+05,6.7838e+05,-1.1994e-02,6.7838e+05,8.7230e-02,7.6129e+00,3.5598e+05,3.0764e+01,-4.9065e-01,-6.4903e-01,3.9431e+00,2.8288e+00,2.2509e+01
1.3000e+01,1.0000e+00,1.2833e+00,6.7840e+05,6.7839e+05,-1.2994e-02,6.7839e+05,8.7104e-02,7.5909e+00,3.5594e+05,3.3280e+01,-1.9096e-03,-1.3356e+00,3.7493e+00,1.8067e+00,2.2007e+01
1.4000e+01,1.0000e+00,1.3807e+00,6.7857e+05,6.7857e+05,-1.3993e-02,6.7857e+05,8.7241e-02,7.6149e+00,3.5593e+05,3.5724e+01,-3.0123e-01,-1.3341e+00,3.8119e+00,3.3900e+00,2.2489e+01
1.5000e+01,1.0000e+00,1.4778e+00,6.7863e+05,6.7862e+05,-1.4993e-02,6.7862e+05,8.7247e-02,7.6159e+00,3.5575e+05,3.8575e+01,3.1429e-01,-1.2337e+00,3.9193e+00,1.0535e+00,2.2261e+01
1.6000e+01,1.0000e+00,1.5748e+00,6.7871e+05,6.7871e+05,-1.5992e-02,6.7871e+05,8.7253e-02,7.6169e+00,3.5570e+05,4.1052e+01,1.2440e-01,-1.2441e+00,3.9334e+00,2.0008e+00,2.2489e+01
1.7000e+01,1.0000e+00,1.6716e+00,6.7879e+05,6.7879e+05,-1.6992e-02,6.7879e+05,8.7259e-02,7.6179e+00,3.5561e+05,4.3511e+01,-2.7672e-01,-1.1096e+00,3.9034e+00,2.5514e+00,2.2688e+01
1.8000e+01,1.0000e+00,1.7682e+00,6.7885e+05,6.7884e+05,-1.7991e-02,6.7884e+05,8.7264e-02,7.6189e+00,3.5553e+05,4.6377e+01,-1.5319e-01,-1.4705e+00,3.7134e+00,1.2890e+00,2.2213e+01
1.9000e+01,1.0000e+00,1.8646e+00,6.7899e+05,6.7898e+05,-1.8991e-02,6.7898e+05,8.7270e-02,7.6199e+00,3.5548e+05,4.8877e+01,2.6727e-02,-1.0554e+00,3.7038e+00,3.2416e+00,2.2136e+01
2.0000e+01,1.0000e+00,1.9608e+00,6.7901e+05,6.7900e+05,-1.9990e-02,6.7900e+05,8.7276e-02,7.6208e+00,3.5534e+05,5.1108e+01,-3.6224e-01,-1.0565e+00,3.6293e+00,7.9690e-01,2.2115e+01
2.1000e+01,2.0000e+00,2.0548e+00,6.7921e+05,6.7920e+05,-2.0990e-02,6.7920e+05,8.7282e-02,7.6219e+00,3.5532e+05,5.5725e+01,3.4736e-01,-1.2669e+00,3.8465e+00,9.6774e-01,2.2326e+01
2.2000e+01,1.0000e+00,2.1505e+00,6.7940e+05,6.7939e+05,-2.1989e-02,6.7939e+05,8.7287e-02,7.6229e+00,3.5512e+05,5.7850e+01,-2.1166e-01,-1.0022e+00,3.5595e+00,4.8103e+00,2.2227e+01
2.3000e+01,1.0000e+00,2.2461e+00,6.7950e+05,6.7949e+05,-2.2989e-02,6.7949e+05,8.7293e-02,7.6239e+00,3.5493e+05,6.0330e+01,4.1558e-01,-1.7334e+00,3.9553e+00,3.3065e+00,2.2852e+01
2.4000e+01,1.0000e+00,2.3415e+00,6.7951e+05,6.7951e+05,-2.3988e-02,6.7951e+05,8.7298e-02,7.6247e+00,3.5482e+05,6.2441e+01,-3.0482e-01,-1.9139e+00,3.7869e+00,4.1703e+00,2.2954e+01
2.5000e+01,1.0000e+00,2.4366e+00,6.7963e+05,6.7962e+05,-2.4988e-02,6.7962e+05,8.7305e-02,7.6259e+00,3.5481e+05,6.4878e+01,-4.6069e-01,-1.3523e+00,3.6357e+00,2.1694e+00,2.2531e+01
2.6000e+01,1.0000e+00,2.5316e+00,6.7973e+05,6.7972e+05,-2.5987e-02,6.7972e+05,8.7310e-02,7.6269e+00,3.5470e+05,6.7319e+01,-7.8392e-02,-6.0175e-01,3.6691e+00,2.2814e+00,2.2175e+01
2.7000e+01,1.0000e+00,2.6265e+00,6.7986e+05,6.7985e+05,-2.6987e-02,6.7985e+05,8.7316e-02,7.6279e+00,3.5460e+05,7.0163e+01,2.3327e-01,-1.9017e+00,3.5388e+00,4.3129e+00,2.2190e+01
2.8000e+01,1.0000e+00,2.7211e+00,6.7986e+05,6.7986e+05,-2.7986e-02,6.7986e+05,8.6342e-02,7.4587e+00,3.5447e+05,7.2657e+01,-3.6190e-02,-7.2310e-01,3.8229e+00,7.2998e-01,2.2623e+01
2.9000e+01,1.0000e+00,2.8155e+00,6.7988e+05,6.7988e+05,-2.8986e-02,6.7988e+05,8.7327e-02,7.6298e+00,3.5446e+05,7.4835e+01,-3.4510e-01,-1.4300e+00,3.9567e+00,1.4258e+00,2.3360e+01
3.0000e+01,1.0000e+00,2.9098e+00,6.8000e+05,6.8000e+05,-2.9985e-02,6.8000e+05,8.7333e-02,7.6309e+00,3.5444e+05,7.7434e+01,-2.4010e-01,-9.9983e-01,3.8009e+00,4.3191e+00,2.3059e+01
3.1000e+01,1.0000e+00,3.0039e+00,6.8017e+05,6.8016e+05,-3.0985e-02,6.8016e+05,8.7339e-02,7.6319e+00,3.5432e+05,8.0007e+01,-1.0829e-01,-7.6618e-01,3.9075e+00,9.9348e-01,2.3052e+01
3.2000e+01,1.0000e+00,3.0978e+00,6.8017e+05,6.8016e+05,-3.1984e-02,6.8016e+05,8.6347e-02,7.4595e+00,3.5416e+05,8.2239e+01,-4.4231e-01,-1.3243e+00,3.4323e+00,4.1775e+00,2.2401e+01
3.3000e+01,1.0000e+00,3.1915e+00,6.8018e+05,6.8018e+05,-3.2984e-02,6.8018e+05,8.7350e-02,7.6339e+00,3.5416e+05,8.4797e+01,-3.6100e-01,-6.0656e-01,3.4675e+00,2.3534e+00,2.2059e+01
3.4000e+01,1.0000e+00,3.2850e+00,6.8038e+05,6.8037e+05,-3.3983e-02,6.8037e+05,8.7356e-02,7.6349e+00,3.5414e+05,8.6998e+01,-1.6220e-01,-8.6288e-01,3.5881e+00,4.6063e+00,2.2643e+01
3.5000e+01,1.0000e+00,3.3784e+00,6.8040e+05,6.8039e+05,-3.4983e-02,6.8039e+05,8.7362e-02,7.6359e+00,3.5395e+05,8.9980e+01,-4.7737e-01,-1.6808e+00,3.3156e+00,3.3988e+00,2.2230e+01
3.6000e+01,2.0000e+00,3.4682e+00,6.8040e+05,6.8039e+05,-3.5982e-02,6.8039e+05,8.0838e-02,6.5381e+00,3.5393e+05,9.5555e+01,6.9708e-02,-6.6599e-01,3.7954e+00,8.4669e-01,2.2714e+01
3.7000e+01,1.0000e+00,3.5611e+00,6.8041e+05,6.8040e+05,-3.6982e-02,6.8040e+05,8.7068e-02,7.5846e+00,3.5393e+05,9.8545e+01,3.4606e-01,-1.7251e+00,3.7824e+00,6.0790e-01,2.2761e+01
3.8000e+01,1.0000e+00,3.6538e+00,6.8043e+05,6.8042e+05,-3.7981e-02,6.8042e+05,8.7379e-02,7.6389e+00,3.5392e+05,1.0152e+02,-1.0998e-01,-1.5993e+00,3.5054e+00,4.5082e+00,2.2610e+01
3.9000e+01,1.0000e+00,3.7464e+00,6.8049e+05,6.8048e+05,-3.8981e-02,6.8048e+05,8.7385e-02,7.6399e+00,3.5390e+05,1.0408e+02,1.0599e-01,-5.5281e-01,3.9190e+00,4.6571e+00,2.3108e+01
4.0000e+01,1.0000e+00,3.8388e+00,6.8053e+05,6.8052e+05,-3.9980e-02,6.8052e+05,8.7390e-02,7.6409e+00,3.5384e+05,1.0667e+02,-2.4755e-02,-1.3556e+00,3.3838e+00,9.0649e-01,2.2096e+01
4.1000e+01,1.0000e+00,3.9310e+00,6.8054e+05,6.8054e+05,-4.0980e-02,6.8054e+05,8.7396e-02,7.6418e+00,3.5379e+05,1.0929e+02,1.9635e-02,-1.6883e+00,3.6877e+00,1.1983e+00,2.2832e+01
4.2000e+01,1.0000e+00,4.0230e+00,6.8074e+05,6.8073e+05,-4.1979e-02,6.8073e+05,8.7402e-02,7.6429e+00,3.5378e+05,1.1185e+02,-1.8221e-01,-1.4949e+00,3.3121e+00,2.3823e+00,2.2166e+01
4.3000e+01,1.0000e+00,4.1148e+00,6.8076e+05,6.8076e+05,-4.2979e-02,6.8076e+05,8.7408e-02,7.6439e+00,3.5358e+05,1.1481e+02,-1.6999e-01,-1.0900e+00,3.5554e+00,3.1770e+00,2.2708e+01
4.4000e+01,1.0000e+00,4.2065e+00,6.8079e+05,6.8078e+05,-4.3978e-02,6.8078e+05,8.7413e-02,7.6449e+00,3.5356e+05,1.1695e+02,-4.9066e-01,-1.0081e+00,3.4403e+00,4.6404e+00,2.2656e+01
4.5000e+01,1.0000e+00,4.2980e+00,6.8081e+05,6.8080e+05,-4.4978e-02,6.8080e+05,8.7419e-02,7.6460e+00,3.5354e+05,1.1990e+02,-3.4474e-01,-1.4585e+00,3.8877e+00,7.3778e-01,2.3637e+01
4.6000e+01,1.0000e+00,4.3893e+00,6.8090e+05,6.8089e+05,-4.5977e-02,6.8089e+05,8.7425e-02,7.6469e+00,3.5352e+05,1.2246e+02,3.1568e-01,-5.3953e-01,3.8015e+00,5.8500e-01,2.2711e+01
4.7000e+01,1.0000e+00,4.4805e+00,6.8096e+05,6.8095e+05,-4.6977e-02,6.8095e+05,8.7430e-02,7.6478e+00,3.5343e+05,1.2497e+02,1.1361e-01,-8.0450e-01,3.8834e+00,5.4134e-01,2.3244e+01
4.8000e+01,1.0000e+00,4.5714e+00,6.8097e+05,6.8097e+05,-4.7976e-02,6.8097e+05,8.7436e-02,7.6489e+00,3.5337e+05,1.2748e+02,-4.7823e-01,-1.3275e+00,3.7328e+00,3.9018e+00,2.3495e+01
4.9000e+01,1.0000e+00,4.6622e+00,6.8099e+05,6.8098e+05,-4.8976e-02,6.8098e+05,8.7441e-02,7.6497e+00,3.5335e+05,1.3004e+02,3.9050e-01,-1.6027e+00,3.8431e+00,4.6651e+00,2.3358e+01
5.0000e+01,1.0000e+00,4.7529e+00,6.8099e+05,6.8099e+05,-4.9975e-02,6.8099e+05,8.7256e-02,7.6174e+00,3.5334e+05,1.3277e+02,4.2392e-01,-8.4390e-01,3.7391e+00,1.1449e+00,2.2746e+01
5.1000e+01,1.0000e+00,4.8433e+00,6.8105e+05,6.8104e+05,-5.0975e-02,6.8104e+05,8.7453e-02,7.6518e+00,3.5333e+05,1.3531e+02,-1.5971e-01,-1.2823e+00,3.9680e+00,7.0812e-01,2.3814e+01
5.2000e+01,1.0000e+00,4.9336e+00,6.8112e+05,6.8111e+05,-5.1974e-02,6.8111e+05,8.7459e-02,7.6529e+00,3.5328e+05,1.3822e+02,-1.7681e-01,-1.1143e+00,3.6347e+00,1.5066e+00,2.3038e+01
5.3000e+01,2.0000e+00,5.0189e+00,6.8116e+05,6.8116e+05,-5.2974e-02,6.8116e+05,8.7464e-02,7.6538e+00,3.5321e+05,1.4376e+02,-4.9160e-01,-1.2927e+00,3.6311e+00,4.6236e+00,2.3389e+01
5.4000e+01,2.0000e+00,5.1040e+00,6.8118e+05,6.8118e+05,-5.3973e-02,6.8118e+05,8.7470e-02,7.6549e+00,3.5316e+05,1.4923e+02,4.4089e-02,-8.4878e-01,3.9290e+00,3.7904e+00,2.3645e+01
5.5000e+01,1.0000e+00,5.1936e+00,6.8123e+05,6.8122e+05,-5.4973e-02,6.8122e+05,8.7476e-02,7.6558e+00,3.5314e+05,1.5217e+02,1.1721e-02,-7.3458e-01,3.9839e+00,3.1907e+00,2.3713e+01
5.6000e+01,1.0000e+00,5.2830e+00,6.8124e+05,6.8124e+05,-5.5972e-02,6.8124e+05,8.7482e-02,7.6569e+00,3.5310e+05,1.5512e+02,4.2791e-02,-1.2576e+00,3.5032e+00,1.6090e+00,2.2684e+01
5.7000e+01,1.0000e+00,5.3723e+00,6.8128e+05,6.8128e+05,-5.6972e-02,6.8128e+05,8.7487e-02,7.6578e+00,3.5308e+05,1.5766e+02,-3.6822e-01,-6.0923e-01,3.5695e+00,2.0244e+00,2.2843e+01
5.8000e+01,1.0000e+00,5.4614e+00,6.8130e+05,6.8129e+05,-5.7971e-02,6.8129e+05,8.7493e-02,7.6589e+00,3.5304e+05,1.5978e+02,-6.5871e-02,-1.8513e+00,3.2829e+00,3.0298e-01,2.2321e+01
5.9000e+01,1.0000e+00,5.5503e+00,6.8132e+05,6.8131e+05,-5.8971e-02,6.8131e+05,8.7499e-02,7.6599e+00,3.5303e+05,1.6230e+02,-1.4489e-01,-1.1639e+00,3.1230e+00,3.9297e+00,2.2032e+01
6.0000e+01,1.0000e+00,5.6391e+00,6.8133e+05,6.8133e+05,-5.9970e-02,6.8133e+05,8.7504e-02,7.6609e+00,3.5301e+05,1.6529e+02,-4.0187e-01,-1.3427e+00,3.8687e+00,3.0382e-01,2.3865e+01
6.1000e+01,1.0000e+00,5.7277e+00,6.8161e+05,6.8160e+05,-6.0970e-02,6.8160e+05,8.7510e-02,7.6618e+00,3.5299e+05,1.6783e+02,-1.9115e-01,-1.4485e+00,3.4083e+00,9.8419e-01,2.2826e+01
6.2000e+01,1.0000e+00,5.8161e+00,6.8163e+05,6.8162e+05,-6.1969e-02,6.8162e+05,8.7516e-02,7.6628e+00,3.5271e+05,1.7075e+02,2.0771e-01,-6.1074e-01,3.7476e+00,1.6964e+00,2.3091e+01
6.3000e+01,1.0000e+00,5.9044e+00,6.8163e+05,6.8162e+05,-6.2969e-02,6.8162e+05,8.7421e-02,7.6463e+00,3.5270e+05,1.7286e+02,-2.0136e-01,-7.0759e-01,3.7645e+00,3.8661e+00,2.3567e+01
6.4000e+01,1.0000e+00,5.9925e+00,6.8164e+05,6.8163e+05,-6.3968e-02,6.8163e+05,8.6161e-02,7.4274e+00,3.5269e+05,1.7538e+02,1.3834e-01,-1.8740e+00,3.5851e+00,3.3989e+00,2.3142e+01
6.5000e+01,1.0000e+00,6.0804e+00,6.8165e+05,6.8164e+05,-6.4968e-02,6.8164e+05,8.7530e-02,7.6654e+00,3.5269e+05,1.7750e+02,-2.8477e-01,-1.9724e+00,3.6575e+00,6.4490e-01,2.3512e+01
6.6000e+01,1.0000e+00,6.1682e+00,6.8166e+05,6.8165e+05,-6.5967e-02,6.8165e+05,8.7538e-02,7.6668e+00,3.5268e+05,1.8048e+02,4.3391e-01,-1.3619e+00,3.4590e+00,6.4678e-01,2.2558e+01
6.7000e+01,1.0000e+00,6.2558e+00,6.8169e+05,6.8168e+05,-6.6967e-02,6.8168e+05,8.7544e-02,7.6679e+00,3.5267e+05,1.8340e+02,-3.4860e-01,-1.4972e+00,3.1439e+00,4.5938e-01,2.2330e+01
6.8000e+01,1.0000e+00,6.3433e+00,6.8172e+05,6.8172e+05,-6.7966e-02,6.8172e+05,8.7550e-02,7.6689e+00,3.5264e+05,1.8628e+02,2.8242e-01,-1.4763e+00,3.3742e+00,3.6927e-01,2.2469e+01
6.9000e+01,1.0000e+00,6.4306e+00,6.8174e+05,6.8173e+05,-6.8966e-02,6.8173e+05,8.7555e-02,7.6697e+00,3.5260e+05,1.8878e+02,-1.3348e-01,-1.9013e+00,3.4695e+00,2.6107e+00,2.3061e+01
7.0000e+01,1.0000e+00,6.5177e+00,6.8174e+05,6.8173e+05,-6.9965e-02,6.8173e+05,8.5146e-02,7.2535e+00,3.5259e+05,1.9136e+02,-6.9539e-02,-7.3622e-01,3.5659e+00,2.0307e+00,2.3000e+01
7.1000e+01,1.0000e+00,6.6047e+00,6.8178e+05,6.8178e+05,-7.0965e-02,6.8178e+05,8.7567e-02,7.6719e+00,3.5259e+05,1.9388e+02,-2.3808e-01,-8.0434e-01,3.4187e+00,2.8529e+00,2.2826e+01
7.2000e+01,1.0000e+00,6.6914e+00,6.8179e+05,6.8178e+05,-7.1964e-02,6.8178e+05,8.3273e-02,6.9379e+00,3.5254e+05,1.9677e+02,3.8080e-01,-1.6923e+00,3.1475e+00,3.7527e+00,2.2052e+01
7.3000e+01,1.0000e+00,6.7781e+00,6.8181e+05,6.8180e+05,-7.2964e-02,6.8180e+05,8.7579e-02,7.6739e+00,3.5254e+05,1.9931e+02,-2.0659e-01,-1.9155e+00,3.8364e+00,3.2790e+00,2.4073e+01
7.4000e+01,1.0000e+00,6.8646e+00,6.8184e+05,6.8183e+05,-7.3963e-02,6.8183e+05,8.7585e-02,7.6749e+00,3.5252e+05,2.0144e+02,-2.9238e-01,-1.9174e+00,3.3323e+00,9.2692e-01,2.2857e+01
7.5000e+01,1.0000e+00,6.9509e+00,6.8184e+05,6.8184e+05,-7.4963e-02,6.8184e+05,8.3349e-02,6.9505e+00,3.5249e+05,2.0398e+02,-1.7475e-02,-1.8654e+00,3.5498e+00,1.5669e+00,2.3209e+01
7.6000e+01,1.0000e+00,7.0370e+00,6.8190e+05,6.8189e+05,-7.5962e-02,6.8189e+05,8.7596e-02,7.6769e+00,3.5248e+05,2.0650e+02,-2.2853e-01,-1.9484e+00,3.0677e+00,2.6490e+00,2.2252e+01
7.7000e+01,1.0000e+00,7.1230e+00,6.8190e+05,6.8189e+05,-7.6962e-02,6.8189e+05,8.1241e-02,6.6034e+00,3.5243e+05,2.0900e+02,-4.9118e-01,-1.0704e+00,3.7809e+00,1.1417e+00,2.3933e+01
7.8000e+01,1.0000e+00,7.2089e+00,6.8190e+05,6.8189e+05,-7.7961e-02,6.8189e+05,7.8392e-02,6.1484e+00,3.5243e+05,2.1151e+02,-4.4698e-01,-1.5594e+00,3.6940e+00,1.8274e+00,2.3804e+01
7.9000e+01,1.0000e+00,7.2946e+00,6.8194e+05,6.8193e+05,-7.8961e-02,6.8193e+05,8.7613e-02,7.6799e+00,3.5243e+05,2.1403e+02,-1.2658e-01,-1.9814e+00,3.8048e+00,4.3791e+00,2.4110e+01
8.0000e+01,1.0000e+00,7.3801e+00,6.8195e+05,6.8194e+05,-7.9960e-02,6.8194e+05,8.7085e-02,7.5876e+00,3.5239e+05,2.1659e+02,1.3884e-01,-7.9240e-01,3.3634e+00,2.5335e+00,2.2518e+01
8.1000e+01,1.0000e+00,7.4654e+00,6.8196e+05,6.8195e+05,-8.0960e-02,6.8195e+05,8.7624e-02,7.6818e+00,3.5238e+05,2.1867e+02,3.0572e-01,-1.2736e+00,3.6917e+00,8.4589e-01,2.3318e+01
8.2000e+01,1.0000e+00,7.5506e+00,6.8199e+05,6.8198e+05,-8.1959e-02,6.8198e+05,8.7630e-02,7.6829e+00,3.5236e+05,2.2154e+02,3.8739e-01,-1.9449e+00,3.8540e+00,7.2669e-01,2.3746e+01
8.3000e+01,1.0000e+00,7.6357e+00,6.8200e+05,6.8199e+05,-8.2959e-02,6.8199e+05,8.7636e-02,7.6838e+00,3.5234e+05,2.2369e+02,2.8063e-01,-7.6776e-01,3.8835e+00,3.0888e+00,2.3740e+01
8.4000e+01,1.0000e+00,7.7206e+00,6.8204e+05,6.8203e+05,-8.3958e-02,6.8203e+05,8.7641e-02,7.6848e+00,3.5233e+05,2.2657e+02,1.1440e-01,-7.9412e-01,3.4467e+00,2.4732e+00,2.2764e+01
8.5000e+01,2.0000e+00,7.7982e+00,6.8209e+05,6.8208e+05,-8.4958e-02,6.8208e+05,8.7647e-02,7.6859e+00,3.5229e+05,2.3155e+02,5.9448e-02,-1.8590e+00,3.4761e+00,2.6035e+00,2.3141e+01
