logfeh_mean,logdust_med,logNpix,tau,dmod,logl
-2.2643e-01,-5.1604e-01,2.0145e+00,3.1461e+00,2.6067e+01,-9.2624e+02
-2.2787e-01,-5.3396e-01,2.0154e+00,2.9867e+00,2.6054e+01,-9.3122e+02
-3.0651e-01,-4.7096e-01,2.0274e+00,2.7895e+00,2.6080e+01,-9.3079e+02
-2.8015e-01,-5.0735e-01,2.0321e+00,2.8635e+00,2.6114e+01,-9.2811e+02
-2.5518e-01,-4.9433e-01,2.0163e+00,3.0698e+00,2.6055e+01,-9.2288e+02
-2.5792e-01,-4.8914e-01,2.0051e+00,3.0331e+00,2.6021e+01,-9.1818e+02
-2.3035e-01,-5.5472e-01,2.0036e+00,2.8621e+00,2.6021e+01,-9.2957e+02
-2.4991e-01,-5.1334e-01,1.9820e+00,2.9183e+00,2.5949e+01,-9.1748e+02
-2.9102e-01,-4.7480e-01,2.0241e+00,2.9145e+00,2.6079e+01,-9.1256e+02
-2.2922e-01,-5.6713e-01,1.9920e+00,2.8427e+00,2.5990e+01,-9.1664e+02
-2.2180e-01,-5.5080e-01,2.0112e+00,2.9277e+00,2.6048e+01,-9.2609e+02
-2.2282e-01,-5.3903e-01,2.0004e+00,2.9494e+00,2.6013e+01,-9.2200e+02
-2.3135e-01,-5.2475e-01,2.0102e+00,2.9761e+00,2.6043e+01,-9.3296e+02
-2.2243e-01,-5.8131e-01,1.9986e+00,2.8337e+00,2.6018e+01,-9.3457e+02
-2.9607e-01,-4.8389e-01,2.0178e+00,2.8000e+00,2.6065e+01,-9.3328e+02
-2.6673e-01,-5.2157e-01,2.0079e+00,2.8030e+00,2.6037e+01,-9.2382e+02
-2.7692e-01,-5.0382e-01,2.0010e+00,2.8228e+00,2.6009e+01,-9.3405e+02
-2.9490e-01,-4.8038e-01,2.0445e+00,2.8575e+00,2.6139e+01,-9.2634e+02
-2.4306e-01,-5.4209e-01,2.0072e+00,2.9397e+00,2.6045e+01,-9.2814e+02
-2.9208e-01,-4.8258e-01,2.0507e+00,2.8331e+00,2.6154e+01,-9.0293e+02
-2.4633e-01,-5.3211e-01,2.0143e+00,2.8854e+00,2.6050e+01,-9.2759e+02
-2.2825e-01,-5.2540e-01,2.0078e+00,3.0465e+00,2.6035e+01,-9.2168e+02
-3.0760e-01,-4.6738e-01,2.0254e+00,2.8351e+00,2.6075e+01,-9.3403e+02
-2.5636e-01,-5.2878e-01,2.0152e+00,2.9352e+00,2.6065e+01,-9.2788e+02
-2.4916e-01,-5.2544e-01,2.0011e+00,2.8809e+00,2.6011e+01,-9.1694e+02
-2.2861e-01,-5.1834e-01,1.9945e+00,3.0189e+00,2.5998e+01,-9.3211e+02
-2.2603e-01,-5.3592e-01,1.9982e+00,3.0352e+00,2.6015e+01,-9.3355e+02
-2.5284e-01,-5.2710e-01,1.9900e+00,2.8419e+00,2.5977e+01,-9.3293e+02
-2.5349e-01,-5.1357e-01,2.0300e+00,2.9446e+00,2.6104e+01,-9.2960e+02
