logfeh_mean,logdust_med,logNpix,tau,dmod,logl
-2.1067e-01,-4.9981e-01,2.0035e+00,3.0401e+00,2.5991e+01,-8.9052e+02
-2.2969e-01,-5.2149e-01,1.9883e+00,2.8310e+00,2.5949e+01,-8.9001e+02
-2.3380e-01,-5.0106e-01,2.0088e+00,2.9541e+00,2.6013e+01,-8.8868e+02
-1.9531e-01,-5.4228e-01,1.9964e+00,2.9055e+00,2.5962e+01,-8.9138e+02
-2.1379e-01,-5.1585e-01,1.9972e+00,3.0140e+00,2.5973e+01,-8.8256e+02
-2.3929e-01,-5.3484e-01,2.0213e+00,2.8328e+00,2.6054e+01,-8.8567e+02
-2.4143e-01,-5.1602e-01,2.0003e+00,2.8892e+00,2.5993e+01,-8.8158e+02
-2.0293e-01,-5.4867e-01,2.0005e+00,2.8847e+00,2.5989e+01,-8.8876e+02
-2.4172e-01,-5.0866e-01,2.0113e+00,2.9536e+00,2.6030e+01,-8.9111e+02
-2.3956e-01,-5.2668e-01,2.0123e+00,2.8104e+00,2.6021e+01,-8.8496e+02
-1.8903e-01,-5.5430e-01,2.0014e+00,3.0415e+00,2.6008e+01,-8.8968e+02
-2.2082e-01,-5.4303e-01,1.9866e+00,2.8369e+00,2.5941e+01,-8.8220e+02
-2.3923e-01,-5.3056e-01,1.9937e+00,2.7964e+00,2.5969e+01,-8.7089e+02
-2.4008e-01,-5.2222e-01,2.0070e+00,2.7614e+00,2.6007e+01,-8.9141e+02
-2.3201e-01,-5.2618e-01,1.9973e+00,2.8368e+00,2.5975e+01,-8.8971e+02
-2.0627e-01,-5.5644e-01,1.9976e+00,2.9057e+00,2.5988e+01,-8.8642e+02
-2.1631e-01,-5.4890e-01,1.9983e+00,2.8168e+00,2.5982e+01,-8.8334e+02
-2.2287e-01,-5.3313e-01,1.9987e+00,2.8661e+00,2.5985e+01,-8.9104e+02
-2.3967e-01,-4.9848e-01,2.0118e+00,2.8875e+00,2.6014e+01,-8.8828e+02
-2.2104e-01,-5.2078e-01,2.0105e+00,2.9395e+00,2.6013e+01,-8.9009e+02
-1.9748e-01,-5.4278e-01,2.0030e+00,2.9931e+00,2.5994e+01,-8.8011e+02
-2.1248e-01,-5.1104e-01,1.9877e+00,2.9383e+00,2.5937e+01,-8.9103e+02
-2.3266e-01,-5.1998e-01,1.9931e+00,2.8929e+00,2.5964e+01,-8.7887e+02
-1.9751e-01,-5.3305e-01,2.0010e+00,2.9634e+00,2.5987e+01,-8.6571e+02
-2.5869e-01,-5.2515e-01,2.0244e+00,2.7375e+00,2.6071e+01,-8.8522e+02
-2.2331e-01,-5.1893e-01,2.0257e+00,2.8816e+00,2.6054e+01,-8.8383e+02
-2.3525e-01,-5.2684e-01,2.0119e+00,2.8728e+00,2.6028e+01,-8.8967e+02
-2.3278e-01,-5.3467e-01,1.9935e+00,2.8154e+00,2.5963e+01,-8.8279e+02
-1.8707e-01,-5.5982e-01,1.9827e+00,2.9800e+00,2.5947e+01,-8.8404e+02
-2.1327e-01,-5.2582e-01,1.9928e+00,2.9123e+00,2.5956e+01,-8.8445e+02
-2.4015e-01,-4.9660e-01,2.0020e+00,2.9799e+00,2.5996e+01,-8.8751e+02
-2.3413e-01,-5.4083e-01,2.0139e+00,2.7808e+00,2.6030e+01,-8.8603e+02
-2.2058e-01,-5.0792e-01,2.0252e+00,3.0063e+00,2.6060e+01,-8.9117e+02
-2.4956e-01,-5.1312e-01,2.0240e+00,2.8493e+00,2.6059e+01,-8.8868e+02
-2.2166e-01,-5.1956e-01,1.9866e+00,2.9112e+00,2.5935e+01,-8.8404e+02
-2.2713e-01,-5.0440e-01,2.0227e+00,2.9489e+00,2.6049e+01,-8.8900e+02
-2.1410e-01,-5.1930e-01,1.9874e+00,3.0085e+00,2.5953e+01,-8.8321e+02
