logfeh_mean,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
7.6437e-03,-1.8911e+00,-2.0196e+00,2.6295e-01,9.5803e-01,1.9689e+00,2.5827e+00,2.5295e+01,-1.6778e+03
-2.4490e-02,-1.9192e+00,-2.1603e+00,2.9720e-01,6.2774e-01,1.8641e+00,2.6021e+00,2.5241e+01,-1.7176e+03
-1.1898e-01,-1.6271e+00,-2.8943e+00,2.8942e-01,8.2331e-01,1.6373e+00,2.6169e+00,2.5211e+01,-1.7274e+03
-1.2424e-01,-1.9984e+00,-2.8771e+00,2.6989e-01,-2.9138e-01,1.6078e+00,2.6532e+00,2.5266e+01,-1.7262e+03
-1.3677e-01,-1.6610e+00,-8.4272e-01,2.5112e-01,9.7407e-01,1.5722e+00,2.6885e+00,2.5393e+01,-1.7150e+03
-1.4526e-01,-1.8527e+00,-2.0803e+00,2.1949e-01,6.6224e-01,1.2809e+00,2.6636e+00,2.5238e+01,-1.7215e+03
-1.9018e-01,-1.5970e+00,-2.7529e+00,3.2171e-01,8.1561e-01,1.0580e+00,2.7155e+00,2.5371e+01,-1.7134e+03
-9.5683e-02,-1.9338e+00,-1.8830e+00,2.9229e-01,1.0286e+00,5.2558e-01,2.7013e+00,2.5299e+01,-1.7059e+03
-1.5303e-01,-1.9293e+00,-2.2757e+00,3.0990e-01,6.6087e-01,9.0083e-01,2.7166e+00,2.5351e+01,-1.6290e+03
-6.0703e-02,-1.8505e+00,-2.9751e+00,2.9266e-01,3.6634e-01,1.8888e+00,2.5939e+00,2.5256e+01,-1.7027e+03
-6.7875e-02,-1.9546e+00,-2.1862e+00,2.8357e-01,5.1629e-01,1.8251e+00,2.6324e+00,2.5306e+01,-1.6666e+03
-7.5048e-02,-1.9873e+00,-3.1495e+00,2.7505e-01,9.4300e-01,1.4648e+00,2.6475e+00,2.5264e+01,-1.6375e+03
-1.0829e-01,-1.8346e+00,-2.3368e+00,2.6792e-01,7.0507e-01,1.6062e+00,2.6619e+00,2.5310e+01,-1.6815e+03
-1.1564e-01,-1.9313e+00,-1.7234e+00,2.4668e-01,9.8194e-01,5.3125e-01,2.7135e+00,2.5338e+01,-1.6601e+03
-1.9439e-01,-1.9553e+00,-1.3802e+00,3.1099e-01,-1.5943e-01,4.6753e-01,2.7267e+00,2.5348e+01,-1.7097e+03
-1.5024e-01,-1.9362e+00,-2.2476e+00,2.6895e-01,8.8697e-01,9.8718e-01,2.6852e+00,2.5305e+01,-1.6930e+03
-2.2179e-01,-1.9275e+00,-1.6752e+00,2.9395e-01,-3.6953e-01,5.2641e-01,2.7318e+00,2.5382e+01,-1.7150e+03
-1.6573e-01,-1.9834e+00,-2.1612e+00,2.8641e-01,8.7212e-01,4.3471e-01,2.7159e+00,2.5369e+01,-1.6706e+03
-1.0257e-01,-1.8862e+00,-1.2036e+00,1.5989e-01,1.0563e+00,1.4145e+00,2.6652e+00,2.5316e+01,-1.6268e+03
-9.8236e-02,-1.7231e+00,-2.6411e+00,3.0427e-01,8.6122e-01,1.5928e+00,2.6467e+00,2.5266e+01,-1.6661e+03
-1.6015e-01,-1.6734e+00,-3.1621e+00,2.9655e-01,8.4550e-01,1.1003e+00,2.6638e+00,2.5243e+01,-1.6885e+03
-4.5538e-02,-1.7551e+00,-3.2079e+00,2.8793e-01,6.7699e-01,1.9132e+00,2.5509e+00,2.5186e+01,-1.7065e+03
-1.3558e-01,-1.7742e+00,-1.5604e+00,2.5672e-01,9.1716e-01,1.2049e+00,2.6925e+00,2.5316e+01,-1.7297e+03
-7.3006e-02,-1.9335e+00,-2.8496e+00,2.8947e-01,9.8885e-01,1.2634e+00,2.6611e+00,2.5263e+01,-1.7300e+03
-1.5889e-01,-1.7764e+00,-2.5081e+00,2.8153e-01,8.3671e-01,5.1045e-01,2.6888e+00,2.5279e+01,-1.6655e+03
-1.1970e-01,-1.8618e+00,-2.5380e+00,1.8079e-01,1.0215e+00,1.1348e+00,2.6859e+00,2.5323e+01,-1.7278e+03
-1.5074e-01,-1.9644e+00,-3.1561e+00,2.4935e-01,9.1238e-01,4.6974e-01,2.7001e+00,2.5314e+01,-1.7188e+03
-1.3200e-01,-1.9731e+00,-9.7370e-01,2.8783e-01,8.4703e-01,9.6300e-01,2.7056e+00,2.5346e+01,-1.6627e+03
-6.6842e-02,-1.9686e+00,-1.9183e+00,2.9814e-01,8.5911e-01,1.5495e+00,2.6574e+00,2.5273e+01,-1.6358e+03
-1.7480e-03,-1.7154e+00,-1.4771e+00,2.9508e-01,-1.2597e+00,2.1521e+00,2.5009e+00,2.5254e+01,-1.7263e+03
-1.1613e-01,-1.6533e+00,-2.7227e+00,2.8493e-01,9.3849e-01,1.5486e+00,2.6336e+00,2.5239e+01,-1.7200e+03
-1.0961e-01,-1.8125e+00,-2.1707e+00,3.2848e-01,8.8846e-01,1.6453e+00,2.6759e+00,2.5392e+01,-1.6579e+03
-1.3359e-01,-1.9689e+00,-1.4761e+00,3.3006e-01,-6.8852e-01,1.3780e+00,2.6706e+00,2.5241e+01,-1.6934e+03
-2.2266e-01,-1.7875e+00,-2.6757e+00,3.0673e-01,6.7011e-01,3.4111e-01,2.7668e+00,2.5500e+01,-1.7216e+03
-1.5600e-01,-1.9421e+00,-1.1531e+00,1.5782e-01,5.2322e-01,1.3336e+00,2.6564e+00,2.5230e+01,-1.7234e+03
1.3087e-02,-1.9217e+00,-1.3925e+00,2.8626e-01,1.0452e+00,1.7682e+00,2.6013e+00,2.5232e+01,-1.7154e+03
2.4949e-02,-1.7617e+00,-3.0979e+00,2.3639e-01,6.5029e-01,2.0068e+00,2.4886e+00,2.5097e+01,-1.7210e+03
-1.6967e-01,-1.8038e+00,-2.6389e+00,3.0456e-01,-1.1133e+00,1.4827e+00,2.6812e+00,2.5303e+01,-1.7027e+03
-1.7264e-01,-1.9994e+00,-1.7890e+00,2.9207e-01,-4.4048e-01,1.0954e+00,2.7068e+00,2.5317e+01,-1.6886e+03
-9.3358e-02,-1.5129e+00,-2.6194e+00,2.9725e-01,4.4433e-01,1.9203e+00,2.5336e+00,2.5155e+01,-1.7293e+03
-1.3821e-01,-1.8898e+00,-2.3083e+00,3.1033e-01,8.7663e-01,9.1126e-01,2.6893e+00,2.5297e+01,-1.6577e+03
-5.7799e-02,-1.8928e+00,-1.2674e+00,2.1995e-01,8.6905e-01,1.6345e+00,2.6042e+00,2.5180e+01,-1.7099e+03
-1.1695e-01,-1.8461e+00,-9.1867e-01,2.2358e-01,8.4709e-01,1.4095e+00,2.6592e+00,2.5264e+01,-1.7218e+03
-5.1992e-02,-1.7902e+00,-3.2142e+00,3.0439e-01,7.0530e-01,1.7232e+00,2.5989e+00,2.5162e+01,-1.6614e+03
-9.7348e-02,-1.7288e+00,-3.1204e+00,2.7476e-01,8.2645e-01,1.5666e+00,2.6179e+00,2.5194e+01,-1.7152e+03
-1.9180e-01,-1.9238e+00,-2.9724e+00,3.0108e-01,4.2233e-01,4.3404e-01,2.7374e+00,2.5400e+01,-1.7291e+03
-1.8343e-01,-1.7358e+00,-2.7368e+00,3.1010e-01,9.6369e-01,4.9549e-01,2.7233e+00,2.5398e+01,-1.6680e+03
-1.7344e-01,-1.8236e+00,-1.8346e+00,2.8876e-01,9.3968e-01,3.7838e-01,2.7401e+00,2.5439e+01,-1.7155e+03
-2.0760e-01,-1.7495e+00,-2.8808e+00,3.3087e-01,5.9436e-01,2.2585e-01,2.7158e+00,2.5341e+01,-1.6942e+03
-2.0996e-01,-1.6393e+00,-1.4306e+00,3.2446e-01,7.0596e-01,4.1600e-01,2.7460e+00,2.5419e+01,-1.6570e+03
-5.9092e-02,-1.6471e+00,-2.1984e+00,3.2357e-01,1.0327e+00,1.7375e+00,2.6170e+00,2.5258e+01,-1.7262e+03
-7.7438e-02,-1.7311e+00,-1.7984e+00,2.5461e-01,4.0721e-01,1.9556e+00,2.5772e+00,2.5276e+01,-1.6528e+03
-1.6371e-01,-1.8823e+00,-2.8158e+00,3.1506e-01,8.3554e-01,9.2088e-01,2.7374e+00,2.5416e+01,-1.7099e+03
-1.2468e-01,-1.9181e+00,-2.1586e+00,2.0065e-01,1.0335e+00,5.9140e-01,2.6983e+00,2.5311e+01,-1.6759e+03
-2.1459e-01,-1.6375e+00,-1.0031e+00,3.3337e-01,5.5375e-01,1.3042e+00,2.7462e+00,2.5480e+01,-1.7211e+03
-2.9483e-02,-1.7171e+00,-1.2821e+00,2.7262e-01,8.6146e-01,1.9698e+00,2.5595e+00,2.5253e+01,-1.6673e+03
-1.0078e-01,-1.9844e+00,-1.0499e+00,3.1213e-01,9.2875e-01,1.3792e+00,2.7382e+00,2.5459e+01,-1.7280e+03
-1.4156e-01,-1.9807e+00,-3.1677e+00,3.0659e-01,5.5127e-01,1.2379e+00,2.6849e+00,2.5304e+01,-1.6463e+03
-1.3596e-01,-1.8925e+00,-1.1113e+00,3.0271e-01,8.4844e-01,1.4044e+00,2.7017e+00,2.5383e+01,-1.5990e+03
-1.9771e-01,-1.9115e+00,-2.8971e+00,2.9840e-01,5.2150e-01,3.3152e-01,2.7290e+00,2.5377e+01,-1.7224e+03
-6.8454e-02,-1.6085e+00,-2.0872e+00,2.5643e-01,7.1530e-01,1.8644e+00,2.5562e+00,2.5170e+01,-1.7065e+03
-1.9264e-01,-1.7818e+00,-3.1798e+00,2.3809e-01,8.2095e-01,3.7226e-01,2.7049e+00,2.5330e+01,-1.6609e+03
-6.9708e-02,-1.8665e+00,-1.8389e+00,2.9271e-01,9.5729e-01,1.2472e+00,2.6367e+00,2.5180e+01,-1.7151e+03
-7.3022e-02,-1.6248e+00,-1.5579e+00,3.0518e-01,5.1308e-01,1.8353e+00,2.5642e+00,2.5148e+01,-1.7301e+03
-4.7575e-02,-1.6769e+00,-2.7346e+00,3.1159e-01,7.2392e-01,1.9891e+00,2.5585e+00,2.5268e+01,-1.6922e+03
