nlive,niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_mean,logdust_med,logNpix,tau,dmod
2.0000e+03,1.0000e+00,1.0000e+00,3.3223e-01,-7.1588e+14,-7.1588e+14,-3.3278e-03,-inf,,1.7855e+13,inf,6.2221e+00,-1.1052e+00,-1.0395e+00,2.8311e+00,2.0379e-01,2.9776e+01
2.0000e+03,2.0000e+00,1.0000e+00,6.6225e-01,-7.1581e+14,-7.1581e+14,-6.6556e-03,-inf,,2.0172e+13,inf,1.2891e+01,4.4899e-01,-6.6443e-01,2.7670e+00,1.1723e+00,2.9552e+01
2.0000e+03,3.0000e+00,1.0000e+00,9.9010e-01,-7.1576e+14,-7.1576e+14,-9.9834e-03,-inf,,2.2481e+13,inf,1.9317e+01,-1.1196e+00,-1.9828e+00,2.3826e+00,1.2174e+00,2.9461e+01
2.0000e+03,4.0000e+00,1.0000e+00,1.3158e+00,-7.1572e+14,-7.1572e+14,-1.3311e-02,-inf,,2.4783e+13,inf,2.5601e+01,-2.5408e-01,-1.1741e+00,3.0892e+00,4.6237e-01,2.9736e+01
2.0000e+03,5.0000e+00,1.0000e+00,1.6393e+00,-7.1571e+14,-7.1571e+14,-1.6639e-02,-inf,,2.7078e+13,inf,3.1943e+01,-1.4668e+00,-9.2897e-01,2.1371e+00,1.6244e+00,2.9686e+01
2.0000e+03,6.0000e+00,1.0000e+00,1.9608e+00,-7.1568e+14,-7.1568e+14,-1.9967e-02,-inf,,2.9365e+13,inf,3.8439e+01,-1.1908e+00,-5.6288e-01,2.4062e+00,1.4501e-01,2.9075e+01
2.0000e+03,7.0000e+00,1.0000e+00,2.2801e+00,-7.1564e+14,-7.1564e+14,-2.3295e-02,-inf,,3.1643e+13,inf,4.4860e+01,2.3948e-02,-1.1496e+00,2.4167e+00,2.2402e+00,2.9529e+01
2.0000e+03,8.0000e+00,1.0000e+00,2.5974e+00,-7.1552e+14,-7.1552e+14,-2.6622e-02,-inf,,3.3910e+13,inf,5.1231e+01,-1.1924e+00,-4.4556e-01,2.1769e+00,8.8331e-01,2.9328e+01
2.0000e+03,9.0000e+00,1.0000e+00,2.9126e+00,-7.1544e+14,-7.1544e+14,-2.9950e-02,-inf,,3.6171e+13,inf,5.7612e+01,-6.1281e-01,-3.7997e-01,2.3116e+00,2.3768e+00,2.9584e+01
2.0000e+03,1.0000e+01,1.0000e+00,3.2258e+00,-7.1543e+14,-7.1543e+14,-3.3278e-02,-inf,,3.8427e+13,inf,6.4006e+01,2.9865e-01,-1.8304e+00,2.5434e+00,6.0159e-01,2.8603e+01
2.0000e+03,1.1000e+01,2.0000e+00,3.5256e+00,-7.1534e+14,-7.1534e+14,-3.6606e-02,-inf,,4.0671e+13,inf,7.7091e+01,2.3541e-01,-9.8540e-01,2.3849e+00,1.2199e+00,2.8446e+01
2.0000e+03,1.2000e+01,1.0000e+00,3.8339e+00,-7.1512e+14,-7.1512e+14,-3.9933e-02,-inf,,4.2899e+13,inf,8.3530e+01,-1.1972e+00,-1.3297e+00,3.9727e+00,8.2609e-01,2.8110e+01
