niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_mean,logdust,logNpix,tau,dmod
1.0000e+00,1.0000e+00,9.9900e-02,-1.8087e+05,-1.8088e+05,-9.9950e-04,-1.8088e+05,8.7167e-02,7.6019e+00,inf,2.2744e+00,-4.3312e-01,-7.2163e-01,3.9639e+00,1.1660e+00,2.2269e+01
2.0000e+00,1.0000e+00,1.9960e-01,-1.8051e+05,-1.8051e+05,-1.9990e-03,-1.8051e+05,8.7173e-02,7.6029e+00,1.7741e+05,4.5455e+00,-5.8290e-02,-1.7157e+00,3.8890e+00,3.7592e-01,2.2312e+01
3.0000e+00,1.0000e+00,2.9910e-01,-1.8047e+05,-1.8048e+05,-2.9985e-03,-1.8048e+05,8.7179e-02,7.6039e+00,1.7704e+05,7.1953e+00,3.1429e-01,-1.2337e+00,3.9193e+00,1.0535e+00,2.2261e+01
4.0000e+00,1.0000e+00,3.9841e-01,-1.8039e+05,-1.8040e+05,-3.9980e-03,-1.8040e+05,8.7184e-02,7.6049e+00,1.7701e+05,9.9094e+00,-4.4613e-01,-1.3225e+00,3.9550e+00,7.0732e-01,2.2716e+01
5.0000e+00,1.0000e+00,4.9751e-01,-1.8012e+05,-1.8013e+05,-4.9975e-03,-1.8013e+05,8.7190e-02,7.6059e+00,1.7693e+05,1.2619e+01,-9.0395e-02,-1.9914e+00,3.8850e+00,3.0657e+00,2.2039e+01
6.0000e+00,1.0000e+00,5.9642e-01,-1.8011e+05,-1.8011e+05,-5.9970e-03,-1.8011e+05,8.7196e-02,7.6069e+00,1.7666e+05,1.5815e+01,-3.5562e-01,-1.8992e+00,3.7653e+00,2.9729e-01,2.2178e+01
7.0000e+00,1.0000e+00,6.9513e-01,-1.8005e+05,-1.8006e+05,-6.9965e-03,-1.8006e+05,8.7201e-02,7.6079e+00,1.7664e+05,1.8949e+01,1.2440e-01,-1.2441e+00,3.9334e+00,2.0008e+00,2.2489e+01
8.0000e+00,1.0000e+00,7.9365e-01,-1.7998e+05,-1.7999e+05,-7.9960e-03,-1.7999e+05,8.7207e-02,7.6089e+00,1.7659e+05,2.2068e+01,-4.9239e-01,-6.5549e-01,3.9939e+00,4.0494e+00,2.2181e+01
9.0000e+00,1.0000e+00,8.9197e-01,-1.7998e+05,-1.7999e+05,-8.9955e-03,-1.7999e+05,8.3473e-02,6.9712e+00,1.7652e+05,2.4748e+01,3.4736e-01,-1.2669e+00,3.8465e+00,9.6774e-01,2.2326e+01
1.0000e+01,1.0000e+00,9.9010e-01,-1.7990e+05,-1.7991e+05,-9.9950e-03,-1.7991e+05,8.7219e-02,7.6109e+00,1.7652e+05,2.7487e+01,-1.9096e-03,-1.3356e+00,3.7493e+00,1.8067e+00,2.2007e+01
