niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_mean,logdust_med,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4
2.2100e+02,1.0000e+00,2.8153e+01,-1.2513e+05,-1.2514e+05,-4.4156e-01,-1.2514e+05,1.2118e-01,7.3493e+00,1.2373e+05,2.7991e+03,-2.2884e-01,-9.7880e-01,-1.2426e+00,-1.1748e+00,-5.7509e-01,3.6266e-01,9.8640e-01
2.2200e+02,2.0000e+00,2.8208e+01,-1.2506e+05,-1.2507e+05,-4.4356e-01,-1.2507e+05,1.2119e-01,7.3513e+00,1.2360e+05,2.8068e+03,-3.5730e-01,-3.5275e-01,-1.5926e+00,-9.4314e-01,2.7899e-02,4.7792e-01,1.2012e+00
2.2300e+02,1.0000e+00,2.8299e+01,-1.2503e+05,-1.2504e+05,-4.4555e-01,-1.2504e+05,1.2121e-01,7.3533e+00,1.2353e+05,2.8101e+03,1.8666e-01,-3.8734e-01,-1.6476e+00,-1.0760e+00,5.4148e-01,5.9893e-01,1.5116e+00
2.2400e+02,1.0000e+00,2.8390e+01,-1.2502e+05,-1.2503e+05,-4.4755e-01,-1.2503e+05,1.2093e-01,7.3192e+00,1.2350e+05,2.8139e+03,-4.0548e-01,-9.8664e-01,-2.0900e+00,-7.6515e-01,-3.1348e-02,1.8067e-01,1.0580e+00
2.2500e+02,1.0000e+00,2.8481e+01,-1.2492e+05,-1.2493e+05,-4.4955e-01,-1.2493e+05,1.2124e-01,7.3573e+00,1.2349e+05,2.8172e+03,-2.4976e-01,-2.6100e-01,-1.8485e+00,-6.2951e-01,-1.0646e+00,1.2562e-01,1.5754e+00
2.2600e+02,2.0000e+00,2.8535e+01,-1.2490e+05,-1.2491e+05,-4.5155e-01,-1.2491e+05,1.2126e-01,7.3593e+00,1.2339e+05,2.8243e+03,-2.2535e-01,-3.9612e-01,-1.1371e+00,-1.3303e+00,-1.3222e-01,3.4216e-01,1.1375e+00
2.2700e+02,1.0000e+00,2.8625e+01,-1.2490e+05,-1.2491e+05,-4.5355e-01,-1.2491e+05,1.1237e-01,6.3193e+00,1.2337e+05,2.8276e+03,2.0136e-01,-7.8608e-03,-1.6660e+00,-9.9948e-02,-3.8543e-01,6.6363e-01,1.4036e+00
2.2800e+02,2.0000e+00,2.8679e+01,-1.2470e+05,-1.2471e+05,-4.5554e-01,-1.2471e+05,1.2129e-01,7.3633e+00,1.2337e+05,2.8343e+03,-1.2733e-01,-6.6938e-01,-2.0279e+00,-1.5801e+00,4.1159e-01,1.9632e+00,1.7809e+00
2.2900e+02,1.0000e+00,2.8769e+01,-1.2458e+05,-1.2459e+05,-4.5754e-01,-1.2459e+05,1.2131e-01,7.3653e+00,1.2317e+05,2.8381e+03,1.3490e-01,-3.1630e-01,-2.7148e+00,-1.4719e+00,4.8847e-01,1.7842e+00,2.3697e+00
2.3000e+02,1.0000e+00,2.8858e+01,-1.2449e+05,-1.2450e+05,-4.5954e-01,-1.2450e+05,1.2133e-01,7.3673e+00,1.2306e+05,2.8420e+03,-4.1158e-01,-1.7062e-01,-2.4894e+00,-5.9484e-01,-1.6818e-01,7.2197e-01,1.0487e+00
2.3100e+02,1.0000e+00,2.8947e+01,-1.2444e+05,-1.2445e+05,-4.6154e-01,-1.2445e+05,1.2134e-01,7.3693e+00,1.2296e+05,2.8459e+03,2.2569e-01,-6.9971e-02,-2.3970e+00,-4.8786e-01,-2.9781e-01,8.3472e-01,1.0087e+00
2.3200e+02,2.0000e+00,2.9000e+01,-1.2436e+05,-1.2437e+05,-4.6354e-01,-1.2437e+05,1.2136e-01,7.3713e+00,1.2291e+05,2.8530e+03,-2.6836e-01,-6.3232e-01,-1.2397e+00,-1.3729e+00,-8.4824e-01,1.1103e+00,9.6534e-01
2.3300e+02,1.0000e+00,2.9089e+01,-1.2425e+05,-1.2426e+05,-4.6553e-01,-1.2426e+05,1.2137e-01,7.3733e+00,1.2283e+05,2.8568e+03,9.5117e-02,-3.7317e-01,-2.2159e+00,-1.6274e+00,-9.6803e-01,1.0378e+00,1.6161e+00
2.3400e+02,2.0000e+00,2.9141e+01,-1.2412e+05,-1.2413e+05,-4.6753e-01,-1.2413e+05,1.2139e-01,7.3753e+00,1.2272e+05,2.8639e+03,-2.6670e-01,-5.2457e-01,-9.2612e-01,-8.5611e-01,-4.8035e-01,3.6717e-01,1.1962e+00
2.3500e+02,1.0000e+00,2.9229e+01,-1.2407e+05,-1.2408e+05,-4.6953e-01,-1.2408e+05,1.2141e-01,7.3773e+00,1.2259e+05,2.8672e+03,-1.4713e-01,-7.9943e-01,-2.3492e+00,-1.3787e+00,-4.1525e-01,1.9321e+00,1.8026e+00
2.3600e+02,2.0000e+00,2.9280e+01,-1.2404e+05,-1.2405e+05,-4.7153e-01,-1.2405e+05,1.2142e-01,7.3793e+00,1.2254e+05,2.8738e+03,-4.7856e-01,-1.6086e-01,-1.1333e+00,-1.1709e+00,-2.8407e-02,1.3371e-01,1.2601e+00
2.3700e+02,3.0000e+00,2.9295e+01,-1.2401e+05,-1.2402e+05,-4.7353e-01,-1.2402e+05,1.2144e-01,7.3813e+00,1.2251e+05,2.8836e+03,4.4782e-02,-4.2868e-01,-1.5985e+00,-8.2034e-01,4.0491e-02,2.4409e-01,9.4744e-01
2.3800e+02,1.0000e+00,2.9383e+01,-1.2399e+05,-1.2400e+05,-4.7552e-01,-1.2400e+05,1.2146e-01,7.3833e+00,1.2248e+05,2.8874e+03,-1.4238e-02,-4.7493e-01,-1.2111e+00,-1.7110e+00,-8.7343e-01,1.7944e+00,2.2586e+00
2.3900e+02,1.0000e+00,2.9470e+01,-1.2393e+05,-1.2394e+05,-4.7752e-01,-1.2394e+05,1.2147e-01,7.3853e+00,1.2246e+05,2.8907e+03,-9.1419e-02,-1.1563e-01,-1.3427e+00,-6.2105e-01,1.6674e-01,1.7396e-01,1.3292e+00
2.4000e+02,1.0000e+00,2.9557e+01,-1.2391e+05,-1.2392e+05,-4.7952e-01,-1.2392e+05,1.2149e-01,7.3873e+00,1.2240e+05,2.8941e+03,-3.9295e-01,-5.9129e-01,-1.6234e+00,-1.2661e+00,-1.8333e-01,1.4683e+00,2.2022e+00
2.4100e+02,1.0000e+00,2.9643e+01,-1.2387e+05,-1.2388e+05,-4.8152e-01,-1.2388e+05,1.2151e-01,7.3893e+00,1.2238e+05,2.8974e+03,1.8751e-01,-9.6230e-01,-2.1946e+00,-8.7971e-02,-5.7426e-01,2.1204e-01,1.2314e+00
2.4200e+02,2.0000e+00,2.9693e+01,-1.2381e+05,-1.2381e+05,-4.8352e-01,-1.2381e+05,1.2152e-01,7.3913e+00,1.2234e+05,2.9045e+03,4.8658e-02,-6.8486e-01,-1.7741e+00,-1.6329e+00,4.1310e-02,6.7378e-01,1.5222e+00
2.4300e+02,2.0000e+00,2.9743e+01,-1.2377e+05,-1.2378e+05,-4.8551e-01,-1.2378e+05,1.2154e-01,7.3933e+00,1.2228e+05,2.9116e+03,1.2308e-01,-5.6180e-03,-1.6322e+00,-1.0664e-02,-9.4139e-01,4.4642e-01,1.5967e+00
2.4400e+02,1.0000e+00,2.9829e+01,-1.2373e+05,-1.2374e+05,-4.8751e-01,-1.2374e+05,1.2156e-01,7.3953e+00,1.2224e+05,2.9149e+03,-1.1733e-01,-7.7358e-01,-2.1831e+00,-6.3329e-01,1.2662e-01,1.3904e-01,1.3369e+00
2.4500e+02,1.0000e+00,2.9915e+01,-1.2356e+05,-1.2357e+05,-4.8951e-01,-1.2357e+05,1.2157e-01,7.3973e+00,1.2220e+05,2.9188e+03,5.1684e-02,-1.8696e-01,-2.4257e+00,-1.0927e+00,3.4201e-01,1.2758e+00,1.0275e+00
2.4600e+02,3.0000e+00,2.9927e+01,-1.2354e+05,-1.2355e+05,-4.9151e-01,-1.2355e+05,1.2159e-01,7.3993e+00,1.2204e+05,2.9298e+03,-3.8168e-01,-4.3893e-01,-1.2862e+00,-3.3407e-01,-6.6267e-01,5.8933e-01,1.1531e+00
2.4700e+02,1.0000e+00,3.0012e+01,-1.2354e+05,-1.2354e+05,-4.9351e-01,-1.2354e+05,1.2131e-01,7.3659e+00,1.2201e+05,2.9331e+03,4.2827e-02,-4.7083e-01,-9.7102e-01,-7.6058e-01,3.1078e-01,4.9465e-01,1.0987e+00
2.4800e+02,2.0000e+00,3.0061e+01,-1.2348e+05,-1.2349e+05,-4.9550e-01,-1.2349e+05,1.2162e-01,7.4033e+00,1.2201e+05,2.9402e+03,-4.6023e-01,-7.0624e-01,-1.0111e+00,-1.0287e+00,-5.2224e-01,6.2838e-01,2.2691e+00
2.4900e+02,2.0000e+00,3.0109e+01,-1.2335e+05,-1.2336e+05,-4.9750e-01,-1.2336e+05,1.2164e-01,7.4053e+00,1.2196e+05,2.9473e+03,-1.7263e-01,-6.3210e-01,-2.0049e+00,-7.5735e-01,-1.0580e-01,4.9273e-01,1.4036e+00
2.5000e+02,1.0000e+00,3.0193e+01,-1.2335e+05,-1.2336e+05,-4.9950e-01,-1.2336e+05,1.1671e-01,6.8170e+00,1.2182e+05,2.9512e+03,-4.2960e-01,-1.6777e-01,-8.8026e-01,-8.2765e-01,-1.0448e+00,2.0220e-01,1.2514e+00
2.5100e+02,1.0000e+00,3.0277e+01,-1.2328e+05,-1.2329e+05,-5.0150e-01,-1.2329e+05,1.2167e-01,7.4093e+00,1.2182e+05,2.9546e+03,2.0385e-02,-4.6282e-01,-9.8785e-01,-1.6293e+00,4.4264e-01,3.9894e-01,1.0529e+00
2.5200e+02,2.0000e+00,3.0325e+01,-1.2318e+05,-1.2319e+05,-5.0350e-01,-1.2319e+05,1.2169e-01,7.4113e+00,1.2176e+05,2.9617e+03,-7.9238e-02,-5.5382e-01,-1.0557e+00,8.8574e-02,6.2940e-01,2.0395e+00,1.3402e+00
2.5300e+02,1.0000e+00,3.0409e+01,-1.2314e+05,-1.2315e+05,-5.0549e-01,-1.2315e+05,1.2170e-01,7.4133e+00,1.2165e+05,2.9655e+03,-3.3703e-01,-2.2642e-01,-1.0709e+00,-6.7439e-01,-3.0453e-01,1.4521e-01,1.2329e+00
2.5400e+02,4.0000e+00,3.0383e+01,-1.2304e+05,-1.2305e+05,-5.0749e-01,-1.2305e+05,1.2172e-01,7.4152e+00,1.2161e+05,2.9792e+03,-3.4974e-01,-3.4292e-01,-8.7990e-01,-1.0203e+00,-1.0601e+00,1.0556e+00,1.0704e+00
2.5500e+02,1.0000e+00,3.0466e+01,-1.2282e+05,-1.2283e+05,-5.0949e-01,-1.2283e+05,1.2174e-01,7.4172e+00,1.2151e+05,2.9831e+03,1.9650e-01,-8.1813e-01,-1.0701e+00,-6.2614e-01,2.3718e-01,3.0165e-01,1.4787e+00
2.5600e+02,2.0000e+00,3.0513e+01,-1.2280e+05,-1.2280e+05,-5.1149e-01,-1.2280e+05,1.2175e-01,7.4192e+00,1.2129e+05,2.9897e+03,-4.8084e-01,-7.3271e-02,-2.5304e+00,-4.5530e-01,-1.1299e-01,9.1795e-01,1.2277e+00
2.5700e+02,1.0000e+00,3.0595e+01,-1.2272e+05,-1.2273e+05,-5.1349e-01,-1.2273e+05,1.2177e-01,7.4212e+00,1.2127e+05,2.9929e+03,-6.0643e-03,-5.9102e-01,-7.7894e-01,2.0458e-01,-1.8693e-01,1.6202e+00,2.2569e+00
2.5800e+02,1.0000e+00,3.0678e+01,-1.2271e+05,-1.2271e+05,-5.1548e-01,-1.2271e+05,1.2179e-01,7.4232e+00,1.2119e+05,2.9962e+03,-2.3210e-01,-3.9887e-02,-2.3187e+00,-1.3107e+00,-8.1590e-01,1.1004e+00,1.4581e+00
2.5900e+02,1.0000e+00,3.0760e+01,-1.2262e+05,-1.2263e+05,-5.1748e-01,-1.2263e+05,1.2180e-01,7.4252e+00,1.2118e+05,2.9995e+03,-4.8384e-01,-7.1784e-01,-1.3542e+00,-2.9899e-01,-6.2642e-01,6.7828e-01,2.2434e+00
2.6000e+02,2.0000e+00,3.0806e+01,-1.2252e+05,-1.2253e+05,-5.1948e-01,-1.2253e+05,1.2182e-01,7.4272e+00,1.2109e+05,3.0060e+03,-3.8392e-01,-4.4817e-01,-1.2847e+00,-1.5482e+00,3.8143e-01,2.6472e-01,1.1819e+00
2.6100e+02,4.0000e+00,3.0778e+01,-1.2251e+05,-1.2251e+05,-5.2148e-01,-1.2251e+05,1.2183e-01,7.4292e+00,1.2099e+05,3.0192e+03,-7.5169e-02,-3.0793e-01,-1.1903e+00,-3.0580e-01,9.1424e-02,3.5665e-01,1.2156e+00
2.6200e+02,1.0000e+00,3.0860e+01,-1.2246e+05,-1.2247e+05,-5.2348e-01,-1.2247e+05,1.2185e-01,7.4312e+00,1.2098e+05,3.0226e+03,1.0096e-01,-6.9204e-01,-2.5383e+00,-6.1323e-01,4.1449e-01,9.7897e-01,1.1026e+00
2.6300e+02,2.0000e+00,3.0905e+01,-1.2245e+05,-1.2246e+05,-5.2547e-01,-1.2246e+05,1.2187e-01,7.4332e+00,1.2093e+05,3.0298e+03,-4.5791e-01,-1.0508e-01,-9.7471e-01,-8.2927e-01,6.8613e-01,4.1497e-01,2.4085e+00
2.6400e+02,1.0000e+00,3.0986e+01,-1.2244e+05,-1.2245e+05,-5.2747e-01,-1.2245e+05,1.2187e-01,7.4331e+00,1.2092e+05,3.0330e+03,1.2679e-01,-5.4024e-01,-1.5015e+00,-4.5263e-02,2.1831e-01,4.0235e-01,1.2960e+00
2.6500e+02,1.0000e+00,3.1067e+01,-1.2223e+05,-1.2224e+05,-5.2947e-01,-1.2224e+05,1.2190e-01,7.4372e+00,1.2091e+05,3.0369e+03,1.8330e-01,-3.5534e-01,-9.4137e-01,-6.2686e-01,4.1246e-01,1.9628e-01,1.5912e+00
2.6600e+02,2.0000e+00,3.1111e+01,-1.2205e+05,-1.2206e+05,-5.3147e-01,-1.2206e+05,1.2192e-01,7.4392e+00,1.2070e+05,3.0440e+03,-3.6226e-01,-4.4025e-01,-2.3814e+00,-2.7983e-01,-3.8189e-02,4.6020e-01,9.7083e-01
2.6700e+02,2.0000e+00,3.1155e+01,-1.2202e+05,-1.2203e+05,-5.3347e-01,-1.2203e+05,1.2193e-01,7.4412e+00,1.2052e+05,3.0511e+03,-2.4040e-02,-8.0197e-01,-1.2257e+00,-2.7026e-01,-5.7809e-01,1.7884e+00,2.1002e+00
2.6800e+02,2.0000e+00,3.1199e+01,-1.2196e+05,-1.2197e+05,-5.3546e-01,-1.2197e+05,1.2195e-01,7.4432e+00,1.2049e+05,3.0588e+03,-4.5161e-02,-4.5714e-01,-8.6350e-01,-8.2699e-01,-5.3816e-01,5.0685e-01,9.7520e-01
2.6900e+02,1.0000e+00,3.1279e+01,-1.2196e+05,-1.2196e+05,-5.3746e-01,-1.2196e+05,1.1911e-01,7.1013e+00,1.2043e+05,3.0627e+03,-7.0549e-02,-6.6578e-01,-8.7777e-01,-1.6110e+00,-6.1937e-01,1.0017e+00,1.2483e+00
2.7000e+02,1.0000e+00,3.1359e+01,-1.2194e+05,-1.2194e+05,-5.3946e-01,-1.2194e+05,1.2198e-01,7.4472e+00,1.2043e+05,3.0660e+03,1.8630e-01,-1.9100e-01,-1.5375e+00,-1.2595e-01,4.3360e-01,1.0772e+00,1.1903e+00
2.7100e+02,1.0000e+00,3.1439e+01,-1.2189e+05,-1.2190e+05,-5.4146e-01,-1.2190e+05,1.2200e-01,7.4492e+00,1.2041e+05,3.0693e+03,7.6267e-02,-2.6795e-01,-2.7386e+00,-1.6726e-01,-4.4410e-01,1.2440e+00,1.1171e+00
2.7200e+02,1.0000e+00,3.1518e+01,-1.2186e+05,-1.2187e+05,-5.4346e-01,-1.2187e+05,1.2201e-01,7.4512e+00,1.2037e+05,3.0726e+03,2.1527e-01,-2.1851e-01,-1.1122e+00,-6.8099e-01,1.6322e-01,4.8491e-01,9.3559e-01
2.7300e+02,1.0000e+00,3.1597e+01,-1.2178e+05,-1.2179e+05,-5.4545e-01,-1.2179e+05,1.2203e-01,7.4532e+00,1.2033e+05,3.0766e+03,1.5836e-01,-5.4844e-01,-1.9558e+00,6.5744e-02,-8.4259e-01,3.1650e-01,1.4676e+00
2.7400e+02,1.0000e+00,3.1676e+01,-1.2176e+05,-1.2176e+05,-5.4745e-01,-1.2176e+05,1.2205e-01,7.4552e+00,1.2026e+05,3.0798e+03,2.9896e-02,-2.7334e-01,-9.6614e-01,-1.7546e-01,7.4579e-02,6.9084e-01,1.2383e+00
2.7500e+02,3.0000e+00,3.1682e+01,-1.2175e+05,-1.2176e+05,-5.4945e-01,-1.2176e+05,1.2203e-01,7.4529e+00,1.2023e+05,3.0907e+03,-2.1717e-03,-6.1521e-01,-2.4077e+00,-2.4472e-01,4.1032e-01,4.2169e-01,9.4014e-01
2.7600e+02,1.0000e+00,3.1761e+01,-1.2174e+05,-1.2175e+05,-5.5145e-01,-1.2175e+05,1.2208e-01,7.4587e+00,1.2022e+05,3.0940e+03,-3.1686e-01,-9.9062e-01,-2.2753e+00,-1.7078e+00,3.8994e-01,1.3367e-01,1.1803e+00
2.7700e+02,2.0000e+00,3.1803e+01,-1.2169e+05,-1.2170e+05,-5.5345e-01,-1.2170e+05,1.2210e-01,7.4612e+00,1.2021e+05,3.1006e+03,2.1495e-01,-3.8692e-01,-1.2727e+00,-5.0106e-02,-1.0889e+00,3.0493e-01,1.6479e+00
2.7800e+02,3.0000e+00,3.1808e+01,-1.2150e+05,-1.2150e+05,-5.5544e-01,-1.2150e+05,1.2211e-01,7.4632e+00,1.2016e+05,3.1110e+03,1.4346e-01,-3.7555e-01,-1.2319e+00,-1.3694e-01,4.6913e-01,2.8977e-01,9.8686e-01
2.7900e+02,1.0000e+00,3.1886e+01,-1.2149e+05,-1.2150e+05,-5.5744e-01,-1.2150e+05,1.2063e-01,7.2833e+00,1.1997e+05,3.1148e+03,-1.1106e-01,-6.5319e-01,-2.0603e+00,3.6911e-02,-6.3841e-01,1.7945e-01,1.1524e+00
2.8000e+02,1.0000e+00,3.1963e+01,-1.2142e+05,-1.2142e+05,-5.5944e-01,-1.2142e+05,1.2215e-01,7.4672e+00,1.1996e+05,3.1187e+03,1.3942e-01,-1.2063e-01,-8.8112e-01,-2.9385e-01,6.6954e-01,1.9184e+00,2.3456e+00
2.8100e+02,1.0000e+00,3.2041e+01,-1.2141e+05,-1.2141e+05,-5.6144e-01,-1.2141e+05,1.2214e-01,7.4664e+00,1.1989e+05,3.1220e+03,-3.8411e-01,-8.1919e-01,-2.0503e+00,-9.6301e-01,-8.3131e-01,9.7084e-01,1.1988e+00
2.8200e+02,1.0000e+00,3.2118e+01,-1.2133e+05,-1.2134e+05,-5.6344e-01,-1.2134e+05,1.2218e-01,7.4712e+00,1.1988e+05,3.1259e+03,-1.0552e-03,-4.9773e-01,-1.9479e+00,-2.7780e-01,-7.7955e-01,8.7751e-01,1.4695e+00
2.8300e+02,5.0000e+00,3.2050e+01,-1.2129e+05,-1.2129e+05,-5.6543e-01,-1.2129e+05,1.2219e-01,7.4732e+00,1.1980e+05,3.1435e+03,-1.1502e-01,-4.1276e-01,-1.9656e+00,-1.6545e+00,-9.1397e-01,1.3181e+00,1.0850e+00
2.8400e+02,1.0000e+00,3.2127e+01,-1.2120e+05,-1.2121e+05,-5.6743e-01,-1.2121e+05,1.2221e-01,7.4752e+00,1.1976e+05,3.1467e+03,-2.6972e-01,-2.1112e-01,-2.4952e+00,-9.0078e-01,-1.0239e+00,8.6531e-01,1.5328e+00
2.8500e+02,1.0000e+00,3.2203e+01,-1.2106e+05,-1.2107e+05,-5.6943e-01,-1.2107e+05,1.2223e-01,7.4772e+00,1.1967e+05,3.1500e+03,1.0257e-01,-6.7044e-01,-2.0128e+00,-3.5967e-01,2.9078e-01,3.3029e-01,1.4710e+00
2.8600e+02,2.0000e+00,3.2244e+01,-1.2071e+05,-1.2072e+05,-5.7143e-01,-1.2072e+05,1.2224e-01,7.4792e+00,1.1953e+05,3.1565e+03,-1.5443e-01,-6.7439e-01,-1.9973e+00,-1.6594e-01,-1.0974e+00,1.0853e+00,2.3225e+00
2.8700e+02,1.0000e+00,3.2320e+01,-1.2069e+05,-1.2070e+05,-5.7343e-01,-1.2070e+05,1.2226e-01,7.4812e+00,1.1918e+05,3.1604e+03,-4.2723e-01,-6.7884e-02,-2.7098e+00,-8.1196e-01,1.1989e-01,1.1812e+00,1.0859e+00
2.8800e+02,1.0000e+00,3.2396e+01,-1.2054e+05,-1.2054e+05,-5.7542e-01,-1.2054e+05,1.2228e-01,7.4832e+00,1.1916e+05,3.1642e+03,7.8320e-02,-8.2324e-01,-1.0280e+00,-1.1584e+00,-1.0079e+00,5.5505e-01,1.5882e+00
2.8900e+02,1.0000e+00,3.2472e+01,-1.2048e+05,-1.2049e+05,-5.7742e-01,-1.2049e+05,1.2229e-01,7.4852e+00,1.1901e+05,3.1681e+03,-8.1758e-02,-3.2760e-01,-1.3287e+00,-3.1868e-01,-3.6881e-01,1.3942e-01,1.6082e+00
2.9000e+02,1.0000e+00,3.2548e+01,-1.2042e+05,-1.2042e+05,-5.7942e-01,-1.2042e+05,1.2231e-01,7.4872e+00,1.1895e+05,3.1720e+03,-1.7463e-02,-5.5397e-01,-2.7395e+00,-9.6399e-01,-1.0201e+00,1.1697e+00,1.3546e+00
2.9100e+02,1.0000e+00,3.2623e+01,-1.2037e+05,-1.2037e+05,-5.8142e-01,-1.2037e+05,1.2232e-01,7.4892e+00,1.1889e+05,3.1759e+03,-4.5086e-01,-1.8449e-01,-1.0468e+00,-1.6706e+00,-9.9012e-01,1.0547e+00,1.3468e+00
2.9200e+02,1.0000e+00,3.2699e+01,-1.2030e+05,-1.2030e+05,-5.8342e-01,-1.2030e+05,1.2234e-01,7.4912e+00,1.1884e+05,3.1797e+03,-4.9085e-01,-5.4300e-01,-9.0281e-01,-4.1738e-02,-1.7707e-01,1.9137e+00,1.3875e+00
2.9300e+02,5.0000e+00,3.2628e+01,-1.2021e+05,-1.2021e+05,-5.8541e-01,-1.2021e+05,1.2236e-01,7.4932e+00,1.1877e+05,3.1965e+03,-3.7059e-02,-3.0381e-02,-2.1674e+00,-4.2328e-02,-2.9242e-02,1.9193e-01,1.1159e+00
2.9400e+02,2.0000e+00,3.2667e+01,-1.2015e+05,-1.2016e+05,-5.8741e-01,-1.2016e+05,1.2237e-01,7.4952e+00,1.1868e+05,3.2032e+03,-3.2211e-01,-4.2984e-01,-8.7910e-01,-6.1316e-01,2.2688e-01,5.0554e-01,1.1886e+00
2.9500e+02,1.0000e+00,3.2741e+01,-1.2014e+05,-1.2015e+05,-5.8941e-01,-1.2015e+05,1.2239e-01,7.4970e+00,1.1862e+05,3.2064e+03,1.4895e-01,-8.2672e-01,-1.6064e+00,-2.7903e-01,3.3707e-01,9.1658e-01,1.1714e+00
2.9600e+02,1.0000e+00,3.2816e+01,-1.1998e+05,-1.1999e+05,-5.9141e-01,-1.1999e+05,1.2241e-01,7.4992e+00,1.1861e+05,3.2097e+03,1.4376e-01,-4.2493e-01,-8.8619e-01,2.6724e-02,-2.0744e-01,1.4321e-01,1.0728e+00
2.9700e+02,1.0000e+00,3.2890e+01,-1.1996e+05,-1.1997e+05,-5.9341e-01,-1.1997e+05,1.2242e-01,7.5012e+00,1.1845e+05,3.2129e+03,1.1275e-02,-8.3091e-01,-1.1594e+00,-1.6781e+00,-4.1727e-01,1.2231e+00,1.0279e+00
2.9800e+02,3.0000e+00,3.2892e+01,-1.1989e+05,-1.1990e+05,-5.9540e-01,-1.1990e+05,1.2244e-01,7.5032e+00,1.1843e+05,3.2233e+03,-3.4548e-01,-3.0334e-01,-1.3396e+00,-1.0852e+00,-1.4381e-01,2.0642e+00,1.5699e+00
2.9900e+02,1.0000e+00,3.2966e+01,-1.1972e+05,-1.1973e+05,-5.9740e-01,-1.1973e+05,1.2246e-01,7.5052e+00,1.1836e+05,3.2272e+03,-4.7614e-01,-3.7381e-02,-1.7270e+00,-1.3182e+00,6.2647e-01,5.5690e-01,1.2129e+00
3.0000e+02,2.0000e+00,3.3003e+01,-1.1968e+05,-1.1969e+05,-5.9940e-01,-1.1969e+05,1.2247e-01,7.5072e+00,1.1819e+05,3.2338e+03,2.2659e-01,-3.0827e-01,-2.7210e+00,-1.3081e+00,3.2876e-01,1.4550e+00,1.0123e+00
3.0100e+02,1.0000e+00,3.3077e+01,-1.1967e+05,-1.1968e+05,-6.0140e-01,-1.1968e+05,1.2249e-01,7.5088e+00,1.1815e+05,3.2371e+03,8.7723e-02,-9.2286e-01,-8.2232e-01,3.1880e-02,1.3714e-01,1.9667e+00,1.7318e+00
3.0200e+02,1.0000e+00,3.3150e+01,-1.1964e+05,-1.1965e+05,-6.0340e-01,-1.1965e+05,1.2250e-01,7.5112e+00,1.1814e+05,3.2404e+03,2.2819e-01,-2.2614e-01,-2.5028e+00,1.2057e-01,5.3186e-01,8.9406e-01,1.2167e+00
3.0300e+02,1.0000e+00,3.3224e+01,-1.1960e+05,-1.1961e+05,-6.0539e-01,-1.1961e+05,1.2252e-01,7.5132e+00,1.1811e+05,3.2436e+03,-9.9903e-02,-3.8570e-01,-1.4755e+00,9.7892e-03,-1.9573e-04,4.0675e-01,1.3885e+00
3.0400e+02,1.0000e+00,3.3297e+01,-1.1944e+05,-1.1944e+05,-6.0739e-01,-1.1944e+05,1.2254e-01,7.5151e+00,1.1807e+05,3.2475e+03,-1.8806e-01,-2.0094e-01,-2.3775e+00,-1.5013e-03,-5.1780e-01,2.0680e+00,1.8842e+00
3.0500e+02,2.0000e+00,3.3333e+01,-1.1943e+05,-1.1944e+05,-6.0939e-01,-1.1944e+05,1.2219e-01,7.4724e+00,1.1791e+05,3.2546e+03,-4.2399e-01,-1.9428e-01,-1.7978e+00,1.9563e-02,-8.1929e-01,5.4803e-01,2.4021e+00
3.0600e+02,3.0000e+00,3.3333e+01,-1.1927e+05,-1.1928e+05,-6.1139e-01,-1.1928e+05,1.2257e-01,7.5191e+00,1.1790e+05,3.2657e+03,2.4092e-01,-7.6890e-01,-2.5034e+00,-1.1910e+00,-9.4428e-01,2.1143e-01,1.7989e+00
3.0700e+02,1.0000e+00,3.3406e+01,-1.1921e+05,-1.1922e+05,-6.1339e-01,-1.1922e+05,1.2259e-01,7.5211e+00,1.1774e+05,3.2695e+03,-4.8533e-01,-9.9037e-02,-1.3702e+00,2.0010e-01,-9.1251e-01,9.5725e-01,1.0961e+00
3.0800e+02,3.0000e+00,3.3406e+01,-1.1916e+05,-1.1917e+05,-6.1538e-01,-1.1917e+05,1.2260e-01,7.5231e+00,1.1768e+05,3.2805e+03,-2.1070e-01,-5.7839e-01,-9.0198e-01,1.4784e-03,-2.3338e-01,1.6697e-01,1.1499e+00
3.0900e+02,2.0000e+00,3.3442e+01,-1.1915e+05,-1.1916e+05,-6.1738e-01,-1.1916e+05,1.2262e-01,7.5251e+00,1.1763e+05,3.2870e+03,-2.8244e-01,-1.7319e-01,-2.0143e+00,-5.1543e-01,1.1631e-01,9.9159e-01,1.3331e+00
3.1000e+02,2.0000e+00,3.3477e+01,-1.1886e+05,-1.1887e+05,-6.1938e-01,-1.1887e+05,1.2263e-01,7.5271e+00,1.1762e+05,3.2942e+03,-5.1055e-02,-1.5394e-01,-2.3998e+00,9.2151e-02,-9.1643e-01,3.6224e-01,9.4368e-01
3.1100e+02,1.0000e+00,3.3549e+01,-1.1876e+05,-1.1877e+05,-6.2138e-01,-1.1877e+05,1.2265e-01,7.5291e+00,1.1733e+05,3.2975e+03,-4.7774e-01,-8.9170e-01,-1.6074e+00,-1.1407e+00,5.1295e-01,6.9923e-01,1.0127e+00
