logfeh_mean,logdust_med,logNpix,tau,dmod,logl
-2.7522e-01,-4.6089e-01,2.9952e+00,3.0345e+00,2.7486e+01,-5.1592e+02
-2.5057e-01,-4.9081e-01,3.0078e+00,3.0307e+00,2.7517e+01,-5.0954e+02
-2.5908e-01,-4.7092e-01,3.0191e+00,3.0851e+00,2.7550e+01,-5.1493e+02
-2.4101e-01,-4.9869e-01,3.0027e+00,3.0770e+00,2.7511e+01,-5.1870e+02
-2.4619e-01,-5.1328e-01,2.9910e+00,2.9522e+00,2.7476e+01,-5.1986e+02
-2.4539e-01,-5.1157e-01,2.9903e+00,2.9967e+00,2.7480e+01,-5.1844e+02
-2.7579e-01,-4.5974e-01,3.0102e+00,3.0432e+00,2.7526e+01,-5.1852e+02
-2.5577e-01,-4.9444e-01,2.9898e+00,3.0090e+00,2.7478e+01,-5.1853e+02
-2.7050e-01,-4.7164e-01,3.0089e+00,3.0062e+00,2.7520e+01,-5.0950e+02
-2.4139e-01,-5.0436e-01,2.9856e+00,3.0084e+00,2.7461e+01,-5.1211e+02
-2.9054e-01,-4.5347e-01,3.0152e+00,3.0121e+00,2.7543e+01,-5.0306e+02
-2.8541e-01,-4.5083e-01,3.0127e+00,3.0253e+00,2.7531e+01,-5.1739e+02
-2.5858e-01,-4.8653e-01,2.9998e+00,2.9794e+00,2.7496e+01,-5.1812e+02
-2.5525e-01,-4.8415e-01,3.0030e+00,3.0212e+00,2.7507e+01,-5.1017e+02
-2.7457e-01,-4.6673e-01,3.0009e+00,3.0140e+00,2.7501e+01,-5.2109e+02
-2.7521e-01,-4.6550e-01,3.0074e+00,2.9880e+00,2.7514e+01,-5.0686e+02
-2.7893e-01,-4.7023e-01,3.0211e+00,3.0295e+00,2.7560e+01,-5.1705e+02
-2.4421e-01,-5.0435e-01,2.9800e+00,2.9715e+00,2.7443e+01,-5.1869e+02
-2.4705e-01,-5.0862e-01,2.9912e+00,2.9741e+00,2.7478e+01,-5.0951e+02
-2.4673e-01,-4.7320e-01,3.0131e+00,3.1508e+00,2.7533e+01,-5.0810e+02
-2.4676e-01,-5.1197e-01,2.9847e+00,2.9382e+00,2.7458e+01,-5.1745e+02
-2.5246e-01,-4.8599e-01,2.9984e+00,3.0765e+00,2.7500e+01,-5.1825e+02
-2.7277e-01,-4.7937e-01,3.0094e+00,2.9984e+00,2.7526e+01,-5.1975e+02
-2.4630e-01,-4.8586e-01,3.0046e+00,3.0814e+00,2.7512e+01,-5.0803e+02
-2.7799e-01,-4.5982e-01,3.0203e+00,3.0367e+00,2.7551e+01,-5.0517e+02
-2.5648e-01,-4.8256e-01,3.0042e+00,3.0167e+00,2.7509e+01,-5.0344e+02
-2.4651e-01,-4.9955e-01,2.9777e+00,2.9516e+00,2.7430e+01,-5.1111e+02
-2.6946e-01,-4.8496e-01,3.0034e+00,2.9612e+00,2.7509e+01,-5.2151e+02
-2.4727e-01,-4.8694e-01,3.0123e+00,3.0939e+00,2.7532e+01,-5.0669e+02
-2.5983e-01,-4.9759e-01,3.0055e+00,2.9721e+00,2.7517e+01,-5.1386e+02
-2.5413e-01,-4.9007e-01,2.9990e+00,3.0647e+00,2.7504e+01,-5.2002e+02
-2.5290e-01,-4.9149e-01,3.0006e+00,3.0253e+00,2.7502e+01,-5.1958e+02
-2.7441e-01,-4.7107e-01,3.0124e+00,3.0379e+00,2.7536e+01,-5.1763e+02
-2.7610e-01,-4.4737e-01,3.0149e+00,3.0557e+00,2.7530e+01,-5.1939e+02
-2.6227e-01,-4.9013e-01,2.9997e+00,2.9792e+00,2.7503e+01,-5.0367e+02
-2.6047e-01,-4.8246e-01,2.9991e+00,2.9858e+00,2.7492e+01,-5.0739e+02
-2.6071e-01,-4.8369e-01,2.9988e+00,2.9623e+00,2.7493e+01,-5.2054e+02
-2.5123e-01,-4.9673e-01,3.0082e+00,2.9951e+00,2.7518e+01,-4.9587e+02
-2.4346e-01,-5.0363e-01,2.9895e+00,3.0091e+00,2.7473e+01,-5.2057e+02
-2.4979e-01,-5.0217e-01,3.0061e+00,3.0363e+00,2.7521e+01,-5.1418e+02
-2.6063e-01,-4.8734e-01,3.0075e+00,3.0154e+00,2.7519e+01,-5.1928e+02
-2.7409e-01,-4.6182e-01,3.0120e+00,3.0385e+00,2.7527e+01,-5.2099e+02
-2.5580e-01,-4.7391e-01,2.9987e+00,3.0597e+00,2.7491e+01,-5.1697e+02
-2.9486e-01,-4.5931e-01,3.0108e+00,2.9508e+00,2.7529e+01,-5.2123e+02
-2.3831e-01,-4.9289e-01,2.9931e+00,3.0571e+00,2.7477e+01,-5.1152e+02
-2.4168e-01,-5.1010e-01,2.9881e+00,3.0215e+00,2.7474e+01,-5.1248e+02
-2.4976e-01,-4.8887e-01,3.0096e+00,3.1026e+00,2.7533e+01,-5.0425e+02
-2.7282e-01,-4.6442e-01,3.0131e+00,3.0629e+00,2.7535e+01,-5.0168e+02
-2.5834e-01,-5.0304e-01,3.0006e+00,2.9444e+00,2.7503e+01,-5.1039e+02
-2.4768e-01,-5.0449e-01,2.9884e+00,2.9503e+00,2.7466e+01,-5.2167e+02
-2.4472e-01,-4.9962e-01,3.0068e+00,3.0505e+00,2.7521e+01,-5.1202e+02
-2.8283e-01,-4.6877e-01,3.0124e+00,2.9984e+00,2.7537e+01,-5.2036e+02
-2.4646e-01,-5.0441e-01,2.9833e+00,2.9375e+00,2.7448e+01,-5.2158e+02
