nlive,niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_mean,logdust,logNpix,tau
2.0000e+03,1.0000e+00,1.0000e+00,1.9960e-01,-5.9091e+05,-5.9091e+05,-1.9980e-03,-5.9091e+05,1.1750e-01,6.9098e+00,inf,2.6546e+03,-3.5468e-01,-1.8793e+00,6.9998e+00,1.9948e+01
2.0000e+03,2.0000e+00,1.0000e+00,3.9841e-01,-5.8917e+05,-5.8918e+05,-3.9960e-03,-5.8918e+05,1.1751e-01,6.9118e+00,5.8192e+05,2.6602e+03,-1.1894e+00,-1.3504e+00,6.9083e+00,1.3927e+01
2.0000e+03,3.0000e+00,1.0000e+00,5.9642e-01,-5.8835e+05,-5.8836e+05,-5.9940e-03,-5.8836e+05,1.1753e-01,6.9137e+00,5.8019e+05,2.6659e+03,-9.0571e-01,-1.2820e+00,6.9890e+00,1.1083e+01
2.0000e+03,4.0000e+00,1.0000e+00,7.9365e-01,-5.7838e+05,-5.7839e+05,-7.9920e-03,-5.7839e+05,1.1755e-01,6.9157e+00,5.7937e+05,2.6709e+03,-3.2406e-01,-1.9748e+00,6.9455e+00,1.5084e+00
2.0000e+03,5.0000e+00,1.0000e+00,9.9010e-01,-5.7812e+05,-5.7813e+05,-9.9900e-03,-5.7813e+05,1.1757e-01,6.9177e+00,5.6940e+05,2.6767e+03,-1.3322e+00,-1.8043e+00,6.7376e+00,1.9398e+01
2.0000e+03,6.0000e+00,1.0000e+00,1.1858e+00,-5.7750e+05,-5.7751e+05,-1.1988e-02,-5.7751e+05,1.1758e-01,6.9198e+00,5.6914e+05,2.6826e+03,-1.4813e+00,-1.0994e+00,6.8862e+00,1.1182e+01
2.0000e+03,7.0000e+00,1.0000e+00,1.3807e+00,-5.7742e+05,-5.7742e+05,-1.3986e-02,-5.7742e+05,1.1760e-01,6.9218e+00,5.6851e+05,2.6872e+03,-3.9535e-01,-1.8143e+00,6.9049e+00,2.0091e+00
2.0000e+03,8.0000e+00,1.0000e+00,1.5748e+00,-5.7647e+05,-5.7648e+05,-1.5984e-02,-5.7648e+05,1.1762e-01,6.9238e+00,5.6843e+05,2.6928e+03,-1.1131e+00,-1.2600e+00,6.7836e+00,1.0366e+01
2.0000e+03,9.0000e+00,1.0000e+00,1.7682e+00,-5.7054e+05,-5.7054e+05,-1.7982e-02,-5.7054e+05,1.1763e-01,6.9257e+00,5.6749e+05,2.6983e+03,-1.0965e+00,-1.3017e+00,6.7610e+00,1.7810e+01
2.0000e+03,1.0000e+01,1.0000e+00,1.9608e+00,-5.6975e+05,-5.6976e+05,-1.9980e-02,-5.6976e+05,1.1765e-01,6.9277e+00,5.6155e+05,2.7037e+03,-1.1622e+00,-1.6694e+00,6.7736e+00,2.1636e+00
2.0000e+03,1.1000e+01,1.0000e+00,2.1526e+00,-5.6967e+05,-5.6967e+05,-2.1978e-02,-5.6967e+05,1.1767e-01,6.9297e+00,5.6077e+05,2.7090e+03,-1.1422e+00,-1.9232e+00,6.6839e+00,1.6733e+01
2.0000e+03,1.2000e+01,1.0000e+00,2.3438e+00,-5.6878e+05,-5.6879e+05,-2.3976e-02,-5.6879e+05,1.1768e-01,6.9317e+00,5.6068e+05,2.7144e+03,-3.9506e-01,-1.7270e+00,6.8725e+00,1.3389e+01
2.0000e+03,1.3000e+01,1.0000e+00,2.5341e+00,-5.6559e+05,-5.6560e+05,-2.5974e-02,-5.6560e+05,1.1770e-01,6.9338e+00,5.5980e+05,2.7198e+03,-1.4756e+00,-1.5430e+00,6.6588e+00,1.6936e+01
2.0000e+03,1.4000e+01,1.0000e+00,2.7237e+00,-5.6431e+05,-5.6432e+05,-2.7972e-02,-5.6432e+05,1.1772e-01,6.9357e+00,5.5661e+05,2.7253e+03,-1.3876e+00,-1.7218e+00,6.6836e+00,1.6784e+01
2.0000e+03,1.5000e+01,1.0000e+00,2.9126e+00,-5.6400e+05,-5.6401e+05,-2.9970e-02,-5.6401e+05,1.1774e-01,6.9377e+00,5.5533e+05,2.7307e+03,-1.4922e+00,-1.8157e+00,6.6398e+00,1.3761e+01
2.0000e+03,1.6000e+01,1.0000e+00,3.1008e+00,-5.5942e+05,-5.5943e+05,-3.1968e-02,-5.5943e+05,1.1775e-01,6.9397e+00,5.5502e+05,2.7363e+03,-8.8663e-01,-1.9434e+00,6.6842e+00,1.8090e+01
2.0000e+03,1.7000e+01,1.0000e+00,3.2882e+00,-5.5792e+05,-5.5793e+05,-3.3966e-02,-5.5793e+05,1.1777e-01,6.9417e+00,5.5044e+05,2.7408e+03,-6.2538e-01,-1.4069e+00,6.7572e+00,1.1107e+01
2.0000e+03,1.8000e+01,1.0000e+00,3.4749e+00,-5.5753e+05,-5.5754e+05,-3.5964e-02,-5.5754e+05,1.1779e-01,6.9437e+00,5.4893e+05,2.7454e+03,-1.0993e+00,-1.3429e+00,6.7160e+00,7.1997e+00
2.0000e+03,1.9000e+01,1.0000e+00,3.6609e+00,-5.5751e+05,-5.5752e+05,-3.7962e-02,-5.5752e+05,1.1780e-01,6.9457e+00,5.4855e+05,2.7506e+03,-5.1007e-01,-1.1901e+00,6.7728e+00,1.2786e+01
2.0000e+03,2.0000e+01,1.0000e+00,3.8462e+00,-5.5730e+05,-5.5731e+05,-3.9960e-02,-5.5731e+05,1.1782e-01,6.9477e+00,5.4853e+05,2.7567e+03,2.6808e-01,-1.4329e+00,6.9724e+00,3.6569e+00
2.0000e+03,2.1000e+01,1.0000e+00,4.0307e+00,-5.5555e+05,-5.5555e+05,-4.1958e-02,-5.5555e+05,1.1784e-01,6.9497e+00,5.4832e+05,2.7624e+03,-1.2240e+00,-1.5972e+00,6.6565e+00,1.3496e+01
2.0000e+03,2.2000e+01,1.0000e+00,4.2146e+00,-5.5391e+05,-5.5392e+05,-4.3956e-02,-5.5392e+05,1.1785e-01,6.9517e+00,5.4656e+05,2.7673e+03,1.6869e-01,-1.2686e+00,6.8072e+00,2.3819e+00
2.0000e+03,2.3000e+01,1.0000e+00,4.3977e+00,-5.5069e+05,-5.5070e+05,-4.5954e-02,-5.5070e+05,1.1787e-01,6.9537e+00,5.4493e+05,2.7721e+03,-9.4809e-01,-1.4169e+00,6.6498e+00,1.2402e+00
2.0000e+03,2.4000e+01,1.0000e+00,4.5802e+00,-5.5034e+05,-5.5035e+05,-4.7952e-02,-5.5035e+05,1.1789e-01,6.9557e+00,5.4171e+05,2.7778e+03,2.8377e-01,-1.1896e+00,6.8205e+00,1.9159e+01
2.0000e+03,2.5000e+01,1.0000e+00,4.7619e+00,-5.4870e+05,-5.4871e+05,-4.9950e-02,-5.4871e+05,1.1790e-01,6.9577e+00,5.4135e+05,2.7833e+03,-7.5315e-01,-1.9876e+00,6.6095e+00,1.7478e+01
