nlive,niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_mean,logdust_med,logNpix,tau,dmod
2.0000e+03,1.0000e+00,1.0000e+00,3.3223e-01,-6.9059e+05,-6.9059e+05,-3.3278e-03,-6.9059e+05,1.4594e-01,6.4003e+00,inf,3.3879e+03,-1.1052e+00,-1.0395e+00,3.3851e+00,3.0863e-01,3.3439e+01
2.0000e+03,2.0000e+00,1.0000e+00,6.6225e-01,-6.8256e+05,-6.8257e+05,-6.6556e-03,-6.8257e+05,1.4598e-01,6.4036e+00,2.0619e+05,3.4005e+03,4.8896e-01,-1.6425e+00,2.0610e+00,9.1943e+00,3.3659e+01
2.0000e+03,3.0000e+00,1.0000e+00,9.9010e-01,-6.8164e+05,-6.8164e+05,-9.9834e-03,-6.8164e+05,1.4602e-01,6.4069e+00,1.9816e+05,3.4117e+03,-2.5408e-01,-1.1741e+00,3.8153e+00,8.2840e-01,3.3341e+01
2.0000e+03,4.0000e+00,1.0000e+00,1.3158e+00,-6.8046e+05,-6.8047e+05,-1.3311e-02,-6.8047e+05,1.4605e-01,6.4102e+00,1.9724e+05,3.4232e+03,-1.0151e+00,-1.7746e+00,4.0250e+00,9.3725e-01,3.3633e+01
2.0000e+03,5.0000e+00,1.0000e+00,1.6393e+00,-6.7717e+05,-6.7718e+05,-1.6639e-02,-6.7718e+05,1.4609e-01,6.4136e+00,1.9607e+05,3.4345e+03,4.4899e-01,-6.6443e-01,3.2783e+00,2.2554e+00,3.2881e+01
2.0000e+03,6.0000e+00,1.0000e+00,1.9608e+00,-6.7020e+05,-6.7021e+05,-1.9967e-02,-6.7021e+05,1.4613e-01,6.4169e+00,1.9278e+05,3.4460e+03,-6.8079e-01,-1.9886e+00,6.7701e+00,1.2145e+01,2.9033e+01
2.0000e+03,7.0000e+00,1.0000e+00,2.2801e+00,-6.6889e+05,-6.6890e+05,-2.3295e-02,-6.6890e+05,1.4617e-01,6.4202e+00,1.8580e+05,3.4574e+03,1.7012e-01,-4.1500e-01,3.6461e+00,7.2083e+00,3.3801e+01
2.0000e+03,8.0000e+00,1.0000e+00,2.5974e+00,-6.6746e+05,-6.6747e+05,-2.6622e-02,-6.6747e+05,1.4621e-01,6.4235e+00,1.8450e+05,3.4684e+03,3.8924e-01,-8.4123e-01,2.9338e+00,1.1970e+01,3.3669e+01
2.0000e+03,9.0000e+00,1.0000e+00,2.9126e+00,-6.6664e+05,-6.6664e+05,-2.9950e-02,-6.6664e+05,1.4624e-01,6.4269e+00,1.8307e+05,3.4799e+03,-1.3159e+00,-2.2442e-01,2.0822e+00,1.7292e+01,3.3494e+01
2.0000e+03,1.0000e+01,1.0000e+00,3.2258e+00,-6.6553e+05,-6.6553e+05,-3.3278e-02,-6.6553e+05,1.4628e-01,6.4302e+00,1.8224e+05,3.4911e+03,-7.6070e-01,-7.9133e-01,2.5155e+00,1.6067e+01,3.3728e+01
2.0000e+03,1.1000e+01,1.0000e+00,3.5370e+00,-6.6376e+05,-6.6376e+05,-3.6606e-02,-6.6376e+05,1.4632e-01,6.4336e+00,1.8113e+05,3.5022e+03,-7.7023e-01,-7.6921e-01,2.3769e+00,7.4396e+00,3.3666e+01
2.0000e+03,1.2000e+01,1.0000e+00,3.8462e+00,-6.6221e+05,-6.6221e+05,-3.9933e-02,-6.6221e+05,1.4636e-01,6.4368e+00,1.7936e+05,3.5149e+03,-3.7761e-01,-9.9383e-01,2.0688e+00,1.5479e+01,3.3413e+01
2.0000e+03,1.3000e+01,1.0000e+00,4.1534e+00,-6.6175e+05,-6.6176e+05,-4.3261e-02,-6.6176e+05,1.4640e-01,6.4402e+00,1.7781e+05,3.5280e+03,-1.4668e+00,-9.2897e-01,2.2285e+00,3.1642e+00,3.3215e+01
2.0000e+03,1.4000e+01,1.0000e+00,4.4586e+00,-6.6043e+05,-6.6044e+05,-4.6589e-02,-6.6044e+05,1.4643e-01,6.4435e+00,1.7736e+05,3.5397e+03,-5.4445e-01,-1.3866e+00,2.2830e+00,1.8743e+01,3.3520e+01
2.0000e+03,1.5000e+01,1.0000e+00,4.7619e+00,-6.5990e+05,-6.5990e+05,-4.9917e-02,-6.5990e+05,1.4647e-01,6.4469e+00,1.7604e+05,3.5480e+03,-1.2742e+00,-1.1239e+00,2.3554e+00,1.6343e+01,3.3331e+01
2.0000e+03,1.6000e+01,1.0000e+00,5.0633e+00,-6.5877e+05,-6.5878e+05,-5.3245e-02,-6.5878e+05,1.4651e-01,6.4501e+00,1.7550e+05,3.5580e+03,3.7053e-01,-3.7915e-01,2.9417e+00,1.1788e+01,3.3518e+01
2.0000e+03,1.7000e+01,2.0000e+00,5.3459e+00,-6.5857e+05,-6.5858e+05,-5.6572e-02,-6.5858e+05,1.4655e-01,6.4535e+00,1.7438e+05,3.5796e+03,-1.1196e+00,-1.9828e+00,2.6376e+00,2.3460e+00,3.2652e+01
2.0000e+03,1.8000e+01,1.0000e+00,5.6426e+00,-6.5787e+05,-6.5788e+05,-5.9900e-02,-6.5788e+05,1.4658e-01,6.4568e+00,1.7417e+05,3.5922e+03,-5.3756e-01,-1.9301e+00,2.5545e+00,1.7918e+01,3.3461e+01
2.0000e+03,1.9000e+01,1.0000e+00,5.9375e+00,-6.5752e+05,-6.5753e+05,-6.3228e-02,-6.5753e+05,1.4662e-01,6.4602e+00,1.7348e+05,3.6009e+03,-1.4148e+00,-1.5044e+00,2.2251e+00,1.4139e+01,3.3174e+01
2.0000e+03,2.0000e+01,1.0000e+00,6.2305e+00,-6.5743e+05,-6.5743e+05,-6.6556e-02,-6.5743e+05,1.4666e-01,6.4635e+00,1.7313e+05,3.6128e+03,3.4996e-01,-9.4174e-01,6.8559e+00,1.0990e+01,2.9032e+01
2.0000e+03,2.1000e+01,1.0000e+00,6.5217e+00,-6.5669e+05,-6.5670e+05,-6.9884e-02,-6.5670e+05,1.4670e-01,6.4668e+00,1.7303e+05,3.6231e+03,-1.2856e+00,-1.6075e+00,3.1912e+00,1.6508e+01,3.3482e+01
2.0000e+03,2.2000e+01,1.0000e+00,6.8111e+00,-6.5584e+05,-6.5584e+05,-7.3211e-02,-6.5584e+05,1.4674e-01,6.4701e+00,1.7230e+05,3.6336e+03,2.9380e-02,-1.2814e+00,2.4400e+00,1.4618e+01,3.3405e+01
2.0000e+03,2.3000e+01,1.0000e+00,7.0988e+00,-6.5417e+05,-6.5418e+05,-7.6539e-02,-6.5418e+05,1.4677e-01,6.4735e+00,1.7144e+05,3.6461e+03,3.8874e-01,-1.3535e+00,2.4872e+00,1.8953e+01,3.3285e+01
