logfeh_mean,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,logl
2.8154e-01,-1.9617e+00,-2.6839e+00,-9.3687e-02,1.8663e-01,2.1499e+00,1.9119e+00,-2.6801e+03
2.7956e-01,-1.7303e+00,-1.9480e+00,-6.5652e-02,5.8723e-01,2.1695e+00,1.7790e+00,-2.7040e+03
3.3335e-01,-1.9160e+00,-3.0925e+00,-1.0906e-01,6.1879e-01,2.2012e+00,1.6975e+00,-2.7451e+03
2.9204e-01,-1.9550e+00,-2.8395e+00,2.1728e-02,-1.3986e+00,2.1943e+00,1.7816e+00,-2.6674e+03
2.8780e-01,-1.7319e+00,-2.4040e+00,-1.7679e-01,8.8965e-01,2.1025e+00,1.9402e+00,-2.7599e+03
2.5356e-01,-1.8549e+00,-2.7698e+00,-1.2839e-01,2.7538e-01,2.1370e+00,1.9208e+00,-2.7446e+03
2.5212e-01,-1.9319e+00,-1.8821e+00,-5.5140e-02,-1.1872e+00,2.1425e+00,1.9249e+00,-2.7496e+03
2.7973e-01,-1.9863e+00,-2.1405e+00,-1.8143e-02,1.4348e-01,2.1446e+00,1.9172e+00,-2.6578e+03
2.8739e-01,-1.9661e+00,-2.6843e+00,-1.7981e-01,-1.3489e-01,2.1857e+00,1.8139e+00,-2.7397e+03
2.7215e-01,-1.8599e+00,-2.6418e+00,-7.9549e-02,1.5351e-01,2.1713e+00,1.8221e+00,-2.7210e+03
2.1627e-01,-1.9798e+00,-2.4882e+00,-1.3362e-01,4.6779e-01,2.0636e+00,2.0308e+00,-2.6530e+03
2.7715e-01,-1.9191e+00,-1.6359e+00,-4.9826e-02,1.6907e-01,2.1372e+00,1.9486e+00,-2.7057e+03
2.9228e-01,-1.9801e+00,-2.7973e+00,-5.3798e-02,-1.0546e+00,2.2001e+00,1.7351e+00,-2.7463e+03
2.8023e-01,-1.9368e+00,-2.2238e+00,-1.0099e-01,2.4998e-01,2.1731e+00,1.8264e+00,-2.7067e+03
2.4249e-01,-1.8107e+00,-1.6942e+00,-1.0427e-01,2.6396e-01,2.1394e+00,1.9012e+00,-2.7270e+03
2.8442e-01,-1.9157e+00,-1.2123e+00,-6.5866e-02,2.4626e-01,2.1298e+00,1.9599e+00,-2.7376e+03
2.7586e-01,-1.8153e+00,-1.9554e+00,-1.1023e-01,5.0742e-01,2.1486e+00,1.8744e+00,-2.6864e+03
2.9365e-01,-1.9774e+00,-1.4442e+00,-9.2730e-02,-1.9778e-01,2.1901e+00,1.7828e+00,-2.6975e+03
2.9084e-01,-1.8184e+00,-9.4156e-01,-2.3720e-01,7.1483e-01,2.1176e+00,1.9528e+00,-2.7517e+03
2.9535e-01,-1.8496e+00,-2.6536e+00,-5.0434e-02,-1.2856e+00,2.2024e+00,1.7688e+00,-2.7077e+03
2.9065e-01,-1.9234e+00,-1.6650e+00,-1.6070e-01,3.6559e-01,2.1758e+00,1.8231e+00,-2.7253e+03
2.7396e-01,-1.7793e+00,-1.2626e+00,-2.0035e-01,6.7319e-01,2.1109e+00,1.9591e+00,-2.6895e+03
2.9634e-01,-1.8739e+00,-1.5212e+00,-2.3275e-01,6.5083e-01,2.1642e+00,1.8224e+00,-2.7315e+03
2.7410e-01,-1.9038e+00,-2.5177e+00,-2.5856e-02,3.0707e-01,2.1397e+00,1.9389e+00,-2.6605e+03
2.8093e-01,-1.8429e+00,-3.0580e+00,7.3925e-03,-1.1211e-01,2.1556e+00,1.9098e+00,-2.7399e+03
2.8816e-01,-1.8726e+00,-1.5243e+00,-7.9536e-02,-2.5620e-01,2.1957e+00,1.7727e+00,-2.7473e+03
2.8253e-01,-1.8842e+00,-1.8236e+00,-4.5766e-02,-1.2713e+00,2.1911e+00,1.7882e+00,-2.7494e+03
2.7908e-01,-1.8658e+00,-2.6567e+00,-1.9045e-01,6.6864e-01,2.1377e+00,1.8962e+00,-2.7434e+03
3.3679e-01,-1.7664e+00,-2.3068e+00,-5.0761e-02,6.3914e-01,2.2073e+00,1.6714e+00,-2.7420e+03
2.7271e-01,-1.9201e+00,-2.6537e+00,-6.5886e-02,-2.3436e-01,2.1699e+00,1.8569e+00,-2.7129e+03
2.9013e-01,-1.7856e+00,-2.6605e+00,-6.6148e-03,-3.6257e-01,2.1976e+00,1.7738e+00,-2.6841e+03
2.5047e-01,-1.8383e+00,-1.8240e+00,-2.7795e-02,5.8402e-03,2.1474e+00,1.8950e+00,-2.7371e+03
2.6058e-01,-1.9096e+00,-2.0789e+00,-1.5585e-01,2.8140e-01,2.1467e+00,1.8908e+00,-2.7312e+03
2.8551e-01,-1.8745e+00,-2.2976e+00,-1.6327e-01,-1.7225e-01,2.1979e+00,1.7717e+00,-2.7486e+03
2.9865e-01,-1.9768e+00,-2.7882e+00,-3.3548e-01,8.2104e-01,2.1259e+00,1.8815e+00,-2.7466e+03
2.7144e-01,-1.9988e+00,-2.2103e+00,2.7576e-02,-7.6299e-01,2.1407e+00,1.9430e+00,-2.6353e+03
2.6751e-01,-1.9785e+00,-2.6642e+00,-1.3848e-01,2.1868e-01,2.1362e+00,1.9167e+00,-2.7519e+03
2.6493e-01,-1.7600e+00,-2.3126e+00,-5.1567e-02,7.2753e-01,2.0983e+00,1.9773e+00,-2.7319e+03
2.8398e-01,-1.9347e+00,-2.9722e+00,-1.0268e-01,4.0186e-01,2.1561e+00,1.8648e+00,-2.7361e+03
2.9580e-01,-1.7436e+00,-1.6252e+00,-1.3461e-01,4.0398e-01,2.2076e+00,1.6956e+00,-2.7167e+03
3.1718e-01,-1.8431e+00,-1.4060e+00,-9.0009e-02,8.0947e-01,2.1284e+00,1.9078e+00,-2.7149e+03
2.9016e-01,-1.5636e+00,-2.4018e+00,-1.8741e-02,5.9865e-01,2.1941e+00,1.7341e+00,-2.7590e+03
2.7624e-01,-1.6992e+00,-2.4154e+00,-2.3403e-02,5.0202e-01,2.1641e+00,1.8550e+00,-2.7566e+03
2.6745e-01,-1.9623e+00,-2.9685e+00,-1.2841e-01,-1.8911e-01,2.1783e+00,1.8194e+00,-2.7574e+03
2.9528e-01,-1.9908e+00,-2.1789e+00,-1.8636e-01,-7.3233e-01,2.2085e+00,1.7297e+00,-2.7179e+03
2.9599e-01,-1.7853e+00,-1.5451e+00,-5.8015e-02,-1.1946e-01,2.2082e+00,1.7275e+00,-2.6682e+03
2.4370e-01,-1.9988e+00,-2.7872e+00,-2.0436e-01,7.9331e-01,2.0422e+00,2.0370e+00,-2.7442e+03
2.8123e-01,-1.7852e+00,-2.3912e+00,-1.3642e-01,5.7300e-01,2.1646e+00,1.8409e+00,-2.7070e+03
2.7470e-01,-1.6837e+00,-1.7705e+00,-5.8546e-02,4.0163e-01,2.1787e+00,1.8084e+00,-2.7135e+03
2.7622e-01,-1.9869e+00,-2.1801e+00,-1.1352e-01,1.1886e-01,2.1687e+00,1.8232e+00,-2.7404e+03
2.8094e-01,-1.6407e+00,-2.3555e+00,-2.1215e-01,6.5028e-01,2.1849e+00,1.7291e+00,-2.6509e+03
2.7808e-01,-1.9019e+00,-1.9686e+00,-1.1353e-01,4.5575e-01,2.1293e+00,1.9518e+00,-2.7458e+03
2.5228e-01,-1.8384e+00,-2.6214e+00,-7.5938e-02,8.6816e-02,2.1426e+00,1.9238e+00,-2.7435e+03
2.8129e-01,-1.9269e+00,-2.7698e+00,8.0453e-03,-1.7760e-01,2.1485e+00,1.9293e+00,-2.7367e+03
2.9604e-01,-1.9782e+00,-2.1276e+00,-3.5206e-02,-9.3671e-01,2.1957e+00,1.7639e+00,-2.7013e+03
2.9422e-01,-1.8396e+00,-2.4211e+00,-6.1588e-02,-1.4129e+00,2.2150e+00,1.7065e+00,-2.7311e+03
2.5558e-01,-1.7152e+00,-2.2654e+00,-1.7039e-01,5.5762e-01,2.1337e+00,1.9114e+00,-2.6975e+03
2.8006e-01,-1.9804e+00,-2.0338e+00,-5.2414e-02,2.0718e-01,2.1332e+00,1.9410e+00,-2.7452e+03
2.8683e-01,-1.9829e+00,-1.5132e+00,-2.5805e-01,6.4756e-01,2.1357e+00,1.8971e+00,-2.6967e+03
2.8642e-01,-1.7178e+00,-1.9685e+00,-3.5276e-02,3.8783e-01,2.1858e+00,1.7537e+00,-2.6928e+03
2.5343e-01,-1.8584e+00,-1.9470e+00,-6.4989e-02,1.0622e-01,2.1420e+00,1.9027e+00,-2.7248e+03
2.9521e-01,-1.9113e+00,-2.1288e+00,-1.9874e-01,1.0113e-01,2.2009e+00,1.7497e+00,-2.7497e+03
2.6257e-01,-1.9161e+00,-2.3968e+00,-2.5662e-01,6.2493e-01,2.1235e+00,1.9092e+00,-2.6583e+03
2.8463e-01,-1.9464e+00,-1.6555e+00,-2.3203e-01,3.5899e-01,2.1754e+00,1.8344e+00,-2.6972e+03
2.8998e-01,-1.6561e+00,-2.7000e+00,-3.8447e-02,4.9537e-01,2.1915e+00,1.7546e+00,-2.7369e+03
2.7302e-01,-1.9713e+00,-1.7072e+00,-6.4719e-02,-7.7368e-01,2.1497e+00,1.9322e+00,-2.6531e+03
2.8208e-01,-1.9362e+00,-1.6755e+00,-5.1143e-02,-3.6582e-01,2.1863e+00,1.7962e+00,-2.7330e+03
2.9169e-01,-1.8425e+00,-2.2355e+00,-1.2755e-01,3.1231e-01,2.1814e+00,1.7925e+00,-2.7590e+03
