logfeh_mean,logdust_med,logNpix,tau,dmod,logl
-2.8235e-01,-5.6077e-01,1.7414e+00,3.0573e+00,2.5455e+01,-1.2075e+03
-2.6545e-01,-5.6924e-01,1.7677e+00,3.0733e+00,2.5523e+01,-1.2080e+03
-2.6977e-01,-5.6012e-01,1.7420e+00,3.1124e+00,2.5454e+01,-1.2037e+03
-2.5970e-01,-5.3765e-01,1.7665e+00,3.2687e+00,2.5519e+01,-1.1966e+03
-2.5716e-01,-5.5006e-01,1.7704e+00,3.2500e+00,2.5528e+01,-1.2065e+03
-2.8152e-01,-5.5232e-01,1.7701e+00,3.1389e+00,2.5546e+01,-1.2073e+03
-2.5631e-01,-5.6718e-01,1.7686e+00,3.2820e+00,2.5542e+01,-1.1926e+03
-2.6291e-01,-5.4397e-01,1.7449e+00,3.0843e+00,2.5451e+01,-1.1979e+03
-2.7021e-01,-5.5285e-01,1.7441e+00,3.1161e+00,2.5454e+01,-1.1806e+03
-2.6047e-01,-5.4460e-01,1.7707e+00,3.2406e+00,2.5532e+01,-1.1973e+03
-2.5566e-01,-5.6884e-01,1.7553e+00,3.1961e+00,2.5499e+01,-1.2055e+03
-2.4838e-01,-5.4467e-01,1.7464e+00,3.3062e+00,2.5466e+01,-1.2042e+03
-2.6027e-01,-5.5430e-01,1.7746e+00,3.2085e+00,2.5556e+01,-1.2047e+03
-2.5910e-01,-5.5817e-01,1.7697e+00,3.2576e+00,2.5542e+01,-1.1925e+03
-2.6878e-01,-5.6808e-01,1.7597e+00,3.0804e+00,2.5505e+01,-1.2010e+03
-2.5596e-01,-5.5635e-01,1.7456e+00,3.1779e+00,2.5456e+01,-1.2081e+03
-2.6007e-01,-5.3810e-01,1.7644e+00,3.3035e+00,2.5516e+01,-1.2029e+03
-2.6533e-01,-5.5754e-01,1.7520e+00,3.2279e+00,2.5485e+01,-1.2005e+03
-2.5439e-01,-5.4319e-01,1.7563e+00,3.3675e+00,2.5505e+01,-1.2038e+03
-2.5598e-01,-5.4609e-01,1.7576e+00,3.3793e+00,2.5504e+01,-1.2062e+03
-2.7880e-01,-5.6937e-01,1.7648e+00,3.0492e+00,2.5530e+01,-1.2073e+03
-2.7397e-01,-5.7089e-01,1.7568e+00,3.0731e+00,2.5502e+01,-1.2010e+03
