nlive,niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_mean,logfeh_std,logdust,logNpix,tau
2.0000e+03,3.8500e+02,1.0000e+00,3.6287e+01,-7.3340e+05,-7.3341e+05,-1.2812e+00,-7.3341e+05,1.5985e-01,7.6781e+00,7.1722e+05,1.2520e+04,2.3825e-01,4.9256e-01,-8.9570e-01,1.4313e+00,6.6341e+00
2.0000e+03,3.8600e+02,6.0000e+00,3.6176e+01,-7.3292e+05,-7.3293e+05,-1.2845e+00,-7.3293e+05,1.5988e-01,7.6815e+00,7.1703e+05,1.2588e+04,-5.3488e-01,6.6675e-01,-2.3809e+00,1.5907e+00,3.2337e+00
2.0000e+03,3.8700e+02,3.0000e+00,3.6168e+01,-7.3267e+05,-7.3268e+05,-1.2879e+00,-7.3268e+05,1.5992e-01,7.6848e+00,7.1656e+05,1.2623e+04,-9.6486e-01,9.3954e-01,-8.4771e-01,1.4363e+00,6.1760e+00
2.0000e+03,3.8800e+02,1.0000e+00,3.6228e+01,-7.3256e+05,-7.3257e+05,-1.2912e+00,-7.3257e+05,1.5995e-01,7.6881e+00,7.1630e+05,1.2635e+04,-1.4479e+00,2.0610e-01,-8.4125e-01,1.4154e+00,5.5558e+00
2.0000e+03,3.8900e+02,6.0000e+00,3.6119e+01,-7.3195e+05,-7.3196e+05,-1.2945e+00,-7.3196e+05,1.5999e-01,7.6915e+00,7.1620e+05,1.2707e+04,-6.2886e-01,5.9755e-01,-9.3022e-01,1.4875e+00,5.6627e+00
2.0000e+03,3.9000e+02,2.0000e+00,3.6145e+01,-7.3171e+05,-7.3171e+05,-1.2978e+00,-7.3171e+05,1.6002e-01,7.6948e+00,7.1558e+05,1.2729e+04,1.5661e-01,6.5553e-01,-5.6076e-01,1.8984e+00,7.7658e+00
2.0000e+03,3.9100e+02,5.0000e+00,3.6070e+01,-7.3126e+05,-7.3127e+05,-1.3012e+00,-7.3127e+05,1.6005e-01,7.6981e+00,7.1534e+05,1.2788e+04,-5.3495e-01,1.8074e-01,-8.6015e-01,1.8981e+00,2.6116e+00
2.0000e+03,3.9200e+02,2.0000e+00,3.6096e+01,-7.3027e+05,-7.3027e+05,-1.3045e+00,-7.3027e+05,1.6009e-01,7.7014e+00,7.1489e+05,1.2810e+04,-2.3072e-01,3.7829e-01,-5.6617e-01,1.1207e+00,8.9243e+00
2.0000e+03,3.9300e+02,1.0000e+00,3.6155e+01,-7.2950e+05,-7.2951e+05,-1.3078e+00,-7.2951e+05,1.6012e-01,7.7048e+00,7.1390e+05,1.2820e+04,-1.3145e+00,7.7732e-01,-2.3439e+00,1.3695e+00,4.8806e+00
2.0000e+03,3.9400e+02,1.0000e+00,3.6213e+01,-7.2897e+05,-7.2898e+05,-1.3111e+00,-7.2898e+05,1.6016e-01,7.7081e+00,7.1313e+05,1.2832e+04,-9.7671e-01,9.0403e-01,-8.5510e-01,1.7850e+00,2.6551e+00
2.0000e+03,3.9500e+02,4.0000e+00,3.6172e+01,-7.2810e+05,-7.2810e+05,-1.3145e+00,-7.2810e+05,1.6019e-01,7.7114e+00,7.1260e+05,1.2879e+04,3.6094e-01,1.0962e-01,-2.3138e+00,1.4023e+00,6.0187e+00
2.0000e+03,3.9600e+02,2.0000e+00,3.6197e+01,-7.2809e+05,-7.2810e+05,-1.3178e+00,-7.2810e+05,1.5737e-01,7.4421e+00,7.1173e+05,1.2904e+04,1.5684e-01,9.1453e-01,-1.0371e+00,1.8050e+00,4.7758e+00
2.0000e+03,3.9700e+02,1.0000e+00,3.6256e+01,-7.2466e+05,-7.2467e+05,-1.3211e+00,-7.2467e+05,1.6026e-01,7.7181e+00,7.1172e+05,1.2917e+04,-1.4053e+00,8.6001e-01,-1.1686e+00,1.3594e+00,5.6700e+00
2.0000e+03,3.9800e+02,1.0000e+00,3.6314e+01,-7.2225e+05,-7.2226e+05,-1.3245e+00,-7.2226e+05,1.6030e-01,7.7214e+00,7.0829e+05,1.2929e+04,-1.4622e+00,9.1421e-01,-1.4391e+00,1.2398e+00,5.9974e+00
2.0000e+03,3.9900e+02,9.0000e+00,3.6109e+01,-7.2217e+05,-7.2218e+05,-1.3278e+00,-7.2218e+05,1.6033e-01,7.7248e+00,7.0589e+05,1.3035e+04,-9.9347e-01,9.3132e-01,-1.1039e+00,2.2764e+00,7.7221e+00
2.0000e+03,4.0000e+02,3.0000e+00,3.6101e+01,-7.2211e+05,-7.2212e+05,-1.3311e+00,-7.2212e+05,1.6037e-01,7.7280e+00,7.0580e+05,1.3067e+04,-8.5361e-01,6.3143e-01,-7.9220e-01,1.8612e+00,2.3845e+00
2.0000e+03,4.0100e+02,1.1000e+01,3.5836e+01,-7.2184e+05,-7.2185e+05,-1.3344e+00,-7.2185e+05,1.6040e-01,7.7314e+00,7.0575e+05,1.3199e+04,-1.6755e-01,2.9392e-01,-6.6302e-01,1.7857e+00,7.3252e+00
2.0000e+03,4.0200e+02,1.0000e+00,3.5893e+01,-7.2173e+05,-7.2174e+05,-1.3378e+00,-7.2174e+05,1.6044e-01,7.7347e+00,7.0547e+05,1.3211e+04,1.3920e-01,1.0377e-01,-7.2279e-01,1.5008e+00,8.8420e+00
2.0000e+03,4.0300e+02,1.0000e+00,3.5950e+01,-7.2076e+05,-7.2076e+05,-1.3411e+00,-7.2076e+05,1.6047e-01,7.7381e+00,7.0536e+05,1.3224e+04,6.3579e-02,7.8211e-01,-1.5452e+00,1.0955e+00,6.8817e+00
2.0000e+03,4.0400e+02,1.0000e+00,3.6007e+01,-7.2029e+05,-7.2030e+05,-1.3444e+00,-7.2030e+05,1.6050e-01,7.7413e+00,7.0439e+05,1.3236e+04,-1.4234e+00,7.5287e-01,-1.5708e+00,1.6337e+00,1.6463e+00
2.0000e+03,4.0500e+02,2.0000e+00,3.6032e+01,-7.1990e+05,-7.1991e+05,-1.3478e+00,-7.1991e+05,1.6054e-01,7.7447e+00,7.0393e+05,1.3261e+04,-5.9570e-01,3.3210e-01,-1.3083e+00,1.1554e+00,7.1011e+00
2.0000e+03,4.0600e+02,7.0000e+00,3.5897e+01,-7.1932e+05,-7.1933e+05,-1.3511e+00,-7.1933e+05,1.6057e-01,7.7480e+00,7.0354e+05,1.3342e+04,-1.2024e+00,9.5384e-01,-1.1287e+00,1.2524e+00,6.7694e+00
2.0000e+03,4.0700e+02,1.0000e+00,3.5954e+01,-7.1928e+05,-7.1928e+05,-1.3544e+00,-7.1928e+05,1.6061e-01,7.7514e+00,7.0295e+05,1.3352e+04,-1.5625e-01,6.1421e-01,-1.7858e+00,1.1928e+00,6.6626e+00
2.0000e+03,4.0800e+02,2.0000e+00,3.5979e+01,-7.1915e+05,-7.1915e+05,-1.3577e+00,-7.1915e+05,1.6064e-01,7.7546e+00,7.0291e+05,1.3377e+04,-4.5368e-01,6.0193e-01,-1.8409e+00,1.1012e+00,6.8358e+00
2.0000e+03,4.0900e+02,3.0000e+00,3.5972e+01,-7.1800e+05,-7.1800e+05,-1.3611e+00,-7.1800e+05,1.6068e-01,7.7580e+00,7.0278e+05,1.3408e+04,-9.0942e-01,9.9701e-01,-1.8380e+00,1.1830e+00,6.5995e+00
2.0000e+03,4.1000e+02,7.0000e+00,3.5839e+01,-7.1760e+05,-7.1761e+05,-1.3644e+00,-7.1761e+05,1.6071e-01,7.7613e+00,7.0163e+05,1.3493e+04,3.8783e-01,2.2669e-01,-1.1878e+00,1.3424e+00,6.9737e+00
2.0000e+03,4.1100e+02,1.0000e+00,3.5895e+01,-7.1717e+05,-7.1718e+05,-1.3677e+00,-7.1718e+05,1.6075e-01,7.7647e+00,7.0123e+05,1.3505e+04,-1.1473e+00,9.2963e-01,-2.2296e+00,1.4481e+00,4.8024e+00
2.0000e+03,4.1200e+02,4.0000e+00,3.5857e+01,-7.1703e+05,-7.1704e+05,-1.3710e+00,-7.1704e+05,1.6078e-01,7.7679e+00,7.0081e+05,1.3550e+04,-3.8110e-01,1.8461e-01,-9.1911e-01,2.5328e+00,2.5211e+00
2.0000e+03,4.1300e+02,4.0000e+00,3.5820e+01,-7.1556e+05,-7.1557e+05,-1.3744e+00,-7.1557e+05,1.6081e-01,7.7713e+00,7.0067e+05,1.3599e+04,-1.1924e+00,7.9950e-01,-2.3821e+00,1.2374e+00,6.3139e+00
2.0000e+03,4.1400e+02,3.0000e+00,3.5813e+01,-7.1546e+05,-7.1547e+05,-1.3777e+00,-7.1547e+05,1.6085e-01,7.7746e+00,6.9919e+05,1.3631e+04,2.9781e-02,2.3649e-01,-1.7972e+00,2.3862e+00,7.7025e+00
2.0000e+03,4.1500e+02,3.0000e+00,3.5807e+01,-7.1447e+05,-7.1448e+05,-1.3810e+00,-7.1448e+05,1.6088e-01,7.7780e+00,6.9909e+05,1.3668e+04,-1.2869e+00,9.2021e-01,-1.7704e+00,1.1030e+00,7.2287e+00
2.0000e+03,4.1600e+02,1.0000e+00,3.5862e+01,-7.1423e+05,-7.1424e+05,-1.3844e+00,-7.1424e+05,1.6092e-01,7.7813e+00,6.9810e+05,1.3681e+04,-1.1232e+00,9.3238e-01,-1.0874e+00,1.1764e+00,8.0690e+00
2.0000e+03,4.1700e+02,1.2000e+01,3.5580e+01,-7.1373e+05,-7.1373e+05,-1.3877e+00,-7.1373e+05,1.6095e-01,7.7846e+00,6.9786e+05,1.3814e+04,4.5809e-01,1.5426e-01,-1.0702e+00,1.5369e+00,7.8961e+00
2.0000e+03,4.1800e+02,2.0000e+00,3.5605e+01,-7.1356e+05,-7.1356e+05,-1.3910e+00,-7.1356e+05,1.6099e-01,7.7879e+00,6.9736e+05,1.3838e+04,-6.5528e-01,1.0955e-01,-2.1700e+00,1.0334e+00,7.3454e+00
2.0000e+03,4.1900e+02,1.0000e+00,3.5660e+01,-7.1284e+05,-7.1285e+05,-1.3943e+00,-7.1285e+05,1.6102e-01,7.7913e+00,6.9719e+05,1.3851e+04,2.0654e-01,6.6140e-01,-2.2656e+00,1.3311e+00,6.9040e+00
2.0000e+03,4.2000e+02,2.0000e+00,3.5684e+01,-7.1216e+05,-7.1217e+05,-1.3977e+00,-7.1217e+05,1.6106e-01,7.7946e+00,6.9647e+05,1.3873e+04,-5.0621e-01,3.9756e-01,-1.7615e+00,1.2306e+00,7.1413e+00
2.0000e+03,4.2100e+02,2.0000e+00,3.5708e+01,-7.1192e+05,-7.1193e+05,-1.4010e+00,-7.1193e+05,1.6109e-01,7.7979e+00,6.9580e+05,1.3895e+04,4.0648e-01,8.9685e-01,-9.4143e-01,1.0954e+00,8.7009e+00
2.0000e+03,4.2200e+02,3.0000e+00,3.5702e+01,-7.1136e+05,-7.1137e+05,-1.4043e+00,-7.1137e+05,1.6112e-01,7.8012e+00,6.9555e+05,1.3929e+04,-6.7944e-01,2.2199e-01,-2.2459e+00,2.2420e+00,5.9395e+00
2.0000e+03,4.2300e+02,1.0000e+00,3.5757e+01,-7.1111e+05,-7.1111e+05,-1.4077e+00,-7.1111e+05,1.6116e-01,7.8046e+00,6.9499e+05,1.3941e+04,-1.4539e+00,5.5659e-01,-1.1269e+00,1.4145e+00,6.3794e+00
2.0000e+03,4.2400e+02,1.0000e+00,3.5811e+01,-7.1074e+05,-7.1074e+05,-1.4110e+00,-7.1074e+05,1.6119e-01,7.8079e+00,6.9474e+05,1.3954e+04,3.5167e-01,8.3964e-01,-8.9243e-01,1.1197e+00,8.9542e+00
2.0000e+03,4.2500e+02,4.0000e+00,3.5774e+01,-7.1071e+05,-7.1072e+05,-1.4143e+00,-7.1072e+05,1.6123e-01,7.8113e+00,6.9437e+05,1.4003e+04,-1.0304e+00,8.0675e-01,-1.7801e+00,1.2140e+00,7.2816e+00
2.0000e+03,4.2600e+02,1.0000e+00,3.5828e+01,-7.1040e+05,-7.1041e+05,-1.4176e+00,-7.1041e+05,1.6126e-01,7.8145e+00,6.9434e+05,1.4016e+04,4.4899e-01,7.0101e-01,-1.9887e+00,1.3249e+00,7.2094e+00
2.0000e+03,4.2700e+02,3.0000e+00,3.5822e+01,-7.1022e+05,-7.1023e+05,-1.4210e+00,-7.1023e+05,1.6130e-01,7.8179e+00,6.9403e+05,1.4053e+04,-1.4737e+00,2.8119e-01,-1.9162e+00,1.4803e+00,4.8718e+00
2.0000e+03,4.2800e+02,1.0000e+00,3.5876e+01,-7.1009e+05,-7.1010e+05,-1.4243e+00,-7.1010e+05,1.6133e-01,7.8212e+00,6.9385e+05,1.4065e+04,2.2015e-01,6.6747e-01,-1.9856e+00,1.0582e+00,7.4944e+00
2.0000e+03,4.2900e+02,5.0000e+00,3.5810e+01,-7.1003e+05,-7.1004e+05,-1.4276e+00,-7.1004e+05,1.6136e-01,7.8246e+00,6.9373e+05,1.4127e+04,3.7991e-01,4.2402e-01,-2.3091e+00,1.3683e+00,7.1567e+00
2.0000e+03,4.3000e+02,3.0000e+00,3.5803e+01,-7.0953e+05,-7.0954e+05,-1.4309e+00,-7.0954e+05,1.6140e-01,7.8279e+00,6.9366e+05,1.4165e+04,-2.5408e-01,4.7167e-01,-1.7739e+00,1.1098e+00,7.9452e+00
2.0000e+03,4.3100e+02,3.0000e+00,3.5797e+01,-7.0904e+05,-7.0904e+05,-1.4343e+00,-7.0904e+05,1.6143e-01,7.8312e+00,6.9316e+05,1.4202e+04,-1.0610e+00,1.2807e-01,-6.5450e-01,1.5538e+00,7.6421e+00
2.0000e+03,4.3200e+02,1.0000e+00,3.5851e+01,-7.0874e+05,-7.0875e+05,-1.4376e+00,-7.0875e+05,1.6147e-01,7.8345e+00,6.9267e+05,1.4214e+04,-1.3567e+00,7.0321e-01,-1.9905e+00,1.2427e+00,7.3303e+00
2.0000e+03,4.3300e+02,2.0000e+00,3.5874e+01,-7.0871e+05,-7.0871e+05,-1.4409e+00,-7.0871e+05,1.6150e-01,7.8379e+00,6.9237e+05,1.4239e+04,-3.0041e-01,6.3818e-01,-1.8142e+00,1.8023e+00,1.8306e+00
2.0000e+03,4.3400e+02,9.0000e+00,3.5691e+01,-7.0865e+05,-7.0865e+05,-1.4443e+00,-7.0865e+05,1.6154e-01,7.8412e+00,6.9234e+05,1.4348e+04,-1.1052e+00,5.3224e-01,-1.9460e+00,1.0315e+00,8.1022e+00
2.0000e+03,4.3500e+02,8.0000e+00,3.5539e+01,-7.0817e+05,-7.0817e+05,-1.4476e+00,-7.0817e+05,1.6157e-01,7.8445e+00,6.9228e+05,1.4441e+04,-9.0568e-01,1.5255e-01,-1.2574e+00,1.0680e+00,7.8404e+00
2.0000e+03,4.3600e+02,4.0000e+00,3.5505e+01,-7.0748e+05,-7.0749e+05,-1.4509e+00,-7.0749e+05,1.6160e-01,7.8479e+00,6.9180e+05,1.4488e+04,-7.2656e-01,8.0669e-01,-2.2973e+00,2.2088e+00,6.9392e+00
2.0000e+03,4.3700e+02,2.0000e+00,3.5528e+01,-7.0702e+05,-7.0703e+05,-1.4542e+00,-7.0703e+05,1.6164e-01,7.8512e+00,6.9111e+05,1.4510e+04,6.7105e-02,9.0599e-01,-1.5783e+00,1.0748e+00,8.0698e+00
2.0000e+03,4.3800e+02,7.0000e+00,3.5408e+01,-7.0646e+05,-7.0647e+05,-1.4576e+00,-7.0647e+05,1.6167e-01,7.8545e+00,6.9065e+05,1.4592e+04,-4.6616e-01,5.9313e-01,-1.0311e+00,2.3659e+00,7.8081e+00
2.0000e+03,4.3900e+02,3.0000e+00,3.5403e+01,-7.0620e+05,-7.0621e+05,-1.4609e+00,-7.0621e+05,1.6171e-01,7.8578e+00,6.9009e+05,1.4626e+04,-4.3180e-01,4.0606e-01,-2.1150e+00,2.4324e+00,2.7038e+00
