logfeh_mean,logdust_med,logNpix,tau,dmod,logl
-2.5935e-01,-5.2751e-01,2.0089e+00,2.7752e+00,2.6041e+01,-9.5207e+02
-2.5554e-01,-5.1976e-01,2.0036e+00,2.9062e+00,2.6026e+01,-9.5245e+02
-2.8700e-01,-4.9638e-01,2.0251e+00,2.7980e+00,2.6083e+01,-9.4045e+02
-2.9539e-01,-5.0814e-01,2.0254e+00,2.7425e+00,2.6091e+01,-9.5101e+02
-2.9073e-01,-4.7877e-01,2.0189e+00,2.8915e+00,2.6065e+01,-9.4675e+02
-2.5413e-01,-5.5541e-01,2.0054e+00,2.7541e+00,2.6039e+01,-9.4950e+02
-3.1483e-01,-4.6743e-01,2.0554e+00,2.8231e+00,2.6173e+01,-9.4341e+02
-2.8890e-01,-4.9902e-01,2.0187e+00,2.8347e+00,2.6075e+01,-9.4837e+02
-2.6318e-01,-5.1283e-01,2.0315e+00,2.9241e+00,2.6114e+01,-9.5206e+02
-2.8058e-01,-5.0629e-01,2.0347e+00,2.8715e+00,2.6124e+01,-9.4428e+02
-2.7860e-01,-4.9779e-01,1.9893e+00,2.9135e+00,2.5985e+01,-9.4864e+02
-2.8657e-01,-4.9299e-01,2.0200e+00,2.8652e+00,2.6074e+01,-9.4941e+02
-2.8185e-01,-5.0204e-01,2.0242e+00,2.8107e+00,2.6079e+01,-9.5236e+02
-2.5315e-01,-5.3251e-01,2.0127e+00,2.8477e+00,2.6059e+01,-9.5056e+02
-2.3797e-01,-5.2277e-01,1.9890e+00,2.9370e+00,2.5977e+01,-9.4780e+02
-2.6908e-01,-5.0895e-01,2.0262e+00,2.9411e+00,2.6100e+01,-9.4902e+02
-2.4747e-01,-5.2441e-01,2.0019e+00,2.9584e+00,2.6028e+01,-9.4142e+02
-2.8983e-01,-5.0213e-01,2.0332e+00,2.7519e+00,2.6106e+01,-9.4400e+02
-2.9363e-01,-4.9807e-01,2.0293e+00,2.8154e+00,2.6109e+01,-9.4998e+02
-2.8403e-01,-4.9869e-01,2.0190e+00,2.8906e+00,2.6073e+01,-9.4668e+02
-2.8724e-01,-4.9759e-01,2.0033e+00,2.8439e+00,2.6027e+01,-9.4230e+02
-3.2014e-01,-4.7917e-01,2.0271e+00,2.7027e+00,2.6089e+01,-9.5096e+02
-3.1490e-01,-4.6995e-01,2.0290e+00,2.8088e+00,2.6101e+01,-9.4777e+02
-3.0125e-01,-4.6537e-01,2.0045e+00,2.8757e+00,2.6020e+01,-9.5165e+02
-2.8789e-01,-5.0668e-01,2.0097e+00,2.8298e+00,2.6047e+01,-9.4980e+02
-2.8054e-01,-4.9927e-01,2.0187e+00,2.8857e+00,2.6069e+01,-9.4340e+02
-2.4650e-01,-5.3115e-01,1.9999e+00,2.9135e+00,2.6021e+01,-9.4525e+02
-2.4800e-01,-5.3670e-01,2.0041e+00,2.8321e+00,2.6030e+01,-9.3248e+02
-3.1722e-01,-4.8655e-01,2.0397e+00,2.7204e+00,2.6133e+01,-9.4786e+02
-2.9032e-01,-4.9595e-01,2.0284e+00,2.7871e+00,2.6093e+01,-9.5042e+02
-2.9201e-01,-5.1104e-01,2.0290e+00,2.7013e+00,2.6101e+01,-9.5140e+02
