logfeh_mean,logdust,logNpix,tau,dmod,logl
-4.9507e-01,-1.9920e+00,2.6576e+00,4.9931e+00,2.7376e+01,-3.0623e+04
-4.9516e-01,-1.9874e+00,2.6233e+00,4.9965e+00,2.7299e+01,-3.0319e+04
-4.9483e-01,-1.9926e+00,2.6514e+00,4.9989e+00,2.7353e+01,-3.0482e+04
-4.9195e-01,-1.9978e+00,2.5269e+00,4.9800e+00,2.6993e+01,-3.0479e+04
-4.9709e-01,-1.9898e+00,2.5923e+00,4.9901e+00,2.7195e+01,-3.0565e+04
-4.9972e-01,-1.9837e+00,2.4556e+00,4.9800e+00,2.6807e+01,-3.0481e+04
-4.9993e-01,-1.9592e+00,2.6034e+00,4.9839e+00,2.7237e+01,-3.0089e+04
-4.9821e-01,-1.9682e+00,2.4542e+00,4.9934e+00,2.6813e+01,-3.0675e+04
-4.9822e-01,-1.9576e+00,2.6049e+00,4.9898e+00,2.7223e+01,-3.0597e+04
-4.9999e-01,-1.9854e+00,2.6031e+00,4.9870e+00,2.7232e+01,-3.0431e+04
-4.9983e-01,-1.9641e+00,2.5968e+00,4.9934e+00,2.7218e+01,-3.0291e+04
-4.9900e-01,-1.9996e+00,2.4517e+00,4.9642e+00,2.6808e+01,-3.0566e+04
-4.9815e-01,-1.9769e+00,2.4630e+00,4.9816e+00,2.6829e+01,-3.0669e+04
-4.9697e-01,-1.9844e+00,2.6531e+00,4.9742e+00,2.7352e+01,-3.0229e+04
-4.9977e-01,-1.9560e+00,2.6017e+00,4.9921e+00,2.7236e+01,-3.0532e+04
-4.9916e-01,-1.9969e+00,2.5920e+00,4.9683e+00,2.7219e+01,-3.0688e+04
-4.9792e-01,-1.9873e+00,2.4552e+00,4.9512e+00,2.6810e+01,-3.0643e+04
-4.9920e-01,-1.9986e+00,2.6191e+00,4.9985e+00,2.7282e+01,-3.0472e+04
-4.9690e-01,-1.9796e+00,2.4560e+00,4.9929e+00,2.6809e+01,-3.0623e+04
-4.9951e-01,-1.9992e+00,2.6635e+00,4.9921e+00,2.7422e+01,-3.0582e+04
-4.9944e-01,-1.9985e+00,2.5962e+00,4.9922e+00,2.7203e+01,-3.0626e+04
-4.9756e-01,-1.9826e+00,2.4608e+00,4.9454e+00,2.6811e+01,-3.0655e+04
-4.9785e-01,-1.9914e+00,2.5188e+00,4.9188e+00,2.6978e+01,-3.0682e+04
-4.9862e-01,-1.9991e+00,2.6023e+00,4.9843e+00,2.7233e+01,-3.0539e+04
-4.9545e-01,-1.9891e+00,2.4678e+00,4.9968e+00,2.6820e+01,-3.0492e+04
-4.9424e-01,-1.9878e+00,2.6528e+00,4.9691e+00,2.7371e+01,-3.0529e+04
-4.9954e-01,-1.9898e+00,2.5153e+00,4.9227e+00,2.6965e+01,-3.0458e+04
-4.9879e-01,-1.9975e+00,2.4576e+00,4.9783e+00,2.6827e+01,-3.0568e+04
-4.9758e-01,-1.9776e+00,2.6066e+00,4.9658e+00,2.7241e+01,-3.0478e+04
-4.9966e-01,-1.9937e+00,2.6504e+00,4.9797e+00,2.7356e+01,-3.0483e+04
-4.9869e-01,-1.9816e+00,2.4587e+00,4.9825e+00,2.6811e+01,-3.0548e+04
-4.9844e-01,-1.9924e+00,2.6499e+00,4.9991e+00,2.7367e+01,-3.0262e+04
-4.9687e-01,-1.9908e+00,2.4671e+00,4.9898e+00,2.6840e+01,-3.0642e+04
-4.9952e-01,-1.9955e+00,2.6082e+00,4.9927e+00,2.7251e+01,-2.9907e+04
-4.9976e-01,-1.9633e+00,2.5978e+00,4.9980e+00,2.7199e+01,-3.0674e+04
-4.9859e-01,-1.9694e+00,2.6038e+00,4.9770e+00,2.7221e+01,-3.0553e+04
-4.9966e-01,-1.9773e+00,2.4555e+00,4.9614e+00,2.6798e+01,-3.0632e+04
