logfeh_mean,logdust,logNpix,tau,dmod,logl
-4.4763e-02,-1.9811e+00,2.7225e+00,3.6477e+00,2.5374e+01,-1.6422e+03
-1.0682e-01,-1.7045e+00,2.7078e+00,3.4855e+00,2.5336e+01,-1.6576e+03
-7.8687e-02,-1.7331e+00,2.7194e+00,3.5997e+00,2.5370e+01,-1.6681e+03
-1.3727e-01,-1.5381e+00,2.7054e+00,3.5427e+00,2.5335e+01,-1.6568e+03
-1.3281e-01,-1.5315e+00,2.7008e+00,3.6714e+00,2.5342e+01,-1.6598e+03
-8.8973e-02,-1.7399e+00,2.7117e+00,3.5209e+00,2.5349e+01,-1.6705e+03
-1.1451e-01,-1.6441e+00,2.7012e+00,3.5323e+00,2.5329e+01,-1.6571e+03
-1.2162e-01,-1.5865e+00,2.7003e+00,3.5909e+00,2.5330e+01,-1.6636e+03
-7.4270e-02,-1.9399e+00,2.6838e+00,3.3956e+00,2.5264e+01,-1.6698e+03
-6.9407e-02,-1.8438e+00,2.6835e+00,3.5455e+00,2.5269e+01,-1.6508e+03
-1.3899e-01,-1.5477e+00,2.7077e+00,3.5753e+00,2.5359e+01,-1.6716e+03
-1.0888e-01,-1.6106e+00,2.7076e+00,3.5738e+00,2.5340e+01,-1.6650e+03
-1.2396e-01,-1.5576e+00,2.6961e+00,3.5928e+00,2.5319e+01,-1.6776e+03
-8.9144e-02,-1.6437e+00,2.6864e+00,3.5936e+00,2.5276e+01,-1.6455e+03
-9.0279e-02,-1.9313e+00,2.7137e+00,3.4055e+00,2.5357e+01,-1.6425e+03
-6.1753e-02,-1.8399e+00,2.6971e+00,3.5837e+00,2.5303e+01,-1.6573e+03
-1.3167e-01,-1.6196e+00,2.6899e+00,3.5175e+00,2.5310e+01,-1.6724e+03
-1.2372e-01,-1.5970e+00,2.6923e+00,3.5578e+00,2.5301e+01,-1.6554e+03
-9.1517e-02,-1.8752e+00,2.7181e+00,3.4798e+00,2.5385e+01,-1.6709e+03
-1.2198e-01,-1.6481e+00,2.6879e+00,3.4486e+00,2.5287e+01,-1.6632e+03
-1.2196e-01,-1.7365e+00,2.6915e+00,3.4248e+00,2.5309e+01,-1.6680e+03
-6.8894e-02,-1.9547e+00,2.6863e+00,3.4428e+00,2.5271e+01,-1.6746e+03
-1.1446e-01,-1.6471e+00,2.6978e+00,3.5912e+00,2.5327e+01,-1.6714e+03
-8.0606e-02,-1.6229e+00,2.6849e+00,3.7453e+00,2.5282e+01,-1.6754e+03
-4.4266e-02,-1.9273e+00,2.7231e+00,3.6685e+00,2.5381e+01,-1.6762e+03
-8.8985e-02,-1.7793e+00,2.7102e+00,3.5298e+00,2.5349e+01,-1.6551e+03
-1.0005e-01,-1.5845e+00,2.7176e+00,3.7150e+00,2.5380e+01,-1.6786e+03
-1.1687e-01,-1.5808e+00,2.6942e+00,3.6431e+00,2.5316e+01,-1.6707e+03
-5.8521e-02,-1.7870e+00,2.6860e+00,3.6052e+00,2.5262e+01,-1.6757e+03
-6.6045e-02,-1.9350e+00,2.6857e+00,3.4384e+00,2.5265e+01,-1.6661e+03
-1.0768e-01,-1.6584e+00,2.7079e+00,3.5533e+00,2.5353e+01,-1.6773e+03
-8.7285e-02,-1.8130e+00,2.6879e+00,3.4535e+00,2.5275e+01,-1.6776e+03
-1.3357e-01,-1.6032e+00,2.6910e+00,3.5309e+00,2.5309e+01,-1.6671e+03
-7.2776e-02,-1.8751e+00,2.6765e+00,3.4307e+00,2.5240e+01,-1.6786e+03
-7.2094e-02,-1.8191e+00,2.7069e+00,3.5421e+00,2.5329e+01,-1.6721e+03
-7.1117e-02,-1.7475e+00,2.6825e+00,3.5697e+00,2.5265e+01,-1.6517e+03
-1.1767e-01,-1.6730e+00,2.6994e+00,3.4982e+00,2.5323e+01,-1.6679e+03
-9.6027e-02,-1.6758e+00,2.7239e+00,3.5329e+00,2.5379e+01,-1.6748e+03
-4.1456e-02,-1.8360e+00,2.7077e+00,3.6884e+00,2.5332e+01,-1.6779e+03
-7.7861e-02,-1.6592e+00,2.7074e+00,3.6647e+00,2.5343e+01,-1.6451e+03
-5.9887e-02,-1.8282e+00,2.6924e+00,3.5895e+00,2.5282e+01,-1.6768e+03
