nlive,niter,ncall,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logzh,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,logSFH5,logSFH6
2.0000e+03,0.0000e+00,1.0000e+00,4.9751e-01,-3.3799e+05,-3.3800e+05,-4.9875e-03,-3.3800e+05,1.7294e-01,5.9964e+00,inf,1.2205e+00,-3.8211e-01,-1.9934e+00,-2.9258e+00,-1.4876e+00,-1.1764e+00,-7.8147e-01,-3.1712e-01,1.7954e+00,2.5895e+00
2.0000e+03,1.0000e+00,3.0000e+00,9.8522e-01,-3.3747e+05,-3.3748e+05,-9.9751e-03,-3.3748e+05,1.7301e-01,6.0014e+00,3.2917e+05,3.6269e+00,-4.4953e-01,-2.0083e+00,-3.0257e+00,-1.5918e+00,-1.0503e+00,-9.0637e-01,1.4530e-01,1.5687e+00,2.6105e+00
2.0000e+03,2.0000e+00,4.0000e+00,1.4706e+00,-3.3743e+05,-3.3744e+05,-1.4963e-02,-3.3744e+05,1.7308e-01,6.0064e+00,3.2866e+05,4.8795e+00,-3.0848e-01,-1.9976e+00,-2.6265e+00,-1.2717e+00,-8.7417e-01,-8.1556e-01,-9.7266e-02,1.6605e+00,2.6437e+00
2.0000e+03,3.0000e+00,5.0000e+00,1.9512e+00,-3.3606e+05,-3.3607e+05,-1.9950e-02,-3.3607e+05,1.7315e-01,6.0114e+00,3.2861e+05,6.0608e+00,-2.3877e-01,-1.9912e+00,-2.1256e+00,-1.3120e+00,-7.4341e-01,-8.5093e-01,1.2124e-01,1.6685e+00,2.6401e+00
2.0000e+03,4.0000e+00,6.0000e+00,2.4272e+00,-3.3597e+05,-3.3598e+05,-2.4938e-02,-3.3598e+05,1.7323e-01,6.0164e+00,3.2724e+05,7.2939e+00,-4.9345e-01,-2.0000e+00,-2.4656e+00,-1.7569e+00,-1.1924e+00,-5.9256e-01,2.1193e-01,1.7282e+00,2.5178e+00
2.0000e+03,5.0000e+00,7.0000e+00,2.8986e+00,-3.3592e+05,-3.3593e+05,-2.9925e-02,-3.3593e+05,1.7330e-01,6.0214e+00,3.2715e+05,8.5069e+00,-4.3683e-01,-2.0094e+00,-2.8218e+00,-1.9444e+00,-1.2492e+00,-1.0461e+00,5.5284e-01,1.7939e+00,2.4960e+00
2.0000e+03,6.0000e+00,8.0000e+00,3.3654e+00,-3.3542e+05,-3.3543e+05,-3.4913e-02,-3.3543e+05,1.7337e-01,6.0264e+00,3.2711e+05,9.7222e+00,-4.4933e-01,-2.0040e+00,-2.8741e+00,-2.0485e+00,-1.5266e+00,-9.7529e-01,3.5668e-01,1.0980e+00,2.5871e+00
2.0000e+03,7.0000e+00,9.0000e+00,3.8278e+00,-3.3534e+05,-3.3534e+05,-3.9900e-02,-3.3534e+05,1.7344e-01,6.0314e+00,3.2661e+05,1.0983e+01,-4.8904e-01,-2.0036e+00,-2.5375e+00,-1.4273e+00,-7.7263e-01,-4.4702e-01,-3.5104e-01,1.5538e+00,2.5702e+00
2.0000e+03,8.0000e+00,1.0000e+01,4.2857e+00,-3.3492e+05,-3.3493e+05,-4.4888e-02,-3.3493e+05,1.7351e-01,6.0364e+00,3.2652e+05,1.2204e+01,-3.5134e-01,-1.9939e+00,-2.6445e+00,-1.7178e+00,-1.3570e+00,-3.7017e-01,6.2408e-01,1.4105e+00,2.5754e+00
2.0000e+03,9.0000e+00,1.1000e+01,4.7393e+00,-3.3427e+05,-3.3428e+05,-4.9875e-02,-3.3428e+05,1.7358e-01,6.0413e+00,3.2610e+05,1.3401e+01,9.7632e-02,-2.0015e+00,-2.1308e+00,-1.0631e+00,-1.1063e+00,-3.5792e-01,-3.4575e-01,1.7222e+00,2.6842e+00
2.0000e+03,1.0000e+01,1.3000e+01,5.1643e+00,-3.3391e+05,-3.3391e+05,-5.4863e-02,-3.3391e+05,1.7366e-01,6.0463e+00,3.2545e+05,1.5875e+01,-4.3600e-01,-1.9999e+00,-2.1308e+00,-1.9081e+00,-1.0847e+00,-1.0284e+00,-2.0445e-01,9.2762e-01,2.5916e+00
2.0000e+03,1.1000e+01,1.5000e+01,5.5814e+00,-3.3300e+05,-3.3301e+05,-5.9850e-02,-3.3301e+05,1.7373e-01,6.0513e+00,3.2509e+05,1.8296e+01,-9.6925e-02,-2.0049e+00,-2.5574e+00,-1.8725e+00,-1.5971e+00,-7.2123e-01,3.4611e-01,1.3328e+00,2.6082e+00
2.0000e+03,1.2000e+01,1.6000e+01,6.0185e+00,-3.3258e+05,-3.3258e+05,-6.4838e-02,-3.3258e+05,1.7380e-01,6.0563e+00,3.2419e+05,1.9543e+01,-3.5069e-01,-2.0006e+00,-3.0419e+00,-1.2973e+00,-1.4485e+00,-2.4756e-01,4.0112e-01,1.0348e+00,2.5701e+00
2.0000e+03,1.3000e+01,1.7000e+01,6.4516e+00,-3.3205e+05,-3.3206e+05,-6.9826e-02,-3.3206e+05,1.7387e-01,6.0613e+00,3.2376e+05,2.0748e+01,-4.1609e-01,-2.0061e+00,-2.1167e+00,-1.0873e+00,-1.6502e+00,-9.0386e-01,5.5424e-01,1.5451e+00,2.5003e+00
2.0000e+03,1.4000e+01,1.8000e+01,6.8807e+00,-3.3197e+05,-3.3197e+05,-7.4813e-02,-3.3197e+05,1.7394e-01,6.0663e+00,3.2323e+05,2.1947e+01,1.4308e-01,-1.9991e+00,-2.7460e+00,-1.2689e+00,-1.0897e+00,-6.7258e-01,-4.5800e-02,1.7792e+00,2.6160e+00
2.0000e+03,1.5000e+01,1.9000e+01,7.3059e+00,-3.3121e+05,-3.3122e+05,-7.9801e-02,-3.3122e+05,1.7401e-01,6.0713e+00,3.2315e+05,2.3204e+01,1.3013e-01,-2.0028e+00,-2.8514e+00,-1.8337e+00,-1.2346e+00,-1.0152e+00,2.7711e-01,1.6143e+00,2.6176e+00
2.0000e+03,1.6000e+01,2.1000e+01,7.6923e+00,-3.3081e+05,-3.3082e+05,-8.4788e-02,-3.3082e+05,1.7408e-01,6.0763e+00,3.2239e+05,2.5656e+01,3.0707e-01,-2.0080e+00,-2.5917e+00,-1.4897e+00,-1.1182e+00,-9.0389e-01,2.1305e-01,1.6445e+00,2.6836e+00
2.0000e+03,1.7000e+01,2.2000e+01,8.1081e+00,-3.3058e+05,-3.3059e+05,-8.9776e-02,-3.3059e+05,1.7416e-01,6.0812e+00,3.2199e+05,2.6876e+01,-4.5874e-01,-2.0065e+00,-2.6441e+00,-1.7165e+00,-1.6094e+00,-9.7526e-01,6.4311e-02,9.2967e-01,2.5018e+00
2.0000e+03,1.8000e+01,2.3000e+01,8.5202e+00,-3.3037e+05,-3.3038e+05,-9.4763e-02,-3.3038e+05,1.7423e-01,6.0862e+00,3.2176e+05,2.8082e+01,1.6377e-01,-2.0078e+00,-2.3072e+00,-1.6028e+00,-9.6002e-01,-7.3143e-01,3.9429e-01,1.6759e+00,2.6123e+00
2.0000e+03,1.9000e+01,2.4000e+01,8.9286e+00,-3.2902e+05,-3.2902e+05,-9.9751e-02,-3.2902e+05,1.7430e-01,6.0912e+00,3.2156e+05,2.9281e+01,-1.6226e-01,-1.9999e+00,-2.5719e+00,-1.7068e+00,-1.4518e+00,-9.2821e-01,1.8729e-01,1.3048e+00,2.5408e+00
2.0000e+03,2.0000e+01,2.7000e+01,9.2511e+00,-3.2851e+05,-3.2852e+05,-1.0474e-01,-3.2852e+05,1.7437e-01,6.0962e+00,3.2020e+05,3.2964e+01,-5.3593e-02,-2.0039e+00,-3.0470e+00,-1.7635e+00,-1.3864e+00,-1.0514e+00,4.3031e-01,1.1924e+00,2.5774e+00
2.0000e+03,2.1000e+01,2.8000e+01,9.6491e+00,-3.2848e+05,-3.2849e+05,-1.0973e-01,-3.2849e+05,1.7444e-01,6.1012e+00,3.1969e+05,3.4228e+01,-1.7469e-01,-1.9930e+00,-2.4527e+00,-1.6159e+00,-1.1269e+00,-3.0833e-01,-1.2238e-01,1.3215e+00,2.5327e+00
2.0000e+03,2.2000e+01,2.9000e+01,1.0044e+01,-3.2837e+05,-3.2837e+05,-1.1471e-01,-3.2837e+05,1.7451e-01,6.1062e+00,3.1967e+05,3.5447e+01,-1.2612e-01,-2.0020e+00,-2.1391e+00,-1.8122e+00,-9.9013e-01,-6.0693e-01,-3.3879e-01,9.6949e-01,2.5809e+00
2.0000e+03,2.3000e+01,3.0000e+01,1.0435e+01,-3.2795e+05,-3.2796e+05,-1.1970e-01,-3.2796e+05,1.7458e-01,6.1112e+00,3.1955e+05,3.6659e+01,-2.1015e-01,-1.9930e+00,-2.3201e+00,-1.7248e+00,-1.0868e+00,-3.8851e-01,-2.8179e-01,9.1240e-01,2.5483e+00
2.0000e+03,2.4000e+01,3.2000e+01,1.0776e+01,-3.2790e+05,-3.2791e+05,-1.2469e-01,-3.2791e+05,1.7466e-01,6.1161e+00,3.1913e+05,3.9115e+01,1.4889e-01,-2.0077e+00,-2.3589e+00,-1.6973e+00,-1.2312e+00,-7.7461e-01,1.9458e-01,8.9216e-01,2.6624e+00
2.0000e+03,2.5000e+01,3.3000e+01,1.1159e+01,-3.2775e+05,-3.2775e+05,-1.2968e-01,-3.2775e+05,1.7473e-01,6.1211e+00,3.1909e+05,4.0304e+01,-3.7293e-01,-2.0017e+00,-2.4468e+00,-1.9248e+00,-6.7966e-01,-9.0752e-01,3.8662e-01,1.3408e+00,2.4536e+00
2.0000e+03,2.6000e+01,3.4000e+01,1.1538e+01,-3.2760e+05,-3.2760e+05,-1.3466e-01,-3.2760e+05,1.7480e-01,6.1261e+00,3.1893e+05,4.1553e+01,-4.4727e-01,-2.0091e+00,-2.5353e+00,-1.4537e+00,-1.5719e+00,-3.7834e-01,-2.5759e-01,1.0559e+00,2.4648e+00
2.0000e+03,2.7000e+01,3.5000e+01,1.1915e+01,-3.2721e+05,-3.2722e+05,-1.3965e-01,-3.2722e+05,1.7487e-01,6.1311e+00,3.1878e+05,4.2767e+01,-1.8270e-01,-1.9936e+00,-2.5567e+00,-2.0359e+00,-1.2206e+00,-6.4184e-01,-1.3491e-01,1.6888e+00,2.4303e+00
2.0000e+03,2.8000e+01,3.6000e+01,1.2288e+01,-3.2678e+05,-3.2679e+05,-1.4464e-01,-3.2679e+05,1.7494e-01,6.1361e+00,3.1839e+05,4.3986e+01,-3.6598e-01,-1.9901e+00,-2.8847e+00,-1.7395e+00,-1.0859e+00,-1.0788e+00,5.2692e-01,1.8358e+00,2.2424e+00
2.0000e+03,2.9000e+01,3.7000e+01,1.2658e+01,-3.2672e+05,-3.2673e+05,-1.4963e-01,-3.2673e+05,1.7501e-01,6.1411e+00,3.1796e+05,4.5196e+01,-5.6046e-02,-1.9915e+00,-2.3928e+00,-1.9755e+00,-1.0815e+00,-9.6749e-01,6.2623e-01,1.8560e+00,2.3802e+00
2.0000e+03,3.0000e+01,4.0000e+01,1.2917e+01,-3.2655e+05,-3.2656e+05,-1.5461e-01,-3.2656e+05,1.7508e-01,6.1461e+00,3.1790e+05,4.8843e+01,-3.5248e-01,-1.9984e+00,-2.9807e+00,-1.6018e+00,-7.9499e-01,-7.6258e-01,-3.6135e-02,1.7767e+00,2.3227e+00
