logfeh_mean,logdust_med,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,logl
-2.9092e-02,-9.2632e-02,-2.6275e+00,-6.3298e-01,-8.1452e-01,1.5457e+00,1.2063e+00,-1.0291e+05
-4.5108e-01,-7.6418e-01,-2.1084e+00,7.7147e-02,3.6603e-01,1.5960e-01,9.4287e-01,-1.1866e+05
-9.0021e-02,-1.7284e-01,-1.2577e+00,-5.5190e-01,-3.8183e-01,1.3658e+00,1.4196e+00,-1.0423e+05
-3.2437e-01,-5.9987e-01,-1.7797e+00,-7.3002e-01,-4.5675e-01,3.1943e-01,2.2171e+00,-7.6775e+04
-6.2746e-02,-1.6448e-01,-2.2734e+00,-1.2086e+00,-8.6764e-01,1.6891e+00,1.8295e+00,-4.0561e+03
-8.7593e-02,-6.8882e-01,-2.3407e+00,1.9858e-01,-9.2236e-01,9.7368e-01,2.1093e+00,-4.9377e+04
-2.0728e-01,-3.7738e-01,-1.3334e+00,-7.3207e-01,3.9643e-01,1.7738e+00,2.0554e+00,-9.9895e+04
-9.2111e-02,-4.1203e-01,-2.7160e+00,2.4442e-01,-9.8218e-01,1.7438e+00,1.2096e+00,-3.0248e+04
-3.8524e-01,-6.4076e-01,-2.2594e+00,-1.2963e+00,3.0365e-03,1.0687e+00,1.1216e+00,-1.1743e+05
-1.1457e-01,-8.0258e-01,-1.8058e+00,-1.1797e+00,-1.1028e+00,1.8842e+00,1.6833e+00,-9.7535e+04
-1.8784e-01,-1.2242e-01,-1.2448e+00,-6.3756e-01,6.8095e-01,1.9500e+00,1.8664e+00,-8.8513e+04
-1.8289e-01,-7.7552e-01,-1.9641e+00,5.2662e-02,-3.4527e-01,1.5863e+00,2.0475e+00,-1.0651e+05
-2.1515e-02,-3.4412e-01,-1.2277e+00,-1.7333e+00,-5.2234e-01,1.4995e+00,1.1173e+00,-1.0268e+05
-1.0726e-01,-1.0540e-01,-8.3890e-01,-3.2241e-01,4.0433e-01,7.9781e-01,1.4392e+00,-1.1591e+05
-4.1759e-01,-5.9914e-01,-1.2397e+00,-1.2220e+00,4.6378e-01,1.5862e+00,2.0006e+00,-1.0756e+05
-4.2841e-01,-8.7724e-01,-1.2271e+00,-6.5461e-01,2.3909e-01,1.1459e+00,1.6885e+00,-5.3783e+04
-2.4107e-01,-4.3226e-01,-2.4524e+00,-1.8231e-01,-1.0564e+00,1.3051e-01,1.5758e+00,-1.1662e+05
-1.0643e-01,-4.0415e-01,-2.0335e+00,-1.4564e-02,-1.0584e+00,1.3654e+00,2.1446e+00,-4.9439e+04
6.3546e-02,-7.3692e-01,-1.7512e+00,-1.4854e+00,9.3721e-02,1.4952e+00,1.0911e+00,-8.0942e+04
-1.9694e-01,-4.8651e-01,-1.1522e+00,-1.5359e+00,-1.7867e-01,1.2433e+00,2.0075e+00,-1.2080e+04
-3.6180e-01,-4.1322e-01,-1.1945e+00,2.6235e-01,-1.0183e+00,1.9395e-01,1.9934e+00,-2.4893e+04
-4.7465e-02,-9.1775e-01,-1.3467e+00,-1.5015e+00,-7.2913e-01,1.6672e+00,1.8473e+00,-5.4079e+04
2.0173e-01,-4.2005e-01,-2.1449e+00,-1.0184e+00,-9.9591e-01,2.0670e+00,1.6773e+00,-7.5953e+04
-8.2390e-02,-1.9387e-01,-1.8173e+00,-3.5278e-02,6.9856e-02,2.3390e-01,1.8085e+00,-9.1477e+04
-2.6836e-02,-8.2371e-01,-1.7278e+00,-1.2513e+00,-5.6880e-01,1.0696e+00,1.6864e+00,-7.3050e+04
1.9361e-01,-9.4830e-01,-1.7855e+00,-1.5941e+00,-6.5475e-01,1.0289e+00,2.1656e+00,-3.5402e+04
-1.4899e-01,-2.0977e-01,-9.2041e-01,-2.9330e-01,-8.7187e-01,1.5468e+00,2.1665e+00,-5.7115e+04
-4.4209e-01,-7.7304e-01,-2.5198e+00,-7.9029e-01,6.3195e-01,6.5627e-01,1.4311e+00,-9.3416e+04
8.1017e-03,-4.1244e-02,-1.0842e+00,-4.7384e-01,-2.3967e-01,2.1010e+00,1.0933e+00,-4.7353e+04
-6.5085e-02,-3.5840e-01,-9.0581e-01,2.1261e-01,-6.3373e-01,2.0634e+00,1.1669e+00,-9.7251e+04
-7.9179e-03,-6.0478e-01,-1.0051e+00,-7.8090e-02,-1.0190e+00,5.0728e-01,2.2131e+00,-4.4888e+04
-2.6337e-01,-1.5469e-01,-1.6972e+00,-6.8646e-02,-7.5166e-01,6.6050e-01,2.1016e+00,-4.4736e+03
-4.9552e-01,-1.6222e-02,-1.1043e+00,-4.5610e-01,4.8640e-01,1.5994e+00,1.9288e+00,-4.7991e+04
-1.9989e-01,-4.6809e-01,-2.0837e+00,-1.3195e+00,5.9453e-01,1.7514e+00,1.3125e+00,-2.7517e+04
9.2933e-02,-1.0884e-01,-2.2277e+00,-6.3004e-01,-6.9118e-01,1.3671e+00,1.7438e+00,-9.3670e+04
1.1275e-02,-8.3091e-01,-1.1594e+00,-1.6781e+00,-4.1727e-01,1.2231e+00,1.0279e+00,-1.1996e+05
8.0126e-02,-6.5590e-01,-1.9986e+00,-9.7790e-01,-2.7180e-01,1.5224e+00,1.4239e+00,-5.4132e+04
-3.6666e-01,-7.8353e-01,-1.3175e+00,-4.7081e-01,4.6534e-01,1.6800e+00,1.2255e+00,-7.9432e+04
5.0988e-02,-1.3172e-01,-2.0206e+00,-2.5131e-01,8.6008e-01,4.6709e-01,1.3846e+00,-1.1322e+05
-9.1752e-02,-2.3911e-02,-2.0465e+00,-6.0952e-03,-8.2428e-01,1.2467e+00,2.3763e+00,-8.0252e+04
-1.8738e-01,-1.2062e-01,-1.4950e+00,-1.2352e+00,-6.4347e-03,1.4316e+00,1.8220e+00,-2.0317e+04
-1.6993e-01,-9.0398e-01,-2.6124e+00,-3.8399e-01,-4.1225e-02,9.2779e-01,1.9114e+00,-1.2357e+04
-6.3377e-03,-4.7436e-01,-1.9300e+00,-9.1872e-01,-3.8119e-01,1.7964e+00,1.8772e+00,-4.4911e+04
-6.1325e-02,-8.3428e-01,-1.6720e+00,-6.5615e-01,-1.0847e-01,1.3948e+00,2.0249e+00,-4.6359e+04
-8.8614e-02,-7.0822e-01,-1.1606e+00,-8.2691e-01,7.8950e-01,5.5515e-01,2.1227e+00,-5.4619e+04
-4.9198e-01,-9.0692e-01,-2.4981e+00,-4.7911e-01,-6.0035e-01,1.2737e+00,2.0453e+00,-1.0692e+05
1.7804e-01,-5.6800e-01,-2.1865e+00,-2.5585e-01,4.6122e-01,1.2270e+00,2.0730e+00,-1.7189e+04
-1.2556e-01,-3.0786e-01,-2.6141e+00,-1.2741e+00,-1.2899e-01,1.1942e+00,1.9254e+00,-1.8140e+04
2.0545e-01,-7.2353e-01,-2.0117e+00,-3.8341e-01,-2.6520e-01,1.4413e+00,1.0078e+00,-1.0557e+05
-5.1055e-02,-1.5394e-01,-2.3998e+00,9.2151e-02,-9.1643e-01,3.6224e-01,9.4368e-01,-1.1886e+05
8.8442e-02,-4.3952e-01,-1.4453e+00,-6.9014e-01,4.6776e-01,6.1188e-01,1.9965e+00,-2.4940e+04
-4.5777e-01,-8.6267e-01,-2.4823e+00,-4.0625e-01,-9.0805e-01,1.6227e+00,1.8440e+00,-1.0811e+05
2.0596e-02,-6.4327e-01,-1.2303e+00,-9.9132e-02,7.2976e-01,5.2267e-01,2.1374e+00,-4.3003e+04
-4.7414e-01,-7.0701e-01,-2.6817e+00,-1.5393e+00,-5.2190e-01,2.2913e-01,2.1019e+00,-5.4676e+04
-4.4462e-01,-6.4207e-01,-1.5269e+00,-1.5430e+00,-1.0189e+00,6.0378e-01,1.7959e+00,-5.0168e+04
-4.9837e-01,-7.3066e-01,-2.6987e+00,-7.9806e-01,-4.2077e-02,5.1814e-01,1.3931e+00,-1.1838e+05
1.9883e-02,-4.6988e-01,-1.4053e+00,-8.7899e-01,4.1184e-01,9.3580e-01,2.0956e+00,-1.4310e+04
1.2408e-01,-4.8818e-01,-2.2235e+00,2.3861e-01,8.1315e-01,1.3825e+00,1.9237e+00,-2.5322e+04
-4.7710e-01,-5.9901e-01,-2.7541e+00,-3.9604e-01,6.1407e-01,8.6024e-01,1.4978e+00,-8.2181e+04
-4.2399e-01,-1.9428e-01,-1.7978e+00,1.9563e-02,-8.1929e-01,5.4803e-01,2.4021e+00,-1.1943e+05
-4.5086e-01,-1.8449e-01,-1.0468e+00,-1.6706e+00,-9.9012e-01,1.0547e+00,1.3468e+00,-1.2037e+05
1.9543e-01,-3.2064e-01,-1.7798e+00,-1.4606e+00,-1.9113e-01,1.4352e+00,2.3921e+00,-9.8134e+04
5.8411e-03,-7.6648e-01,-2.4927e+00,-1.2404e+00,-2.6561e-01,1.2921e+00,1.3714e+00,-1.0002e+05
-4.3369e-01,-1.6565e-01,-1.3036e+00,1.8910e-01,-8.9440e-01,6.3555e-01,1.3304e+00,-1.1836e+05
-3.6724e-01,-6.0953e-01,-1.5740e+00,-7.9995e-01,-7.2126e-01,1.1669e+00,2.1893e+00,-9.6590e+04
-3.6178e-01,-7.2034e-02,-1.3933e+00,-1.0420e-01,8.5643e-01,2.6997e-01,2.0826e+00,-2.4254e+04
1.4989e-01,-7.5359e-01,-1.5796e+00,2.1794e-01,-7.3611e-01,6.9447e-01,1.9284e+00,-2.0779e+04
-9.6860e-03,-3.9339e-01,-1.3506e+00,-1.1054e+00,-2.3202e-01,7.1077e-01,1.8101e+00,-9.6166e+04
-4.8702e-01,-3.0003e-01,-1.5346e+00,-2.0012e-01,4.8301e-01,1.2002e+00,1.0868e+00,-1.0272e+05
1.1738e-01,-9.6690e-01,-1.6273e+00,-1.4388e+00,3.6378e-02,2.7557e-01,1.8461e+00,-6.8916e+04
-4.2207e-01,-6.2796e-01,-2.7276e+00,1.6398e-01,-4.9634e-02,1.2831e+00,1.8610e+00,-6.2422e+04
-4.2832e-01,-4.0988e-01,-1.5008e+00,-1.0685e+00,-8.0137e-01,1.3901e+00,1.7110e+00,-1.8414e+04
-3.1338e-01,-1.1908e-01,-2.0246e+00,-4.9333e-01,1.0453e-01,6.0935e-01,2.2093e+00,-2.7764e+04
-1.6563e-02,-4.4205e-01,-1.6919e+00,-9.2094e-01,-5.1433e-01,1.5922e+00,2.1304e+00,-6.0320e+04
-1.7516e-01,-3.0566e-01,-1.9115e+00,2.1897e-01,-7.2480e-01,1.4257e+00,1.9176e+00,-1.5186e+04
-4.7626e-02,-3.9962e-01,-8.3585e-01,-1.6215e+00,1.4396e-01,1.2977e+00,1.3393e+00,-1.0277e+05
1.1541e-01,-5.9217e-01,-1.5379e+00,-1.2215e-01,3.7898e-01,9.0053e-01,1.7501e+00,-6.3960e+04
2.1241e-01,-1.2724e-01,-2.0222e+00,-4.4207e-01,-2.5835e-01,1.5698e+00,2.3334e+00,-7.0123e+04
-1.7730e-01,-5.9613e-01,-1.5641e+00,-4.3602e-01,-8.9557e-01,1.5193e+00,1.6550e+00,-1.2282e+04
-3.8626e-01,-6.4862e-01,-1.8422e+00,-5.8156e-02,-1.0218e+00,6.0002e-01,1.9332e+00,-2.1613e+04
5.4439e-02,-7.3105e-01,-1.7053e+00,-6.9310e-02,1.6251e-01,1.0920e+00,1.7968e+00,-2.7203e+04
1.9764e-01,-2.9794e-01,-1.1651e+00,1.8410e-01,-3.5196e-01,1.5736e+00,1.1926e+00,-7.7847e+04
-3.4600e-01,-1.1682e-01,-1.3747e+00,-3.1198e-01,-3.8415e-01,1.2651e+00,1.1032e+00,-1.1755e+05
-4.6114e-01,-2.3736e-01,-2.6375e+00,-3.8303e-01,-4.9255e-01,8.4140e-01,1.9739e+00,-4.7485e+03
-1.6952e-01,-1.3223e-01,-8.4592e-01,-1.0959e+00,5.4480e-01,1.3457e+00,1.4368e+00,-8.4134e+04
-1.8520e-01,-5.3495e-01,-1.2535e+00,-1.1349e-01,-8.4104e-01,2.7092e-01,1.6506e+00,-1.0257e+05
2.2659e-01,-3.0827e-01,-2.7210e+00,-1.3081e+00,3.2876e-01,1.4550e+00,1.0123e+00,-1.1968e+05
-4.8533e-01,-9.9037e-02,-1.3702e+00,2.0010e-01,-9.1251e-01,9.5725e-01,1.0961e+00,-1.1921e+05
-4.8412e-01,-8.2232e-01,-8.4670e-01,-1.1895e+00,-1.0897e+00,1.0856e+00,1.3063e+00,-1.0654e+05
-1.0873e-01,-2.4143e-01,-1.8840e+00,4.3329e-02,-6.5100e-02,1.8786e+00,1.8409e+00,-6.2448e+04
-2.9599e-01,-4.7203e-01,-2.7437e+00,-1.1416e+00,-2.5070e-03,2.0060e+00,1.3856e+00,-1.0980e+05
9.9415e-03,-1.8368e-02,-1.6090e+00,-1.7095e+00,3.7071e-01,1.4443e+00,1.4190e+00,-1.0277e+05
2.1605e-01,-8.9630e-01,-1.7718e+00,2.4439e-01,1.0734e-01,1.2225e+00,1.4104e+00,-8.7741e+04
-3.6324e-01,-8.2472e-01,-2.7637e+00,-1.0576e+00,-6.2348e-01,1.5093e+00,1.6564e+00,-4.4363e+04
-1.3336e-01,-2.7072e-01,-1.9164e+00,-2.8253e-01,5.2285e-02,3.8274e-01,2.0650e+00,-7.3954e+03
-4.8544e-01,-1.8820e-01,-2.4799e+00,-1.3630e+00,-6.2876e-01,1.2875e+00,1.1959e+00,-1.1602e+05
1.1497e-01,-1.0741e-01,-1.2272e+00,-1.6573e+00,-2.3094e-01,4.1880e-01,2.4677e+00,-8.5647e+04
-4.9553e-01,-3.5409e-01,-2.5366e+00,-2.2104e-01,-6.6765e-01,5.4567e-01,1.7582e+00,-7.3318e+04
2.1107e-01,-1.9135e-01,-1.3590e+00,2.8102e-02,-3.2965e-01,5.3591e-01,1.7373e+00,-1.1655e+05
8.7748e-02,-2.8516e-01,-1.4256e+00,-4.6540e-01,-3.4238e-01,1.6419e+00,1.3790e+00,-5.6259e+04
3.0068e-02,-6.9545e-01,-1.1989e+00,-5.2179e-01,6.1977e-01,2.8047e-01,2.0268e+00,-4.8479e+03
-3.9738e-01,-5.3205e-01,-1.1805e+00,-1.3321e+00,5.3409e-01,1.5213e+00,1.3294e+00,-4.4968e+04
1.8088e-01,-5.6190e-01,-1.5370e+00,-1.0203e+00,2.9591e-01,1.5160e+00,9.7089e-01,-9.4026e+04
1.2998e-01,-4.5291e-01,-1.6768e+00,-1.7162e+00,1.1568e-01,1.9333e+00,1.3607e+00,-2.2048e+04
-2.5839e-01,-7.3835e-01,-9.7959e-01,-8.8886e-02,-6.0043e-01,5.2236e-01,1.9883e+00,-2.3543e+04
-2.9792e-01,-6.7103e-01,-1.6835e+00,-1.5747e+00,6.5701e-01,1.2680e-01,1.2448e+00,-1.1242e+05
-3.4372e-01,-8.3213e-01,-2.4789e+00,-8.2809e-01,-1.1148e+00,7.3816e-01,2.1564e+00,-8.2199e+04
1.7710e-01,-2.7674e-01,-1.7613e+00,-1.0424e+00,-8.1224e-01,1.4350e+00,1.5282e+00,-1.1038e+05
-2.5688e-01,-7.3340e-01,-1.4502e+00,-1.6144e+00,-6.5205e-02,5.4548e-01,2.0141e+00,-1.0223e+04
-1.4397e-01,-2.5893e-02,-1.7149e+00,-1.7565e-02,5.1393e-01,1.7857e+00,1.3123e+00,-2.0108e+04
1.9365e-01,-2.9368e-01,-2.6487e+00,3.3475e-02,-4.4827e-01,2.1002e+00,1.8597e+00,-9.6116e+04
-3.9562e-01,-8.7464e-02,-1.0047e+00,-1.3235e+00,1.9425e-01,1.5995e+00,9.5274e-01,-7.8065e+04
1.4459e-01,-2.9570e-01,-2.0666e+00,-6.6805e-01,-6.4980e-01,1.8024e+00,1.9777e+00,-3.5114e+04
-1.0933e-01,-9.9105e-01,-1.9057e+00,-1.4277e+00,-1.6095e-01,1.1130e+00,1.9178e+00,-8.6518e+03
2.2101e-01,-4.9971e-01,-2.5369e+00,-1.2948e+00,-1.0614e+00,1.9541e+00,1.3047e+00,-1.9824e+04
1.0091e-01,-3.7297e-01,-1.6697e+00,-2.9857e-01,-6.6038e-02,1.1472e+00,1.4135e+00,-1.1856e+05
4.7159e-02,-3.9248e-03,-1.4226e+00,-5.9111e-01,-4.0953e-01,2.3714e-01,2.3512e+00,-3.7786e+04
-3.2391e-01,-2.1473e-01,-2.0464e+00,-1.5911e+00,4.4668e-01,8.8560e-01,1.6491e+00,-9.0559e+04
-2.7853e-01,-3.3181e-03,-2.1043e+00,-1.6118e+00,2.7614e-01,1.9885e+00,1.6556e+00,-7.0717e+04
-4.6392e-01,-4.0302e-01,-1.4094e+00,-7.4288e-01,7.0728e-01,6.0100e-01,1.4132e+00,-9.8805e+04
-3.6671e-01,-1.7897e-02,-1.4575e+00,-1.4498e+00,-9.5032e-01,9.1772e-01,1.7887e+00,-9.1530e+04
1.2081e-01,-3.4942e-01,-2.7285e+00,7.5577e-02,-6.2830e-02,2.6843e-01,2.1849e+00,-1.9188e+04
-1.5052e-01,-6.8302e-01,-2.2130e+00,1.6270e-01,3.0983e-01,6.2512e-01,1.6334e+00,-7.8110e+04
6.5591e-02,-3.2837e-01,-2.5639e+00,-7.1421e-01,6.3986e-01,1.7787e+00,2.2286e+00,-1.0588e+05
-4.2338e-01,-7.4140e-01,-2.4259e+00,-3.9970e-01,-6.8863e-01,1.6379e+00,1.1341e+00,-6.5307e+04
1.2841e-01,-8.9175e-01,-7.6947e-01,2.1068e-01,1.4663e-01,8.1754e-01,1.9439e+00,-2.5168e+04
-3.6773e-01,-7.8192e-02,-2.4959e+00,-1.4351e+00,-1.7314e-01,8.2862e-01,2.0681e+00,-2.2690e+03
-1.0763e-01,-4.4230e-01,-2.1072e+00,-1.6663e+00,3.3522e-01,6.4163e-01,1.5458e+00,-1.1630e+05
-1.7797e-01,-3.1456e-01,-2.2368e+00,-1.3438e+00,5.1730e-01,1.1492e+00,1.7225e+00,-4.8781e+04
-1.6536e-01,-3.7560e-01,-1.7584e+00,2.1292e-01,-3.4790e-01,2.7149e-01,1.6271e+00,-1.0173e+05
5.1074e-02,-7.2286e-01,-2.0512e+00,-1.1791e+00,1.5826e-01,3.5222e-01,1.6799e+00,-1.1090e+05
-1.6210e-01,-6.0944e-01,-1.1349e+00,2.1350e-01,7.1750e-01,3.0655e-01,1.1724e+00,-1.0282e+05
2.3534e-01,-8.5558e-01,-9.5989e-01,-2.4196e-01,-4.2681e-01,1.2728e-01,2.2580e+00,-4.8225e+04
8.2103e-02,-7.3382e-02,-2.5475e+00,-1.5940e+00,6.5196e-01,1.5204e+00,1.3672e+00,-8.4739e+04
4.1886e-02,-2.0953e-02,-2.6457e+00,-3.0395e-01,-7.6579e-01,1.8326e+00,2.1941e+00,-6.6913e+04
-2.6371e-01,-7.6607e-01,-1.4004e+00,-4.6505e-01,6.4249e-02,1.4151e+00,1.2539e+00,-7.1333e+04
-3.2211e-01,-4.2984e-01,-8.7910e-01,-6.1316e-01,2.2688e-01,5.0554e-01,1.1886e+00,-1.2015e+05
-4.8463e-01,-9.1707e-01,-2.4422e+00,-1.0392e+00,-3.5673e-01,1.5418e+00,1.8970e+00,-1.0727e+05
1.5459e-01,-4.9196e-01,-8.0024e-01,-8.8136e-01,-7.9708e-02,2.0021e+00,1.9652e+00,-1.0213e+05
-4.0598e-01,-9.0013e-01,-2.5360e+00,-1.2890e+00,-9.1347e-01,1.4091e+00,1.1391e+00,-8.6583e+04
2.3447e-01,-2.6929e-02,-2.3411e+00,-1.4355e+00,6.9995e-01,1.3746e+00,2.3710e+00,-6.5287e+04
-2.3446e-01,-7.1720e-01,-2.6549e+00,-1.5981e+00,-9.2037e-01,1.3420e+00,1.3397e+00,-8.6876e+04
1.5987e-01,-2.9916e-03,-1.1989e+00,-2.8340e-01,-5.4930e-01,1.5428e+00,2.2370e+00,-3.1225e+04
-3.4196e-01,-5.9700e-01,-1.3163e+00,-5.1877e-01,-8.4464e-01,8.0481e-01,2.1464e+00,-5.9298e+04
-4.2416e-01,-8.8381e-01,-1.1932e+00,-8.9334e-01,5.3619e-01,1.6500e+00,1.5679e+00,-1.0019e+05
-4.8620e-01,-1.3701e-01,-2.5439e+00,-1.2296e+00,8.6121e-01,1.7643e+00,1.4256e+00,-5.5413e+04
-4.5984e-01,-7.8679e-01,-1.4814e+00,-2.0144e-01,3.7831e-01,2.2046e-01,2.1728e+00,-1.1051e+05
2.4172e-01,-2.8382e-01,-1.8373e+00,-4.4316e-01,-2.5735e-03,2.5023e-01,2.4636e+00,-9.3109e+04
-2.3978e-01,-2.4824e-01,-2.7280e+00,-2.9680e-01,-8.4183e-01,1.4197e+00,1.8060e+00,-9.1694e+03
7.6013e-02,-7.9059e-01,-2.0907e+00,-7.2063e-01,-5.4133e-01,1.4519e+00,9.8627e-01,-9.9573e+04
-4.4400e-01,-5.1608e-01,-1.1871e+00,-1.0388e+00,-6.3816e-01,1.4278e+00,1.6551e+00,-2.6649e+04
-1.8182e-01,-3.6417e-01,-1.8952e+00,-6.2813e-01,4.4605e-01,4.3360e-01,2.1012e+00,-1.2293e+04
-7.2186e-02,-8.4498e-01,-2.2685e+00,-1.3377e+00,-5.5015e-01,1.2640e+00,2.0870e+00,-4.6855e+04
-1.3491e-01,-5.4602e-01,-1.5415e+00,-5.0452e-01,-9.9896e-01,2.0263e+00,1.4306e+00,-1.0718e+05
-1.7463e-02,-5.5397e-01,-2.7395e+00,-9.6399e-01,-1.0201e+00,1.1697e+00,1.3546e+00,-1.2042e+05
-1.8153e-01,-3.9144e-01,-2.0002e+00,-2.7787e-01,-1.0298e+00,1.9434e-01,2.3688e+00,-1.0205e+05
-9.1318e-02,-3.8920e-01,-2.6657e+00,-1.4905e+00,-1.1114e-01,1.3034e+00,1.4838e+00,-9.7866e+04
-4.7814e-01,-1.1933e-01,-9.4298e-01,-1.5528e+00,7.4888e-02,1.4849e+00,1.0508e+00,-9.5316e+04
-2.7791e-01,-1.4057e-01,-1.6732e+00,-1.5144e+00,-1.0344e+00,1.1165e+00,1.7426e+00,-8.6106e+04
-4.2914e-01,-3.2154e-01,-1.5106e+00,4.0786e-02,-4.4363e-01,9.1913e-01,2.0467e+00,-2.4394e+04
-3.4642e-01,-8.0407e-01,-1.9969e+00,-3.4299e-01,4.3194e-01,5.5240e-01,1.6377e+00,-7.2744e+04
-4.7108e-01,-3.6015e-01,-1.8509e+00,-2.0696e-01,6.1278e-01,1.6520e+00,1.5883e+00,-5.7444e+04
-3.4917e-01,-9.2242e-01,-9.0774e-01,-4.5411e-01,-4.2612e-02,1.5135e+00,1.3320e+00,-7.1730e+04
-3.0579e-01,-7.1140e-01,-1.0089e+00,-4.3105e-01,-9.8464e-01,4.2518e-01,2.1552e+00,-6.4033e+04
-4.5659e-01,-4.9181e-02,-2.3283e+00,-1.1523e-01,-5.1805e-01,1.4829e+00,1.1428e+00,-9.6451e+04
-2.4511e-01,-9.5471e-01,-1.0849e+00,-1.4718e+00,-1.0892e+00,4.6249e-01,1.7768e+00,-6.0015e+04
-3.8736e-01,-7.6590e-01,-2.5360e+00,-1.1475e+00,4.0502e-01,2.5727e-01,2.1922e+00,-1.0046e+05
-4.3051e-01,-7.5479e-01,-1.6418e+00,-1.3996e+00,3.6743e-01,1.0358e+00,1.9512e+00,-4.7763e+04
1.9292e-02,-3.4576e-01,-2.2317e+00,-1.2049e+00,2.3049e-01,1.5515e+00,9.5423e-01,-9.1827e+04
-1.2663e-01,-4.1329e-01,-2.0241e+00,1.2592e-01,3.1220e-01,1.4932e+00,1.8596e+00,-2.2641e+04
-1.8325e-01,-9.2470e-01,-1.8287e+00,-8.1612e-01,-3.3664e-01,1.9226e+00,1.1451e+00,-1.0601e+05
-4.2125e-01,-6.0472e-01,-2.1673e+00,-1.2853e+00,7.6904e-01,1.1348e+00,1.0081e+00,-9.3094e+04
2.4156e-01,-2.4478e-01,-2.3775e+00,1.5729e-01,-2.8076e-01,1.6757e+00,9.4763e-01,-7.3088e+04
-3.6381e-01,-3.9994e-01,-1.0782e+00,-6.6456e-01,-4.8845e-01,1.6158e+00,1.2942e+00,-3.5288e+04
-7.7376e-02,-3.5224e-01,-1.2225e+00,-4.2148e-02,5.3726e-01,9.6524e-01,1.2668e+00,-1.0907e+05
8.4394e-02,-4.0747e-01,-1.5344e+00,-1.4768e+00,-1.0136e+00,1.6818e+00,1.8270e+00,-1.0078e+04
1.7564e-01,-8.1498e-01,-2.5153e+00,2.2973e-01,-6.4829e-01,1.9860e+00,1.8354e+00,-1.1655e+05
-4.0205e-01,-9.6015e-01,-1.0867e+00,-1.6885e+00,3.2293e-01,1.6534e+00,1.5275e+00,-9.3630e+04
-6.2355e-02,-3.5186e-01,-1.5436e+00,-4.4788e-01,5.3727e-01,2.3043e-01,1.5003e+00,-1.1500e+05
-3.0452e-01,-4.1203e-03,-1.4399e+00,-9.7984e-02,-5.8087e-01,6.9243e-01,2.1351e+00,-5.6445e+03
-2.9738e-01,-5.2998e-01,-2.2037e+00,-7.2029e-01,7.2968e-01,9.2908e-01,1.9842e+00,-2.9169e+04
-6.3336e-02,-6.0907e-01,-1.7687e+00,-9.0006e-01,-8.1935e-01,1.5322e+00,1.1456e+00,-7.2687e+04
-4.4970e-01,-5.6337e-02,-1.1803e+00,-1.2064e-03,-3.3576e-01,1.0219e+00,2.2731e+00,-7.6321e+04
-1.4309e-01,-2.1982e-01,-1.0743e+00,-1.0221e-01,-7.2777e-01,3.2707e-01,2.3641e+00,-8.0882e+04
-1.7871e-01,-2.8177e-02,-1.0430e+00,-9.5334e-01,6.4636e-01,1.4577e+00,1.1468e+00,-8.8220e+04
-6.7038e-02,-3.4569e-01,-8.3410e-01,-1.3405e+00,-3.0355e-01,1.0623e+00,1.9518e+00,-1.9754e+04
-2.8730e-02,-6.1189e-01,-2.6716e+00,-4.4873e-02,2.0762e-01,3.4819e-01,2.1030e+00,-1.5754e+04
2.9380e-02,-6.2144e-01,-1.1334e+00,-4.5678e-01,7.3894e-01,1.0096e+00,1.6954e+00,-3.7815e+04
1.2403e-01,-7.6242e-01,-1.0907e+00,-8.8623e-01,-8.8568e-01,1.0474e+00,1.6193e+00,-1.0373e+05
-2.0693e-01,-2.3236e-01,-2.3404e+00,-3.5942e-01,2.3472e-01,1.8594e+00,2.0350e+00,-9.5540e+04
2.4291e-01,-4.9351e-01,-7.8787e-01,-7.3782e-02,-2.2958e-01,6.2966e-01,2.0037e+00,-3.3114e+04
-4.3951e-01,-1.9424e-01,-2.4565e+00,-9.7378e-01,8.4161e-01,6.4973e-01,1.3889e+00,-1.0026e+05
-1.3993e-02,-4.5641e-01,-1.8387e+00,-1.7351e-01,1.6007e-01,8.1956e-01,1.6977e+00,-8.8501e+04
-3.5512e-01,-6.6311e-01,-1.5120e+00,-6.5896e-01,7.1688e-01,1.5291e+00,2.0080e+00,-1.1101e+05
-1.7547e-02,-6.1528e-01,-2.4925e+00,1.7427e-01,-5.6870e-01,1.5655e+00,1.1242e+00,-5.7478e+04
-3.2730e-01,-1.0090e-01,-1.3748e+00,-7.2467e-01,-7.7864e-01,1.7408e+00,2.0134e+00,-5.5663e+04
-5.7291e-02,-4.6810e-02,-9.4366e-01,-1.4318e+00,5.1159e-01,2.0584e+00,1.9125e+00,-9.5818e+04
-1.8046e-01,-3.5754e-01,-2.3145e+00,-1.3932e+00,-3.7421e-01,1.7296e+00,1.3237e+00,-7.6004e+03
-2.1118e-01,-4.3864e-01,-1.1053e+00,-4.8192e-01,-9.2305e-01,1.3146e+00,1.7318e+00,-2.7687e+04
2.8090e-03,-6.1240e-01,-2.3131e+00,-7.5517e-01,5.0480e-01,1.4779e-01,1.6353e+00,-1.0316e+05
-3.7059e-02,-3.0381e-02,-2.1674e+00,-4.2328e-02,-2.9242e-02,1.9193e-01,1.1159e+00,-1.2021e+05
