logfeh,logdust,logNpix,tau,logl
-2.5587e-01,-4.9870e-01,4.5010e+00,4.5192e-01,-1.4054e+01
-2.5245e-01,-4.9961e-01,4.5012e+00,3.5744e-01,-1.5402e+01
-2.5140e-01,-4.9803e-01,4.5005e+00,1.2838e+00,-1.4134e+01
-2.5450e-01,-4.9949e-01,4.5008e+00,4.6510e-01,-1.6250e+01
-2.5820e-01,-4.9814e-01,4.5010e+00,1.5343e-01,-1.3624e+01
-2.5261e-01,-4.9918e-01,4.5016e+00,1.1272e-01,-1.5809e+01
-2.5365e-01,-4.9900e-01,4.5014e+00,4.9268e-01,-1.6029e+01
-2.5899e-01,-4.9772e-01,4.5009e+00,5.4628e-01,-1.5993e+01
-2.5925e-01,-4.9772e-01,4.5010e+00,5.2333e-01,-1.6588e+01
-2.5329e-01,-4.9907e-01,4.5016e+00,3.1392e-01,-1.2528e+01
-2.5334e-01,-4.9901e-01,4.5014e+00,2.0851e-01,-1.6102e+01
-2.5526e-01,-4.9879e-01,4.5011e+00,2.8224e-01,-1.6055e+01
-2.5161e-01,-4.9971e-01,4.5014e+00,1.0972e-01,-1.5871e+01
-2.6056e-01,-4.9708e-01,4.5011e+00,2.8810e-01,-1.5837e+01
-2.5505e-01,-4.9903e-01,4.5011e+00,1.2223e-01,-1.6588e+01
-2.5576e-01,-4.9839e-01,4.5014e+00,2.7215e-01,-1.6380e+01
-2.6499e-01,-4.9512e-01,4.4996e+00,1.2222e+00,-1.4408e+01
-2.5395e-01,-4.9861e-01,4.5017e+00,2.2349e-01,-1.6561e+01
-2.5020e-01,-5.0010e-01,4.5014e+00,5.8485e-01,-1.4544e+01
-2.5395e-01,-4.9848e-01,4.5014e+00,9.9168e-01,-1.6109e+01
-2.5322e-01,-4.9907e-01,4.5016e+00,2.8698e-01,-1.5397e+01
-2.6006e-01,-4.9703e-01,4.5013e+00,5.5208e-01,-1.4330e+01
-2.5884e-01,-4.9772e-01,4.5010e+00,2.2458e-01,-1.6534e+01
-2.5569e-01,-4.9859e-01,4.5013e+00,2.8032e-01,-1.5681e+01
-2.5156e-01,-4.9965e-01,4.5016e+00,5.8703e-01,-1.6483e+01
-2.5691e-01,-4.9795e-01,4.5010e+00,9.6040e-01,-1.6269e+01
-2.5687e-01,-4.9802e-01,4.5014e+00,1.6028e-01,-1.5689e+01
-2.5573e-01,-4.9675e-01,4.5002e+00,1.3040e+00,-1.4712e+01
-2.5567e-01,-4.9789e-01,4.5020e+00,1.9093e-01,-1.5702e+01
-2.5584e-01,-4.9875e-01,4.5011e+00,1.2103e-01,-1.4175e+01
-2.5419e-01,-4.9851e-01,4.5018e+00,3.1036e-01,-1.6490e+01
-2.4469e-01,-5.0142e-01,4.5021e+00,9.9642e-01,-1.6509e+01
-2.6035e-01,-4.9689e-01,4.5014e+00,5.6049e-01,-1.5241e+01
-2.5239e-01,-4.9892e-01,4.5012e+00,1.0293e+00,-1.6345e+01
-2.5545e-01,-4.9868e-01,4.5013e+00,2.4655e-01,-1.5931e+01
-2.6077e-01,-4.9714e-01,4.5010e+00,5.7759e-01,-1.6289e+01
-2.5698e-01,-4.9744e-01,4.5003e+00,1.1769e+00,-1.5554e+01
-2.5590e-01,-4.9862e-01,4.5011e+00,3.0504e-01,-1.5253e+01
-2.5292e-01,-4.9914e-01,4.5015e+00,3.0690e-01,-1.6323e+01
-2.6136e-01,-4.9696e-01,4.5009e+00,1.4548e-01,-1.4982e+01
-2.5402e-01,-4.9886e-01,4.5014e+00,2.0703e-01,-1.6565e+01
-2.5574e-01,-4.9748e-01,4.5013e+00,1.0775e+00,-1.6259e+01
-2.5327e-01,-4.9893e-01,4.5016e+00,2.3758e-01,-1.2778e+01
-2.4863e-01,-4.9873e-01,4.5008e+00,1.3035e+00,-1.6371e+01
-2.5498e-01,-4.9802e-01,4.5020e+00,1.0371e-01,-1.6487e+01
-2.5385e-01,-4.9917e-01,4.5011e+00,2.8046e-01,-1.6365e+01
-2.5231e-01,-4.9942e-01,4.5012e+00,8.8272e-01,-1.6311e+01
-2.5661e-01,-4.9825e-01,4.5011e+00,2.2267e-01,-1.5579e+01
-2.5685e-01,-4.9815e-01,4.5011e+00,6.1121e-01,-1.6217e+01
-2.4577e-01,-5.0082e-01,4.5023e+00,9.9371e-01,-1.6514e+01
-2.5013e-01,-4.9922e-01,4.5014e+00,1.0750e+00,-1.6038e+01
-2.5321e-01,-4.9902e-01,4.5016e+00,1.0894e-01,-1.5629e+01
-2.4545e-01,-5.0109e-01,4.5019e+00,9.9108e-01,-1.6138e+01
-2.5540e-01,-4.9791e-01,4.5020e+00,3.1305e-01,-1.4780e+01
-2.5721e-01,-4.9837e-01,4.5009e+00,2.1821e-01,-1.6008e+01
-2.5556e-01,-4.9857e-01,4.5011e+00,4.6824e-01,-1.6020e+01
-2.4719e-01,-5.0010e-01,4.5013e+00,1.1352e+00,-1.5816e+01
-2.5008e-01,-5.0022e-01,4.5015e+00,5.7728e-01,-1.5010e+01
-2.5166e-01,-4.9886e-01,4.5000e+00,1.2433e+00,-1.6579e+01
-2.5596e-01,-4.9537e-01,4.4989e+00,1.5125e+00,-1.6551e+01
-2.4860e-01,-4.9756e-01,4.4994e+00,1.5018e+00,-1.5883e+01
-2.5258e-01,-4.9952e-01,4.5012e+00,5.8141e-01,-1.6111e+01
-2.5242e-01,-4.9910e-01,4.5015e+00,9.6881e-01,-1.6522e+01
-2.6309e-01,-4.9645e-01,4.5009e+00,5.1042e-01,-1.6002e+01
-2.5408e-01,-4.9856e-01,4.5018e+00,2.5575e-01,-1.4302e+01
-2.5999e-01,-4.9724e-01,4.5012e+00,2.0613e-01,-1.6448e+01
-2.5112e-01,-4.9978e-01,4.5016e+00,5.5817e-01,-1.6146e+01
-2.6128e-01,-4.9726e-01,4.5006e+00,2.3423e-01,-1.4803e+01
-2.5556e-01,-4.9859e-01,4.5013e+00,3.4052e-01,-1.5960e+01
-2.5372e-01,-4.9745e-01,4.5003e+00,1.2982e+00,-1.5269e+01
-2.5430e-01,-4.9851e-01,4.5018e+00,1.7516e-01,-1.6591e+01
-2.4991e-01,-4.9975e-01,4.5020e+00,1.6764e-01,-1.4337e+01
-2.5477e-01,-4.9850e-01,4.5012e+00,9.0589e-01,-1.6491e+01
-2.4979e-01,-4.9997e-01,4.5015e+00,9.4175e-01,-1.6303e+01
-2.5161e-01,-4.9965e-01,4.5014e+00,2.2224e-01,-1.6179e+01
-2.5090e-01,-4.9961e-01,4.5011e+00,1.0015e+00,-1.5952e+01
-2.5552e-01,-4.9872e-01,4.5013e+00,2.1451e-01,-1.6340e+01
-2.4513e-01,-5.0133e-01,4.5019e+00,9.9862e-01,-1.6360e+01
-2.5415e-01,-4.9870e-01,4.5014e+00,5.4769e-01,-1.6414e+01
-2.5658e-01,-4.9817e-01,4.5013e+00,1.3258e-01,-1.6551e+01
-2.6293e-01,-4.9674e-01,4.5006e+00,2.3174e-01,-1.3886e+01
-2.6573e-01,-4.9589e-01,4.5006e+00,3.2324e-01,-1.6289e+01
-2.5424e-01,-4.9825e-01,4.5010e+00,1.0929e+00,-1.5428e+01
-2.5407e-01,-4.9853e-01,4.5018e+00,2.7421e-01,-1.4796e+01
-2.4916e-01,-5.0027e-01,4.5016e+00,8.6294e-01,-1.5827e+01
-2.5393e-01,-4.9855e-01,4.5012e+00,1.0029e+00,-1.6319e+01
-2.5828e-01,-4.9779e-01,4.5012e+00,1.5951e-01,-1.5053e+01
-2.5307e-01,-4.9945e-01,4.5013e+00,1.7956e-01,-1.6059e+01
-2.4401e-01,-5.0175e-01,4.5021e+00,9.9299e-01,-1.5813e+01
-2.6041e-01,-4.9754e-01,4.5006e+00,5.2081e-01,-1.6319e+01
-2.5131e-01,-4.9988e-01,4.5013e+00,1.6506e-01,-1.5894e+01
-2.5552e-01,-4.9840e-01,4.5015e+00,5.7310e-01,-1.4786e+01
-2.5166e-01,-4.9904e-01,4.5004e+00,1.1878e+00,-1.6470e+01
-2.4560e-01,-5.0062e-01,4.5010e+00,1.2323e+00,-1.5926e+01
-2.5913e-01,-4.9754e-01,4.5010e+00,5.0331e-01,-1.6059e+01
-2.5487e-01,-4.9810e-01,4.5019e+00,1.2289e-01,-1.5516e+01
-2.5522e-01,-4.9864e-01,4.5013e+00,3.4167e-01,-1.6171e+01
-2.5942e-01,-4.9784e-01,4.5006e+00,3.4078e-01,-1.5152e+01
-2.5749e-01,-4.9808e-01,4.5011e+00,4.5555e-01,-1.6124e+01
-2.5868e-01,-4.9797e-01,4.5009e+00,1.7066e-01,-1.5004e+01
-2.4896e-01,-5.0027e-01,4.5015e+00,9.4152e-01,-1.1704e+01
-2.5208e-01,-4.9938e-01,4.5014e+00,6.3253e-01,-1.6539e+01
-2.5321e-01,-4.9930e-01,4.5013e+00,4.8956e-01,-1.6552e+01
-2.5519e-01,-4.9850e-01,4.5015e+00,1.5283e-01,-1.4757e+01
-2.5599e-01,-4.9856e-01,4.5011e+00,4.7182e-01,-1.6578e+01
-2.5497e-01,-4.9877e-01,4.5012e+00,2.8873e-01,-1.6409e+01
-2.6155e-01,-4.9686e-01,4.5001e+00,1.0521e+00,-1.6121e+01
-2.5167e-01,-4.9956e-01,4.5015e+00,3.9876e-01,-1.6259e+01
-2.5450e-01,-4.9845e-01,4.5018e+00,2.1190e-01,-1.6583e+01
-2.5527e-01,-4.9874e-01,4.5012e+00,3.5334e-01,-1.6211e+01
-2.4999e-01,-4.9957e-01,4.5007e+00,1.1301e+00,-1.5682e+01
-2.5390e-01,-4.9820e-01,4.5016e+00,9.9456e-01,-1.4538e+01
-2.5559e-01,-4.9872e-01,4.5009e+00,4.4665e-01,-1.6501e+01
-2.5573e-01,-4.9841e-01,4.5014e+00,5.0262e-01,-1.6276e+01
-2.5875e-01,-4.9748e-01,4.5013e+00,6.0301e-01,-1.4975e+01
-2.5401e-01,-4.9850e-01,4.5019e+00,3.2296e-01,-1.5452e+01
-2.5347e-01,-4.9877e-01,4.5017e+00,2.3352e-01,-1.3534e+01
-2.5559e-01,-4.9847e-01,4.5013e+00,2.7563e-01,-1.5767e+01
-2.5057e-01,-4.9987e-01,4.5016e+00,5.8564e-01,-1.5156e+01
-2.5816e-01,-4.9788e-01,4.5010e+00,4.6392e-01,-1.5581e+01
-2.5288e-01,-4.9910e-01,4.5016e+00,2.9077e-01,-1.5845e+01
-2.5456e-01,-4.9905e-01,4.5011e+00,4.9545e-01,-1.6543e+01
-2.4177e-01,-5.0224e-01,4.5027e+00,9.5630e-01,-1.4740e+01
-2.7282e-01,-4.9337e-01,4.4997e+00,1.0756e+00,-1.5472e+01
-2.4806e-01,-4.9811e-01,4.4994e+00,1.4738e+00,-1.6429e+01
-2.5256e-01,-4.9878e-01,4.5010e+00,1.0393e+00,-1.6038e+01
-2.5851e-01,-4.9804e-01,4.5008e+00,4.6175e-01,-1.6301e+01
-2.5634e-01,-4.9856e-01,4.5006e+00,9.0201e-01,-1.6570e+01
-2.4801e-01,-4.9979e-01,4.5020e+00,1.0404e+00,-1.5597e+01
-2.4112e-01,-5.0181e-01,4.5022e+00,1.1898e+00,-1.6416e+01
-2.5161e-01,-4.9968e-01,4.5014e+00,1.6392e-01,-1.5736e+01
-2.5540e-01,-4.9876e-01,4.5010e+00,4.8919e-01,-1.6564e+01
-2.5582e-01,-4.9830e-01,4.5014e+00,3.0494e-01,-1.4948e+01
-2.5024e-01,-4.9974e-01,4.5017e+00,1.4473e-01,-1.6214e+01
-2.3751e-01,-5.0261e-01,4.5026e+00,1.2429e+00,-1.4753e+01
-2.5935e-01,-4.9668e-01,4.5009e+00,1.0820e+00,-1.6511e+01
-2.6369e-01,-4.9653e-01,4.5007e+00,1.4875e-01,-1.5984e+01
-2.6435e-01,-4.9600e-01,4.5009e+00,4.7521e-01,-1.6539e+01
-2.5308e-01,-4.9903e-01,4.5017e+00,3.4784e-01,-1.5642e+01
-2.5763e-01,-4.9749e-01,4.5011e+00,1.0021e+00,-1.6223e+01
-2.5253e-01,-4.9972e-01,4.5013e+00,3.7948e-01,-1.6556e+01
-2.5393e-01,-4.9923e-01,4.5012e+00,4.1464e-01,-1.6453e+01
-2.5802e-01,-4.9815e-01,4.5009e+00,1.9202e-01,-1.5391e+01
-2.5549e-01,-4.9865e-01,4.5013e+00,3.1458e-01,-1.5360e+01
-2.4376e-01,-5.0161e-01,4.5025e+00,9.3987e-01,-1.5550e+01
-2.5314e-01,-4.9943e-01,4.5012e+00,3.7145e-01,-1.4831e+01
-2.5823e-01,-4.9802e-01,4.5009e+00,3.6214e-01,-1.3543e+01
-2.5146e-01,-4.9986e-01,4.5013e+00,1.7008e-01,-1.6600e+01
-2.5911e-01,-4.9619e-01,4.4997e+00,1.2988e+00,-1.6215e+01
-2.5415e-01,-4.9923e-01,4.5009e+00,4.3962e-01,-1.5900e+01
-2.5344e-01,-4.9908e-01,4.5015e+00,2.8564e-01,-1.6360e+01
-2.5354e-01,-4.9905e-01,4.5014e+00,1.8387e-01,-1.6298e+01
-2.6125e-01,-4.9630e-01,4.5010e+00,1.0175e+00,-1.5322e+01
-2.5545e-01,-4.9857e-01,4.5012e+00,4.6842e-01,-1.4661e+01
-2.6108e-01,-4.9687e-01,4.5011e+00,5.2092e-01,-1.5719e+01
-2.5642e-01,-4.9772e-01,4.5008e+00,1.0736e+00,-1.6595e+01
-2.5231e-01,-4.9934e-01,4.5016e+00,1.4356e-01,-1.5092e+01
-2.5531e-01,-4.9788e-01,4.5020e+00,2.8117e-01,-1.5896e+01
-2.5297e-01,-4.9926e-01,4.5015e+00,1.3425e-01,-1.4630e+01
-2.6057e-01,-4.9577e-01,4.4998e+00,1.2870e+00,-1.6367e+01
-2.5364e-01,-4.9860e-01,4.5012e+00,1.0018e+00,-1.6266e+01
-2.6128e-01,-4.9710e-01,4.5008e+00,5.6090e-01,-1.5540e+01
-2.5441e-01,-4.9893e-01,4.5013e+00,6.1175e-01,-1.5859e+01
-2.5184e-01,-4.9969e-01,4.5014e+00,1.7157e-01,-1.6539e+01
-2.5692e-01,-4.9850e-01,4.5009e+00,2.5815e-01,-1.5452e+01
-2.5490e-01,-4.9887e-01,4.5011e+00,3.0798e-01,-1.5877e+01
-2.4630e-01,-5.0065e-01,4.5023e+00,9.9317e-01,-1.5807e+01
-2.5886e-01,-4.9687e-01,4.4999e+00,1.2118e+00,-1.5929e+01
-2.5519e-01,-4.9894e-01,4.5011e+00,3.4325e-01,-1.5259e+01
-2.5845e-01,-4.9790e-01,4.5010e+00,3.4241e-01,-1.6170e+01
-2.5243e-01,-4.9930e-01,4.5016e+00,3.9782e-01,-1.6155e+01
-2.5484e-01,-4.9802e-01,4.5021e+00,3.1411e-01,-1.6547e+01
-2.5580e-01,-4.9800e-01,4.5018e+00,2.7933e-01,-1.6283e+01
-2.5861e-01,-4.9783e-01,4.5010e+00,1.3738e-01,-1.3638e+01
-2.5079e-01,-4.9981e-01,4.5015e+00,3.5627e-01,-1.5238e+01
-2.5560e-01,-4.9832e-01,4.5016e+00,1.6707e-01,-1.5529e+01
-2.5769e-01,-4.9850e-01,4.5006e+00,1.2661e-01,-1.5377e+01
-2.5133e-01,-4.9883e-01,4.5001e+00,1.2404e+00,-1.5438e+01
-2.6441e-01,-4.9595e-01,4.5009e+00,5.5359e-01,-1.6256e+01
-2.5121e-01,-4.9939e-01,4.5017e+00,5.7979e-01,-1.5975e+01
-2.5244e-01,-4.9957e-01,4.5013e+00,1.3961e-01,-1.6099e+01
-2.5287e-01,-4.9912e-01,4.5014e+00,3.6849e-01,-1.5980e+01
-2.5778e-01,-4.9830e-01,4.5007e+00,2.5351e-01,-1.5169e+01
-2.5818e-01,-4.9798e-01,4.5009e+00,2.2104e-01,-1.4819e+01
-2.5799e-01,-4.9804e-01,4.5009e+00,1.0787e-01,-1.5269e+01
-2.5298e-01,-4.9911e-01,4.5016e+00,1.4105e-01,-1.5899e+01
-2.5339e-01,-4.9890e-01,4.5016e+00,1.4557e-01,-1.5834e+01
-2.5315e-01,-4.9909e-01,4.5016e+00,2.7252e-01,-1.5553e+01
-2.6117e-01,-4.9726e-01,4.5006e+00,1.8342e-01,-1.6055e+01
-2.5572e-01,-4.9862e-01,4.5012e+00,2.6136e-01,-1.4758e+01
-2.5641e-01,-4.9730e-01,4.4999e+00,1.2524e+00,-1.4512e+01
-2.5462e-01,-4.9857e-01,4.5016e+00,3.2460e-01,-1.6375e+01
-2.5459e-01,-4.9819e-01,4.5020e+00,2.2163e-01,-1.6208e+01
-2.5405e-01,-4.9858e-01,4.5017e+00,2.0261e-01,-1.5023e+01
-2.5608e-01,-4.9864e-01,4.5011e+00,3.7478e-01,-1.3484e+01
-2.6432e-01,-4.9600e-01,4.5010e+00,5.5507e-01,-1.5493e+01
-2.5327e-01,-4.9906e-01,4.5016e+00,3.4463e-01,-1.5600e+01
-2.4898e-01,-4.9919e-01,4.5005e+00,1.2792e+00,-1.6464e+01
-2.5662e-01,-4.9827e-01,4.5012e+00,2.9912e-01,-1.6569e+01
-2.5312e-01,-4.9906e-01,4.5015e+00,3.8267e-01,-1.5983e+01
-2.6118e-01,-4.9740e-01,4.5006e+00,3.1922e-01,-1.5687e+01
-2.5731e-01,-4.9845e-01,4.5008e+00,2.3378e-01,-1.6545e+01
-2.5590e-01,-4.9869e-01,4.5010e+00,4.9719e-01,-1.4480e+01
