nlive,niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_mean,logdust_med,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,logSFH5,dmod
2.0000e+03,1.0000e+00,1.0000e+00,3.3223e-01,-2.7902e+06,-2.7903e+06,-3.3278e-03,-inf,1.4594e-01,6.4000e+00,inf,6.5321e+00,-2.4481e-01,-2.9604e+00,-1.8895e+00,2.9712e+00,5.4038e+00,1.3785e+00,1.6521e-01,-3.5931e-01,2.4572e+01
2.0000e+03,2.0000e+00,1.0000e+00,6.6225e-01,-2.7430e+06,-2.7430e+06,-6.6556e-03,-inf,1.4597e-01,6.4031e+00,inf,1.2455e+01,-1.0106e+00,-2.0075e+00,-4.2524e+00,-3.9341e+00,5.2113e+00,-3.5757e+00,2.8184e+00,2.3412e+00,2.4789e+01
2.0000e+03,3.0000e+00,1.0000e+00,9.9010e-01,-2.6770e+06,-2.6770e+06,-9.9834e-03,-inf,1.4602e-01,6.4074e+00,inf,1.8636e+01,-6.3300e-01,-1.9116e+00,-1.4583e+00,3.4287e+00,3.7964e+00,5.3858e+00,5.0043e+00,1.5054e+00,2.4970e+01
2.0000e+03,4.0000e+00,1.0000e+00,1.3158e+00,-2.6727e+06,-2.6727e+06,-1.3311e-02,-inf,1.4606e-01,6.4105e+00,inf,2.2890e+01,-9.8424e-01,-2.2950e-01,-2.6585e+00,-6.3196e+00,5.4353e+00,4.3789e+00,3.7692e+00,1.3585e+00,2.5694e+01
2.0000e+03,5.0000e+00,1.0000e+00,1.6393e+00,-2.6577e+06,-2.6577e+06,-1.6639e-02,-inf,1.4609e-01,6.4136e+00,inf,2.8959e+01,8.7841e-02,-7.2493e-01,-7.2652e+00,-4.5611e+00,5.3149e+00,-9.2694e-01,2.1732e+00,2.0551e+00,2.5607e+01
2.0000e+03,6.0000e+00,1.0000e+00,1.9608e+00,-2.6409e+06,-2.6409e+06,-1.9967e-02,-inf,1.4613e-01,6.4167e+00,inf,3.5198e+01,-2.6414e+00,-1.2585e+00,4.6422e+00,-3.1010e+00,1.7492e+00,-3.8921e+00,-1.3283e+00,-1.6914e-01,2.5404e+01
2.0000e+03,7.0000e+00,1.0000e+00,2.2801e+00,-2.6373e+06,-2.6373e+06,-2.3295e-02,-inf,1.4616e-01,6.4198e+00,inf,4.1570e+01,-8.4839e-01,-7.2282e-01,4.5391e+00,-6.0407e+00,2.8731e+00,-4.1313e+00,6.9035e-01,4.6298e+00,2.5228e+01
2.0000e+03,8.0000e+00,1.0000e+00,2.5974e+00,-2.6342e+06,-2.6343e+06,-2.6622e-02,-inf,1.4621e-01,6.4241e+00,inf,4.8028e+01,-1.5949e+00,-3.2095e+00,3.8906e+00,4.9771e+00,-3.9340e-01,3.5356e+00,7.4709e-01,5.5236e-01,2.5811e+01
2.0000e+03,9.0000e+00,1.0000e+00,2.9126e+00,-2.6276e+06,-2.6276e+06,-2.9950e-02,-inf,1.4625e-01,6.4272e+00,inf,5.3805e+01,-3.0484e+00,-2.9366e+00,-4.5651e-01,-5.6930e+00,3.9171e+00,5.6224e+00,3.6299e+00,3.2464e+00,2.6110e+01
2.0000e+03,1.0000e+01,1.0000e+00,3.2258e+00,-2.6247e+06,-2.6247e+06,-3.3278e-02,-inf,1.4628e-01,6.4303e+00,inf,5.8213e+01,-1.0735e+00,-2.4900e+00,-7.6315e+00,3.3256e+00,-7.2280e+00,5.2935e+00,4.5745e-01,1.3513e+00,2.5258e+01
2.0000e+03,1.1000e+01,2.0000e+00,3.5256e+00,-2.6233e+06,-2.6233e+06,-3.6606e-02,-inf,1.4632e-01,6.4334e+00,inf,7.0961e+01,-2.1894e+00,-2.5761e+00,-5.9415e+00,1.8535e+00,4.7677e+00,-1.1871e-01,2.7841e+00,9.7292e-01,2.5219e+01
2.0000e+03,1.2000e+01,1.0000e+00,3.8339e+00,-2.6153e+06,-2.6153e+06,-3.9933e-02,-inf,1.4635e-01,6.4365e+00,inf,7.7268e+01,-2.7858e+00,-1.7590e+00,-1.4764e+00,4.3319e+00,-3.3596e+00,-4.8013e+00,4.7680e+00,4.0398e+00,2.4643e+01
2.0000e+03,1.3000e+01,1.0000e+00,4.1401e+00,-2.6136e+06,-2.6136e+06,-4.3261e-02,-inf,1.4640e-01,6.4408e+00,inf,8.3157e+01,-5.1142e-01,-1.8180e+00,-6.9914e+00,-2.9819e+00,4.5900e+00,1.8699e+00,1.0953e+00,2.3044e+00,2.4731e+01
2.0000e+03,1.4000e+01,1.0000e+00,4.4444e+00,-2.5857e+06,-2.5857e+06,-4.6589e-02,-inf,1.4644e-01,6.4439e+00,inf,8.7551e+01,-2.6231e+00,-3.4496e-01,2.9986e+00,-6.6755e+00,5.1490e+00,2.8091e+00,4.5545e+00,-8.9080e-01,2.6102e+01
2.0000e+03,1.5000e+01,1.0000e+00,4.7468e+00,-2.5748e+06,-2.5748e+06,-4.9917e-02,-inf,1.4647e-01,6.4470e+00,inf,9.3980e+01,-1.4730e+00,-1.6194e+00,-2.3172e+00,4.8580e+00,-2.7037e+00,-5.7867e+00,4.5908e+00,4.1375e+00,2.6473e+01
2.0000e+03,1.6000e+01,1.0000e+00,5.0473e+00,-2.5746e+06,-2.5746e+06,-5.3245e-02,-inf,1.4651e-01,6.4501e+00,inf,9.8737e+01,-2.6960e+00,-9.7520e-01,-1.6642e+00,4.4273e+00,-1.3056e+00,-1.0702e-01,1.9134e+00,3.8121e+00,2.4818e+01
2.0000e+03,1.7000e+01,1.0000e+00,5.3459e+00,-2.5694e+06,-2.5694e+06,-5.6572e-02,-inf,1.4654e-01,6.4532e+00,inf,1.0442e+02,-2.5611e+00,-2.8365e+00,4.5269e+00,-5.2114e+00,4.6870e+00,-7.1672e-01,2.4798e+00,2.7782e+00,2.6698e+01
2.0000e+03,1.8000e+01,1.0000e+00,5.6426e+00,-2.5605e+06,-2.5605e+06,-5.9900e-02,-inf,1.4658e-01,6.4563e+00,inf,1.1081e+02,5.5810e-03,6.0970e-01,4.4898e+00,3.4792e+00,6.2049e-01,4.8516e+00,3.2201e+00,3.1951e+00,2.4728e+01
2.0000e+03,1.9000e+01,1.0000e+00,5.9375e+00,-2.5561e+06,-2.5561e+06,-6.3228e-02,-inf,1.4663e-01,6.4606e+00,inf,1.1550e+02,7.1825e-01,-1.1136e+00,-2.8031e+00,-8.1233e+00,3.3687e-01,5.2492e+00,4.9085e+00,4.4790e+00,2.5534e+01
