logfeh_mean,logdust_med,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
-2.7065e-01,-4.9533e-01,-2.6398e-01,8.5095e-01,1.1753e+00,1.0732e+00,1.9383e+00,2.6077e+01,-1.1182e+03
-2.8273e-01,-4.5752e-01,-3.8941e-01,8.1493e-01,1.1235e+00,1.4475e+00,1.7713e+00,2.5965e+01,-1.1080e+03
-3.0007e-01,-4.5215e-01,-2.3214e-01,7.3378e-01,1.2406e+00,1.4063e+00,1.7516e+00,2.5986e+01,-1.1171e+03
-1.6680e-01,-5.5437e-01,-2.7567e-01,8.1487e-01,1.1325e+00,1.6656e+00,1.6357e+00,2.6092e+01,-1.1206e+03
-1.6632e-01,-5.8428e-01,-4.9035e-01,7.9551e-01,1.1453e+00,1.5241e+00,1.6674e+00,2.5974e+01,-1.1179e+03
-1.4128e-01,-5.4499e-01,-4.0946e-01,8.0966e-01,1.1500e+00,1.7082e+00,1.4170e+00,2.6022e+01,-1.1206e+03
-1.3798e-01,-4.9474e-01,-7.4708e-01,8.5367e-01,1.1650e+00,1.6783e+00,1.3978e+00,2.5980e+01,-1.1146e+03
-2.8168e-01,-5.3342e-01,-1.7360e-01,7.0623e-01,1.1852e+00,1.4351e+00,1.7621e+00,2.5997e+01,-1.1209e+03
-3.0648e-01,-4.4727e-01,-2.6147e-01,8.1701e-01,1.1452e+00,1.4563e+00,1.8132e+00,2.6040e+01,-1.1153e+03
-1.2213e-01,-5.2295e-01,-3.0323e-01,7.7047e-01,1.1457e+00,1.7594e+00,1.2979e+00,2.6006e+01,-1.1185e+03
-2.4645e-01,-4.5306e-01,-3.4697e-01,8.2249e-01,1.2038e+00,1.4047e+00,1.7717e+00,2.6010e+01,-1.1217e+03
-1.9777e-01,-5.7505e-01,-4.9511e-01,7.9388e-01,1.1545e+00,1.3779e+00,1.8030e+00,2.5998e+01,-1.1134e+03
-2.6032e-01,-4.8365e-01,-2.5097e-01,7.8327e-01,1.1637e+00,1.5817e+00,1.6672e+00,2.6041e+01,-1.1083e+03
-2.5048e-01,-5.4299e-01,-2.2458e-01,7.8751e-01,1.1639e+00,1.2401e+00,1.8792e+00,2.6028e+01,-1.1005e+03
-3.0575e-01,-5.3112e-01,-2.5625e-01,7.6753e-01,1.1710e+00,1.0281e+00,1.9161e+00,2.6003e+01,-1.1148e+03
-1.4623e-01,-6.3878e-01,-6.6297e-01,8.0645e-01,1.2140e+00,1.0774e+00,1.8605e+00,2.5989e+01,-1.1045e+03
-1.5788e-01,-5.0267e-01,-5.3907e-01,8.2369e-01,1.1331e+00,1.7114e+00,1.3598e+00,2.5977e+01,-1.1216e+03
-3.6272e-01,-4.3743e-01,3.7081e-02,7.3625e-01,1.2323e+00,1.1870e+00,1.9652e+00,2.6156e+01,-1.1219e+03
-2.3769e-01,-4.7901e-01,-2.0731e-01,7.6509e-01,1.1336e+00,1.6312e+00,1.6162e+00,2.6001e+01,-1.1115e+03
-6.5410e-02,-5.0278e-01,-4.4362e-01,8.0381e-01,1.2639e+00,1.6909e+00,1.2283e+00,2.5978e+01,-1.1163e+03
-2.2256e-01,-4.7485e-01,-2.6636e-01,8.4987e-01,1.0993e+00,1.6934e+00,1.6015e+00,2.6073e+01,-1.1022e+03
-3.3501e-01,-5.2042e-01,-9.1164e-02,6.5277e-01,1.2105e+00,1.2964e+00,1.8430e+00,2.6026e+01,-1.1213e+03
-2.5344e-01,-5.1319e-01,-3.0224e-01,8.0014e-01,1.0591e+00,1.6072e+00,1.6916e+00,2.6010e+01,-1.1171e+03
-8.2530e-02,-5.3799e-01,-4.9183e-01,7.9545e-01,1.2272e+00,1.6538e+00,1.3961e+00,2.5980e+01,-1.1067e+03
-3.0013e-01,-4.7792e-01,-2.2683e-01,7.5283e-01,1.2414e+00,1.0903e+00,1.8708e+00,2.6000e+01,-1.1190e+03
-2.7335e-01,-5.1770e-01,-1.9068e-01,7.1871e-01,1.1568e+00,1.4904e+00,1.7446e+00,2.5998e+01,-1.1117e+03
-1.9227e-01,-5.2678e-01,-3.8868e-01,7.9121e-01,1.1384e+00,1.6048e+00,1.6300e+00,2.6009e+01,-1.1131e+03
-1.3317e-01,-4.9693e-01,-3.2446e-01,8.3674e-01,1.1691e+00,1.7111e+00,1.4361e+00,2.6045e+01,-1.1081e+03
-2.8425e-01,-4.9171e-01,-2.2165e-01,6.9836e-01,1.1112e+00,1.6085e+00,1.6129e+00,2.5941e+01,-1.1211e+03
-1.5669e-01,-5.3460e-01,-5.2735e-01,8.3291e-01,1.1067e+00,1.7013e+00,1.4723e+00,2.6014e+01,-1.1085e+03
-1.0013e-01,-4.6306e-01,-6.1858e-01,8.7038e-01,1.2804e+00,1.6049e+00,1.4393e+00,2.6005e+01,-1.1220e+03
-1.2531e-01,-5.7230e-01,-4.9202e-01,7.7517e-01,1.2560e+00,1.3485e+00,1.6938e+00,2.5942e+01,-1.1203e+03
-2.4893e-01,-5.5584e-01,-3.6690e-01,8.0935e-01,1.2188e+00,1.1249e+00,1.8957e+00,2.6061e+01,-1.1216e+03
-1.0213e-01,-5.2990e-01,-6.0669e-01,8.2072e-01,1.2549e+00,1.6694e+00,1.3367e+00,2.6013e+01,-1.1220e+03
-2.8875e-01,-4.9021e-01,-2.4532e-01,7.7473e-01,1.2400e+00,1.1491e+00,1.8869e+00,2.6045e+01,-1.1128e+03
-2.0618e-01,-4.6503e-01,-3.7423e-01,8.4016e-01,1.0104e+00,1.7943e+00,1.3149e+00,2.6002e+01,-1.1219e+03
-2.4606e-01,-5.7221e-01,-1.0046e-01,7.2239e-01,1.1870e+00,1.2331e+00,1.8785e+00,2.6034e+01,-1.1202e+03
-2.4100e-01,-5.2991e-01,-2.9386e-01,8.1642e-01,1.2773e+00,8.7677e-01,1.9214e+00,2.6079e+01,-1.1194e+03
-2.9489e-01,-4.7524e-01,-2.5394e-01,7.8634e-01,1.1969e+00,1.1518e+00,1.8630e+00,2.5975e+01,-1.0942e+03
-2.6438e-01,-4.9003e-01,-3.5943e-01,7.6638e-01,1.1426e+00,1.5134e+00,1.6654e+00,2.5945e+01,-1.1185e+03
-1.9623e-01,-5.9464e-01,-3.3265e-01,7.8341e-01,1.1931e+00,1.1990e+00,1.8762e+00,2.6018e+01,-1.1131e+03
-1.6110e-01,-5.8216e-01,-4.0350e-01,8.1377e-01,1.1921e+00,1.1395e+00,1.8691e+00,2.5993e+01,-1.1170e+03
-1.5234e-01,-6.1193e-01,-3.8062e-01,7.8968e-01,1.2469e+00,1.0155e+00,1.8852e+00,2.6018e+01,-1.1155e+03
-2.7893e-01,-4.5176e-01,-2.5313e-01,8.6259e-01,1.2078e+00,1.2246e+00,1.9023e+00,2.6087e+01,-1.1129e+03
-2.3624e-01,-5.3690e-01,-2.5653e-01,8.3021e-01,1.2510e+00,7.1670e-01,1.9726e+00,2.6116e+01,-1.1104e+03
-2.9633e-01,-5.4062e-01,-2.7093e-01,7.8391e-01,1.1546e+00,1.0606e+00,1.9287e+00,2.6027e+01,-1.1059e+03
-2.1173e-01,-4.7819e-01,-4.2694e-01,8.1341e-01,1.1085e+00,1.6362e+00,1.5484e+00,2.5954e+01,-1.1189e+03
-2.7336e-01,-5.6910e-01,-1.4511e-01,7.5169e-01,1.2543e+00,1.0397e+00,1.9401e+00,2.6123e+01,-1.1208e+03
-2.5994e-01,-4.7479e-01,-4.5075e-02,7.7191e-01,1.2168e+00,1.4663e+00,1.8114e+00,2.6102e+01,-1.1157e+03
-1.1506e-01,-5.2271e-01,-7.4187e-01,8.6366e-01,1.2532e+00,1.5453e+00,1.5947e+00,2.6024e+01,-1.1198e+03
-2.9609e-01,-4.5339e-01,-1.8169e-01,7.9184e-01,1.2019e+00,1.3425e+00,1.8339e+00,2.6027e+01,-1.1214e+03
-2.0365e-01,-4.7397e-01,-2.4862e-01,7.7332e-01,1.1493e+00,1.7038e+00,1.4068e+00,2.5978e+01,-1.1194e+03
-2.7855e-01,-4.3420e-01,-1.3382e-01,7.6679e-01,1.1858e+00,1.6300e+00,1.6150e+00,2.6044e+01,-1.1131e+03
-2.5063e-01,-5.1584e-01,-2.8462e-01,8.4593e-01,1.1984e+00,1.3034e+00,1.8925e+00,2.6120e+01,-1.1117e+03
-2.7974e-01,-5.0874e-01,-9.8904e-02,6.9058e-01,1.1573e+00,1.5153e+00,1.7474e+00,2.6008e+01,-1.1190e+03
-1.0843e-01,-6.0085e-01,-4.3140e-01,7.4790e-01,1.2375e+00,1.4462e+00,1.6748e+00,2.5967e+01,-1.1149e+03
-2.1038e-01,-4.2268e-01,-1.9341e-01,7.9544e-01,1.1288e+00,1.8411e+00,6.9977e-01,2.6027e+01,-1.1170e+03
-1.4893e-01,-5.1241e-01,-2.7335e-01,7.4797e-01,1.2033e+00,1.6871e+00,1.3698e+00,2.5992e+01,-1.1125e+03
