logfeh_mean,logdust_med,logNpix,tau,logl
-4.9182e-01,-1.2604e-01,2.7119e+00,3.6228e+00,-3.4939e+03
-4.9211e-01,-1.1165e-01,2.7150e+00,3.6203e+00,-3.5028e+03
-4.9084e-01,-1.3381e-01,2.7118e+00,3.6365e+00,-3.5183e+03
-4.9069e-01,-1.2415e-01,2.7118e+00,3.6511e+00,-3.5198e+03
-4.8718e-01,-1.4804e-01,2.7117e+00,3.5609e+00,-3.5270e+03
-4.9194e-01,-1.2080e-01,2.7136e+00,3.5912e+00,-3.5164e+03
-4.8735e-01,-1.7432e-01,2.6972e+00,3.7078e+00,-3.5312e+03
-4.8689e-01,-1.2766e-01,2.7119e+00,3.5510e+00,-3.5295e+03
-4.9398e-01,-1.2404e-01,2.7120e+00,3.6307e+00,-3.5049e+03
-4.8871e-01,-1.5208e-01,2.7048e+00,3.6473e+00,-3.5293e+03
-4.9853e-01,-1.4342e-01,2.7086e+00,3.5507e+00,-3.5180e+03
-4.9046e-01,-1.1857e-01,2.7126e+00,3.6355e+00,-3.4987e+03
-4.8827e-01,-1.4213e-01,2.7068e+00,3.6683e+00,-3.5050e+03
-4.8898e-01,-1.5234e-01,2.7086e+00,3.5654e+00,-3.5209e+03
-5.0000e-01,-5.2526e-02,2.7430e+00,3.2994e+00,-3.5282e+03
-4.9922e-01,-4.7900e-02,2.7414e+00,3.2668e+00,-3.5009e+03
-4.8579e-01,-1.2514e-01,2.7127e+00,3.5842e+00,-3.5077e+03
-4.8795e-01,-1.6109e-01,2.7055e+00,3.5603e+00,-3.5229e+03
-4.8614e-01,-1.3789e-01,2.7122e+00,3.5448e+00,-3.5135e+03
-4.8640e-01,-1.4622e-01,2.7123e+00,3.5399e+00,-3.5240e+03
-4.8886e-01,-1.5045e-01,2.7079e+00,3.6232e+00,-3.5313e+03
-4.8858e-01,-1.4058e-01,2.7085e+00,3.5559e+00,-3.5096e+03
-4.9046e-01,-1.2725e-01,2.7121e+00,3.6433e+00,-3.5173e+03
-4.8637e-01,-1.4600e-01,2.7104e+00,3.5669e+00,-3.5210e+03
-4.9944e-01,-6.1835e-02,2.7401e+00,3.2991e+00,-3.5246e+03
-4.8424e-01,-1.3218e-01,2.7130e+00,3.6515e+00,-3.5006e+03
-4.8733e-01,-1.4065e-01,2.7118e+00,3.5432e+00,-3.5312e+03
-4.8714e-01,-1.4905e-01,2.7070e+00,3.6477e+00,-3.5296e+03
-4.8765e-01,-1.4132e-01,2.7082e+00,3.6574e+00,-3.5146e+03
-4.9993e-01,-6.6147e-02,2.7378e+00,3.3393e+00,-3.5271e+03
-4.8730e-01,-1.3494e-01,2.7127e+00,3.5432e+00,-3.5321e+03
-4.9989e-01,-6.4466e-02,2.7407e+00,3.3104e+00,-3.5209e+03
-4.8607e-01,-1.4296e-01,2.7114e+00,3.5468e+00,-3.5269e+03
-4.9243e-01,-1.2105e-01,2.7146e+00,3.5897e+00,-3.5181e+03
-4.9039e-01,-1.2621e-01,2.7142e+00,3.6321e+00,-3.5121e+03
-4.8401e-01,-1.6361e-01,2.7046e+00,3.6033e+00,-3.5309e+03
-4.8741e-01,-1.3666e-01,2.7097e+00,3.6810e+00,-3.5296e+03
-4.9350e-01,-1.2477e-01,2.7131e+00,3.6421e+00,-3.5268e+03
-4.7544e-01,-1.7103e-03,2.7626e+00,3.1207e+00,-3.5244e+03
-4.9026e-01,-1.1679e-01,2.7122e+00,3.6380e+00,-3.5253e+03
-4.9421e-01,-1.2847e-01,2.7142e+00,3.5825e+00,-3.5324e+03
-4.9321e-01,-1.2245e-01,2.7127e+00,3.5968e+00,-3.5309e+03
-4.9319e-01,-1.1834e-01,2.7129e+00,3.6616e+00,-3.5225e+03
-4.8694e-01,-1.3279e-01,2.7130e+00,3.5514e+00,-3.5305e+03
-4.9167e-01,-1.2827e-01,2.7115e+00,3.6339e+00,-3.5318e+03
-4.8473e-01,-1.3982e-01,2.7110e+00,3.5855e+00,-3.5315e+03
-4.9966e-01,-5.9329e-02,2.7421e+00,3.2637e+00,-3.5078e+03
-4.8928e-01,-1.2845e-01,2.7108e+00,3.6850e+00,-3.5302e+03
-4.9168e-01,-1.2363e-01,2.7131e+00,3.6455e+00,-3.5200e+03
-4.9069e-01,-1.1598e-01,2.7117e+00,3.6339e+00,-3.5171e+03
-4.9186e-01,-1.1318e-01,2.7162e+00,3.6288e+00,-3.5191e+03
-4.8588e-01,-1.3417e-01,2.7110e+00,3.5619e+00,-3.5302e+03
-4.9316e-01,-1.1920e-01,2.7127e+00,3.6523e+00,-3.5004e+03
-4.8798e-01,-1.5987e-01,2.7032e+00,3.5758e+00,-3.5260e+03
-4.9264e-01,-1.1448e-01,2.7144e+00,3.6292e+00,-3.5255e+03
-4.8310e-01,-1.2933e-01,2.7140e+00,3.6508e+00,-3.5287e+03
-4.9685e-01,-1.2589e-01,2.7113e+00,3.5747e+00,-3.5322e+03
-4.8668e-01,-1.3297e-01,2.7122e+00,3.5494e+00,-3.5201e+03
-4.8873e-01,-1.3466e-01,2.7102e+00,3.6205e+00,-3.5150e+03
-4.9267e-01,-1.2164e-01,2.7141e+00,3.6149e+00,-3.5264e+03
-4.8802e-01,-1.5634e-01,2.7078e+00,3.5557e+00,-3.5266e+03
-4.9047e-01,-1.2385e-01,2.7124e+00,3.6498e+00,-3.5324e+03
-4.9279e-01,-1.1243e-01,2.7153e+00,3.6495e+00,-3.5075e+03
-4.9130e-01,-1.2218e-01,2.7146e+00,3.6395e+00,-3.5198e+03
-4.9243e-01,-1.0740e-01,2.7152e+00,3.6600e+00,-3.5080e+03
-4.8499e-01,-1.3842e-01,2.7095e+00,3.5767e+00,-3.5234e+03
-4.9216e-01,-1.1594e-01,2.7148e+00,3.6225e+00,-3.5157e+03
-4.9918e-01,-5.2537e-02,2.7417e+00,3.2819e+00,-3.5062e+03
-4.8646e-01,-1.3453e-01,2.7122e+00,3.5383e+00,-3.5319e+03
-4.9345e-01,-1.1481e-01,2.7142e+00,3.6335e+00,-3.5211e+03
-4.8920e-01,-1.4094e-01,2.7073e+00,3.6970e+00,-3.5326e+03
-4.8516e-01,-1.1688e-01,2.7133e+00,3.6666e+00,-3.5254e+03
-4.8714e-01,-1.5743e-01,2.7042e+00,3.6285e+00,-3.5235e+03
-4.9093e-01,-1.2423e-01,2.7122e+00,3.6651e+00,-3.5252e+03
-4.8596e-01,-1.6867e-01,2.7032e+00,3.6192e+00,-3.5298e+03
-4.8358e-01,-1.1775e-01,2.7148e+00,3.6247e+00,-3.5283e+03
-4.8519e-01,-1.2359e-01,2.7104e+00,3.6806e+00,-3.5226e+03
-4.9994e-01,-5.4176e-02,2.7401e+00,3.2718e+00,-3.5268e+03
-4.9294e-01,-1.1567e-01,2.7147e+00,3.6456e+00,-3.5123e+03
-4.9011e-01,-1.2594e-01,2.7124e+00,3.6458e+00,-3.5040e+03
-4.8683e-01,-1.4588e-01,2.7104e+00,3.5544e+00,-3.5305e+03
-4.8558e-01,-1.3536e-01,2.7125e+00,3.5593e+00,-3.5308e+03
-4.8786e-01,-1.4337e-01,2.7066e+00,3.6567e+00,-3.5221e+03
-4.8508e-01,-1.1403e-01,2.7132e+00,3.6762e+00,-3.5315e+03
-4.9133e-01,-1.1466e-01,2.7138e+00,3.6239e+00,-3.5273e+03
-4.8527e-01,-1.4074e-01,2.7130e+00,3.5574e+00,-3.5303e+03
-4.9237e-01,-1.2314e-01,2.7154e+00,3.6596e+00,-3.5312e+03
-4.9178e-01,-1.2199e-01,2.7158e+00,3.6250e+00,-3.5279e+03
-4.8786e-01,-1.6929e-01,2.6980e+00,3.7114e+00,-3.5206e+03
-4.8543e-01,-1.3418e-01,2.7113e+00,3.5794e+00,-3.5199e+03
-4.9123e-01,-1.2517e-01,2.7115e+00,3.6190e+00,-3.5265e+03
-4.8673e-01,-1.4717e-01,2.7112e+00,3.5486e+00,-3.5211e+03
-4.8724e-01,-1.3787e-01,2.7122e+00,3.5456e+00,-3.5318e+03
-4.8679e-01,-1.4851e-01,2.7045e+00,3.6418e+00,-3.5214e+03
-4.9261e-01,-1.0780e-01,2.7153e+00,3.6447e+00,-3.5250e+03
-4.8622e-01,-1.3625e-01,2.7134e+00,3.5697e+00,-3.5102e+03
-4.8891e-01,-1.3344e-01,2.7074e+00,3.7145e+00,-3.5149e+03
-4.8482e-01,-1.4014e-01,2.7094e+00,3.5660e+00,-3.4991e+03
-4.9305e-01,-1.2480e-01,2.7138e+00,3.6460e+00,-3.5246e+03
-4.8534e-01,-1.5220e-01,2.7031e+00,3.7092e+00,-3.5286e+03
-4.9095e-01,-1.2563e-01,2.7129e+00,3.6475e+00,-3.5316e+03
-4.8829e-01,-1.5020e-01,2.7085e+00,3.5606e+00,-3.5287e+03
-4.9899e-01,-5.5556e-02,2.7416e+00,3.2732e+00,-3.5278e+03
-4.8706e-01,-1.5332e-01,2.7067e+00,3.6210e+00,-3.5262e+03
-4.8734e-01,-1.4152e-01,2.7118e+00,3.5471e+00,-3.5299e+03
-4.8491e-01,-1.0400e-01,2.7139e+00,3.6638e+00,-3.5215e+03
-4.9300e-01,-1.1664e-01,2.7140e+00,3.6725e+00,-3.5073e+03
-4.8796e-01,-1.4938e-01,2.7082e+00,3.6312e+00,-3.5217e+03
-4.9046e-01,-1.2624e-01,2.7112e+00,3.6298e+00,-3.5267e+03
-4.8734e-01,-1.4759e-01,2.7064e+00,3.6328e+00,-3.5287e+03
-4.9267e-01,-9.9889e-02,2.7141e+00,3.6623e+00,-3.5314e+03
-4.8707e-01,-1.5567e-01,2.7061e+00,3.6543e+00,-3.5286e+03
-4.9212e-01,-1.1240e-01,2.7150e+00,3.6270e+00,-3.5290e+03
-4.9240e-01,-1.1451e-01,2.7166e+00,3.6377e+00,-3.5261e+03
-4.8734e-01,-1.6088e-01,2.7051e+00,3.6114e+00,-3.5306e+03
-4.8817e-01,-1.5298e-01,2.7093e+00,3.5743e+00,-3.5325e+03
-4.8375e-01,-1.1268e-01,2.7138e+00,3.6511e+00,-3.5322e+03
-4.8810e-01,-1.4649e-01,2.7088e+00,3.6469e+00,-3.4969e+03
-4.9920e-01,-5.3882e-02,2.7421e+00,3.3093e+00,-3.5324e+03
-4.9315e-01,-1.2053e-01,2.7130e+00,3.6008e+00,-3.5299e+03
-4.9936e-01,-5.9394e-02,2.7400e+00,3.2745e+00,-3.5144e+03
-4.8713e-01,-1.4119e-01,2.7065e+00,3.6515e+00,-3.5129e+03
-4.9039e-01,-1.1458e-01,2.7139e+00,3.6293e+00,-3.5132e+03
-4.8806e-01,-1.4508e-01,2.7068e+00,3.6267e+00,-3.5315e+03
-4.8709e-01,-1.2703e-01,2.7120e+00,3.6145e+00,-3.5306e+03
-4.8979e-01,-1.3436e-01,2.7125e+00,3.6213e+00,-3.5285e+03
-4.9327e-01,-1.2145e-01,2.7136e+00,3.6307e+00,-3.5163e+03
-4.9735e-01,-1.2433e-01,2.7129e+00,3.5674e+00,-3.5309e+03
-4.9284e-01,-1.3103e-01,2.7132e+00,3.6498e+00,-3.5294e+03
-4.8648e-01,-1.4031e-01,2.7110e+00,3.5424e+00,-3.5324e+03
-4.9990e-01,-5.2175e-02,2.7392e+00,3.2806e+00,-3.5196e+03
-4.8853e-01,-1.4981e-01,2.7083e+00,3.5699e+00,-3.5295e+03
-4.9976e-01,-5.8943e-02,2.7392e+00,3.2601e+00,-3.5149e+03
-4.9171e-01,-1.2851e-01,2.7120e+00,3.6359e+00,-3.5031e+03
-4.9405e-01,-1.2732e-01,2.7123e+00,3.6446e+00,-3.5242e+03
-4.8713e-01,-1.5084e-01,2.7068e+00,3.6685e+00,-3.5185e+03
-4.8599e-01,-1.2453e-01,2.7134e+00,3.5574e+00,-3.5280e+03
-4.9193e-01,-1.2209e-01,2.7144e+00,3.6187e+00,-3.5321e+03
-4.8724e-01,-1.3517e-01,2.7121e+00,3.5506e+00,-3.5193e+03
-4.8832e-01,-1.3904e-01,2.7063e+00,3.6826e+00,-3.5193e+03
-4.8814e-01,-1.4122e-01,2.7069e+00,3.6678e+00,-3.5131e+03
-4.8731e-01,-1.5735e-01,2.7051e+00,3.6272e+00,-3.5235e+03
-4.8802e-01,-1.4106e-01,2.7070e+00,3.6653e+00,-3.5311e+03
-4.8599e-01,-1.6044e-01,2.6980e+00,3.7113e+00,-3.5209e+03
-4.6571e-01,-6.1370e-03,2.7590e+00,3.2716e+00,-3.5209e+03
-4.8926e-01,-1.2902e-01,2.7117e+00,3.6311e+00,-3.5177e+03
-4.8511e-01,-1.4276e-01,2.7083e+00,3.6105e+00,-3.5328e+03
-4.8456e-01,-1.2869e-01,2.7123e+00,3.6744e+00,-3.5256e+03
-4.8395e-01,-1.2313e-01,2.7129e+00,3.6370e+00,-3.5158e+03
-4.9187e-01,-1.3017e-01,2.7110e+00,3.6244e+00,-3.5230e+03
-4.9135e-01,-1.1974e-01,2.7130e+00,3.6196e+00,-3.5286e+03
-4.9982e-01,-5.1607e-02,2.7432e+00,3.2992e+00,-3.5264e+03
-4.9300e-01,-1.2001e-01,2.7121e+00,3.6277e+00,-3.5114e+03
-4.9286e-01,-1.1917e-01,2.7138e+00,3.6429e+00,-3.5085e+03
-4.9268e-01,-1.2711e-01,2.7133e+00,3.6385e+00,-3.5267e+03
-4.9047e-01,-1.3194e-01,2.7123e+00,3.6458e+00,-3.4851e+03
-4.9717e-01,-1.3521e-01,2.7120e+00,3.5565e+00,-3.5057e+03
-4.8628e-01,-1.2461e-01,2.7127e+00,3.5535e+00,-3.5057e+03
-4.8783e-01,-1.4495e-01,2.7076e+00,3.6614e+00,-3.5291e+03
-4.8716e-01,-1.5879e-01,2.7039e+00,3.5976e+00,-3.5314e+03
-4.9051e-01,-1.2987e-01,2.7115e+00,3.6262e+00,-3.5047e+03
-4.9082e-01,-1.3373e-01,2.7127e+00,3.6199e+00,-3.5270e+03
-4.8850e-01,-1.4678e-01,2.7084e+00,3.5674e+00,-3.5070e+03
-4.8671e-01,-1.2803e-01,2.7133e+00,3.5465e+00,-3.5326e+03
-4.9249e-01,-1.0742e-01,2.7144e+00,3.6519e+00,-3.5201e+03
-4.8774e-01,-1.4236e-01,2.7082e+00,3.6585e+00,-3.5326e+03
-4.8446e-01,-1.2293e-01,2.7124e+00,3.6505e+00,-3.5194e+03
-4.8525e-01,-1.1167e-01,2.7141e+00,3.6811e+00,-3.5210e+03
-4.8776e-01,-1.6321e-01,2.6976e+00,3.7163e+00,-3.5223e+03
-4.8592e-01,-1.6899e-01,2.7035e+00,3.6165e+00,-3.5224e+03
-4.8685e-01,-1.4134e-01,2.7086e+00,3.6327e+00,-3.5316e+03
-4.8423e-01,-1.4571e-01,2.7118e+00,3.5843e+00,-3.5010e+03
-4.8686e-01,-1.5681e-01,2.7030e+00,3.6263e+00,-3.5319e+03
-4.8865e-01,-1.3948e-01,2.7064e+00,3.6583e+00,-3.5321e+03
-4.8755e-01,-1.5997e-01,2.6977e+00,3.7279e+00,-3.5240e+03
-4.8618e-01,-1.2909e-01,2.7125e+00,3.5814e+00,-3.5160e+03
-4.9110e-01,-1.3382e-01,2.7098e+00,3.6266e+00,-3.5327e+03
-4.8502e-01,-1.3947e-01,2.7093e+00,3.5910e+00,-3.5257e+03
