nlive,niter,ncall,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logzh,logdust,logNpix,tau
2.0000e+03,0.0000e+00,1.0000e+00,1.9608e+00,-1.0000e+300,-1.0000e+300,-1.9803e-02,-1.0000e+300,,-1.9608e+298,inf,4.5639e-01,2.0780e-01,-1.4259e+00,2.3461e+00,7.2170e-02
2.0000e+03,1.0000e+00,2.0000e+00,3.8462e+00,-1.0000e+300,-1.0000e+300,-3.9605e-02,-1.0000e+300,,-3.8831e+298,inf,9.3393e-01,-5.4887e-01,-1.3112e+00,3.2818e+00,9.6426e-03
2.0000e+03,2.0000e+00,3.0000e+00,5.6604e+00,-1.7375e+05,-1.7376e+05,-5.9408e-02,-1.7376e+05,0.0000e+00,4.6646e+00,inf,1.3896e+00,-5.0420e-02,-5.6664e-01,2.0822e+00,2.5159e+00
2.0000e+03,3.0000e+00,4.0000e+00,7.4074e+00,-1.6865e+05,-1.6865e+05,-7.9211e-02,-1.6865e+05,1.9802e-02,4.6844e+00,9.8181e+04,1.8469e+00,-4.2624e-01,-3.6160e-01,2.1142e+00,4.3554e+00
2.0000e+03,4.0000e+00,5.0000e+00,9.0909e+00,-1.6841e+05,-1.6841e+05,-9.9013e-02,-1.6841e+05,2.8005e-02,4.7042e+00,9.3076e+04,2.3061e+00,4.1628e-01,-2.4813e-01,2.7156e+00,3.0080e+00
2.0000e+03,5.0000e+00,7.0000e+00,1.0526e+01,-1.6748e+05,-1.6748e+05,-1.1882e-01,-1.6748e+05,3.4299e-02,4.7240e+00,9.2836e+04,3.2224e+00,2.8111e-01,-5.3470e-02,3.1868e+00,1.9286e+00
2.0000e+03,6.0000e+00,8.0000e+00,1.2069e+01,-1.6574e+05,-1.6574e+05,-1.3862e-01,-1.6574e+05,3.9605e-02,4.7438e+00,9.1904e+04,3.6782e+00,-1.2719e+00,-9.8380e-02,2.6514e+00,5.4895e-01
2.0000e+03,7.0000e+00,1.0000e+01,1.3333e+01,-1.6232e+05,-1.6232e+05,-1.5842e-01,-1.6232e+05,4.4279e-02,4.7636e+00,9.0164e+04,4.5955e+00,-3.9506e-01,-1.4539e+00,3.9490e+00,4.3423e+00
2.0000e+03,8.0000e+00,1.1000e+01,1.4754e+01,-1.6028e+05,-1.6028e+05,-1.7822e-01,-1.6028e+05,4.8506e-02,4.7834e+00,8.6745e+04,5.0750e+00,-8.0398e-01,-1.6348e+00,3.8036e+00,4.6522e+00
2.0000e+03,9.0000e+00,1.2000e+01,1.6129e+01,-1.5947e+05,-1.5947e+05,-1.9803e-01,-1.5947e+05,5.2392e-02,4.8032e+00,8.4707e+04,5.5350e+00,4.3167e-01,-1.7057e+00,2.0593e+00,3.7511e+00
2.0000e+03,1.0000e+01,1.3000e+01,1.7460e+01,-1.5619e+05,-1.5619e+05,-2.1783e-01,-1.5619e+05,5.6010e-02,4.8230e+00,8.3895e+04,6.0119e+00,-6.6649e-01,-9.2830e-01,2.0124e+00,1.4051e+00
2.0000e+03,1.1000e+01,1.4000e+01,1.8750e+01,-1.5582e+05,-1.5583e+05,-2.3763e-01,-1.5583e+05,5.9408e-02,4.8428e+00,8.0615e+04,6.4714e+00,-1.0965e+00,-6.0341e-01,3.9044e+00,6.1197e+00
2.0000e+03,1.2000e+01,1.5000e+01,2.0000e+01,-1.5352e+05,-1.5353e+05,-2.5743e-01,-1.5353e+05,6.2621e-02,4.8626e+00,8.0250e+04,6.9321e+00,-4.4355e-01,-9.7142e-02,2.9607e+00,3.0205e+00
2.0000e+03,1.3000e+01,1.6000e+01,2.1212e+01,-1.5176e+05,-1.5176e+05,-2.7724e-01,-1.5176e+05,6.5678e-02,4.8824e+00,7.7948e+04,7.4105e+00,-8.5381e-01,-2.5715e-01,2.4313e+00,4.8796e+00
2.0000e+03,1.4000e+01,1.7000e+01,2.2388e+01,-1.5118e+05,-1.5118e+05,-2.9704e-01,-1.5118e+05,6.8598e-02,4.9022e+00,7.6185e+04,7.8707e+00,-3.1075e-01,-9.3338e-01,2.0866e+00,3.4915e+00
2.0000e+03,1.5000e+01,1.8000e+01,2.3529e+01,-1.5073e+05,-1.5073e+05,-3.1684e-01,-1.5073e+05,7.1399e-02,4.9220e+00,7.5607e+04,8.3292e+00,-1.1571e+00,-5.2583e-01,2.2541e+00,1.9572e+00
2.0000e+03,1.6000e+01,1.9000e+01,2.4638e+01,-1.5047e+05,-1.5047e+05,-3.3664e-01,-1.5047e+05,7.4094e-02,4.9418e+00,7.5153e+04,8.7873e+00,-9.8869e-01,-1.7834e+00,3.5524e+00,5.2598e+00
2.0000e+03,1.7000e+01,2.1000e+01,2.5352e+01,-1.5038e+05,-1.5039e+05,-3.5645e-01,-1.5039e+05,7.6695e-02,4.9616e+00,7.4893e+04,9.6954e+00,-2.9133e-01,-1.7938e+00,3.6047e+00,6.5644e+00
2.0000e+03,1.8000e+01,2.2000e+01,2.6389e+01,-1.5008e+05,-1.5008e+05,-3.7625e-01,-1.5008e+05,7.9210e-02,4.9814e+00,7.4808e+04,1.0165e+01,-7.7023e-01,-7.6921e-01,2.1508e+00,1.9506e+00
2.0000e+03,1.9000e+01,2.3000e+01,2.7397e+01,-1.4890e+05,-1.4891e+05,-3.9605e-01,-1.4891e+05,8.1648e-02,5.0012e+00,7.4503e+04,1.0625e+01,-6.2621e-01,-7.7570e-01,3.8364e+00,4.0059e+00
2.0000e+03,2.0000e+01,2.7000e+01,2.7273e+01,-1.4807e+05,-1.4807e+05,-4.1586e-01,-1.4807e+05,8.4015e-02,5.0210e+00,7.3333e+04,1.2028e+01,-4.9383e-01,-1.9725e+00,3.5457e+00,6.0611e+00
2.0000e+03,2.1000e+01,2.8000e+01,2.8205e+01,-1.4803e+05,-1.4804e+05,-4.3566e-01,-1.4804e+05,8.6318e-02,5.0408e+00,7.2495e+04,1.2487e+01,-3.6678e-01,-9.7199e-01,3.7377e+00,4.7628e+00
2.0000e+03,2.2000e+01,2.9000e+01,2.9114e+01,-1.4507e+05,-1.4508e+05,-4.5546e-01,-1.4508e+05,8.8560e-02,5.0606e+00,7.2461e+04,1.2944e+01,-2.5445e-01,-1.0126e+00,3.6811e+00,4.6968e+00
2.0000e+03,2.3000e+01,3.0000e+01,3.0000e+01,-1.4486e+05,-1.4486e+05,-4.7526e-01,-1.4486e+05,9.0747e-02,5.0804e+00,6.9500e+04,1.3405e+01,-1.2521e+00,-1.7612e+00,3.4770e+00,3.6984e+00
2.0000e+03,2.4000e+01,3.1000e+01,3.0864e+01,-1.4419e+05,-1.4420e+05,-4.9507e-01,-1.4420e+05,9.2882e-02,5.1002e+00,6.9284e+04,1.3867e+01,-8.6633e-01,-8.6380e-01,3.7383e+00,2.4894e+00
2.0000e+03,2.5000e+01,3.2000e+01,3.1707e+01,-1.4378e+05,-1.4378e+05,-5.1487e-01,-1.4378e+05,9.4970e-02,5.1200e+00,6.8622e+04,1.4326e+01,4.8713e-01,-3.6259e-01,3.0902e+00,2.6100e+00
2.0000e+03,2.6000e+01,3.3000e+01,3.2530e+01,-1.4224e+05,-1.4224e+05,-5.3467e-01,-1.4224e+05,9.7012e-02,5.1398e+00,6.8204e+04,1.4780e+01,2.1375e-01,-6.7051e-01,2.6668e+00,3.1452e+00
2.0000e+03,2.7000e+01,3.5000e+01,3.2941e+01,-1.4153e+05,-1.4153e+05,-5.5447e-01,-1.4153e+05,9.9013e-02,5.1596e+00,6.6667e+04,1.5695e+01,-8.8005e-02,-1.7003e+00,3.4921e+00,5.6481e+00
2.0000e+03,2.8000e+01,3.7000e+01,3.3333e+01,-1.4034e+05,-1.4034e+05,-5.7428e-01,-1.4034e+05,1.0097e-01,5.1794e+00,6.5955e+04,1.6153e+01,-2.3255e-01,-1.1234e+00,2.3051e+00,3.5473e+00
2.0000e+03,2.9000e+01,4.0000e+01,3.3333e+01,-1.4022e+05,-1.4022e+05,-5.9408e-01,-1.4022e+05,1.0290e-01,5.1992e+00,6.4765e+04,1.7525e+01,4.2524e-01,-9.6073e-01,2.4156e+00,6.0008e+00
2.0000e+03,3.0000e+01,4.3000e+01,3.3333e+01,-1.3916e+05,-1.3917e+05,-6.1388e-01,-1.3917e+05,1.0479e-01,5.2191e+00,6.4645e+04,1.8438e+01,-1.4546e+00,-2.8989e-01,2.6127e+00,5.0703e+00
2.0000e+03,3.1000e+01,4.4000e+01,3.4043e+01,-1.3916e+05,-1.3917e+05,-6.3368e-01,-1.3917e+05,4.6583e-02,4.7742e+00,6.3590e+04,1.8896e+01,4.2959e-01,-6.4817e-02,3.8601e+00,4.7744e-01
2.0000e+03,3.2000e+01,4.5000e+01,3.4737e+01,-1.3904e+05,-1.3905e+05,-6.5349e-01,-1.3905e+05,1.0846e-01,5.2587e+00,6.3588e+04,1.9354e+01,-1.3305e+00,-1.3340e+00,3.4569e+00,1.3948e-01
2.0000e+03,3.3000e+01,4.6000e+01,3.5417e+01,-1.3819e+05,-1.3820e+05,-6.7329e-01,-1.3820e+05,1.1026e-01,5.2785e+00,6.3470e+04,1.9815e+01,-8.4066e-01,-9.9407e-01,2.2238e+00,3.8575e+00
2.0000e+03,3.4000e+01,4.7000e+01,3.6082e+01,-1.3762e+05,-1.3762e+05,-6.9309e-01,-1.3762e+05,1.1202e-01,5.2983e+00,6.2621e+04,2.0271e+01,-1.0534e+00,-1.1609e+00,2.1458e+00,4.2067e+00
2.0000e+03,3.5000e+01,5.3000e+01,3.4951e+01,-1.3761e+05,-1.3761e+05,-7.1289e-01,-1.3761e+05,1.1363e-01,5.3166e+00,6.2046e+04,2.2563e+01,-2.4102e-01,-6.2764e-01,2.4808e+00,5.3034e+00
2.0000e+03,3.6000e+01,5.5000e+01,3.5238e+01,-1.3750e+05,-1.3751e+05,-7.3270e-01,-1.3751e+05,1.1547e-01,5.3379e+00,6.2036e+04,2.3485e+01,-1.3826e+00,-1.8820e+00,2.1039e+00,3.1279e+00
2.0000e+03,3.7000e+01,5.9000e+01,3.4862e+01,-1.3750e+05,-1.3751e+05,-7.5250e-01,-1.3751e+05,,4.2525e+00,6.1930e+04,2.4851e+01,-1.0624e+00,-1.5026e-01,2.8843e+00,6.2745e+00
2.0000e+03,3.8000e+01,6.2000e+01,3.4821e+01,-1.3728e+05,-1.3728e+05,-7.7230e-01,-1.3728e+05,1.1882e-01,5.3775e+00,6.1928e+04,2.6259e+01,-9.5883e-01,-9.5539e-01,2.1967e+00,4.7091e+00
2.0000e+03,3.9000e+01,6.3000e+01,3.5398e+01,-1.3677e+05,-1.3677e+05,-7.9211e-01,-1.3677e+05,1.2045e-01,5.3973e+00,6.1703e+04,2.6738e+01,-4.4552e-01,-1.6047e+00,2.3314e+00,3.0079e+00
2.0000e+03,4.0000e+01,6.4000e+01,3.5965e+01,-1.3673e+05,-1.3673e+05,-8.1191e-01,-1.3673e+05,1.2207e-01,5.4171e+00,6.1193e+04,2.7202e+01,4.8931e-01,-1.6410e+00,2.6351e+00,3.5463e+00
2.0000e+03,4.1000e+01,6.6000e+01,3.6207e+01,-1.3662e+05,-1.3663e+05,-8.3171e-01,-1.3663e+05,1.2367e-01,5.4369e+00,6.1157e+04,2.8112e+01,6.4929e-02,-1.3654e+00,3.6366e+00,3.0604e+00
2.0000e+03,4.2000e+01,6.8000e+01,3.6441e+01,-1.3656e+05,-1.3656e+05,-8.5151e-01,-1.3656e+05,1.2524e-01,5.4567e+00,6.1050e+04,2.8572e+01,-1.2871e+00,-1.4057e+00,2.1168e+00,3.9706e+00
2.0000e+03,4.3000e+01,7.0000e+01,3.6667e+01,-1.3651e+05,-1.3652e+05,-8.7132e-01,-1.3652e+05,1.2680e-01,5.4765e+00,6.0984e+04,2.9481e+01,-1.3307e-01,-5.7460e-01,2.7405e+00,3.4896e+00
2.0000e+03,4.4000e+01,7.8000e+01,3.5156e+01,-1.3613e+05,-1.3613e+05,-8.9112e-01,-1.3613e+05,1.2834e-01,5.4963e+00,6.0941e+04,3.2211e+01,3.0718e-01,-1.4448e+00,2.5133e+00,4.5976e+00
2.0000e+03,4.5000e+01,8.0000e+01,3.5385e+01,-1.3595e+05,-1.3595e+05,-9.1092e-01,-1.3595e+05,1.2985e-01,5.5161e+00,6.0557e+04,3.3114e+01,-3.6811e-01,-1.9865e+00,3.2349e+00,6.2970e+00
2.0000e+03,4.6000e+01,8.3000e+01,3.5338e+01,-1.3577e+05,-1.3578e+05,-9.3072e-01,-1.3578e+05,1.3136e-01,5.5359e+00,6.0374e+04,3.4478e+01,-4.2659e-01,-4.5352e-01,3.7607e+00,4.0991e+00
2.0000e+03,4.7000e+01,8.4000e+01,3.5821e+01,-1.3570e+05,-1.3571e+05,-9.5053e-01,-1.3571e+05,1.3284e-01,5.5557e+00,6.0201e+04,3.4937e+01,4.9566e-01,-1.1978e+00,3.7667e+00,3.5531e+00
2.0000e+03,4.8000e+01,8.6000e+01,3.6029e+01,-1.3532e+05,-1.3533e+05,-9.7033e-01,-1.3533e+05,1.3431e-01,5.5755e+00,6.0128e+04,3.5854e+01,-4.1432e-01,-1.5841e+00,2.1822e+00,5.9588e+00
2.0000e+03,4.9000e+01,9.2000e+01,3.5211e+01,-1.3514e+05,-1.3514e+05,-9.9013e-01,-1.3514e+05,1.3576e-01,5.5953e+00,5.9752e+04,3.7713e+01,2.3208e-02,-1.7119e-01,3.3172e+00,3.5469e+00
2.0000e+03,5.0000e+01,9.3000e+01,3.5664e+01,-1.3512e+05,-1.3513e+05,-1.0099e+00,-1.3513e+05,1.3720e-01,5.6151e+00,5.9564e+04,3.8170e+01,-1.3804e+00,-1.6314e+00,2.0947e+00,4.3990e+00
2.0000e+03,5.1000e+01,1.0000e+02,3.4667e+01,-1.3502e+05,-1.3502e+05,-1.0297e+00,-1.3502e+05,1.3862e-01,5.6349e+00,5.9548e+04,4.0945e+01,-9.3586e-01,-1.3300e+00,2.1671e+00,5.0868e+00
2.0000e+03,5.2000e+01,1.0300e+02,3.4641e+01,-1.3482e+05,-1.3482e+05,-1.0495e+00,-1.3482e+05,1.4003e-01,5.6547e+00,5.9447e+04,4.2307e+01,-1.4813e+00,-1.9870e-01,3.9545e+00,3.4552e+00
2.0000e+03,5.3000e+01,1.1000e+02,3.3750e+01,-1.3471e+05,-1.3471e+05,-1.0693e+00,-1.3471e+05,1.4142e-01,5.6745e+00,5.9246e+04,4.4591e+01,-1.2746e+00,-1.1900e+00,2.0841e+00,6.4125e+00
2.0000e+03,5.4000e+01,1.1300e+02,3.3742e+01,-1.3450e+05,-1.3451e+05,-1.0891e+00,-1.3451e+05,1.4280e-01,5.6943e+00,5.9134e+04,4.5956e+01,-7.3779e-02,-1.3290e+00,2.3354e+00,5.1175e+00
