logfeh_mean,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,logl
3.6915e-02,-1.5182e+00,-3.0722e+00,3.3145e-01,4.3901e-01,6.4875e-01,3.5155e+00,-1.4967e+03
1.8257e-02,-1.4186e+00,-1.2262e+00,2.9846e-01,1.0558e+00,1.1320e+00,3.5093e+00,-1.4868e+03
5.1491e-02,-1.5646e+00,-8.5393e-01,2.6320e-01,-5.0542e-01,7.5122e-01,3.5198e+00,-1.5239e+03
7.2125e-02,-1.6082e+00,-9.4513e-01,2.9819e-01,9.3549e-01,1.0665e+00,3.5191e+00,-1.4705e+03
5.4819e-02,-1.5285e+00,-2.6267e+00,3.1738e-01,8.8659e-01,5.7076e-01,3.5204e+00,-1.5144e+03
6.6847e-02,-1.6119e+00,-2.8349e+00,3.0525e-01,9.5370e-01,5.0723e-01,3.5178e+00,-1.5100e+03
4.3155e-02,-1.4972e+00,-2.8783e+00,3.1527e-01,1.0276e+00,5.1686e-01,3.5163e+00,-1.4743e+03
3.0127e-02,-1.4895e+00,-9.8249e-01,3.0101e-01,3.4946e-01,3.3902e-01,3.5169e+00,-1.5212e+03
3.7279e-02,-1.4971e+00,-2.5279e+00,2.9599e-01,7.8979e-01,5.4886e-01,3.5163e+00,-1.4847e+03
4.3924e-02,-1.5146e+00,-1.0084e+00,3.1946e-01,4.7207e-01,4.8266e-01,3.5193e+00,-1.4991e+03
5.3499e-02,-1.4895e+00,-8.7758e-01,2.7787e-01,9.9439e-01,1.2192e+00,3.5166e+00,-1.4726e+03
5.2058e-02,-1.5216e+00,-1.9799e+00,3.3047e-01,8.4074e-01,5.9847e-01,3.5195e+00,-1.4371e+03
2.7990e-02,-1.4554e+00,-7.5149e-01,2.5977e-01,9.0425e-01,5.8601e-01,3.5143e+00,-1.5102e+03
6.6601e-02,-1.6405e+00,-9.8395e-01,3.1246e-01,5.3599e-01,3.9470e-01,3.5215e+00,-1.4871e+03
5.3923e-02,-1.5371e+00,-1.5916e+00,3.2789e-01,5.8217e-01,1.3138e+00,3.5174e+00,-1.5265e+03
3.4941e-02,-1.4819e+00,-1.2148e+00,2.9841e-01,5.8697e-01,1.4689e+00,3.5133e+00,-1.4899e+03
6.1495e-02,-1.5520e+00,-1.6990e+00,3.0767e-01,1.0648e+00,6.8554e-01,3.5215e+00,-1.5238e+03
