logfeh_mean,logdust_med,logNpix,tau,dmod,logl
-1.9648e-01,-5.1333e-01,1.9790e+00,3.2473e+00,2.5951e+01,-7.1143e+03
-2.3351e-01,-5.0267e-01,1.9766e+00,3.1108e+00,2.5942e+01,-7.1324e+03
-2.7261e-01,-4.9316e-01,1.9982e+00,2.8948e+00,2.6007e+01,-7.1175e+03
-2.4853e-01,-4.9474e-01,1.9986e+00,2.9461e+00,2.5988e+01,-7.1214e+03
-2.6889e-01,-4.8310e-01,1.9446e+00,2.9014e+00,2.5838e+01,-7.1074e+03
-2.6522e-01,-5.0066e-01,1.9993e+00,3.0112e+00,2.6010e+01,-7.1337e+03
-2.5947e-01,-4.9357e-01,2.0000e+00,3.0371e+00,2.6014e+01,-7.1355e+03
-2.6570e-01,-5.1656e-01,2.0060e+00,2.8872e+00,2.6033e+01,-7.1332e+03
-2.6348e-01,-5.1366e-01,2.0008e+00,2.9468e+00,2.6024e+01,-7.1041e+03
-2.4722e-01,-4.9710e-01,1.9917e+00,2.9703e+00,2.5976e+01,-7.1129e+03
-2.6193e-01,-5.1917e-01,2.0015e+00,2.8833e+00,2.6010e+01,-7.1355e+03
-2.7324e-01,-4.6562e-01,2.0241e+00,3.0949e+00,2.6085e+01,-7.1198e+03
-2.1363e-01,-5.1429e-01,1.9871e+00,3.1424e+00,2.5971e+01,-7.1330e+03
-3.1127e-01,-4.4315e-01,2.0032e+00,2.9480e+00,2.6021e+01,-7.1272e+03
-2.6110e-01,-4.6827e-01,1.9785e+00,3.0311e+00,2.5934e+01,-7.1198e+03
-1.9240e-01,-5.6086e-01,1.9697e+00,3.0817e+00,2.5918e+01,-7.1110e+03
-2.4496e-01,-5.1677e-01,1.9452e+00,2.9584e+00,2.5855e+01,-7.1312e+03
-2.5284e-01,-4.9200e-01,1.9961e+00,2.9958e+00,2.5999e+01,-7.1112e+03
-2.4625e-01,-4.8590e-01,1.9922e+00,3.1714e+00,2.5988e+01,-7.1315e+03
-2.4867e-01,-5.1474e-01,1.9989e+00,2.9816e+00,2.6009e+01,-7.1131e+03
-2.6442e-01,-4.8384e-01,2.0124e+00,3.0727e+00,2.6054e+01,-7.1276e+03
-2.9190e-01,-4.3542e-01,2.0195e+00,3.1286e+00,2.6069e+01,-7.1327e+03
-3.0834e-01,-4.2936e-01,2.0339e+00,2.9748e+00,2.6102e+01,-7.1009e+03
-2.4794e-01,-4.8178e-01,1.9735e+00,3.0818e+00,2.5929e+01,-7.1216e+03
-2.3477e-01,-4.9951e-01,1.9798e+00,3.0913e+00,2.5944e+01,-7.1124e+03
-2.6480e-01,-4.9549e-01,1.9719e+00,2.9349e+00,2.5918e+01,-7.1373e+03
-2.6438e-01,-4.8056e-01,1.9541e+00,3.0334e+00,2.5875e+01,-7.1137e+03
-1.9543e-01,-5.2500e-01,1.9784e+00,3.2796e+00,2.5955e+01,-7.1353e+03
-2.7186e-01,-4.8574e-01,1.9956e+00,3.0217e+00,2.5999e+01,-7.1150e+03
-2.6604e-01,-4.9254e-01,1.9682e+00,2.8938e+00,2.5903e+01,-7.1362e+03
-2.5591e-01,-4.8256e-01,2.0207e+00,3.0635e+00,2.6066e+01,-7.1336e+03
-2.3837e-01,-4.9245e-01,1.9838e+00,3.1669e+00,2.5966e+01,-7.1336e+03
-2.5316e-01,-5.1286e-01,1.9920e+00,2.9116e+00,2.5978e+01,-7.1345e+03
-2.5283e-01,-5.0064e-01,1.9996e+00,3.0212e+00,2.6011e+01,-7.1281e+03
-2.2813e-01,-5.4255e-01,1.9838e+00,2.9833e+00,2.5973e+01,-7.1331e+03
-2.7178e-01,-4.8208e-01,2.0175e+00,3.0178e+00,2.6068e+01,-7.1104e+03
-2.5762e-01,-5.0997e-01,1.9883e+00,2.9781e+00,2.5978e+01,-7.1307e+03
-2.7475e-01,-4.6830e-01,2.0159e+00,3.0070e+00,2.6054e+01,-7.1060e+03
-2.1536e-01,-5.0144e-01,1.9906e+00,3.1497e+00,2.5979e+01,-7.1307e+03
-2.9319e-01,-4.3578e-01,2.0279e+00,3.1287e+00,2.6094e+01,-7.1268e+03
-2.6027e-01,-4.8645e-01,1.9832e+00,2.9582e+00,2.5949e+01,-7.1169e+03
-2.7361e-01,-4.6552e-01,2.0322e+00,3.1007e+00,2.6108e+01,-7.1149e+03
-2.2836e-01,-5.4084e-01,2.0140e+00,2.9735e+00,2.6064e+01,-7.1269e+03
-2.7862e-01,-4.6758e-01,2.0148e+00,3.0515e+00,2.6061e+01,-7.1280e+03
-2.6193e-01,-5.0488e-01,2.0110e+00,2.9086e+00,2.6049e+01,-7.1333e+03
-2.6184e-01,-4.5491e-01,2.0073e+00,3.1734e+00,2.6028e+01,-7.1342e+03
-2.4190e-01,-5.1275e-01,1.9944e+00,2.9719e+00,2.5994e+01,-7.1235e+03
-2.4214e-01,-4.8909e-01,1.9879e+00,3.1267e+00,2.5980e+01,-7.1327e+03
-2.6333e-01,-4.9455e-01,1.9688e+00,2.9411e+00,2.5916e+01,-7.1280e+03
-2.4632e-01,-5.0685e-01,2.0077e+00,3.0057e+00,2.6030e+01,-7.1294e+03
-2.5342e-01,-4.8972e-01,2.0284e+00,3.0515e+00,2.6092e+01,-7.1328e+03
-2.6443e-01,-4.7774e-01,1.9898e+00,3.0352e+00,2.5982e+01,-7.1162e+03
-2.2985e-01,-5.0044e-01,1.9941e+00,3.2122e+00,2.6002e+01,-7.1350e+03
-2.0323e-01,-4.9632e-01,1.9713e+00,3.2541e+00,2.5915e+01,-7.1353e+03
-2.7064e-01,-5.0717e-01,2.0099e+00,2.9998e+00,2.6060e+01,-7.1344e+03
-2.5180e-01,-5.1112e-01,2.0112e+00,3.0485e+00,2.6050e+01,-7.1360e+03
-2.2614e-01,-5.0144e-01,1.9901e+00,3.1241e+00,2.5977e+01,-7.1276e+03
-1.9720e-01,-5.2797e-01,1.9649e+00,3.1491e+00,2.5906e+01,-7.1289e+03
-2.3612e-01,-5.1790e-01,1.9986e+00,3.0645e+00,2.6016e+01,-7.1184e+03
-2.4013e-01,-5.0339e-01,1.9397e+00,3.0914e+00,2.5847e+01,-7.1257e+03
-2.2767e-01,-5.1814e-01,1.9968e+00,3.1014e+00,2.6002e+01,-7.1138e+03
-2.7274e-01,-4.8026e-01,1.9759e+00,2.9650e+00,2.5940e+01,-7.0977e+03
-2.2857e-01,-5.0218e-01,2.0053e+00,3.1547e+00,2.6031e+01,-7.1352e+03
-2.7377e-01,-4.8432e-01,1.9931e+00,3.0311e+00,2.6000e+01,-7.1324e+03
-2.7088e-01,-4.9715e-01,2.0219e+00,3.0258e+00,2.6091e+01,-7.1364e+03
-2.6711e-01,-4.9835e-01,1.9916e+00,2.9388e+00,2.5981e+01,-7.1160e+03
-2.0370e-01,-5.3426e-01,2.0012e+00,3.1884e+00,2.6025e+01,-7.1357e+03
-2.2179e-01,-4.9497e-01,2.0074e+00,3.1381e+00,2.6031e+01,-7.1299e+03
-2.6262e-01,-4.9563e-01,2.0290e+00,3.0007e+00,2.6112e+01,-7.1007e+03
-2.7984e-01,-4.9682e-01,2.0049e+00,2.8999e+00,2.6030e+01,-7.1323e+03
