logfeh_mean,logdust,logNpix,tau,logl
-1.5404e-01,-1.9836e+00,1.9722e+00,3.7285e+00,-1.4155e+04
-1.5341e-01,-1.9335e+00,1.9736e+00,3.6980e+00,-1.4111e+04
-1.5017e-01,-1.9901e+00,1.9739e+00,3.6989e+00,-1.4110e+04
-1.4789e-01,-1.9961e+00,1.9759e+00,3.7018e+00,-1.3980e+04
-1.4586e-01,-1.9543e+00,1.9763e+00,3.7194e+00,-1.4070e+04
-1.4660e-01,-1.9631e+00,1.9761e+00,3.7699e+00,-1.4115e+04
-1.5297e-01,-1.9158e+00,1.9730e+00,3.6673e+00,-1.4144e+04
-1.6017e-01,-1.9478e+00,1.9726e+00,3.7730e+00,-1.4035e+04
-1.4638e-01,-1.9814e+00,1.9764e+00,3.7445e+00,-1.4068e+04
-1.5004e-01,-1.9310e+00,1.9761e+00,3.7328e+00,-1.4137e+04
-1.4512e-01,-1.8929e+00,1.9783e+00,3.7336e+00,-1.4168e+04
-1.4444e-01,-1.9535e+00,1.9783e+00,3.7394e+00,-1.4122e+04
-1.4743e-01,-1.9557e+00,1.9789e+00,3.7347e+00,-1.3928e+04
-1.4973e-01,-1.9940e+00,1.9782e+00,3.7175e+00,-1.4172e+04
-1.4492e-01,-1.9970e+00,1.9766e+00,3.7400e+00,-1.4146e+04
-1.5476e-01,-1.9596e+00,1.9749e+00,3.6777e+00,-1.4101e+04
-1.5100e-01,-1.9304e+00,1.9746e+00,3.7319e+00,-1.4168e+04
-1.5443e-01,-1.9699e+00,1.9730e+00,3.6963e+00,-1.4095e+04
-1.4846e-01,-1.9443e+00,1.9758e+00,3.7262e+00,-1.4168e+04
-1.5411e-01,-1.9215e+00,1.9761e+00,3.6601e+00,-1.4184e+04
-1.4425e-01,-1.9995e+00,1.9771e+00,3.7268e+00,-1.3909e+04
-1.5093e-01,-1.9651e+00,1.9764e+00,3.7015e+00,-1.4106e+04
-1.5368e-01,-1.8967e+00,1.9734e+00,3.7582e+00,-1.4171e+04
-1.4989e-01,-1.9480e+00,1.9760e+00,3.7455e+00,-1.4061e+04
-1.4572e-01,-1.9285e+00,1.9765e+00,3.7360e+00,-1.4115e+04
-1.4633e-01,-1.9263e+00,1.9762e+00,3.7018e+00,-1.4114e+04
-1.4755e-01,-1.9944e+00,1.9778e+00,3.6917e+00,-1.4074e+04
-9.9559e-02,-1.9732e+00,1.9795e+00,3.9039e+00,-1.4112e+04
-7.6420e-02,-1.9834e+00,1.9832e+00,4.0448e+00,-1.4126e+04
-1.2044e-01,-1.9962e+00,1.9814e+00,3.8139e+00,-1.4135e+04
-1.4419e-01,-1.9930e+00,1.9766e+00,3.7172e+00,-1.3996e+04
-1.4529e-01,-1.9903e+00,1.9768e+00,3.7616e+00,-1.4116e+04
-1.5281e-01,-1.9145e+00,1.9754e+00,3.7345e+00,-1.4181e+04
-1.4442e-01,-1.9833e+00,1.9758e+00,3.7870e+00,-1.4058e+04
-1.5267e-01,-1.9220e+00,1.9749e+00,3.6568e+00,-1.4152e+04
-1.4641e-01,-1.9011e+00,1.9764e+00,3.7378e+00,-1.4177e+04
-1.4627e-01,-1.9227e+00,1.9769e+00,3.7113e+00,-1.4163e+04
-1.5180e-01,-1.9638e+00,1.9771e+00,3.7444e+00,-1.4021e+04
-9.9191e-02,-1.9965e+00,1.9804e+00,3.8838e+00,-1.4127e+04
-1.4633e-01,-1.8794e+00,1.9773e+00,3.8206e+00,-1.4166e+04
-1.4590e-01,-1.9733e+00,1.9756e+00,3.7639e+00,-1.4095e+04
-1.4955e-01,-1.9990e+00,1.9747e+00,3.7361e+00,-1.4181e+04
-1.5165e-01,-1.8782e+00,1.9781e+00,3.7749e+00,-1.4095e+04
-1.5141e-01,-1.9883e+00,1.9762e+00,3.7149e+00,-1.4163e+04
-1.5380e-01,-1.9990e+00,1.9704e+00,3.6915e+00,-1.4095e+04
-1.5256e-01,-1.9104e+00,1.9730e+00,3.6773e+00,-1.4151e+04
-6.9178e-02,-1.9682e+00,1.9837e+00,4.0269e+00,-1.4184e+04
-1.5105e-01,-1.9078e+00,1.9758e+00,3.7561e+00,-1.4131e+04
-1.5189e-01,-1.8622e+00,1.9777e+00,3.7631e+00,-1.4170e+04
-1.4537e-01,-1.9972e+00,1.9778e+00,3.7501e+00,-1.4156e+04
-1.4708e-01,-1.9536e+00,1.9778e+00,3.6826e+00,-1.4038e+04
-1.4617e-01,-1.9455e+00,1.9766e+00,3.7168e+00,-1.4115e+04
-1.4661e-01,-1.9508e+00,1.9749e+00,3.7887e+00,-1.4160e+04
-1.4845e-01,-1.9803e+00,1.9779e+00,3.7289e+00,-1.4180e+04
-1.4849e-01,-1.9845e+00,1.9739e+00,3.7692e+00,-1.4134e+04
-1.2091e-01,-1.9444e+00,1.9812e+00,3.8140e+00,-1.4151e+04
-1.0878e-01,-1.9618e+00,1.9790e+00,3.9986e+00,-1.4109e+04
-7.0774e-02,-1.8994e+00,1.9892e+00,4.0054e+00,-1.4140e+04
-1.4608e-01,-1.9758e+00,1.9761e+00,3.6169e+00,-1.4161e+04
-1.4739e-01,-1.9410e+00,1.9774e+00,3.7183e+00,-1.4143e+04
-1.2098e-01,-1.9739e+00,1.9808e+00,3.7998e+00,-1.4157e+04
-1.5452e-01,-1.9875e+00,1.9722e+00,3.6652e+00,-1.4029e+04
-1.5030e-01,-1.9518e+00,1.9737e+00,3.6882e+00,-1.4180e+04
-1.5390e-01,-1.9408e+00,1.9738e+00,3.6622e+00,-1.4150e+04
-1.4754e-01,-1.9615e+00,1.9738e+00,3.7718e+00,-1.4113e+04
-7.1399e-02,-1.9826e+00,1.9886e+00,3.9900e+00,-1.4180e+04
-1.0064e-01,-1.9973e+00,1.9788e+00,3.8979e+00,-1.4044e+04
-1.5567e-01,-1.9886e+00,1.9720e+00,3.6883e+00,-1.4129e+04
-1.5314e-01,-1.9649e+00,1.9734e+00,3.8015e+00,-1.4164e+04
-1.4580e-01,-1.9179e+00,1.9794e+00,3.7226e+00,-1.4171e+04
-1.4459e-01,-1.9453e+00,1.9770e+00,3.7135e+00,-1.4180e+04
-1.5440e-01,-1.9605e+00,1.9733e+00,3.6719e+00,-1.4163e+04
-1.5037e-01,-1.9451e+00,1.9762e+00,3.7327e+00,-1.4172e+04
-1.4747e-01,-1.9640e+00,1.9764e+00,3.7686e+00,-1.4113e+04
-7.1404e-02,-1.9858e+00,1.9880e+00,3.9841e+00,-1.4105e+04
-1.4929e-01,-1.9673e+00,1.9771e+00,3.7070e+00,-1.4183e+04
