logfeh_mean,logdust,logNpix,tau,dmod,logl
-4.9490e-01,-1.9697e+00,2.5523e+00,4.8676e+00,2.6583e+01,9.8893e+05
-4.9636e-01,-1.9548e+00,2.5363e+00,4.9515e+00,2.6544e+01,9.8902e+05
-4.9688e-01,-1.9669e+00,2.5657e+00,4.9765e+00,2.6644e+01,9.8888e+05
-4.9392e-01,-1.9873e+00,2.5748e+00,4.9850e+00,2.6665e+01,9.8891e+05
-4.9851e-01,-1.9171e+00,2.6214e+00,4.9310e+00,2.6785e+01,9.8895e+05
-4.9599e-01,-1.9938e+00,2.5569e+00,4.8777e+00,2.6606e+01,9.8894e+05
-4.9844e-01,-1.9595e+00,2.5396e+00,4.9383e+00,2.6558e+01,9.8892e+05
-4.9864e-01,-1.9684e+00,2.6584e+00,4.9545e+00,2.6898e+01,9.8892e+05
-4.9509e-01,-1.9432e+00,2.6243e+00,4.9885e+00,2.6806e+01,9.8890e+05
-4.9571e-01,-1.9683e+00,2.5403e+00,4.7104e+00,2.6534e+01,9.8921e+05
-4.9957e-01,-1.9726e+00,2.5574e+00,4.8685e+00,2.6592e+01,9.8888e+05
-4.9443e-01,-1.8573e+00,2.5552e+00,4.9212e+00,2.6608e+01,9.8889e+05
-4.9514e-01,-1.9322e+00,2.5526e+00,4.9369e+00,2.6598e+01,9.8889e+05
-4.9494e-01,-1.9504e+00,2.5556e+00,4.9331e+00,2.6605e+01,9.8924e+05
-4.9694e-01,-1.9704e+00,2.5361e+00,4.8349e+00,2.6521e+01,9.8895e+05
-4.9683e-01,-1.9715e+00,2.5368e+00,4.6171e+00,2.6498e+01,9.8889e+05
-4.9440e-01,-1.9653e+00,2.5537e+00,4.9206e+00,2.6592e+01,9.8905e+05
-4.9003e-01,-1.9421e+00,2.5753e+00,4.9432e+00,2.6654e+01,9.8891e+05
-4.9399e-01,-1.9693e+00,2.6477e+00,4.9567e+00,2.6855e+01,9.8900e+05
-4.9470e-01,-1.9865e+00,2.5750e+00,4.7442e+00,2.6629e+01,9.8896e+05
-4.9559e-01,-1.9858e+00,2.5582e+00,4.9193e+00,2.6612e+01,9.8896e+05
-4.9124e-01,-1.9924e+00,2.5401e+00,4.8974e+00,2.6543e+01,9.8891e+05
-4.9997e-01,-1.9169e+00,2.5758e+00,4.9094e+00,2.6656e+01,9.8913e+05
-4.9795e-01,-1.9628e+00,2.6174e+00,4.9737e+00,2.6777e+01,9.8889e+05
-4.9778e-01,-1.9422e+00,2.5513e+00,4.8175e+00,2.6573e+01,9.8892e+05
-4.9562e-01,-1.9050e+00,2.5757e+00,4.9720e+00,2.6670e+01,9.8888e+05
-4.9860e-01,-1.9613e+00,2.5791e+00,4.8451e+00,2.6665e+01,9.8897e+05
-4.8939e-01,-1.8999e+00,2.5749e+00,4.9177e+00,2.6642e+01,9.8897e+05
-4.9733e-01,-1.9930e+00,2.5800e+00,4.9070e+00,2.6671e+01,9.8888e+05
-4.9600e-01,-1.9940e+00,2.5407e+00,4.7074e+00,2.6518e+01,9.8905e+05
-4.9803e-01,-1.9536e+00,2.5781e+00,4.9935e+00,2.6665e+01,9.8894e+05
-4.9763e-01,-1.9766e+00,2.5447e+00,4.9221e+00,2.6567e+01,9.8890e+05
-4.9929e-01,-1.9683e+00,2.5753e+00,4.9378e+00,2.6669e+01,9.8905e+05
-4.9160e-01,-1.9496e+00,2.5749e+00,4.8017e+00,2.6647e+01,9.8893e+05
-4.9717e-01,-1.9755e+00,2.5516e+00,4.8037e+00,2.6573e+01,9.8917e+05
-4.9178e-01,-1.9891e+00,2.5889e+00,4.8519e+00,2.6677e+01,9.8896e+05
-4.9226e-01,-1.9495e+00,2.5549e+00,4.7704e+00,2.6577e+01,9.8913e+05
-4.9915e-01,-1.9420e+00,2.6298e+00,4.9982e+00,2.6833e+01,9.8893e+05
-4.9912e-01,-1.9568e+00,2.6163e+00,4.9567e+00,2.6773e+01,9.8890e+05
-4.9614e-01,-1.9697e+00,2.5516e+00,4.9146e+00,2.6592e+01,9.8888e+05
-4.9275e-01,-1.9446e+00,2.5570e+00,4.8232e+00,2.6592e+01,9.8899e+05
-4.9896e-01,-1.8688e+00,2.5748e+00,4.9793e+00,2.6661e+01,9.8893e+05
-4.9451e-01,-1.9973e+00,2.5407e+00,4.8827e+00,2.6555e+01,9.8888e+05
-4.9580e-01,-1.9523e+00,2.5577e+00,4.9054e+00,2.6598e+01,9.8908e+05
-4.9337e-01,-1.9706e+00,2.6506e+00,4.9778e+00,2.6882e+01,9.8888e+05
-4.9869e-01,-1.9836e+00,2.5508e+00,4.9861e+00,2.6602e+01,9.8890e+05
-4.9046e-01,-1.8405e+00,2.5407e+00,4.8997e+00,2.6538e+01,9.8887e+05
-4.9250e-01,-1.9855e+00,2.5740e+00,4.9102e+00,2.6644e+01,9.8890e+05
-4.9418e-01,-1.9296e+00,2.5539e+00,4.8978e+00,2.6575e+01,9.8889e+05
-4.9649e-01,-1.8520e+00,2.5537e+00,4.9717e+00,2.6601e+01,9.8887e+05
-4.9467e-01,-1.9769e+00,2.5432e+00,4.7225e+00,2.6555e+01,9.8903e+05
-4.9688e-01,-1.9996e+00,2.5566e+00,4.9431e+00,2.6612e+01,9.8900e+05
-4.9871e-01,-1.9744e+00,2.5796e+00,4.8707e+00,2.6666e+01,9.8912e+05
-4.9936e-01,-1.8827e+00,2.5571e+00,4.9241e+00,2.6597e+01,9.8893e+05
-4.9868e-01,-1.9265e+00,2.5379e+00,4.8778e+00,2.6533e+01,9.8903e+05
-4.9050e-01,-1.9603e+00,2.5756e+00,4.9532e+00,2.6657e+01,9.8888e+05
-4.9915e-01,-1.9414e+00,2.5747e+00,4.9321e+00,2.6653e+01,9.8893e+05
-4.9974e-01,-1.9662e+00,2.5802e+00,4.8589e+00,2.6668e+01,9.8889e+05
-4.9653e-01,-1.9916e+00,2.5662e+00,4.9497e+00,2.6641e+01,9.8903e+05
-4.9146e-01,-1.9866e+00,2.5568e+00,4.9499e+00,2.6621e+01,9.8888e+05
-4.9717e-01,-1.9834e+00,2.5588e+00,4.9768e+00,2.6630e+01,9.8889e+05
-4.9915e-01,-1.9944e+00,2.5298e+00,4.8609e+00,2.6517e+01,9.8888e+05
-4.9890e-01,-1.9847e+00,2.5581e+00,4.7531e+00,2.6595e+01,9.8900e+05
-4.9603e-01,-1.9641e+00,2.5751e+00,4.9998e+00,2.6651e+01,9.8891e+05
-4.9451e-01,-1.9911e+00,2.5411e+00,4.6861e+00,2.6533e+01,9.8900e+05
-4.9829e-01,-1.9850e+00,2.5541e+00,4.9099e+00,2.6600e+01,9.8891e+05
-4.9554e-01,-1.9646e+00,2.6533e+00,4.8727e+00,2.6851e+01,9.8895e+05
-4.9967e-01,-1.9922e+00,2.5391e+00,4.8575e+00,2.6549e+01,9.8907e+05
-4.9411e-01,-1.9803e+00,2.5408e+00,4.6726e+00,2.6540e+01,9.8901e+05
-4.9986e-01,-1.9684e+00,2.5489e+00,4.7617e+00,2.6562e+01,9.8903e+05
-4.9970e-01,-1.9420e+00,2.5372e+00,4.9370e+00,2.6537e+01,9.8902e+05
-4.9956e-01,-1.9034e+00,2.5372e+00,4.9367e+00,2.6537e+01,9.8893e+05
-4.9939e-01,-1.9769e+00,2.5406e+00,4.8850e+00,2.6549e+01,9.8901e+05
-4.9850e-01,-1.9753e+00,2.5514e+00,4.9380e+00,2.6598e+01,9.8894e+05
-4.9382e-01,-1.9851e+00,2.5401e+00,4.7107e+00,2.6530e+01,9.8889e+05
-4.9832e-01,-1.8989e+00,2.5366e+00,4.8955e+00,2.6532e+01,9.8890e+05
-4.9872e-01,-1.9062e+00,2.5390e+00,4.8333e+00,2.6541e+01,9.8889e+05
-4.9704e-01,-1.9833e+00,2.5817e+00,4.9566e+00,2.6674e+01,9.8908e+05
-4.9915e-01,-1.9439e+00,2.5397e+00,4.8817e+00,2.6544e+01,9.8901e+05
-4.9736e-01,-1.8882e+00,2.5819e+00,4.9944e+00,2.6676e+01,9.8908e+05
-4.9588e-01,-1.9843e+00,2.5390e+00,4.5893e+00,2.6515e+01,9.8902e+05
-4.9971e-01,-1.9368e+00,2.5635e+00,4.9766e+00,2.6630e+01,9.8891e+05
-4.9874e-01,-1.9519e+00,2.5751e+00,4.9563e+00,2.6656e+01,9.8905e+05
-4.9292e-01,-1.8393e+00,2.5547e+00,4.9106e+00,2.6594e+01,9.8888e+05
-4.9744e-01,-1.9161e+00,2.5529e+00,4.9214e+00,2.6592e+01,9.8905e+05
-4.9960e-01,-1.9780e+00,2.5758e+00,4.8390e+00,2.6661e+01,9.8918e+05
-4.9711e-01,-1.9658e+00,2.5347e+00,4.9514e+00,2.6536e+01,9.8890e+05
-4.6845e-01,-1.9676e+00,2.5838e+00,4.9700e+00,2.6670e+01,9.8899e+05
-4.9209e-01,-1.9465e+00,2.5534e+00,4.7312e+00,2.6565e+01,9.8892e+05
-4.9645e-01,-1.9874e+00,2.5753e+00,4.8755e+00,2.6650e+01,9.8901e+05
-4.9844e-01,-1.9752e+00,2.5639e+00,4.6737e+00,2.6594e+01,9.8894e+05
-4.9919e-01,-1.7985e+00,2.5385e+00,4.9281e+00,2.6535e+01,9.8891e+05
-4.9859e-01,-1.9537e+00,2.5765e+00,4.8713e+00,2.6658e+01,9.8900e+05
-4.9412e-01,-1.9975e+00,2.5573e+00,4.8629e+00,2.6598e+01,9.8887e+05
-4.9868e-01,-1.9959e+00,2.4894e+00,4.6901e+00,2.6397e+01,9.8888e+05
-4.9867e-01,-1.9428e+00,2.5746e+00,4.9308e+00,2.6654e+01,9.8906e+05
-4.9929e-01,-1.8942e+00,2.5563e+00,4.8933e+00,2.6578e+01,9.8888e+05
-4.9768e-01,-1.9433e+00,2.5528e+00,4.8414e+00,2.6592e+01,9.8897e+05
-4.8650e-01,-1.9827e+00,2.5567e+00,4.9731e+00,2.6621e+01,9.8890e+05
-4.9976e-01,-1.9871e+00,2.6182e+00,4.9412e+00,2.6791e+01,9.8890e+05
-4.9403e-01,-1.8424e+00,2.5555e+00,4.8694e+00,2.6579e+01,9.8892e+05
-4.9447e-01,-1.9474e+00,2.5524e+00,4.8320e+00,2.6567e+01,9.8890e+05
-4.9682e-01,-1.9718e+00,2.5760e+00,4.8610e+00,2.6666e+01,9.8890e+05
-4.9815e-01,-1.9320e+00,2.5742e+00,4.8902e+00,2.6646e+01,9.8893e+05
